comparison_type,role,smat_player,smat_team,ipl_player,ipl_team,similarity_rank,similarity_score
bowling,powerplay_bowler,Lalhruai Ralte,Mizoram,MJ Henry,Lucknow Super Giants,1,88.63
bowling,powerplay_bowler,Lalhruai Ralte,Mizoram,Azmatullah Omarzai,Punjab Kings,2,86.83
bowling,powerplay_bowler,Lalhruai Ralte,Mizoram,Fazalhaq Farooqi,Sunrisers Hyderabad,3,75.82
bowling,powerplay_bowler,M Prasidh Krishna,Karnataka,DW Steyn,Sunrisers Hyderabad,1,85.6
bowling,powerplay_bowler,M Prasidh Krishna,Karnataka,GD McGrath,Delhi Capitals,2,79.84
bowling,powerplay_bowler,M Prasidh Krishna,Karnataka,RP Singh,Sunrisers Hyderabad,3,77.89
bowling,powerplay_bowler,Manisankar Murasingh,Tripura,P Kumar,Punjab Kings,1,88.67
bowling,powerplay_bowler,Manisankar Murasingh,Tripura,GD McGrath,Delhi Capitals,2,86.1
bowling,powerplay_bowler,Manisankar Murasingh,Tripura,M Ntini,Chennai Super Kings,3,83.79
bowling,powerplay_bowler,Mohit Jangra,Mizoram,DJ Willey,Royal Challengers Bengaluru,1,77.31
bowling,powerplay_bowler,Mohit Jangra,Mizoram,DP Vijaykumar,Sunrisers Hyderabad,2,72.25
bowling,powerplay_bowler,Mohit Jangra,Mizoram,P Suyal,Mumbai Indians,3,70.82
bowling,powerplay_bowler,Mohsin Khan,Uttar Pradesh,MF Maharoof,Delhi Capitals,1,98.2
bowling,powerplay_bowler,Mohsin Khan,Uttar Pradesh,NM Coulter-Nile,Delhi Capitals,2,94.04
bowling,powerplay_bowler,Mohsin Khan,Uttar Pradesh,MM Patel,Mumbai Indians,3,89.39
bowling,powerplay_bowler,Mrinmoy Dutta,Assam,JA Morkel,Chennai Super Kings,1,70.97
bowling,powerplay_bowler,Mrinmoy Dutta,Assam,Kamran Khan,Rajasthan Royals,2,66.28
bowling,powerplay_bowler,Mrinmoy Dutta,Assam,SB Wagh,Pune Warriors,3,65.11
bowling,powerplay_bowler,Mukhtar Hussain,Assam,A Nehra,Delhi Capitals,1,96.28
bowling,powerplay_bowler,Mukhtar Hussain,Assam,JR Hazlewood,Royal Challengers Bengaluru,2,87.3
bowling,powerplay_bowler,Mukhtar Hussain,Assam,RP Singh,Sunrisers Hyderabad,3,85.2
bowling,powerplay_bowler,Navdeep Saini,Delhi,GD McGrath,Delhi Capitals,1,85.29
bowling,powerplay_bowler,Navdeep Saini,Delhi,P Kumar,Punjab Kings,2,83.71
bowling,powerplay_bowler,Navdeep Saini,Delhi,IK Pathan,Delhi Capitals,3,79.89
bowling,powerplay_bowler,R Sai Kishore,Tamil Nadu,A Chandila,Rajasthan Royals,1,80.32
bowling,powerplay_bowler,R Sai Kishore,Tamil Nadu,MM Patel,Mumbai Indians,2,70.94
bowling,powerplay_bowler,R Sai Kishore,Tamil Nadu,AM Salvi,Delhi Capitals,3,70.26
bowling,powerplay_bowler,Remruatdika Ralte,Mizoram,AL Menaria,Rajasthan Royals,1,87.35
bowling,powerplay_bowler,Remruatdika Ralte,Mizoram,AN Ahmed,Mumbai Indians,2,78.68
bowling,powerplay_bowler,Remruatdika Ralte,Mizoram,AA Jhunjhunwala,Rajasthan Royals,3,77.4
bowling,powerplay_bowler,Rex Rajkumar,Manipur,S Tyagi,Chennai Super Kings,1,91.95
bowling,powerplay_bowler,Rex Rajkumar,Manipur,DJ Willey,Royal Challengers Bengaluru,2,78.47
bowling,powerplay_bowler,Rex Rajkumar,Manipur,DP Vijaykumar,Sunrisers Hyderabad,3,75.4
bowling,powerplay_bowler,SI Sopariya,Baroda,AA Chavan,Rajasthan Royals,1,55.18
bowling,powerplay_bowler,SI Sopariya,Baroda,Arjun Tendulkar,Mumbai Indians,2,54.41
bowling,powerplay_bowler,SI Sopariya,Baroda,IC Pandey,Chennai Super Kings,3,51.92
bowling,powerplay_bowler,SN Patel,Gujarat,A Choudhary,Royal Challengers Bengaluru,1,75.85
bowling,powerplay_bowler,SN Patel,Gujarat,AJ Hosein,Chennai Super Kings,2,64.22
bowling,powerplay_bowler,SN Patel,Gujarat,M de Lange,Kolkata Knight Riders,3,61.73
bowling,powerplay_bowler,SZ Mulani,Mumbai,Iqbal Abdulla,Kolkata Knight Riders,1,84.0
bowling,powerplay_bowler,SZ Mulani,Mumbai,Shakib Al Hasan,Kolkata Knight Riders,2,79.42
bowling,powerplay_bowler,SZ Mulani,Mumbai,AD Mascarenhas,Rajasthan Royals,3,72.41
bowling,powerplay_bowler,Sourabh Majumdar,Chhattisgarh,GD McGrath,Delhi Capitals,1,78.68
bowling,powerplay_bowler,Sourabh Majumdar,Chhattisgarh,IK Pathan,Delhi Capitals,2,74.06
bowling,powerplay_bowler,Sourabh Majumdar,Chhattisgarh,Z Khan,Royal Challengers Bengaluru,3,72.47
bowling,powerplay_bowler,Washington Sundar,Tamil Nadu,Iqbal Abdulla,Kolkata Knight Riders,1,87.09
bowling,powerplay_bowler,Washington Sundar,Tamil Nadu,Shakib Al Hasan,Kolkata Knight Riders,2,77.69
bowling,powerplay_bowler,Washington Sundar,Tamil Nadu,YK Pathan,Kolkata Knight Riders,3,76.07
bowling,powerplay_bowler,Yuvraj Singh,Punjab,AM Salvi,Delhi Capitals,1,75.33
bowling,powerplay_bowler,Yuvraj Singh,Punjab,MN Samuels,Pune Warriors,2,70.7
bowling,powerplay_bowler,Yuvraj Singh,Punjab,SR Watson,Rajasthan Royals,3,65.76
allrounder,batting_allrounder,Abhishek Sharma,Punjab,PD Collingwood,Delhi Capitals,1,72.84
allrounder,batting_allrounder,Abhishek Sharma,Punjab,MR Marsh,Delhi Capitals,2,61.44
allrounder,batting_allrounder,Abhishek Sharma,Punjab,SM Pollock,Mumbai Indians,3,56.78
allrounder,batting_allrounder,Atharva Ankolekar,Mumbai,SM Pollock,Mumbai Indians,1,93.69
allrounder,batting_allrounder,Atharva Ankolekar,Mumbai,MM Ali,Chennai Super Kings,2,80.81
allrounder,batting_allrounder,Atharva Ankolekar,Mumbai,PD Collingwood,Delhi Capitals,3,76.24
allrounder,batting_allrounder,Chirag Jani,Saurashtra,SM Pollock,Mumbai Indians,1,85.04
allrounder,batting_allrounder,Chirag Jani,Saurashtra,Gurkeerat Singh,Punjab Kings,2,83.04
allrounder,batting_allrounder,Chirag Jani,Saurashtra,Shakib Al Hasan,Kolkata Knight Riders,3,78.5
allrounder,batting_allrounder,HV Patel,Haryana,MR Marsh,Delhi Capitals,1,95.99
allrounder,batting_allrounder,HV Patel,Haryana,AD Russell,Kolkata Knight Riders,2,72.95
allrounder,batting_allrounder,HV Patel,Haryana,Azhar Mahmood,Punjab Kings,3,69.8
allrounder,batting_allrounder,KH Pandya,Baroda,SM Pollock,Mumbai Indians,1,89.33
allrounder,batting_allrounder,KH Pandya,Baroda,BJ Hodge,Rajasthan Royals,2,88.35
allrounder,batting_allrounder,KH Pandya,Baroda,PD Collingwood,Delhi Capitals,3,78.26
allrounder,batting_allrounder,KV Sharma,Railways,SM Pollock,Mumbai Indians,1,88.4
allrounder,batting_allrounder,KV Sharma,Railways,Azhar Mahmood,Punjab Kings,2,83.29
allrounder,batting_allrounder,KV Sharma,Railways,Shakib Al Hasan,Kolkata Knight Riders,3,75.64
allrounder,batting_allrounder,Lalit Yadav,Delhi,MM Ali,Chennai Super Kings,1,61.82
allrounder,batting_allrounder,Lalit Yadav,Delhi,ST Jayasuriya,Mumbai Indians,2,60.67
allrounder,batting_allrounder,Lalit Yadav,Delhi,V Nigam,Delhi Capitals,3,55.78
allrounder,batting_allrounder,Manisankar Murasingh,Tripura,SM Pollock,Mumbai Indians,1,79.15
allrounder,batting_allrounder,Manisankar Murasingh,Tripura,MM Ali,Chennai Super Kings,2,71.32
allrounder,batting_allrounder,Manisankar Murasingh,Tripura,Gurkeerat Singh,Punjab Kings,3,58.49
allrounder,batting_allrounder,N Rana,Delhi,PD Collingwood,Delhi Capitals,1,73.3
allrounder,batting_allrounder,N Rana,Delhi,MR Marsh,Delhi Capitals,2,64.17
allrounder,batting_allrounder,N Rana,Delhi,SM Pollock,Mumbai Indians,3,51.41
allrounder,batting_allrounder,NA Rathva,Baroda,Shakib Al Hasan,Kolkata Knight Riders,1,87.29
allrounder,batting_allrounder,NA Rathva,Baroda,SM Pollock,Mumbai Indians,2,87.26
allrounder,batting_allrounder,NA Rathva,Baroda,BJ Hodge,Rajasthan Royals,3,86.37
allrounder,batting_allrounder,R Parag,Assam,PD Collingwood,Delhi Capitals,1,74.48
allrounder,batting_allrounder,R Parag,Assam,MR Marsh,Delhi Capitals,2,67.79
allrounder,batting_allrounder,R Parag,Assam,A Symonds,Sunrisers Hyderabad,3,48.99
allrounder,batting_allrounder,R Tewatia,Haryana,ST Jayasuriya,Mumbai Indians,1,79.37
allrounder,batting_allrounder,R Tewatia,Haryana,V Nigam,Delhi Capitals,2,77.82
allrounder,batting_allrounder,R Tewatia,Haryana,C Green,Mumbai Indians,3,61.49
allrounder,batting_allrounder,S Dube,Mumbai,BA Stokes,Rajasthan Royals,1,82.93
allrounder,batting_allrounder,S Dube,Mumbai,Gurkeerat Singh,Punjab Kings,2,81.15
allrounder,batting_allrounder,S Dube,Mumbai,Shakib Al Hasan,Kolkata Knight Riders,3,78.51
allrounder,batting_allrounder,Shahbaz Ahmed,Bengal,SM Pollock,Mumbai Indians,1,88.48
allrounder,batting_allrounder,Shahbaz Ahmed,Bengal,Shakib Al Hasan,Kolkata Knight Riders,2,87.05
allrounder,batting_allrounder,Shahbaz Ahmed,Bengal,Gurkeerat Singh,Punjab Kings,3,85.88
allrounder,batting_allrounder,Shashank Singh,Chhattisgarh,PC Valthaty,Punjab Kings,1,96.25
allrounder,batting_allrounder,Shashank Singh,Chhattisgarh,AD Mathews,Pune Warriors,2,92.94
allrounder,batting_allrounder,Shashank Singh,Chhattisgarh,Gurkeerat Singh,Punjab Kings,3,91.25
allrounder,batting_allrounder,Sumit Kumar,Haryana,Azhar Mahmood,Punjab Kings,1,96.77
allrounder,batting_allrounder,Sumit Kumar,Haryana,BJ Hodge,Rajasthan Royals,2,83.6
allrounder,batting_allrounder,Sumit Kumar,Haryana,SM Pollock,Mumbai Indians,3,77.97
allrounder,batting_allrounder,VR Iyer,Madhya Pradesh,PD Collingwood,Delhi Capitals,1,91.26
allrounder,batting_allrounder,VR Iyer,Madhya Pradesh,SM Pollock,Mumbai Indians,2,72.16
allrounder,batting_allrounder,VR Iyer,Madhya Pradesh,A Symonds,Sunrisers Hyderabad,3,71.74
allrounder,bowling_allrounder,A Sheth,Baroda,JC Archer,Rajasthan Royals,1,92.04
allrounder,bowling_allrounder,A Sheth,Baroda,MF Maharoof,Delhi Capitals,2,91.16
allrounder,bowling_allrounder,A Sheth,Baroda,JO Holder,Sunrisers Hyderabad,3,87.55
allrounder,bowling_allrounder,Ajay Mandal,Chhattisgarh,RE van der Merwe,Royal Challengers Bengaluru,1,98.22
allrounder,bowling_allrounder,Ajay Mandal,Chhattisgarh,SK Warne,Rajasthan Royals,2,78.57
allrounder,bowling_allrounder,Ajay Mandal,Chhattisgarh,DW Steyn,Sunrisers Hyderabad,3,73.83
allrounder,bowling_allrounder,Harpreet Singh,Chhattisgarh,R Tewatia,Gujarat Titans,1,66.56
allrounder,bowling_allrounder,Harpreet Singh,Chhattisgarh,SC Ganguly,Kolkata Knight Riders,2,58.4
allrounder,bowling_allrounder,Harpreet Singh,Chhattisgarh,Washington Sundar,Royal Challengers Bengaluru,3,55.17
allrounder,bowling_allrounder,Harsh Tyagi,Railways,Mohammad Nabi,Sunrisers Hyderabad,1,95.29
allrounder,bowling_allrounder,Harsh Tyagi,Railways,P Negi,Royal Challengers Bengaluru,2,87.89
allrounder,bowling_allrounder,Harsh Tyagi,Railways,Bipul Sharma,Punjab Kings,3,82.05
allrounder,bowling_allrounder,JD Unadkat,Saurashtra,MF Maharoof,Delhi Capitals,1,97.05
allrounder,bowling_allrounder,JD Unadkat,Saurashtra,JC Archer,Rajasthan Royals,2,94.84
allrounder,bowling_allrounder,JD Unadkat,Saurashtra,CH Morris,Delhi Capitals,3,89.01
allrounder,bowling_allrounder,K Gowtham,Karnataka,MF Maharoof,Delhi Capitals,1,83.42
allrounder,bowling_allrounder,K Gowtham,Karnataka,JC Archer,Rajasthan Royals,2,69.08
allrounder,bowling_allrounder,K Gowtham,Karnataka,CH Morris,Delhi Capitals,3,64.72
allrounder,bowling_allrounder,Kangabam Singh,Manipur,R McLaren,Mumbai Indians,1,94.36
allrounder,bowling_allrounder,Kangabam Singh,Manipur,DT Christian,Sunrisers Hyderabad,2,94.06
allrounder,bowling_allrounder,Kangabam Singh,Manipur,R Dhawan,Punjab Kings,3,92.53
allrounder,bowling_allrounder,Lalhruaizela,Mizoram,MN Samuels,Pune Warriors,1,93.92
allrounder,bowling_allrounder,Lalhruaizela,Mizoram,DT Christian,Sunrisers Hyderabad,2,82.61
allrounder,bowling_allrounder,Lalhruaizela,Mizoram,R McLaren,Mumbai Indians,3,80.88
allrounder,bowling_allrounder,PP Chawla,Gujarat,MF Maharoof,Delhi Capitals,1,93.92
allrounder,bowling_allrounder,PP Chawla,Gujarat,JC Archer,Rajasthan Royals,2,90.07
allrounder,bowling_allrounder,PP Chawla,Gujarat,CH Morris,Delhi Capitals,3,77.28
allrounder,bowling_allrounder,Ramandeep Singh,Punjab,Bipul Sharma,Punjab Kings,1,95.7
allrounder,bowling_allrounder,Ramandeep Singh,Punjab,BCJ Cutting,Mumbai Indians,2,93.43
allrounder,bowling_allrounder,Ramandeep Singh,Punjab,K Gowtham,Rajasthan Royals,3,93.32
allrounder,bowling_allrounder,Rex Rajkumar,Manipur,R Dhawan,Punjab Kings,1,97.5
allrounder,bowling_allrounder,Rex Rajkumar,Manipur,Harpreet Brar,Punjab Kings,2,96.51
allrounder,bowling_allrounder,Rex Rajkumar,Manipur,LR Shukla,Kolkata Knight Riders,3,94.0
allrounder,bowling_allrounder,Sanvir Singh,Punjab,CR Brathwaite,Delhi Capitals,1,97.86
allrounder,bowling_allrounder,Sanvir Singh,Punjab,BCJ Cutting,Mumbai Indians,2,94.6
allrounder,bowling_allrounder,Sanvir Singh,Punjab,NLTC Perera,Sunrisers Hyderabad,3,93.83
allrounder,bowling_allrounder,Washington Sundar,Tamil Nadu,J Botha,Rajasthan Royals,1,67.65
allrounder,bowling_allrounder,Washington Sundar,Tamil Nadu,RE van der Merwe,Royal Challengers Bengaluru,2,54.28
allrounder,bowling_allrounder,Washington Sundar,Tamil Nadu,Mohammad Nabi,Sunrisers Hyderabad,3,49.56
allrounder,bowling_allrounder,Yuvraj Singh,Punjab,RS Bopara,Punjab Kings,1,77.04
allrounder,bowling_allrounder,Yuvraj Singh,Punjab,JEC Franklin,Mumbai Indians,2,57.63
allrounder,bowling_allrounder,Yuvraj Singh,Punjab,P Negi,Royal Challengers Bengaluru,3,56.58
allrounder,pure_batter,A Manohar,Karnataka,P Nissanka,Delhi Capitals,1,99.5
allrounder,pure_batter,A Manohar,Karnataka,C Connolly,Punjab Kings,2,99.07
allrounder,pure_batter,A Manohar,Karnataka,JP Inglis,Punjab Kings,3,99.0
allrounder,pure_batter,A Raghuvanshi,Mumbai,JR Philippe,Royal Challengers Bengaluru,1,99.17
allrounder,pure_batter,A Raghuvanshi,Mumbai,NK Patel,Rajasthan Royals,2,98.91
allrounder,pure_batter,A Raghuvanshi,Mumbai,N Jagadeesan,Kolkata Knight Riders,3,98.11
allrounder,pure_batter,AD Chopra,Mizoram,P Nissanka,Delhi Capitals,1,99.82
allrounder,pure_batter,AD Chopra,Mizoram,JP Inglis,Punjab Kings,2,99.81
allrounder,pure_batter,AD Chopra,Mizoram,C Connolly,Punjab Kings,3,98.79
allrounder,pure_batter,AM Rahane,Mumbai,JJ Roy,Kolkata Knight Riders,1,99.62
allrounder,pure_batter,AM Rahane,Mumbai,HM Amla,Punjab Kings,2,99.4
allrounder,pure_batter,AM Rahane,Mumbai,A Raghuvanshi,Kolkata Knight Riders,3,98.7
allrounder,pure_batter,Aarya Desai,Gujarat,MW Short,Punjab Kings,1,99.31
allrounder,pure_batter,Aarya Desai,Gujarat,AC Voges,Rajasthan Royals,2,98.79
allrounder,pure_batter,Aarya Desai,Gujarat,C Munro,Delhi Capitals,3,97.35
allrounder,pure_batter,Abhishek Goswami,Uttar Pradesh,SP Fleming,Chennai Super Kings,1,99.32
allrounder,pure_batter,Abhishek Goswami,Uttar Pradesh,Anmolpreet Singh,Sunrisers Hyderabad,2,98.5
allrounder,pure_batter,Abhishek Goswami,Uttar Pradesh,LA Pomersbach,Punjab Kings,3,97.5
allrounder,pure_batter,Abishek Porel,Bengal,Sediqullah Atal,Delhi Capitals,1,99.78
allrounder,pure_batter,Abishek Porel,Bengal,Sunny Singh,Punjab Kings,2,98.46
allrounder,pure_batter,Abishek Porel,Bengal,Himmat Singh,Lucknow Super Giants,3,97.3
allrounder,pure_batter,Amandeep Khare,Chhattisgarh,MW Short,Punjab Kings,1,95.9
allrounder,pure_batter,Amandeep Khare,Chhattisgarh,DJ Harris,Sunrisers Hyderabad,2,95.54
allrounder,pure_batter,Amandeep Khare,Chhattisgarh,AC Voges,Rajasthan Royals,3,95.02
allrounder,pure_batter,Ankit Kumar,Haryana,AD Hales,Sunrisers Hyderabad,1,99.8
allrounder,pure_batter,Ankit Kumar,Haryana,PR Veer,Chennai Super Kings,2,98.1
allrounder,pure_batter,Ankit Kumar,Haryana,MN van Wyk,Kolkata Knight Riders,3,98.06
allrounder,pure_batter,Anmolpreet Singh,Punjab,Abishek Porel,Delhi Capitals,1,98.2
allrounder,pure_batter,Anmolpreet Singh,Punjab,A Raghuvanshi,Kolkata Knight Riders,2,98.19
allrounder,pure_batter,Anmolpreet Singh,Punjab,Dhruv Jurel,Rajasthan Royals,3,98.14
allrounder,pure_batter,Anuj Rawat,Delhi,SA Asnodkar,Rajasthan Royals,1,98.62
allrounder,pure_batter,Anuj Rawat,Delhi,OA Shah,Rajasthan Royals,2,98.44
allrounder,pure_batter,Anuj Rawat,Delhi,S Sohal,Punjab Kings,3,94.67
allrounder,pure_batter,Arpit Gaud,Madhya Pradesh,W Jaffer,Royal Challengers Bengaluru,1,99.82
allrounder,pure_batter,Arpit Gaud,Madhya Pradesh,BB Samantray,Sunrisers Hyderabad,2,99.76
allrounder,pure_batter,Arpit Gaud,Madhya Pradesh,YV Takawale,Mumbai Indians,3,99.71
allrounder,pure_batter,B Sai Sudharsan,Tamil Nadu,AP Majumdar,Pune Warriors,1,99.42
allrounder,pure_batter,B Sai Sudharsan,Tamil Nadu,Salman Butt,Kolkata Knight Riders,2,98.14
allrounder,pure_batter,B Sai Sudharsan,Tamil Nadu,KS Bharat,Royal Challengers Bengaluru,3,97.27
allrounder,pure_batter,BA Roy,Assam,MJ Guptill,Punjab Kings,1,99.21
allrounder,pure_batter,BA Roy,Assam,PR Veer,Chennai Super Kings,2,98.58
allrounder,pure_batter,BA Roy,Assam,MD Choudhary,Lucknow Super Giants,3,97.9
allrounder,pure_batter,Bhanu Pania,Baroda,PK Garg,Sunrisers Hyderabad,1,99.64
allrounder,pure_batter,Bhanu Pania,Baroda,MD Mishra,Sunrisers Hyderabad,2,99.42
allrounder,pure_batter,Bhanu Pania,Baroda,SK Rasheed,Chennai Super Kings,3,99.34
allrounder,pure_batter,Bikramkumar Das,Tripura,AP Majumdar,Pune Warriors,1,98.71
allrounder,pure_batter,Bikramkumar Das,Tripura,Salman Butt,Kolkata Knight Riders,2,97.5
allrounder,pure_batter,Bikramkumar Das,Tripura,KS Bharat,Royal Challengers Bengaluru,3,96.59
allrounder,pure_batter,Chirag Gandhi,Gujarat,GJ Bailey,Punjab Kings,1,98.5
allrounder,pure_batter,Chirag Gandhi,Gujarat,GC Smith,Rajasthan Royals,2,95.98
allrounder,pure_batter,Chirag Gandhi,Gujarat,HH Gibbs,Sunrisers Hyderabad,3,94.15
allrounder,pure_batter,D Padikkal,Karnataka,JJ Roy,Kolkata Knight Riders,1,99.29
allrounder,pure_batter,D Padikkal,Karnataka,HM Amla,Punjab Kings,2,99.09
allrounder,pure_batter,D Padikkal,Karnataka,A Raghuvanshi,Kolkata Knight Riders,3,98.84
allrounder,pure_batter,Denish Das,Assam,DJ Jacobs,Mumbai Indians,1,99.2
allrounder,pure_batter,Denish Das,Assam,P Dogra,Rajasthan Royals,2,98.77
allrounder,pure_batter,Denish Das,Assam,SP Goswami,Royal Challengers Bengaluru,3,98.74
allrounder,pure_batter,Dhruv Jurel,Uttar Pradesh,AT Carey,Delhi Capitals,1,99.94
allrounder,pure_batter,Dhruv Jurel,Uttar Pradesh,VH Zol,Royal Challengers Bengaluru,2,99.82
allrounder,pure_batter,Dhruv Jurel,Uttar Pradesh,TL Seifert,Kolkata Knight Riders,3,99.79
allrounder,pure_batter,Eknath Kerkar,Goa,CM Gautam,Mumbai Indians,1,99.67
allrounder,pure_batter,Eknath Kerkar,Goa,BB Samantray,Sunrisers Hyderabad,2,99.53
allrounder,pure_batter,Eknath Kerkar,Goa,N Jagadeesan,Kolkata Knight Riders,3,99.38
allrounder,pure_batter,Fazil Rashid,Jammu & Kashmir,SK Rasheed,Chennai Super Kings,1,99.92
allrounder,pure_batter,Fazil Rashid,Jammu & Kashmir,BR Dunk,Mumbai Indians,2,99.89
allrounder,pure_batter,Fazil Rashid,Jammu & Kashmir,VH Zol,Royal Challengers Bengaluru,3,99.86
allrounder,pure_batter,G Ajitesh,Tamil Nadu,F Behardien,Punjab Kings,1,100.0
allrounder,pure_batter,G Ajitesh,Tamil Nadu,MDKJ Perera,Rajasthan Royals,2,99.97
allrounder,pure_batter,G Ajitesh,Tamil Nadu,SP Jackson,Kolkata Knight Riders,3,99.95
allrounder,pure_batter,Ganesh Satish,Vidarbha,CA Pujara,Royal Challengers Bengaluru,1,99.09
allrounder,pure_batter,Ganesh Satish,Vidarbha,UBT Chand,Delhi Capitals,2,97.6
allrounder,pure_batter,Ganesh Satish,Vidarbha,SP Goswami,Royal Challengers Bengaluru,3,97.22
allrounder,pure_batter,H Desai,Saurashtra,Anuj Rawat,Royal Challengers Bengaluru,1,99.29
allrounder,pure_batter,H Desai,Saurashtra,HC Brook,Sunrisers Hyderabad,2,98.74
allrounder,pure_batter,H Desai,Saurashtra,AP Tare,Mumbai Indians,3,98.73
allrounder,pure_batter,HP Gawli,Madhya Pradesh,AC Blizzard,Mumbai Indians,1,99.43
allrounder,pure_batter,HP Gawli,Madhya Pradesh,PN Mankad,Lucknow Super Giants,2,99.39
allrounder,pure_batter,HP Gawli,Madhya Pradesh,UT Khawaja,Rising Pune Supergiant,3,99.18
allrounder,pure_batter,Hari Nishaanth,Tamil Nadu,AC Voges,Rajasthan Royals,1,97.7
allrounder,pure_batter,Hari Nishaanth,Tamil Nadu,MW Short,Punjab Kings,2,97.16
allrounder,pure_batter,Hari Nishaanth,Tamil Nadu,N Wadhera,Punjab Kings,3,96.38
allrounder,pure_batter,Henan Nazir,Jammu & Kashmir,DJ Jacobs,Mumbai Indians,1,99.17
allrounder,pure_batter,Henan Nazir,Jammu & Kashmir,Anirudh Singh,Sunrisers Hyderabad,2,98.95
allrounder,pure_batter,Henan Nazir,Jammu & Kashmir,MC Juneja,Delhi Capitals,3,98.78
allrounder,pure_batter,Himanshu Rana,Haryana,M Vohra,Punjab Kings,1,94.74
allrounder,pure_batter,Himanshu Rana,Haryana,GJ Bailey,Punjab Kings,2,94.25
allrounder,pure_batter,Himanshu Rana,Haryana,OA Shah,Rajasthan Royals,3,93.52
allrounder,pure_batter,Himmat Singh,Delhi,AC Gilchrist,Sunrisers Hyderabad,1,98.22
allrounder,pure_batter,Himmat Singh,Delhi,S Vidyut,Chennai Super Kings,2,95.65
allrounder,pure_batter,Himmat Singh,Delhi,LMP Simmons,Mumbai Indians,3,94.08
allrounder,pure_batter,J Anderson,Mizoram,Yashpal Singh,Kolkata Knight Riders,1,99.97
allrounder,pure_batter,J Anderson,Mizoram,RT Ponting,Mumbai Indians,2,99.93
allrounder,pure_batter,J Anderson,Mizoram,B Indrajith,Kolkata Knight Riders,3,99.89
allrounder,pure_batter,Jay Gohil,Saurashtra,Misbah-ul-Haq,Royal Challengers Bengaluru,1,98.72
allrounder,pure_batter,Jay Gohil,Saurashtra,MD Choudhary,Lucknow Super Giants,2,96.79
allrounder,pure_batter,Jay Gohil,Saurashtra,Rahmanullah Gurbaz,Kolkata Knight Riders,3,96.56
allrounder,pure_batter,Joseph Lalthankhuma,Mizoram,JE Root,Rajasthan Royals,1,98.6
allrounder,pure_batter,Joseph Lalthankhuma,Mizoram,Krish Bhagat,Mumbai Indians,2,97.25
allrounder,pure_batter,Joseph Lalthankhuma,Mizoram,Sumit Kumar,Delhi Capitals,3,95.33
allrounder,pure_batter,Jyotsnil Singh,Baroda,AP Majumdar,Pune Warriors,1,98.29
allrounder,pure_batter,Jyotsnil Singh,Baroda,KS Bharat,Royal Challengers Bengaluru,2,98.28
allrounder,pure_batter,Jyotsnil Singh,Baroda,AD Hales,Sunrisers Hyderabad,3,97.86
allrounder,pure_batter,K L Shrijith,Karnataka,Harpreet Singh,Punjab Kings,1,99.23
allrounder,pure_batter,K L Shrijith,Karnataka,VVS Laxman,Sunrisers Hyderabad,2,99.03
allrounder,pure_batter,K L Shrijith,Karnataka,CA Ingram,Delhi Capitals,3,98.99
allrounder,pure_batter,Lalhriatrenga,Mizoram,PSP Handscomb,Rising Pune Supergiant,1,99.99
allrounder,pure_batter,Lalhriatrenga,Mizoram,UA Birla,Pune Warriors,2,99.99
allrounder,pure_batter,Lalhriatrenga,Mizoram,R Minz,Mumbai Indians,3,99.99
allrounder,pure_batter,M Shahrukh Khan,Tamil Nadu,BJ Rohrer,Delhi Capitals,1,97.19
allrounder,pure_batter,M Shahrukh Khan,Tamil Nadu,AUK Pathan,Royal Challengers Bengaluru,2,96.68
allrounder,pure_batter,M Shahrukh Khan,Tamil Nadu,N Wadhera,Punjab Kings,3,94.73
allrounder,pure_batter,MA Agarwal,Karnataka,M Vohra,Punjab Kings,1,96.1
allrounder,pure_batter,MA Agarwal,Karnataka,OA Shah,Rajasthan Royals,2,95.12
allrounder,pure_batter,MA Agarwal,Karnataka,SW Billings,Delhi Capitals,3,95.02
allrounder,pure_batter,MK Pandey,Karnataka,ML Hayden,Chennai Super Kings,1,98.29
allrounder,pure_batter,MK Pandey,Karnataka,CA Lynn,Kolkata Knight Riders,2,98.13
allrounder,pure_batter,MK Pandey,Karnataka,E Lewis,Mumbai Indians,3,97.08
allrounder,pure_batter,MV Pithiya,Baroda,V Suryavanshi,Rajasthan Royals,1,88.23
allrounder,pure_batter,MV Pithiya,Baroda,Naman Dhir,Mumbai Indians,2,87.82
allrounder,pure_batter,MV Pithiya,Baroda,Urvil Patel,Chennai Super Kings,3,87.17
allrounder,pure_batter,N Sindhu,Haryana,Sachin Baby,Royal Challengers Bengaluru,1,97.36
allrounder,pure_batter,N Sindhu,Haryana,GD Phillips,Sunrisers Hyderabad,2,96.86
allrounder,pure_batter,N Sindhu,Haryana,DJM Short,Rajasthan Royals,3,96.22
allrounder,pure_batter,N Wadhera,Punjab,P Nissanka,Delhi Capitals,1,99.88
allrounder,pure_batter,N Wadhera,Punjab,JP Inglis,Punjab Kings,2,99.58
allrounder,pure_batter,N Wadhera,Punjab,C Connolly,Punjab Kings,3,99.37
allrounder,pure_batter,Naman Dhir,Punjab,Sunny Singh,Punjab Kings,1,99.94
allrounder,pure_batter,Naman Dhir,Punjab,Himmat Singh,Lucknow Super Giants,2,99.3
allrounder,pure_batter,Naman Dhir,Punjab,Sediqullah Atal,Delhi Capitals,3,98.2
