team,recommendation_type,target_role,domestic_player,domestic_team,quality_score,similarity_score,gap_score,reliability_score,recent_form_score,role_fit_score,ml_suitability_score,archetype_role_match_score,cluster_label,archetype_role,final_recommendation_score,closest_ipl_benchmark,closest_ipl_benchmark_team,current_role_count,target_role_count,role_deficit,role_rank,overall_team_rank
Lucknow Super Giants,batting,finisher,Sumit Kumar,Haryana,45.74,90.1,100.0,100.0,52.61,47.37,49.5,0.0,batting_tailender_cluster_1,tailender,62.61,AM Nayar,Mumbai Indians,0,2,2,14,83
Lucknow Super Giants,batting,finisher,Chirag Gandhi,Gujarat,45.95,85.84,100.0,100.0,37.36,31.58,72.49,0.0,batting_tailender_cluster_1,tailender,61.21,AC Voges,Rajasthan Royals,0,2,2,15,87
Lucknow Super Giants,batting,finisher,Shubham Pundir,Jammu & Kashmir,43.54,87.81,100.0,100.0,35.0,5.26,57.48,0.0,batting_tailender_cluster_1,tailender,56.65,S Badrinath,Chennai Super Kings,0,2,2,16,104
Lucknow Super Giants,batting,finisher,BA Roy,Assam,65.3,37.58,100.0,42.1,64.57,57.89,59.73,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,56.13,TR Birt,Delhi Capitals,0,2,2,17,106
Lucknow Super Giants,batting,finisher,M Shahrukh Khan,Tamil Nadu,57.42,53.43,100.0,100.0,47.69,10.53,49.85,0.0,batting_tailender_cluster_1,tailender,55.31,MP Stoinis,Lucknow Super Giants,0,2,2,18,109
Lucknow Super Giants,batting,finisher,K L Shrijith,Karnataka,28.58,83.68,100.0,83.8,26.36,15.79,35.49,0.0,batting_tailender_cluster_1,tailender,49.41,AM Nayar,Mumbai Indians,0,2,2,19,122
Lucknow Super Giants,batting,finisher,Fazil Rashid,Jammu & Kashmir,21.93,89.25,100.0,40.4,41.85,26.32,56.34,0.0,batting_tailender_cluster_2,tailender,49.26,TR Birt,Delhi Capitals,0,2,2,20,123
Lucknow Super Giants,batting,middle_order,YBK Jaiswal,Mumbai,63.81,88.31,50.0,100.0,68.59,100.0,24.79,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,62.85,RA Tripathi,Sunrisers Hyderabad,1,2,1,1,80
Lucknow Super Giants,batting,middle_order,SS Sharma,Baroda,58.75,79.22,50.0,67.9,72.36,80.0,82.64,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,61.42,PHKD Mendis,Sunrisers Hyderabad,1,2,1,2,86
Lucknow Super Giants,batting,middle_order,UR Kumar,Gujarat,68.39,66.97,50.0,52.5,69.32,86.67,70.24,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,59.1,PHKD Mendis,Sunrisers Hyderabad,1,2,1,3,92
Lucknow Super Giants,batting,middle_order,B Sai Sudharsan,Tamil Nadu,52.85,83.33,50.0,100.0,46.33,40.0,79.55,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,57.16,SS Tiwary,Mumbai Indians,1,2,1,4,101
Lucknow Super Giants,batting,middle_order,Sudip Chatterjee,Bengal,42.96,92.4,50.0,100.0,14.48,26.67,76.62,0.0,batting_tailender_cluster_1,tailender,51.73,FY Fazal,Rajasthan Royals,1,2,1,5,119
Lucknow Super Giants,batting,middle_order,Rex Rajkumar,Manipur,23.28,86.29,50.0,100.0,28.91,73.33,52.7,0.0,batting_tailender_cluster_1,tailender,50.59,M Kaif,Rajasthan Royals,1,2,1,6,121
Lucknow Super Giants,batting,middle_order,Ganesh Satish,Vidarbha,32.31,76.0,50.0,100.0,46.3,46.67,45.36,0.0,batting_tailender_cluster_1,tailender,49.19,MC Juneja,Delhi Capitals,1,2,1,7,124
Lucknow Super Giants,batting,middle_order,Joseph Lalthankhuma,Mizoram,12.15,89.78,50.0,85.4,24.54,93.33,18.53,0.0,batting_tailender_cluster_1,tailender,45.58,CJ Ferguson,Pune Warriors,1,2,1,8,128
Lucknow Super Giants,batting,middle_order,Bhanu Pania,Baroda,25.18,84.32,50.0,100.0,29.7,13.33,59.63,0.0,batting_tailender_cluster_1,tailender,45.45,DT Christian,Sunrisers Hyderabad,1,2,1,9,129
Lucknow Super Giants,batting,middle_order,Karan Lal,Bengal,21.64,60.56,50.0,69.2,45.87,53.33,40.62,0.0,batting_tailender_cluster_1,tailender,41.81,LA Carseldine,Rajasthan Royals,1,2,1,10,131
Lucknow Super Giants,batting,middle_order,Sanjeet Desai,Chhattisgarh,24.74,49.27,50.0,87.9,24.54,66.67,38.85,0.0,batting_tailender_cluster_1,tailender,41.63,KS Bharat,Royal Challengers Bengaluru,1,2,1,11,132
Lucknow Super Giants,batting,middle_order,Mohit Jangra,Mizoram,23.79,71.08,50.0,40.0,29.16,60.0,44.8,0.0,batting_tailender_cluster_1,tailender,40.32,AJ Turner,Rajasthan Royals,1,2,1,12,134
Lucknow Super Giants,batting,middle_order,Kangabam Singh,Manipur,17.65,85.64,50.0,100.0,32.88,6.67,23.69,0.0,batting_tailender_cluster_1,tailender,40.2,CJ Ferguson,Pune Warriors,1,2,1,13,135
Lucknow Super Giants,batting,middle_order,Henan Nazir,Jammu & Kashmir,19.08,64.23,50.0,52.9,34.4,33.33,35.99,0.0,batting_tailender_cluster_1,tailender,36.61,MC Juneja,Delhi Capitals,1,2,1,14,138
Lucknow Super Giants,batting,middle_order,Lalhruaizela,Mizoram,13.01,84.73,50.0,100.0,5.98,0.0,19.33,0.0,batting_tailender_cluster_2,tailender,35.34,CJ Ferguson,Pune Warriors,1,2,1,15,139
Lucknow Super Giants,batting,middle_order,J Anderson,Mizoram,11.85,73.79,50.0,45.8,24.46,20.0,16.98,0.0,batting_tailender_cluster_2,tailender,31.66,MS Wade,Gujarat Titans,1,2,1,16,140
Lucknow Super Giants,batting,middle_order,SK Gharami,Bengal,1.77,73.29,50.0,22.9,6.9,0.0,14.31,0.0,batting_tailender_cluster_2,tailender,23.26,AA Bilakhia,Sunrisers Hyderabad,1,2,1,17,141
Lucknow Super Giants,bowling,middle_overs_bowler,Tanush Kotian,Mumbai,73.76,87.25,50.0,100.0,85.52,78.12,96.97,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,81.4,PP Chawla,Punjab Kings,1,2,1,1,6
Lucknow Super Giants,bowling,middle_overs_bowler,K Kartikeya,Madhya Pradesh,72.65,92.06,50.0,100.0,76.79,71.88,97.95,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,80.5,R Sharma,Pune Warriors,1,2,1,2,9
Lucknow Super Giants,bowling,middle_overs_bowler,Abid Mushtaq,Jammu & Kashmir,71.53,85.47,50.0,100.0,55.55,81.25,89.96,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,77.3,M Muralitharan,Chennai Super Kings,1,2,1,3,14
Lucknow Super Giants,bowling,middle_overs_bowler,KH Pandya,Baroda,50.66,96.16,50.0,100.0,62.21,87.5,79.32,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,74.96,R Ashwin,Chennai Super Kings,1,2,1,4,22
Lucknow Super Giants,bowling,middle_overs_bowler,Lalit Yadav,Delhi,48.78,91.15,50.0,100.0,80.52,75.0,83.54,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,74.83,J Botha,Rajasthan Royals,1,2,1,5,23
Lucknow Super Giants,bowling,middle_overs_bowler,K Gowtham,Karnataka,53.74,92.01,50.0,100.0,76.95,46.88,95.04,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,73.94,PP Ojha,Sunrisers Hyderabad,1,2,1,6,25
Lucknow Super Giants,bowling,middle_overs_bowler,R Parag,Assam,56.89,84.34,50.0,100.0,42.73,84.38,89.54,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,73.19,A Kumble,Royal Challengers Bengaluru,1,2,1,7,29
Lucknow Super Giants,bowling,middle_overs_bowler,Chirag Jani,Saurashtra,44.74,90.05,50.0,100.0,83.93,67.19,78.27,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,72.89,JH Kallis,Kolkata Knight Riders,1,2,1,8,31
Lucknow Super Giants,bowling,middle_overs_bowler,KC Cariappa,Karnataka,82.87,98.42,50.0,100.0,43.25,96.88,98.34,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,72.68,SP Narine,Kolkata Knight Riders,1,2,1,9,32
Lucknow Super Giants,bowling,middle_overs_bowler,YS Chahal,Haryana,44.6,69.85,50.0,100.0,83.77,90.62,79.4,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,72.28,MJ Santner,Chennai Super Kings,1,2,1,10,34
Lucknow Super Giants,bowling,middle_overs_bowler,Saransh Jain,Madhya Pradesh,42.59,76.82,50.0,100.0,71.66,93.75,75.7,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,71.65,IS Sodhi,Rajasthan Royals,1,2,1,11,37
Lucknow Super Giants,bowling,middle_overs_bowler,M Markande,Punjab,47.14,92.92,50.0,100.0,63.9,28.12,97.84,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,69.85,RD Chahar,Mumbai Indians,1,2,1,12,44
Lucknow Super Giants,bowling,middle_overs_bowler,VR Iyer,Madhya Pradesh,49.79,85.89,50.0,100.0,60.52,40.62,93.4,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,69.8,J Botha,Rajasthan Royals,1,2,1,13,45
Lucknow Super Giants,bowling,middle_overs_bowler,SS Agarwal,Chhattisgarh,60.9,93.39,50.0,100.0,32.34,25.0,97.81,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,69.2,Rashid Khan,Sunrisers Hyderabad,1,2,1,14,48
Lucknow Super Giants,bowling,middle_overs_bowler,Dharmendrasinh Jadeja,Saurashtra,43.9,81.92,50.0,100.0,39.19,67.19,86.34,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,67.84,MM Ali,Chennai Super Kings,1,2,1,15,52
Lucknow Super Giants,bowling,middle_overs_bowler,Shiva Singh,Uttar Pradesh,47.29,83.77,50.0,100.0,49.25,57.81,74.11,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,67.64,M Kartik,Kolkata Knight Riders,1,2,1,16,53
Lucknow Super Giants,bowling,middle_overs_bowler,PP Chawla,Gujarat,86.69,94.53,50.0,100.0,52.89,34.38,97.43,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,67.49,PP Ojha,Sunrisers Hyderabad,1,2,1,17,54
Lucknow Super Giants,bowling,middle_overs_bowler,Jasmer Dhankhar,Uttar Pradesh,50.91,80.72,50.0,55.0,70.91,57.81,89.9,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,67.15,MJ Clarke,Pune Warriors,1,2,1,18,56
Lucknow Super Giants,bowling,middle_overs_bowler,J Yadav,Haryana,53.08,93.99,50.0,100.0,17.66,37.5,83.58,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,66.09,AR Patel,Delhi Capitals,1,2,1,19,60
Lucknow Super Giants,bowling,middle_overs_bowler,NA Rathva,Baroda,58.36,86.42,50.0,100.0,14.71,15.62,98.47,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,65.02,PP Ojha,Sunrisers Hyderabad,1,2,1,20,67
Lucknow Super Giants,bowling,middle_overs_bowler,KV Sharma,Railways,49.69,90.54,50.0,100.0,22.34,12.5,85.97,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,63.1,P Negi,Royal Challengers Bengaluru,1,2,1,21,78
Lucknow Super Giants,bowling,middle_overs_bowler,S Dube,Mumbai,31.7,78.52,50.0,100.0,61.98,50.0,46.41,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,61.46,CR Brathwaite,Delhi Capitals,1,2,1,22,85
Lucknow Super Giants,bowling,middle_overs_bowler,TC Vanlalremruata,Mizoram,42.38,75.45,50.0,43.8,59.16,43.75,70.85,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,59.05,Gurkeerat Singh,Punjab Kings,1,2,1,23,94
Lucknow Super Giants,bowling,middle_overs_bowler,Shivam Chaudhary,Railways,27.84,89.74,50.0,100.0,30.52,21.88,63.0,100.0,bowling_middle_overs_bowler_cluster_2,middle_overs_bowler,58.07,TM Dilshan,Delhi Capitals,1,2,1,24,96
Lucknow Super Giants,bowling,middle_overs_bowler,Harsh Tyagi,Railways,38.76,85.82,50.0,100.0,15.06,0.0,77.18,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,57.35,M Kartik,Kolkata Knight Riders,1,2,1,25,99
Lucknow Super Giants,bowling,middle_overs_bowler,Sahil Lotra,Jammu & Kashmir,35.65,81.51,50.0,46.2,41.43,62.5,39.99,100.0,bowling_middle_overs_bowler_cluster_2,middle_overs_bowler,55.87,P Dubey,Delhi Capitals,1,2,1,26,107
Lucknow Super Giants,bowling,middle_overs_bowler,Shivam Shukla,Madhya Pradesh,32.72,68.13,50.0,43.8,47.95,53.12,50.21,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,53.77,Gurkeerat Singh,Punjab Kings,1,2,1,27,114
Lucknow Super Giants,bowling,middle_overs_bowler,AV Rajput,Baroda,29.0,89.22,50.0,60.0,58.7,6.25,41.86,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,53.36,V Puthur,Mumbai Indians,1,2,1,28,116
Lucknow Super Giants,bowling,middle_overs_bowler,L Kishan Singha,Manipur,31.62,62.32,50.0,100.0,33.64,18.75,47.28,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,53.14,Harpreet Brar,Punjab Kings,1,2,1,29,118
Lucknow Super Giants,bowling,middle_overs_bowler,Rahul Batham,Madhya Pradesh,21.37,54.65,50.0,85.0,38.73,9.38,41.07,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,47.39,PD Collingwood,Delhi Capitals,1,2,1,30,126
Lucknow Super Giants,bowling,middle_overs_bowler,Akash Pandey,Railways,44.94,82.3,50.0,50.0,60.13,3.12,67.35,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,46.89,DG Nalkande,Gujarat Titans,1,2,1,31,127
Lucknow Super Giants,bowling,middle_overs_bowler,S Hegde,Karnataka,12.56,79.53,50.0,43.8,24.61,31.25,28.05,100.0,bowling_middle_overs_bowler_cluster_2,middle_overs_bowler,44.71,MK Lomror,Rajasthan Royals,1,2,1,32,130
Lucknow Super Giants,batting,top_order_anchor,RM Patidar,Madhya Pradesh,89.81,78.34,100.0,100.0,96.17,100.0,95.54,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,83.88,C Connolly,Punjab Kings,0,1,1,1,3
Lucknow Super Giants,batting,top_order_anchor,N Rana,Delhi,83.66,84.24,100.0,100.0,79.7,57.14,92.6,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,77.31,D Brevis,Mumbai Indians,0,1,1,2,13
Lucknow Super Giants,batting,top_order_anchor,Anmolpreet Singh,Punjab,74.57,74.03,100.0,100.0,98.7,92.86,70.17,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,77.19,AB de Villiers,Royal Challengers Bengaluru,0,1,1,3,16
Lucknow Super Giants,batting,top_order_anchor,Mandeep Singh,Punjab,80.64,63.68,100.0,100.0,76.96,85.71,93.41,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,76.29,C Green,Mumbai Indians,0,1,1,4,18
Lucknow Super Giants,batting,top_order_anchor,SS Iyer,Mumbai,85.88,76.28,100.0,100.0,61.68,64.29,96.79,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,75.89,C Connolly,Punjab Kings,0,1,1,5,20
Lucknow Super Giants,batting,top_order_anchor,R Parag,Assam,81.7,60.81,100.0,100.0,61.33,78.57,93.82,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,73.83,RM Patidar,Royal Challengers Bengaluru,0,1,1,6,27
Lucknow Super Giants,batting,top_order_anchor,Harpreet Singh,Chhattisgarh,75.28,66.96,100.0,100.0,72.91,50.0,86.1,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,71.0,SE Marsh,Punjab Kings,0,1,1,7,39
Lucknow Super Giants,batting,top_order_anchor,SA Yadav,Mumbai,84.78,64.84,100.0,100.0,45.87,71.43,74.64,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,70.88,RR Pant,Delhi Capitals,0,1,1,8,40
Lucknow Super Giants,batting,top_order_anchor,A Badoni,Delhi,51.9,72.69,100.0,100.0,84.81,35.71,65.49,0.0,batting_tailender_cluster_1,tailender,64.88,PD Collingwood,Delhi Capitals,0,1,1,9,68
Lucknow Super Giants,batting,top_order_anchor,YV Dhull,Delhi,51.42,67.73,100.0,100.0,53.23,42.86,83.35,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,63.39,KS Williamson,Sunrisers Hyderabad,0,1,1,10,77
Lucknow Super Giants,batting,top_order_anchor,Himanshu Rana,Haryana,57.37,82.74,100.0,100.0,35.3,21.43,70.08,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,61.57,D Padikkal,Royal Challengers Bengaluru,0,1,1,11,84
Lucknow Super Giants,batting,top_order_anchor,MK Pandey,Karnataka,71.14,60.27,100.0,100.0,23.59,14.29,79.8,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,60.04,PD Collingwood,Delhi Capitals,0,1,1,12,89
Lucknow Super Giants,batting,top_order_anchor,Amandeep Khare,Chhattisgarh,48.3,87.46,100.0,100.0,27.77,7.14,67.1,0.0,batting_tailender_cluster_1,tailender,57.98,KS Williamson,Sunrisers Hyderabad,0,1,1,13,97
Lucknow Super Giants,batting,top_order_anchor,N Sindhu,Haryana,58.37,57.15,100.0,60.4,45.27,28.57,80.45,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,56.72,MN van Wyk,Kolkata Knight Riders,0,1,1,14,103
Mumbai Indians,batting,aggressive_opener,AM Rahane,Mumbai,84.08,98.36,100.0,100.0,92.61,82.35,94.69,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,93.54,Shubman Gill,Gujarat Titans,0,2,2,1,1
Mumbai Indians,batting,aggressive_opener,PP Shaw,Mumbai,89.28,94.38,100.0,100.0,64.73,94.12,86.71,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,91.57,P Simran Singh,Punjab Kings,0,2,2,2,2
Mumbai Indians,batting,aggressive_opener,Tarang Gohel,Saurashtra,73.21,87.3,100.0,77.9,82.88,100.0,24.66,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,81.28,JG Bethell,Royal Challengers Bengaluru,0,2,2,3,9
Mumbai Indians,batting,aggressive_opener,HV Patel,Haryana,85.9,75.85,100.0,100.0,65.22,41.18,66.82,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,80.88,J Fraser-McGurk,Delhi Capitals,0,2,2,4,10
Mumbai Indians,batting,aggressive_opener,P Simran Singh,Punjab,79.34,81.01,100.0,100.0,64.1,52.94,48.88,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,79.61,DR Smith,Chennai Super Kings,0,2,2,5,12
Mumbai Indians,batting,aggressive_opener,D Padikkal,Karnataka,85.96,90.4,100.0,100.0,17.17,11.76,94.76,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,78.12,DP Conway,Chennai Super Kings,0,2,2,6,16
Mumbai Indians,batting,aggressive_opener,H Desai,Saurashtra,51.02,91.11,100.0,100.0,75.05,88.24,28.34,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,78.03,S Sohal,Punjab Kings,0,2,2,7,17
Mumbai Indians,batting,aggressive_opener,AD Chopra,Mizoram,83.63,60.9,100.0,47.1,83.04,76.47,57.59,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,77.28,HM Amla,Punjab Kings,0,2,2,8,19
Mumbai Indians,batting,aggressive_opener,Hari Nishaanth,Tamil Nadu,62.19,80.02,100.0,100.0,74.57,64.71,25.86,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,75.95,PA Patel,Mumbai Indians,0,2,2,9,27
Mumbai Indians,batting,aggressive_opener,MA Agarwal,Karnataka,60.67,89.56,100.0,100.0,62.34,35.29,29.63,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,73.29,MA Agarwal,Punjab Kings,0,2,2,10,38
Mumbai Indians,batting,aggressive_opener,Ankit Kumar,Haryana,70.21,53.71,100.0,60.8,73.91,47.06,50.14,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,70.29,AD Hales,Sunrisers Hyderabad,0,2,2,11,48
Mumbai Indians,batting,aggressive_opener,Vivek Singh,Bengal,72.93,85.91,100.0,100.0,27.72,17.65,30.07,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,70.02,WP Saha,Punjab Kings,0,2,2,12,49
Mumbai Indians,batting,aggressive_opener,Rishav Das,Assam,49.31,86.56,100.0,100.0,60.38,23.53,37.66,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,70.0,PA Patel,Mumbai Indians,0,2,2,13,50
Mumbai Indians,batting,aggressive_opener,Jyotsnil Singh,Baroda,59.71,83.02,100.0,61.2,65.0,29.41,44.74,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,69.43,AD Hales,Sunrisers Hyderabad,0,2,2,14,53
Mumbai Indians,batting,aggressive_opener,Abishek Porel,Bengal,56.99,82.9,100.0,34.6,53.15,70.59,25.08,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,67.18,JG Bethell,Royal Challengers Bengaluru,0,2,2,15,62
Mumbai Indians,batting,aggressive_opener,HP Gawli,Madhya Pradesh,54.68,89.88,100.0,32.5,42.23,58.82,27.15,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,65.49,UT Khawaja,Rising Pune Supergiant,0,2,2,16,72
Mumbai Indians,batting,aggressive_opener,Shashank Chandrakar,Chhattisgarh,67.0,75.48,100.0,100.0,10.33,5.88,23.03,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,63.65,PA Patel,Mumbai Indians,0,2,2,17,83
Mumbai Indians,batting,anchor_opener,Shivam Chaudhary,Railways,59.39,93.46,100.0,100.0,55.11,100.0,75.67,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,73.98,SR Tendulkar,Mumbai Indians,0,1,1,1,34
Mumbai Indians,batting,anchor_opener,Pratham Singh,Railways,66.51,89.58,100.0,100.0,66.63,88.24,58.51,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,73.08,M Vijay,Chennai Super Kings,0,1,1,2,39
Mumbai Indians,batting,anchor_opener,AV Rajput,Baroda,49.72,82.9,100.0,100.0,70.54,35.29,64.05,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,64.37,RS Bopara,Punjab Kings,0,1,1,3,78
Mumbai Indians,batting,anchor_opener,Saurav Chauhan,Gujarat,44.06,66.09,100.0,100.0,82.61,52.94,67.86,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,64.07,DJM Short,Rajasthan Royals,0,1,1,4,80
Mumbai Indians,batting,anchor_opener,Abhishek Goswami,Uttar Pradesh,46.43,65.56,100.0,100.0,79.27,58.82,46.98,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,62.63,DJM Short,Rajasthan Royals,0,1,1,5,88
Mumbai Indians,batting,anchor_opener,Arpit Gaud,Madhya Pradesh,38.34,78.66,100.0,89.6,40.05,94.12,33.99,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,60.24,RE Levi,Mumbai Indians,0,1,1,6,93
Mumbai Indians,batting,anchor_opener,Qamran Iqbal,Jammu & Kashmir,51.05,51.14,100.0,100.0,64.29,64.71,39.95,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,59.78,LMP Simmons,Mumbai Indians,0,1,1,7,96
Mumbai Indians,batting,anchor_opener,Bikramkumar Das,Tripura,56.02,86.75,100.0,100.0,9.95,5.88,82.86,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,59.09,R Dravid,Rajasthan Royals,0,1,1,8,99
Mumbai Indians,batting,anchor_opener,KS Sharma,Uttar Pradesh,54.32,68.68,100.0,100.0,26.85,29.41,56.33,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,57.43,AJ Finch,Gujarat Lions,0,1,1,9,109
Mumbai Indians,batting,anchor_opener,P Prafullomani,Manipur,20.77,89.25,100.0,100.0,50.52,76.47,20.98,0.0,batting_tailender_cluster_1,tailender,57.34,RT Ponting,Mumbai Indians,0,1,1,10,110
Mumbai Indians,batting,anchor_opener,Aarya Desai,Gujarat,46.12,87.27,100.0,58.3,65.68,23.53,47.89,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,56.85,DJM Short,Rajasthan Royals,0,1,1,11,114
Mumbai Indians,batting,anchor_opener,Shubham Sharma,Madhya Pradesh,42.61,74.18,100.0,100.0,37.07,47.06,30.71,0.0,batting_tailender_cluster_1,tailender,56.13,MJ Clarke,Pune Warriors,0,1,1,12,118
Mumbai Indians,batting,anchor_opener,Shubham Khajuria,Jammu & Kashmir,41.21,54.19,100.0,100.0,63.26,41.18,34.59,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,55.27,M Vijay,Chennai Super Kings,0,1,1,13,120
Mumbai Indians,batting,anchor_opener,Denish Das,Assam,28.86,76.72,100.0,100.0,36.96,70.59,20.22,0.0,batting_tailender_cluster_1,tailender,55.06,SP Goswami,Royal Challengers Bengaluru,0,1,1,14,122
Mumbai Indians,batting,anchor_opener,Eknath Kerkar,Goa,32.64,93.12,100.0,100.0,31.44,11.76,50.34,0.0,batting_tailender_cluster_1,tailender,54.85,JEC Franklin,Mumbai Indians,0,1,1,15,123
Mumbai Indians,batting,anchor_opener,A Raghuvanshi,Mumbai,42.23,62.27,100.0,48.3,46.25,82.35,33.57,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,53.83,MJ Clarke,Pune Warriors,0,1,1,16,125
Mumbai Indians,batting,anchor_opener,G Ajitesh,Tamil Nadu,17.2,59.51,100.0,24.2,20.27,17.65,55.69,0.0,batting_tailender_cluster_2,tailender,39.15,Anuj Rawat,Royal Challengers Bengaluru,0,1,1,17,155
Mumbai Indians,allrounder,batting_allrounder,Chirag Jani,Saurashtra,73.17,85.04,100.0,0.0,87.41,92.31,89.63,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,69.32,SM Pollock,Mumbai Indians,0,2,2,1,54
Mumbai Indians,allrounder,batting_allrounder,HV Patel,Haryana,94.22,95.99,100.0,0.0,38.56,61.54,99.54,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,68.21,MR Marsh,Delhi Capitals,0,2,2,2,61
Mumbai Indians,allrounder,batting_allrounder,Sumit Kumar,Haryana,79.46,96.77,100.0,0.0,79.31,46.15,88.1,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,66.76,Azhar Mahmood,Punjab Kings,0,2,2,3,64
Mumbai Indians,allrounder,batting_allrounder,NA Rathva,Baroda,72.89,87.29,100.0,0.0,52.12,100.0,85.4,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,66.42,Shakib Al Hasan,Kolkata Knight Riders,0,2,2,4,66
Mumbai Indians,allrounder,batting_allrounder,R Parag,Assam,88.15,74.48,100.0,0.0,60.83,65.38,92.52,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,65.67,PD Collingwood,Delhi Capitals,0,2,2,5,69
Mumbai Indians,allrounder,batting_allrounder,N Rana,Delhi,85.62,73.3,100.0,0.0,68.59,61.54,93.81,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,65.51,PD Collingwood,Delhi Capitals,0,2,2,6,71
Mumbai Indians,allrounder,batting_allrounder,KH Pandya,Baroda,76.94,89.33,100.0,0.0,67.7,53.85,88.2,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,64.76,SM Pollock,Mumbai Indians,0,2,2,7,75
