player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role,cluster_id,cluster_label,archetype_role
BB McCullum,Kolkata Knight Riders,2018.0,67.48,0.0,33.74,False,False,pure_batter,2880.0,109.0,2186.0,26.42,131.75,aggressive_opener,,,,,,,5,allrounder_pure_batter_cluster_5,pure_batter
BB Samantray,Sunrisers Hyderabad,2013.0,51.68,0.0,25.84,False,False,pure_batter,125.0,8.0,113.0,15.62,110.62,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
BB Sran,Sunrisers Hyderabad,2019.0,25.5,71.54,48.52,False,False,pure_bowler,10.0,7.0,14.0,1.43,71.43,tailender,18.0,24.0,483.0,0.75,9.4,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
BCJ Cutting,Mumbai Indians,2019.0,67.52,63.87,65.69,False,True,bowling_allrounder,238.0,17.0,141.0,14.0,168.79,finisher,10.0,17.0,281.0,0.588,9.16,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
BE Hendricks,Punjab Kings,2015.0,11.84,90.42,51.13,False,False,pure_bowler,1.0,2.0,3.0,0.5,33.33,tailender,9.0,7.0,150.0,1.286,9.4,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
BJ Haddin,Kolkata Knight Riders,2011.0,63.57,0.0,31.78,False,False,pure_batter,18.0,1.0,11.0,18.0,163.64,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
BJ Hodge,Rajasthan Royals,2014.0,61.59,75.09,68.34,True,True,batting_allrounder,1400.0,63.0,1118.0,22.22,125.22,finisher,17.0,20.0,234.0,0.85,7.77,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
BJ Rohrer,Delhi Capitals,2013.0,67.94,39.38,53.66,False,False,pure_batter,193.0,8.0,140.0,24.12,137.86,finisher,0.0,1.0,6.0,0.0,12.0,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
BKG Mendis,Gujarat Titans,2025.0,77.0,0.0,38.5,False,False,pure_batter,20.0,1.0,10.0,20.0,200.0,top_order_aggressor,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
BMAJ Mendis,Delhi Capitals,2013.0,32.5,63.8,48.15,False,False,pure_bowler,23.0,3.0,27.0,7.67,85.19,middle_order,1.0,2.0,30.0,0.5,7.2,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
BR Dunk,Mumbai Indians,2014.0,44.67,0.0,22.34,False,False,pure_batter,40.0,3.0,35.0,13.33,114.29,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
BR Sharath,Gujarat Titans,2024.0,14.7,0.0,7.35,False,False,pure_batter,2.0,1.0,5.0,2.0,40.0,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
BW Hilfenhaus,Chennai Super Kings,2014.0,0.0,94.57,47.28,False,False,pure_bowler,,,,,,,22.0,17.0,372.0,1.294,7.73,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Basil Thampi,Gujarat Lions,2019.0,33.6,74.73,54.17,False,False,pure_bowler,32.0,7.0,35.0,4.57,91.43,tailender,22.0,25.0,521.0,0.88,9.74,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Bipul Sharma,Punjab Kings,2017.0,58.83,66.17,62.5,False,True,bowling_allrounder,187.0,17.0,123.0,11.0,152.03,lower_order_hitter,17.0,28.0,426.0,0.607,8.06,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Brijesh Sharma,Rajasthan Royals,2026.0,12.02,79.1,45.56,False,False,pure_bowler,1.0,1.0,3.0,1.0,33.33,tailender,7.0,7.0,137.0,1.0,9.37,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
C Bosch,Mumbai Indians,2026.0,63.15,71.95,67.55,False,False,pure_bowler,58.0,3.0,36.0,19.33,161.11,tailender,2.0,3.0,61.0,0.667,9.25,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
C Connolly,Punjab Kings,2026.0,89.69,0.0,44.84,False,False,pure_batter,270.0,7.0,160.0,38.57,168.75,top_order_anchor,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
C Ganapathy,Chennai Super Kings,2010.0,0.0,38.98,19.49,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,13.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
C Green,Mumbai Indians,2026.0,75.04,64.47,69.76,True,True,batting_allrounder,903.0,36.0,588.0,25.08,153.57,top_order_anchor,18.0,33.0,487.0,0.545,9.38,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
C Madan,Mumbai Indians,2010.0,32.88,0.0,16.44,False,False,pure_batter,15.0,1.0,19.0,15.0,78.95,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
C Munro,Delhi Capitals,2019.0,55.03,47.42,51.22,False,False,pure_batter,177.0,11.0,141.0,16.09,125.53,aggressive_opener,0.0,2.0,12.0,0.0,7.5,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
C Nanda,Mumbai Indians,2009.0,0.0,67.8,33.9,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,2.0,3.0,48.0,0.667,7.12,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
C Sakariya,Rajasthan Royals,2023.0,23.58,80.23,51.9,False,False,pure_bowler,20.0,7.0,31.0,2.86,64.52,tailender,20.0,20.0,444.0,1.0,8.62,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
C de Grandhomme,Royal Challengers Bengaluru,2019.0,59.32,54.69,57.0,False,False,utility_player,303.0,21.0,225.0,14.43,134.67,middle_order,6.0,19.0,216.0,0.316,8.86,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
CA Ingram,Delhi Capitals,2019.0,48.64,0.0,24.32,False,False,pure_batter,205.0,15.0,180.0,13.67,113.89,finisher,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
CA Lynn,Kolkata Knight Riders,2021.0,74.57,0.0,37.28,False,False,pure_batter,1329.0,42.0,945.0,31.64,140.63,aggressive_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
CA Pujara,Royal Challengers Bengaluru,2014.0,46.57,0.0,23.28,False,False,pure_batter,390.0,22.0,391.0,17.73,99.74,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
CH Gayle,Royal Challengers Bengaluru,2021.0,77.45,62.28,69.87,True,False,batting_allrounder,4965.0,141.0,3333.0,35.21,148.96,aggressive_opener,18.0,38.0,554.0,0.474,7.9,middle_overs_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
CH Morris,Delhi Capitals,2021.0,62.42,88.1,75.26,False,True,bowling_allrounder,618.0,49.0,398.0,12.61,155.28,lower_order_hitter,95.0,81.0,1720.0,1.173,8.01,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
CJ Anderson,Mumbai Indians,2018.0,58.24,60.57,59.4,True,True,batting_allrounder,538.0,29.0,423.0,18.55,127.19,finisher,11.0,22.0,297.0,0.5,10.46,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
CJ Dala,Delhi Capitals,2018.0,0.0,45.19,22.6,False,False,unknown,,,,,,,0.0,1.0,18.0,0.0,11.33,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
CJ Ferguson,Pune Warriors,2012.0,33.6,0.0,16.8,False,False,pure_batter,98.0,8.0,117.0,12.25,83.76,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
CJ Green,Kolkata Knight Riders,2020.0,0.0,45.44,22.72,False,False,unknown,,,,,,,0.0,1.0,17.0,0.0,8.47,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
CJ Jordan,Punjab Kings,2023.0,41.67,75.4,58.54,False,False,pure_bowler,81.0,12.0,77.0,6.75,105.19,tailender,30.0,34.0,668.0,0.882,9.61,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
CJ McKay,Mumbai Indians,2012.0,21.47,62.4,41.94,False,False,pure_bowler,8.0,1.0,15.0,8.0,53.33,tailender,1.0,2.0,42.0,0.5,8.57,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
CK Kapugedera,Chennai Super Kings,2008.0,26.21,33.08,29.64,False,False,pure_batter,16.0,3.0,23.0,5.33,69.57,middle_order,0.0,3.0,17.0,0.0,17.29,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
CK Langeveldt,Kolkata Knight Riders,2011.0,32.51,114.14,73.32,False,False,pure_bowler,8.0,2.0,9.0,4.0,88.89,tailender,13.0,7.0,156.0,1.857,7.19,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
CL White,Sunrisers Hyderabad,2013.0,61.64,45.68,53.66,False,False,pure_batter,954.0,45.0,755.0,21.2,126.36,finisher,1.0,6.0,42.0,0.167,12.29,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
CM Gautam,Mumbai Indians,2015.0,50.91,0.0,25.46,False,False,pure_batter,169.0,13.0,150.0,13.0,112.67,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
CR Brathwaite,Delhi Capitals,2019.0,65.89,72.52,69.2,False,True,bowling_allrounder,181.0,14.0,111.0,12.93,163.06,lower_order_hitter,13.0,16.0,254.0,0.812,8.95,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
CR Woakes,Kolkata Knight Riders,2021.0,37.73,96.25,66.99,False,False,pure_bowler,78.0,12.0,77.0,6.5,101.3,tailender,30.0,21.0,440.0,1.429,8.97,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
CRD Fernando,Mumbai Indians,2010.0,47.37,107.87,77.62,False,False,pure_bowler,4.0,2.0,3.0,2.0,133.33,tailender,17.0,10.0,234.0,1.7,7.64,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
CV Varun,Kolkata Knight Riders,2026.0,19.72,88.46,54.09,False,False,pure_bowler,26.0,12.0,48.0,2.17,54.17,tailender,107.0,89.0,2014.0,1.202,7.66,middle_overs_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
D Brevis,Mumbai Indians,2026.0,75.98,76.92,76.45,False,False,pure_batter,519.0,20.0,350.0,25.95,148.29,top_order_anchor,1.0,1.0,3.0,1.0,16.0,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
