player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role,cluster_id,cluster_label,archetype_role
S Gopal,Rajasthan Royals,2022.0,40.14,80.66,60.4,False,True,bowling_allrounder,180.0,22.0,169.0,8.18,106.51,tailender,52.0,51.0,991.0,1.02,8.17,middle_overs_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
S Joseph,Lucknow Super Giants,2024.0,0.0,47.8,23.9,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,11.75,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
S Kaul,Sunrisers Hyderabad,2021.0,20.22,81.95,51.08,False,False,pure_bowler,20.0,9.0,36.0,2.22,55.56,tailender,58.0,55.0,1209.0,1.055,8.63,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Kaushik,Gujarat Lions,2016.0,0.0,66.33,33.16,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,6.0,10.0,204.0,0.6,8.74,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Ladda,Delhi Capitals,2010.0,0.0,64.44,32.22,False,False,pure_bowler,0.0,2.0,9.0,0.0,0.0,tailender,5.0,9.0,138.0,0.556,9.74,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Lamichhane,Delhi Capitals,2019.0,0.0,96.38,48.19,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,13.0,9.0,210.0,1.444,8.34,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Midhun,Rajasthan Royals,2019.0,0.0,42.92,21.46,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,13.5,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
S Nadeem,Delhi Capitals,2021.0,16.37,69.26,42.82,False,False,utility_player,39.0,20.0,87.0,1.95,44.83,tailender,48.0,70.0,1415.0,0.686,7.56,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Narwal,Rajasthan Royals,2013.0,51.2,73.53,62.36,False,False,pure_bowler,37.0,4.0,27.0,9.25,137.04,tailender,5.0,6.0,106.0,0.833,11.43,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
S Rana,Royal Challengers Bengaluru,2014.0,43.31,45.1,44.2,False,False,pure_batter,91.0,8.0,81.0,11.38,112.35,middle_order,0.0,3.0,16.0,0.0,6.75,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
S Randiv,Chennai Super Kings,2011.0,18.2,71.8,45.0,False,False,pure_bowler,2.0,1.0,4.0,2.0,50.0,tailender,6.0,8.0,174.0,0.75,7.69,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Sandeep Warrier,Kolkata Knight Riders,2024.0,0.0,75.53,37.76,False,False,pure_bowler,,,,,,,8.0,10.0,168.0,0.8,9.04,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Sohal,Punjab Kings,2011.0,59.55,0.0,29.78,False,False,pure_batter,368.0,20.0,292.0,18.4,126.03,aggressive_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
S Sreesanth,Punjab Kings,2013.0,22.63,80.38,51.5,False,False,pure_bowler,34.0,12.0,55.0,2.83,61.82,tailender,40.0,44.0,880.0,0.909,8.14,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Sriram,Royal Challengers Bengaluru,2011.0,35.56,36.24,35.9,False,False,pure_batter,31.0,2.0,36.0,15.5,86.11,anchor_opener,0.0,2.0,18.0,0.0,16.33,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
S Tyagi,Chennai Super Kings,2010.0,27.3,63.48,45.39,False,False,pure_bowler,3.0,1.0,4.0,3.0,75.0,tailender,6.0,14.0,209.0,0.429,8.47,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
S Vidyut,Chennai Super Kings,2008.0,60.4,81.02,70.71,False,False,pure_batter,145.0,8.0,109.0,18.12,133.03,aggressive_opener,1.0,1.0,12.0,1.0,11.0,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SA Abbott,Royal Challengers Bengaluru,2022.0,45.34,53.06,49.2,False,False,pure_bowler,22.0,3.0,18.0,7.33,122.22,tailender,1.0,3.0,54.0,0.333,11.56,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SA Asnodkar,Rajasthan Royals,2011.0,62.5,0.0,31.25,False,False,pure_batter,423.0,19.0,339.0,22.26,124.78,aggressive_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SA Yadav,Mumbai Indians,2026.0,74.04,45.13,59.59,False,False,pure_batter,4473.0,159.0,3015.0,28.13,148.36,top_order_anchor,0.0,1.0,6.0,0.0,8.0,part_time_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
SB Bangar,Sunrisers Hyderabad,2009.0,32.02,61.54,46.78,False,False,pure_bowler,49.0,7.0,58.0,7.0,84.48,tailender,4.0,9.0,150.0,0.444,8.76,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SB Dubey,Rajasthan Royals,2026.0,69.03,0.0,34.52,False,False,pure_batter,195.0,14.0,114.0,13.93,171.05,lower_order_hitter,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SB Jakati,Chennai Super Kings,2016.0,35.75,73.84,54.8,False,False,pure_bowler,28.0,5.0,29.0,5.6,96.55,tailender,47.0,57.0,1085.0,0.825,8.02,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SB Joshi,Royal Challengers Bengaluru,2008.0,16.05,53.34,34.7,False,False,pure_bowler,6.0,2.0,14.0,3.0,42.86,tailender,1.0,4.0,55.0,0.25,8.95,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SB Styris,Sunrisers Hyderabad,2011.0,42.06,72.23,57.14,False,False,utility_player,131.0,10.0,133.0,13.1,98.5,middle_order,8.0,11.0,216.0,0.727,7.67,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SB Wagh,Pune Warriors,2011.0,23.68,70.9,47.29,False,False,pure_bowler,2.0,2.0,3.0,1.0,66.67,tailender,5.0,8.0,102.0,0.625,8.06,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SC Ganguly,Kolkata Knight Riders,2012.0,57.06,61.77,59.42,False,True,bowling_allrounder,1349.0,56.0,1263.0,24.09,106.81,anchor_opener,10.0,20.0,276.0,0.5,7.89,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SC Kuggeleijn,Chennai Super Kings,2019.0,0.0,80.3,40.15,False,False,pure_bowler,,,,,,,2.0,2.0,48.0,1.0,8.88,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SD Chitnis,Punjab Kings,2012.0,47.02,78.65,62.84,False,False,utility_player,99.0,8.0,89.0,12.38,111.24,middle_order,2.0,2.0,36.0,1.0,10.0,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SD Hope,Delhi Capitals,2024.0,69.61,0.0,34.8,False,False,pure_batter,183.0,9.0,122.0,20.33,150.0,top_order_aggressor,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SD Lad,Mumbai Indians,2019.0,45.63,0.0,22.82,False,False,pure_batter,15.0,1.0,13.0,15.0,115.38,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SE Bond,Kolkata Knight Riders,2010.0,17.85,86.71,52.28,False,False,pure_bowler,1.0,1.0,2.0,1.0,50.0,tailender,9.0,8.0,186.0,1.125,7.23,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SE Marsh,Punjab Kings,2017.0,75.1,0.0,37.55,False,False,pure_batter,2477.0,69.0,1866.0,35.9,132.74,top_order_anchor,,,,,,,5,allrounder_pure_batter_cluster_5,pure_batter
SE Rutherford,Gujarat Titans,2026.0,64.68,47.27,55.98,False,False,pure_batter,500.0,26.0,343.0,19.23,145.77,finisher,1.0,6.0,41.0,0.167,8.63,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SH Johnson,Gujarat Titans,2025.0,26.02,64.6,45.31,False,False,pure_bowler,8.0,5.0,11.0,1.6,72.73,tailender,5.0,9.0,164.0,0.556,10.39,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SJ Srivastava,Punjab Kings,2011.0,35.44,80.65,58.04,False,False,pure_bowler,5.0,4.0,5.0,1.25,100.0,tailender,14.0,14.0,282.0,1.0,9.38,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SK Raina,Chennai Super Kings,2021.0,69.08,57.94,63.51,True,False,batting_allrounder,5528.0,200.0,4043.0,27.64,136.73,top_order_anchor,25.0,69.0,908.0,0.362,7.39,middle_overs_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
SK Rasheed,Chennai Super Kings,2025.0,44.42,0.0,22.21,False,False,pure_batter,71.0,5.0,63.0,14.2,112.7,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SK Trivedi,Rajasthan Royals,2013.0,25.97,76.08,51.02,False,False,pure_bowler,42.0,14.0,59.0,3.0,71.19,tailender,65.0,75.0,1506.0,0.867,7.59,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SK Warne,Rajasthan Royals,2011.0,36.06,83.3,59.68,False,True,bowling_allrounder,198.0,27.0,214.0,7.33,92.52,tailender,57.0,54.0,1194.0,1.056,7.27,middle_overs_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
SL Malinga,Mumbai Indians,2017.0,32.65,96.65,64.65,False,False,utility_player,88.0,20.0,99.0,4.4,88.89,tailender,170.0,122.0,2827.0,1.393,7.14,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
SM Boland,Rising Pune Supergiant,2016.0,0.0,80.84,40.42,False,False,pure_bowler,,,,,,,2.0,2.0,42.0,1.0,7.71,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SM Curran,Punjab Kings,2025.0,59.42,77.15,68.28,True,True,batting_allrounder,997.0,53.0,731.0,18.81,136.39,finisher,59.0,63.0,1253.0,0.937,9.74,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SM Harwood,Rajasthan Royals,2009.0,24.08,86.26,55.17,False,False,pure_bowler,9.0,2.0,14.0,4.5,64.29,tailender,3.0,3.0,60.0,1.0,7.3,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SM Katich,Punjab Kings,2009.0,61.21,0.0,30.6,False,False,pure_batter,241.0,11.0,186.0,21.91,129.57,aggressive_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SM Pollock,Mumbai Indians,2008.0,60.28,78.94,69.61,True,False,batting_allrounder,147.0,8.0,111.0,18.38,132.43,finisher,11.0,13.0,276.0,0.846,6.54,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SMSM Senanayake,Kolkata Knight Riders,2013.0,21.46,86.54,54.0,False,False,pure_bowler,10.0,4.0,17.0,2.5,58.82,tailender,9.0,8.0,192.0,1.125,6.53,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SN Khan,Royal Challengers Bengaluru,2026.0,61.84,32.8,47.32,False,False,pure_batter,746.0,43.0,543.0,17.35,137.38,finisher,0.0,1.0,2.0,0.0,18.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
SN Thakur,Chennai Super Kings,2026.0,50.63,82.12,66.38,False,True,bowling_allrounder,339.0,42.0,252.0,8.07,134.52,tailender,114.0,107.0,2154.0,1.065,9.57,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
SO Hetmyer,Rajasthan Royals,2026.0,65.29,0.0,32.65,False,False,pure_batter,1554.0,84.0,1038.0,18.5,149.71,finisher,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SP Fleming,Chennai Super Kings,2008.0,57.44,0.0,28.72,False,False,pure_batter,196.0,10.0,165.0,19.6,118.79,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SP Goswami,Royal Challengers Bengaluru,2020.0,43.93,0.0,21.96,False,False,pure_batter,293.0,21.0,295.0,13.95,99.32,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SP Jackson,Kolkata Knight Riders,2022.0,40.12,0.0,20.06,False,False,pure_batter,61.0,8.0,57.0,7.62,107.02,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SP Narine,Kolkata Knight Riders,2026.0,67.76,83.12,75.44,False,True,bowling_allrounder,1820.0,122.0,1101.0,14.92,165.3,aggressive_opener,199.0,194.0,4507.0,1.026,6.79,middle_overs_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
SPD Smith,Rajasthan Royals,2021.0,65.79,34.0,49.9,False,False,pure_batter,2485.0,93.0,1940.0,26.72,128.09,top_order_anchor,0.0,1.0,2.0,0.0,15.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
SR Tendulkar,Mumbai Indians,2013.0,66.63,39.61,53.12,False,False,pure_batter,2334.0,78.0,1948.0,29.92,119.82,anchor_opener,0.0,4.0,36.0,0.0,9.67,part_time_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
SR Watson,Rajasthan Royals,2020.0,68.96,77.96,73.46,True,True,batting_allrounder,3874.0,141.0,2809.0,27.48,137.91,anchor_opener,92.0,105.0,2029.0,0.876,7.93,powerplay_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
SS Agarwal,Gujarat Lions,2017.0,0.0,78.1,39.05,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,10.5,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SS Cottrell,Punjab Kings,2020.0,0.0,83.78,41.89,False,False,pure_bowler,0.0,1.0,2.0,0.0,0.0,tailender,6.0,6.0,120.0,1.0,8.8,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SS Iyer,Delhi Capitals,2026.0,70.62,53.88,62.25,False,False,pure_batter,4040.0,138.0,2975.0,29.28,135.8,top_order_anchor,0.0,1.0,6.0,0.0,7.0,part_time_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
SS Mundhe,Pune Warriors,2011.0,0.0,89.28,44.64,False,False,pure_bowler,,,,,,,1.0,1.0,6.0,1.0,6.0,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SS Prabhudessai,Royal Challengers Bengaluru,2024.0,49.01,0.0,24.5,False,False,pure_batter,126.0,10.0,106.0,12.6,118.87,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SS Sarkar,Kolkata Knight Riders,2009.0,0.0,58.24,29.12,False,False,pure_bowler,,,,,,,1.0,2.0,25.0,0.5,8.16,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SS Shaikh,Kolkata Knight Riders,2009.0,32.1,0.0,16.05,False,False,pure_batter,6.0,1.0,7.0,6.0,85.71,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SS Tiwary,Mumbai Indians,2021.0,57.42,0.0,28.71,False,False,pure_batter,1494.0,73.0,1244.0,20.47,120.1,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SSB Magala,Chennai Super Kings,2023.0,0.0,58.28,29.14,False,False,pure_bowler,,,,,,,1.0,2.0,36.0,0.5,8.5,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
ST Jayasuriya,Mumbai Indians,2010.0,69.48,65.81,67.65,True,True,batting_allrounder,768.0,30.0,532.0,25.6,144.36,aggressive_opener,13.0,21.0,294.0,0.619,7.96,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
STR Binny,Rajasthan Royals,2019.0,54.32,57.73,56.02,False,False,utility_player,880.0,66.0,683.0,13.33,128.84,finisher,22.0,63.0,594.0,0.349,7.66,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
SU Parakh,Delhi Capitals,2026.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,2.0,0.0,0.0,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SV Samson,Rajasthan Royals,2026.0,70.4,0.0,35.2,False,False,pure_batter,5008.0,179.0,3562.0,27.98,140.6,top_order_anchor,,,,,,,5,allrounder_pure_batter_cluster_5,pure_batter
SW Billings,Delhi Capitals,2022.0,57.44,0.0,28.72,False,False,pure_batter,503.0,27.0,388.0,18.63,129.64,finisher,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
SW Tait,Rajasthan Royals,2013.0,32.57,86.8,59.68,False,False,pure_bowler,23.0,5.0,26.0,4.6,88.46,tailender,23.0,21.0,473.0,1.095,8.12,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
SZ Mulani,Mumbai Indians,2024.0,35.35,41.26,38.3,False,False,pure_batter,1.0,1.0,1.0,1.0,100.0,tailender,0.0,2.0,30.0,0.0,11.4,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Sachin Baby,Royal Challengers Bengaluru,2021.0,50.02,85.58,67.8,False,False,pure_batter,144.0,11.0,118.0,13.09,122.03,finisher,2.0,2.0,10.0,1.0,4.8,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Sakib Hussain,Sunrisers Hyderabad,2026.0,0.0,100.21,50.1,False,False,pure_bowler,,,,,,,8.0,5.0,114.0,1.6,9.79,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Salman Butt,Kolkata Knight Riders,2008.0,60.19,0.0,30.1,False,False,pure_batter,193.0,7.0,161.0,27.57,119.88,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Sameer Rizvi,Delhi Capitals,2026.0,68.59,0.0,34.3,False,False,pure_batter,381.0,16.0,262.0,23.81,145.42,top_order_aggressor,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Sandeep Sharma,Sunrisers Hyderabad,2025.0,28.81,84.11,56.46,False,False,pure_bowler,60.0,26.0,75.0,2.31,80.0,tailender,151.0,141.0,3141.0,1.071,8.12,powerplay_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
Sanvir Singh,Sunrisers Hyderabad,2024.0,43.42,0.0,21.71,False,False,pure_batter,25.0,5.0,21.0,5.0,119.05,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Saurav Chauhan,Royal Challengers Bengaluru,2024.0,44.1,0.0,22.05,False,False,pure_batter,18.0,3.0,15.0,6.0,120.0,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Sediqullah Atal,Delhi Capitals,2025.0,55.82,0.0,27.91,False,False,pure_batter,22.0,1.0,16.0,22.0,137.5,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Shahbaz Ahmed,Royal Challengers Bengaluru,2026.0,51.11,59.6,55.36,False,False,utility_player,560.0,39.0,464.0,14.36,120.69,middle_order,22.0,46.0,594.0,0.478,9.65,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Shahid Afridi,Sunrisers Hyderabad,2008.0,68.11,77.53,72.82,False,False,pure_bowler,81.0,9.0,46.0,9.0,176.09,middle_order,9.0,10.0,180.0,0.9,7.5,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Shakib Al Hasan,Kolkata Knight Riders,2021.0,52.36,77.32,64.84,True,True,batting_allrounder,793.0,52.0,637.0,15.25,124.49,middle_order,63.0,70.0,1484.0,0.9,7.44,powerplay_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
Shashank Singh,Punjab Kings,2026.0,72.53,65.96,69.24,False,False,utility_player,843.0,38.0,526.0,22.18,160.27,finisher,4.0,6.0,60.0,0.667,9.1,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Shivam Mavi,Kolkata Knight Riders,2022.0,33.5,79.62,56.56,False,False,pure_bowler,51.0,11.0,56.0,4.64,91.07,tailender,30.0,32.0,649.0,0.938,8.71,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Shivam Sharma,Punjab Kings,2014.0,59.21,72.65,65.93,False,False,pure_bowler,5.0,2.0,3.0,2.5,166.67,tailender,4.0,5.0,114.0,0.8,8.68,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Shivam Singh,Punjab Kings,2024.0,24.03,0.0,12.02,False,False,pure_batter,2.0,1.0,3.0,2.0,66.67,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Shivang Kumar,Sunrisers Hyderabad,2026.0,54.95,68.39,61.67,False,False,pure_bowler,21.0,3.0,14.0,7.0,150.0,tailender,5.0,7.0,132.0,0.714,9.5,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Shoaib Ahmed,Sunrisers Hyderabad,2009.0,5.95,69.99,37.97,False,False,pure_bowler,1.0,3.0,6.0,0.33,16.67,tailender,5.0,7.0,102.0,0.714,8.94,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Shoaib Akhtar,Kolkata Knight Riders,2008.0,10.7,108.96,59.83,False,False,pure_bowler,2.0,1.0,7.0,2.0,28.57,tailender,5.0,3.0,42.0,1.667,7.71,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Shoaib Malik,Delhi Capitals,2008.0,42.36,58.32,50.34,False,False,pure_bowler,52.0,5.0,47.0,10.4,110.64,middle_order,2.0,5.0,51.0,0.4,10.0,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Shubman Gill,Gujarat Titans,2026.0,76.93,0.0,38.47,False,False,pure_batter,4239.0,122.0,3027.0,34.75,140.04,aggressive_opener,,,,,,,5,allrounder_pure_batter_cluster_5,pure_batter
Sikandar Raza,Punjab Kings,2024.0,60.57,57.54,59.06,False,False,utility_player,182.0,9.0,136.0,20.22,133.82,middle_order,3.0,7.0,84.0,0.429,10.07,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Simarjeet Singh,Chennai Super Kings,2025.0,23.92,74.66,49.29,False,False,pure_bowler,10.0,6.0,15.0,1.67,66.67,tailender,11.0,14.0,240.0,0.786,10.0,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Sohail Tanvir,Rajasthan Royals,2008.0,45.97,120.57,83.27,False,False,pure_bowler,36.0,5.0,29.0,7.2,124.14,middle_order,22.0,11.0,247.0,2.0,6.46,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
Sumit Kumar,Delhi Capitals,2024.0,28.35,40.44,34.39,False,False,pure_batter,18.0,3.0,24.0,6.0,75.0,tailender,0.0,2.0,20.0,0.0,11.4,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Sunny Gupta,Delhi Capitals,2012.0,0.0,33.73,16.86,False,False,unknown,0.0,1.0,1.0,0.0,0.0,tailender,0.0,1.0,18.0,0.0,15.67,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Sunny Singh,Punjab Kings,2011.0,51.56,0.0,25.78,False,False,pure_batter,43.0,5.0,31.0,8.6,138.71,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Suryansh Shedge,Punjab Kings,2026.0,27.8,36.07,31.94,False,False,pure_batter,10.0,4.0,13.0,2.5,76.92,tailender,0.0,1.0,18.0,0.0,13.33,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Suyash Sharma,Royal Challengers Bengaluru,2026.0,0.0,70.05,35.02,False,False,pure_bowler,,,,,,,25.0,35.0,737.0,0.714,8.65,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Swapnil Singh,Royal Challengers Bengaluru,2024.0,41.65,59.95,50.8,False,False,pure_bowler,51.0,9.0,45.0,5.67,113.33,tailender,7.0,14.0,162.0,0.5,8.93,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
T Banton,Kolkata Knight Riders,2020.0,34.65,0.0,17.32,False,False,pure_batter,18.0,2.0,20.0,9.0,90.0,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
T Henderson,Rajasthan Royals,2009.0,25.99,65.26,45.62,False,False,pure_bowler,11.0,2.0,16.0,5.5,68.75,middle_order,1.0,2.0,36.0,0.5,6.67,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
T Kohler-Cadmore,Rajasthan Royals,2024.0,36.71,0.0,18.36,False,False,pure_batter,48.0,3.0,54.0,16.0,88.89,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
T Kohli,Rajasthan Royals,2009.0,21.55,0.0,10.78,False,False,pure_batter,11.0,3.0,19.0,3.67,57.89,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
T Natarajan,Sunrisers Hyderabad,2026.0,20.46,80.26,50.36,False,False,pure_bowler,4.0,3.0,7.0,1.33,57.14,tailender,74.0,72.0,1538.0,1.028,9.12,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
T Shamsi,Rajasthan Royals,2021.0,18.2,64.06,41.13,False,False,pure_bowler,2.0,1.0,4.0,2.0,50.0,tailender,3.0,5.0,120.0,0.6,9.05,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
T Stubbs,Delhi Capitals,2026.0,75.27,71.72,73.5,False,False,utility_player,924.0,38.0,589.0,24.32,156.88,finisher,4.0,5.0,36.0,0.8,11.5,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
T Taibu,Kolkata Knight Riders,2008.0,45.35,0.0,22.68,False,False,pure_batter,31.0,3.0,26.0,10.33,119.23,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
T Thushara,Chennai Super Kings,2010.0,24.38,94.89,59.64,False,False,pure_bowler,12.0,4.0,18.0,3.0,66.67,tailender,8.0,6.0,135.0,1.333,7.16,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
TA Boult,Rajasthan Royals,2026.0,37.47,88.45,62.96,False,False,utility_player,86.0,25.0,83.0,3.44,103.61,tailender,145.0,123.0,2761.0,1.179,8.47,powerplay_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
TD Paine,Pune Warriors,2011.0,15.21,0.0,7.6,False,False,pure_batter,10.0,2.0,26.0,5.0,38.46,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
TG Southee,Kolkata Knight Riders,2022.0,43.05,76.83,59.94,False,False,utility_player,120.0,19.0,107.0,6.32,112.15,tailender,47.0,54.0,1206.0,0.87,8.67,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
TH David,Mumbai Indians,2026.0,77.41,36.98,57.19,False,False,pure_batter,1038.0,52.0,588.0,19.96,176.53,finisher,0.0,1.0,6.0,0.0,18.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
TK Curran,Kolkata Knight Riders,2021.0,48.99,76.86,62.92,False,False,utility_player,127.0,10.0,107.0,12.7,118.69,tailender,13.0,13.0,238.0,1.0,10.84,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
TL Seifert,Kolkata Knight Riders,2026.0,41.04,0.0,20.52,False,False,pure_batter,45.0,6.0,41.0,7.5,109.76,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
