player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,team,typical_position,avg_position,position_role,batting_role
OA Shah,506,22,389,34,23,15,23.0,76,1,0.318,0,0.0,21.59,6,4,0.273,0.182,130.08,0.147,0.059,0.087,0.542,0.342,0.045,0.423,0.532,127.78,107.0,157.31,death,21.75,23.71,Rajasthan Royals,5,4.681818181818182,middle_order,finisher
OF Smith,51,6,44,1,5,3,8.5,25,0,0.5,1,0.167,9.5,0,0,0.0,0.0,115.91,0.136,0.114,0.023,0.667,0.523,0.0,0.059,0.941,,33.33,137.14,death,9.67,7.33,Punjab Kings,7,7.0,lower_order,tailender
P Awana,5,5,14,0,0,2,1.0,4,0,0.6,2,0.4,1.73,0,0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.643,0.0,0.0,1.0,,,35.71,death,,1.0,Kings XI Punjab,11,10.571428571428571,tailender,tailender
P Dogra,127,12,138,4,5,11,10.58,41,0,0.083,1,0.083,12.73,1,0,0.083,0.0,92.03,0.065,0.036,0.029,0.362,0.435,0.0,0.425,0.575,,71.05,117.74,death,3.0,16.0,Rajasthan Royals,7,6.416666666666667,lower_order,tailender
P Kumar,340,57,314,22,17,38,5.96,34,0,0.333,9,0.158,6.9,1,0,0.018,0.0,108.28,0.124,0.054,0.07,0.559,0.475,0.018,0.118,0.865,75.0,88.89,112.64,death,6.09,5.93,Royal Challengers Bangalore,9,8.542372881355933,tailender,tailender
P Negi,365,35,289,27,16,26,10.43,36,0,0.257,3,0.086,9.66,3,0,0.086,0.0,126.3,0.149,0.055,0.093,0.559,0.388,0.011,0.285,0.704,66.67,102.97,141.21,death,9.12,10.81,Royal Challengers Bangalore,7,6.6571428571428575,lower_order,tailender
P Simran Singh,1566,56,1009,163,82,54,27.96,103,0,0.036,4,0.071,25.1,21,11,0.375,0.196,155.2,0.243,0.081,0.162,0.731,0.389,0.622,0.328,0.05,150.54,161.32,179.55,death,35.08,21.8,Punjab Kings,2,1.9464285714285714,opener,aggressive_opener
PA Patel,2848,136,2358,365,49,126,20.94,81,0,0.074,13,0.096,17.87,37,13,0.272,0.096,120.78,0.176,0.021,0.155,0.616,0.423,0.669,0.298,0.033,121.66,117.59,133.8,death,21.72,20.19,Mumbai Indians,1,1.8248175182481752,opener,aggressive_opener
PA Reddy,164,10,160,15,2,10,16.4,42,1,0.0,0,0.0,12.98,1,0,0.1,0.0,102.5,0.106,0.012,0.094,0.439,0.406,0.628,0.28,0.091,99.04,90.2,300.0,death,17.17,15.25,Sunrisers Hyderabad,1,2.090909090909091,opener,anchor_opener
PBB Rajapaksa,277,13,191,22,15,13,21.31,50,0,0.0,1,0.077,18.44,5,1,0.385,0.077,145.03,0.194,0.079,0.115,0.643,0.366,0.278,0.7,0.022,160.42,143.7,75.0,pp,26.57,15.17,Punjab Kings,3,3.1538461538461537,top_order,top_order_aggressor
PC Valthaty,505,23,418,61,20,22,21.96,120,0,0.043,1,0.043,28.99,5,3,0.217,0.13,120.81,0.194,0.048,0.146,0.721,0.517,0.618,0.291,0.091,112.23,124.58,209.09,death,39.44,10.71,Kings XI Punjab,2,1.9130434782608696,opener,anchor_opener
PD Collingwood,203,7,156,9,13,5,29.0,75,2,0.286,0,0.0,30.08,3,3,0.429,0.429,130.13,0.141,0.083,0.058,0.562,0.365,0.128,0.473,0.399,136.84,104.35,180.0,death,48.0,14.75,Delhi Daredevils,4,4.714285714285714,top_order,top_order_anchor
PD Salt,1195,39,683,134,64,36,30.64,89,0,0.077,4,0.103,27.52,18,11,0.462,0.282,174.96,0.29,0.094,0.196,0.77,0.365,0.673,0.298,0.029,172.53,179.8,184.21,death,33.07,25.17,Royal Challengers Bengaluru,1,1.3333333333333333,opener,aggressive_opener
PHKD Mendis,92,5,69,7,2,4,18.4,32,0,0.2,1,0.2,16.47,2,0,0.4,0.0,133.33,0.13,0.029,0.101,0.435,0.319,0.054,0.663,0.283,55.56,174.29,104.0,mid,32.0,9.33,Sunrisers Hyderabad,5,6.0,middle_order,middle_order
PJ Cummins,612,48,402,39,41,30,12.75,66,0,0.375,4,0.083,15.28,7,3,0.146,0.062,152.24,0.199,0.102,0.097,0.657,0.383,0.0,0.263,0.737,0.0,123.85,166.42,death,12.43,12.88,Kolkata Knight Riders,8,7.96,lower_order,lower_order_hitter
PJ Sangwan,26,14,44,1,0,8,1.86,6,0,0.429,4,0.286,2.07,0,0,0.0,0.0,59.09,0.023,0.0,0.023,0.154,0.545,0.0,0.154,0.846,,44.44,62.86,death,,1.86,Delhi Daredevils,9,8.733333333333333,tailender,tailender
PK Garg,273,19,241,16,9,18,14.37,51,0,0.053,2,0.105,13.56,2,1,0.105,0.053,113.28,0.104,0.037,0.066,0.432,0.365,0.187,0.575,0.238,100.0,104.67,162.5,death,17.86,12.33,Sunrisers Hyderabad,5,4.157894736842105,middle_order,finisher
PN Mankad,97,5,73,13,2,3,19.4,64,0,0.4,1,0.2,27.0,1,1,0.2,0.2,132.88,0.205,0.027,0.178,0.66,0.411,0.464,0.351,0.186,118.42,141.67,163.64,death,23.5,3.0,Lucknow Super Giants,3,4.333333333333333,top_order,finisher
PP Chawla,624,88,563,56,20,56,7.09,24,0,0.364,16,0.182,6.61,0,0,0.0,0.0,110.83,0.135,0.036,0.099,0.551,0.437,0.024,0.25,0.726,115.38,88.14,121.45,death,8.19,6.63,Kings XI Punjab,8,8.0,lower_order,tailender
PP Ojha,16,20,45,0,0,12,0.8,3,0,0.4,6,0.3,0.83,0,0,0.0,0.0,35.56,0.0,0.0,0.0,0.0,0.667,0.0,0.0,1.0,,0.0,37.21,death,1.0,0.75,Deccan Chargers,10,10.347826086956522,tailender,tailender
PP Shaw,1892,79,1283,238,61,79,23.95,99,0,0.0,7,0.089,23.24,25,14,0.316,0.177,147.47,0.233,0.048,0.186,0.697,0.377,0.712,0.272,0.016,146.57,150.15,142.86,mid,28.08,19.92,Delhi Capitals,1,1.1,opener,aggressive_opener
PR Shah,92,9,91,9,2,8,10.22,29,0,0.111,1,0.111,9.2,0,0,0.0,0.0,101.1,0.121,0.022,0.099,0.522,0.484,0.326,0.38,0.293,96.77,89.74,128.57,death,10.0,10.25,Mumbai Indians,7,6.4,lower_order,tailender
PV Tambe,18,6,39,1,0,2,3.0,7,1,0.667,0,0.0,2.1,0,0,0.0,0.0,46.15,0.026,0.0,0.026,0.222,0.615,0.0,0.333,0.667,,66.67,40.0,mid,,3.0,Rajasthan Royals,11,10.666666666666666,tailender,tailender
PVD Chameera,53,10,42,3,3,4,5.3,17,0,0.6,2,0.2,6.4,0,0,0.0,0.0,126.19,0.143,0.071,0.071,0.566,0.381,0.0,0.019,0.981,,100.0,126.83,death,8.5,4.5,Lucknow Super Giants,8,8.818181818181818,lower_order,tailender
PWH de Silva,81,19,88,7,1,15,4.26,18,0,0.211,5,0.263,4.81,0,0,0.0,0.0,92.05,0.091,0.011,0.08,0.42,0.466,0.0,0.309,0.691,,71.43,105.66,death,4.4,4.21,Royal Challengers Bangalore,8,7.684210526315789,lower_order,tailender
Pankaj Singh,7,5,12,0,0,2,1.4,4,0,0.6,1,0.2,1.52,0,0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,,,58.33,death,4.0,0.75,Royal Challengers Bangalore,9,9.4,tailender,tailender
Priyansh Arya,663,22,347,70,42,22,30.14,103,0,0.0,1,0.045,27.29,8,5,0.364,0.227,191.07,0.323,0.121,0.202,0.802,0.357,0.748,0.252,0.0,187.88,201.2,,mid,30.64,29.25,Punjab Kings,1,1.0,opener,aggressive_opener
Q de Kock,3424,116,2532,333,141,109,29.52,140,0,0.06,4,0.034,27.85,43,27,0.371,0.233,135.23,0.187,0.056,0.132,0.636,0.383,0.568,0.362,0.07,130.52,133.98,205.13,death,32.67,26.14,Mumbai Indians,1,1.393162393162393,opener,aggressive_opener
R Ashwin,833,94,705,64,29,64,8.86,50,0,0.319,12,0.128,10.32,5,1,0.053,0.011,118.16,0.132,0.041,0.091,0.516,0.365,0.094,0.335,0.571,106.85,101.09,133.71,death,10.48,7.98,Chennai Super Kings,8,7.173469387755102,lower_order,tailender
R Bhatia,342,47,284,24,13,30,7.28,26,0,0.362,3,0.064,6.96,0,0,0.0,0.0,120.42,0.13,0.046,0.085,0.509,0.366,0.0,0.266,0.734,,81.25,145.93,death,6.36,7.56,Kolkata Knight Riders,7,7.489795918367347,lower_order,tailender
R Dhawan,210,22,187,18,7,11,9.55,25,0,0.5,1,0.045,7.81,0,0,0.0,0.0,112.3,0.134,0.037,0.096,0.543,0.449,0.0,0.2,0.8,,76.36,127.27,death,8.88,9.93,Kings XI Punjab,8,7.666666666666667,lower_order,tailender
R Dravid,2174,82,1882,269,28,77,26.51,75,0,0.061,3,0.037,19.52,32,11,0.39,0.134,115.52,0.158,0.015,0.143,0.572,0.416,0.416,0.492,0.092,108.77,114.82,168.07,death,29.51,24.04,Rajasthan Royals,1,2.841463414634146,opener,anchor_opener
R McLaren,159,13,171,14,1,8,12.23,51,0,0.385,1,0.077,16.89,2,1,0.154,0.077,92.98,0.088,0.006,0.082,0.39,0.404,0.075,0.491,0.434,66.67,82.11,118.97,death,13.4,11.5,Mumbai Indians,7,6.923076923076923,lower_order,tailender
R Parag,1619,77,1142,115,91,65,21.03,95,0,0.156,3,0.039,21.05,20,7,0.26,0.091,141.77,0.18,0.08,0.101,0.621,0.346,0.088,0.568,0.344,136.19,133.0,160.98,death,21.25,20.83,Rajasthan Royals,4,5.0256410256410255,top_order,top_order_aggressor
R Powell,435,25,295,27,32,20,17.4,67,0,0.2,2,0.08,17.55,7,1,0.28,0.04,147.46,0.2,0.108,0.092,0.69,0.4,0.0,0.338,0.662,,102.8,189.47,death,18.67,16.69,Delhi Capitals,6,6.2,middle_order,finisher
R Rampaul,51,7,50,3,2,5,7.29,23,0,0.286,3,0.429,8.94,0,0,0.0,0.0,102.0,0.1,0.04,0.06,0.471,0.48,0.0,0.294,0.706,,93.75,105.88,death,0.0,8.5,Royal Challengers Bangalore,6,7.571428571428571,middle_order,middle_order
R Ravindra,413,18,287,40,16,17,22.94,65,0,0.056,2,0.111,21.55,7,2,0.389,0.111,143.9,0.195,0.056,0.139,0.62,0.334,0.666,0.276,0.058,137.5,146.15,266.67,death,35.43,15.0,Chennai Super Kings,1,1.5,opener,aggressive_opener
R Sathish,270,24,231,22,6,17,11.25,27,0,0.292,2,0.083,8.42,0,0,0.0,0.0,116.88,0.121,0.026,0.095,0.459,0.377,0.0,0.393,0.607,0.0,100.0,138.98,death,11.27,11.23,Mumbai Indians,7,6.12,lower_order,tailender
R Sharma,66,20,75,5,3,14,3.3,14,0,0.3,8,0.4,5.02,0,0,0.0,0.0,88.0,0.107,0.04,0.067,0.576,0.613,0.0,0.015,0.985,,50.0,89.04,death,6.0,2.62,Pune Warriors,10,9.3,tailender,tailender
R Shepherd,223,15,108,15,19,8,14.87,53,0,0.467,2,0.133,15.88,2,1,0.133,0.067,206.48,0.315,0.176,0.139,0.78,0.296,0.0,0.251,0.749,,151.35,235.21,death,18.0,12.12,Royal Challengers Bengaluru,7,7.0,lower_order,lower_order_hitter
R Tewatia,1146,81,836,93,55,49,14.15,53,0,0.395,3,0.037,12.82,12,1,0.148,0.012,137.08,0.177,0.066,0.111,0.613,0.358,0.005,0.283,0.712,85.71,96.43,165.52,death,16.06,12.77,Gujarat Titans,6,6.308641975308642,middle_order,finisher
R Vinay Kumar,310,43,274,21,9,28,7.21,26,0,0.349,4,0.093,7.29,0,0,0.0,0.0,113.14,0.109,0.033,0.077,0.445,0.376,0.0,0.155,0.845,,100.0,115.93,death,6.62,7.34,Royal Challengers Bangalore,8,8.521739130434783,lower_order,tailender
RA Jadeja,3336,197,2566,247,117,118,16.93,77,0,0.401,9,0.046,13.33,29,5,0.147,0.025,130.01,0.142,0.046,0.096,0.507,0.314,0.036,0.415,0.549,126.04,110.72,150.08,death,14.26,19.33,Chennai Super Kings,6,5.885572139303482,middle_order,finisher
RA Tripathi,2291,98,1662,229,85,88,23.38,93,0,0.102,4,0.041,21.63,32,12,0.327,0.122,137.85,0.189,0.051,0.138,0.622,0.363,0.442,0.462,0.096,139.53,134.9,145.03,death,30.69,17.89,Sunrisers Hyderabad,3,3.173469387755102,top_order,middle_order
RD Chahar,129,23,124,13,5,16,5.61,25,0,0.304,8,0.348,7.35,0,0,0.0,0.0,104.03,0.145,0.04,0.105,0.636,0.54,0.0,0.031,0.969,,25.0,115.74,death,5.5,5.65,Punjab Kings,9,9.041666666666666,tailender,tailender
RD Gaikwad,2565,75,1880,236,96,67,34.2,108,0,0.107,7,0.093,30.27,38,22,0.507,0.293,136.44,0.177,0.051,0.126,0.593,0.345,0.485,0.412,0.103,126.78,141.5,174.17,death,44.45,23.68,Chennai Super Kings,1,1.5466666666666666,opener,aggressive_opener
RD Rickelton,525,19,345,56,29,18,27.63,81,2,0.053,0,0.0,23.32,7,4,0.368,0.211,152.17,0.246,0.084,0.162,0.758,0.426,0.724,0.274,0.002,152.61,153.19,50.0,mid,43.78,13.1,Mumbai Indians,1,1.3157894736842106,opener,aggressive_opener
RE Levi,83,6,73,10,4,6,13.83,50,0,0.0,2,0.333,20.99,1,1,0.167,0.167,113.7,0.192,0.055,0.137,0.771,0.548,0.747,0.253,0.0,108.77,131.25,,mid,20.5,0.5,Mumbai Indians,1,1.1666666666666667,opener,anchor_opener
RE van der Merwe,159,15,141,11,8,11,10.6,35,1,0.267,0,0.0,11.2,2,0,0.133,0.0,112.77,0.135,0.057,0.078,0.579,0.447,0.226,0.44,0.333,97.3,120.69,115.22,mid,12.33,9.44,Royal Challengers Bangalore,8,6.266666666666667,lower_order,tailender
RG Sharma,7185,271,5420,653,311,241,26.51,109,0,0.111,18,0.066,24.18,100,50,0.369,0.185,132.56,0.178,0.057,0.12,0.623,0.377,0.345,0.442,0.213,126.0,121.82,181.14,death,31.1,21.61,Mumbai Indians,4,2.7773722627737225,top_order,top_order_anchor
RJ Harris,117,21,112,6,3,12,5.57,17,0,0.429,2,0.095,5.63,0,0,0.0,0.0,104.46,0.08,0.027,0.054,0.359,0.411,0.0,0.171,0.829,,80.0,111.49,death,7.0,5.12,Kings XI Punjab,8,8.238095238095237,lower_order,tailender
RJ Peterson,32,5,30,3,1,3,6.4,16,0,0.4,1,0.2,7.5,0,0,0.0,0.0,106.67,0.133,0.033,0.1,0.562,0.433,0.0,0.406,0.594,,92.86,118.75,death,7.5,2.0,Mumbai Indians,7,6.6,lower_order,tailender
RJ Quiney,103,7,102,12,3,7,14.71,51,1,0.0,0,0.0,18.29,1,1,0.143,0.143,100.98,0.147,0.029,0.118,0.641,0.529,0.631,0.359,0.01,91.55,132.14,33.33,mid,27.5,9.6,Rajasthan Royals,1,1.7142857142857142,opener,anchor_opener
RK Singh,1177,55,822,95,57,39,21.4,67,2,0.291,0,0.0,16.41,16,4,0.291,0.073,143.19,0.185,0.069,0.116,0.613,0.332,0.031,0.432,0.538,133.33,111.4,186.73,death,24.39,19.25,Kolkata Knight Riders,6,5.818181818181818,middle_order,finisher
RM Patidar,1333,43,824,88,89,40,31.0,112,0,0.07,1,0.023,22.95,20,12,0.465,0.279,161.77,0.215,0.108,0.107,0.665,0.301,0.158,0.709,0.134,117.32,170.58,195.6,death,32.0,29.47,Royal Challengers Bengaluru,4,3.697674418604651,top_order,top_order_anchor
RN ten Doeschate,326,21,235,26,15,14,15.52,70,0,0.333,3,0.143,17.57,4,1,0.19,0.048,138.72,0.174,0.064,0.111,0.595,0.328,0.018,0.331,0.65,85.71,122.73,151.43,death,10.31,24.0,Kolkata Knight Riders,6,5.909090909090909,middle_order,finisher
RP Singh,52,29,76,2,1,15,1.79,10,0,0.483,5,0.172,2.14,0,0,0.0,0.0,68.42,0.039,0.013,0.026,0.269,0.513,0.0,0.038,0.962,,33.33,71.43,death,3.0,1.65,Deccan Chargers,10,9.6,tailender,tailender
RR Pant,3670,128,2502,334,171,108,28.67,128,0,0.156,6,0.047,25.39,53,22,0.414,0.172,146.68,0.202,0.068,0.133,0.644,0.341,0.128,0.59,0.282,120.51,135.65,200.58,death,29.07,28.33,Delhi Capitals,4,4.0458015267175576,top_order,top_order_anchor
RR Powar,67,9,64,6,1,3,7.44,28,0,0.667,1,0.111,8.34,0,0,0.0,0.0,104.69,0.109,0.016,0.094,0.448,0.422,0.0,0.0,1.0,,0.0,111.67,death,6.5,7.71,Kings XI Punjab,9,9.1,tailender,tailender
RR Raje,20,5,18,1,1,1,4.0,11,1,0.8,0,0.0,4.47,0,0,0.0,0.0,111.11,0.111,0.056,0.056,0.5,0.333,0.0,0.0,1.0,,,111.11,death,3.5,4.33,Mumbai Indians,9,9.0,tailender,tailender
RR Rossouw,473,22,308,45,25,20,21.5,82,0,0.091,4,0.182,22.22,7,2,0.318,0.091,153.57,0.227,0.081,0.146,0.698,0.377,0.294,0.533,0.173,140.4,148.24,210.26,death,32.86,16.2,Delhi Capitals,3,3.6818181818181817,top_order,top_order_aggressor
RS Bopara,531,22,453,39,16,18,24.14,84,0,0.182,2,0.091,23.78,6,3,0.273,0.136,117.22,0.121,0.035,0.086,0.475,0.353,0.245,0.418,0.337,90.28,108.29,172.12,death,19.57,26.27,Kings XI Punjab,1,2.772727272727273,opener,anchor_opener
RT Ponting,91,9,128,5,2,9,10.11,28,0,0.0,3,0.333,10.45,0,0,0.0,0.0,71.09,0.055,0.016,0.039,0.352,0.531,0.495,0.505,0.0,60.0,86.79,,mid,8.0,12.75,Mumbai Indians,1,2.0,opener,anchor_opener
RV Gomez,50,9,51,5,1,5,5.56,26,0,0.444,3,0.333,8.43,0,0,0.0,0.0,98.04,0.118,0.02,0.098,0.52,0.49,0.0,0.0,1.0,0.0,0.0,113.64,death,5.0,5.83,Kochi Tuskers Kerala,7,6.444444444444445,lower_order,tailender
RV Patel,80,7,73,6,2,5,11.43,23,5,0.286,0,0.0,6.7,0,0,0.0,0.0,109.59,0.11,0.027,0.082,0.45,0.356,0.0,0.35,0.65,,90.32,123.81,death,15.33,8.5,Delhi Capitals,6,6.714285714285714,middle_order,middle_order
RV Uthappa,4954,197,3801,481,182,180,25.15,88,0,0.086,8,0.041,21.16,72,27,0.365,0.137,130.33,0.174,0.048,0.127,0.609,0.387,0.411,0.474,0.114,124.36,127.93,173.93,death,29.25,21.77,Kolkata Knight Riders,1,2.6717171717171717,opener,aggressive_opener
Rahmanullah Gurbaz,363,18,269,34,22,17,20.17,81,0,0.056,2,0.111,21.67,4,2,0.222,0.111,134.94,0.208,0.082,0.126,0.738,0.491,0.694,0.306,0.0,129.23,152.05,0.0,mid,23.44,16.89,Kolkata Knight Riders,1,1.5,opener,aggressive_opener
Ramandeep Singh,266,23,173,14,18,13,11.57,35,0,0.435,1,0.043,10.54,2,0,0.087,0.0,153.76,0.185,0.104,0.081,0.617,0.312,0.008,0.41,0.583,66.67,123.86,189.02,death,16.86,9.25,Kolkata Knight Riders,8,7.173913043478261,lower_order,lower_order_hitter
Rashid Khan,609,68,382,44,41,43,8.96,79,0,0.368,16,0.235,13.21,6,1,0.088,0.015,159.42,0.223,0.107,0.115,0.693,0.387,0.0,0.144,0.856,,135.38,164.35,death,8.75,9.07,Gujarat Titans,8,7.614285714285714,lower_order,lower_order_hitter
Rasikh Salam,40,6,40,5,0,5,6.67,10,1,0.167,0,0.0,3.27,0,0,0.0,0.0,100.0,0.125,0.0,0.125,0.5,0.475,0.0,0.275,0.725,,73.33,116.0,death,9.0,6.2,Delhi Capitals,10,9.166666666666666,tailender,tailender
Ravi Bishnoi,45,17,67,2,2,11,2.65,13,0,0.353,3,0.176,3.24,0,0,0.0,0.0,67.16,0.06,0.03,0.03,0.444,0.627,0.0,0.2,0.8,,50.0,73.47,death,1.67,2.86,Lucknow Super Giants,9,9.052631578947368,tailender,tailender
S Anirudha,136,12,113,9,7,8,11.33,64,0,0.333,2,0.167,18.19,1,1,0.083,0.083,120.35,0.142,0.062,0.08,0.574,0.407,0.191,0.25,0.559,92.86,103.03,146.15,death,20.33,2.33,Chennai Super Kings,7,5.3076923076923075,lower_order,tailender
S Aravind,59,11,57,7,0,4,5.36,14,0,0.636,2,0.182,4.76,0,0,0.0,0.0,103.51,0.123,0.0,0.123,0.475,0.421,0.0,0.169,0.831,,83.33,108.89,death,,5.36,Royal Challengers Bangalore,10,9.5,tailender,tailender
S Badree,13,5,23,0,0,5,2.6,8,0,0.0,2,0.4,3.29,0,0,0.0,0.0,56.52,0.0,0.0,0.0,0.0,0.522,0.0,0.385,0.615,,55.56,57.14,death,,2.6,Royal Challengers Bangalore,9,8.6,tailender,tailender
S Badrinath,1441,65,1212,154,28,47,22.17,71,0,0.277,6,0.092,21.1,23,11,0.354,0.169,118.89,0.15,0.023,0.127,0.544,0.38,0.126,0.581,0.293,76.79,120.09,151.8,death,26.39,17.81,Chennai Super Kings,4,4.895522388059701,top_order,finisher
S Dhawan,6769,221,5326,768,153,193,30.63,106,0,0.127,12,0.054,25.38,95,53,0.43,0.24,127.09,0.173,0.029,0.144,0.589,0.372,0.505,0.397,0.099,122.75,126.52,158.67,death,35.54,25.67,Sunrisers Hyderabad,2,1.9864864864864864,opener,aggressive_opener
S Dube,1961,80,1360,118,126,63,24.51,95,0,0.213,3,0.038,19.29,25,10,0.312,0.125,144.19,0.179,0.093,0.087,0.626,0.343,0.018,0.625,0.357,80.0,135.81,169.49,death,30.1,21.16,Chennai Super Kings,4,4.85,top_order,top_order_aggressor
S Gopal,180,22,169,19,2,14,8.18,24,0,0.364,4,0.182,7.99,0,0,0.0,0.0,106.51,0.124,0.012,0.112,0.489,0.396,0.0,0.25,0.75,0.0,73.77,129.81,death,14.0,7.26,Rajasthan Royals,8,8.181818181818182,lower_order,tailender
S Kaul,20,9,36,1,0,4,2.22,7,0,0.556,2,0.222,2.82,0,0,0.0,0.0,55.56,0.028,0.0,0.028,0.2,0.639,0.0,0.0,1.0,,,55.56,death,1.0,2.83,Sunrisers Hyderabad,10,10.166666666666666,tailender,tailender
S Nadeem,39,20,87,2,0,14,1.95,6,0,0.3,6,0.3,2.01,0,0,0.0,0.0,44.83,0.023,0.0,0.023,0.205,0.655,0.0,0.231,0.769,,42.86,45.45,death,,1.95,Delhi Daredevils,9,9.272727272727273,tailender,tailender
S Rana,91,8,81,9,1,4,11.38,19,1,0.5,0,0.0,7.35,0,0,0.0,0.0,112.35,0.123,0.012,0.111,0.462,0.395,0.22,0.033,0.747,90.91,33.33,136.0,death,8.0,12.5,Royal Challengers Bangalore,6,6.0,middle_order,middle_order
S Sohal,368,20,292,34,18,20,18.4,62,0,0.0,3,0.15,19.81,6,2,0.3,0.1,126.03,0.178,0.062,0.116,0.663,0.476,0.758,0.231,0.011,126.82,134.92,44.44,mid,22.2,14.6,Deccan Chargers,1,1.95,opener,aggressive_opener
S Sreesanth,34,12,55,6,0,4,2.83,15,0,0.667,3,0.25,5.15,0,0,0.0,0.0,61.82,0.109,0.0,0.109,0.706,0.745,0.0,0.0,1.0,,,61.82,death,0.5,3.3,Kings XI Punjab,10,9.571428571428571,tailender,tailender
S Vidyut,145,8,109,21,3,8,18.12,54,0,0.0,1,0.125,18.99,2,1,0.25,0.125,133.03,0.22,0.028,0.193,0.703,0.45,0.71,0.29,0.0,135.53,140.0,0.0,mid,18.0,18.2,Chennai Super Kings,1,2.5,opener,aggressive_opener
SA Asnodkar,423,20,339,56,10,20,21.15,60,0,0.0,3,0.15,19.14,7,2,0.35,0.1,124.78,0.195,0.029,0.165,0.671,0.445,0.657,0.343,0.0,133.01,111.54,,pp,28.3,14.0,Rajasthan Royals,2,2.05,opener,aggressive_opener
SA Yadav,4417,156,2971,465,171,129,28.31,103,0,0.173,11,0.071,23.42,64,32,0.41,0.205,148.67,0.214,0.058,0.157,0.653,0.338,0.217,0.596,0.187,139.85,144.17,179.74,death,33.45,23.44,Mumbai Indians,3,3.8797468354430378,top_order,top_order_anchor
SB Bangar,49,8,58,1,3,7,6.12,17,0,0.125,1,0.125,6.27,0,0,0.0,0.0,84.48,0.069,0.052,0.017,0.449,0.483,0.0,0.347,0.653,,48.57,139.13,death,,6.12,Deccan Chargers,7,7.125,lower_order,tailender
SB Dubey,139,11,85,9,10,6,12.64,34,0,0.455,1,0.091,11.06,1,0,0.091,0.0,163.53,0.224,0.118,0.106,0.691,0.318,0.101,0.245,0.655,233.33,106.25,193.62,pp,8.0,13.1,Rajasthan Royals,7,6.7272727272727275,lower_order,lower_order_hitter
SB Jakati,28,5,29,3,0,1,5.6,13,1,0.8,0,0.0,4.98,0,0,0.0,0.0,96.55,0.103,0.0,0.103,0.429,0.379,0.0,0.0,1.0,,,96.55,death,13.0,3.75,Chennai Super Kings,10,9.375,tailender,tailender
SB Styris,131,10,133,10,3,7,13.1,36,1,0.3,0,0.0,11.91,1,0,0.1,0.0,98.5,0.098,0.023,0.075,0.443,0.391,0.061,0.634,0.305,61.54,89.25,148.15,death,18.33,10.86,Deccan Chargers,6,4.8,middle_order,middle_order
SC Ganguly,1349,56,1263,137,42,53,24.09,91,0,0.054,4,0.071,23.22,21,7,0.375,0.125,106.81,0.142,0.033,0.108,0.593,0.474,0.392,0.467,0.141,102.12,98.13,184.47,death,33.9,18.64,Kolkata Knight Riders,3,2.5714285714285716,top_order,finisher
SD Chitnis,99,8,89,10,2,7,12.38,38,3,0.125,0,0.0,11.01,1,0,0.125,0.0,111.24,0.135,0.022,0.112,0.525,0.393,0.01,0.556,0.434,16.67,119.57,116.22,mid,8.5,16.25,Kings XI Punjab,5,6.25,middle_order,middle_order
SD Hope,183,9,122,12,12,8,20.33,41,1,0.111,0,0.0,15.32,3,0,0.333,0.0,150.0,0.197,0.098,0.098,0.656,0.369,0.426,0.514,0.06,130.0,180.77,110.0,mid,19.17,22.67,Delhi Capitals,3,3.7777777777777777,top_order,top_order_aggressor
SE Marsh,2489,69,1871,269,78,63,36.07,115,0,0.087,1,0.014,29.01,37,21,0.536,0.304,133.03,0.185,0.042,0.144,0.62,0.371,0.313,0.582,0.105,105.99,148.97,159.76,death,38.97,33.57,Kings XI Punjab,3,2.4714285714285715,top_order,top_order_anchor
SE Rutherford,499,24,340,29,37,19,20.79,71,0,0.208,1,0.042,17.56,6,1,0.25,0.042,146.76,0.194,0.109,0.085,0.677,0.379,0.008,0.475,0.517,25.0,142.77,163.29,death,19.62,22.18,Gujarat Titans,5,5.333333333333333,middle_order,finisher
SH Johnson,8,5,11,1,0,0,1.6,5,0,1.0,0,0.0,1.95,0,0,0.0,0.0,72.73,0.091,0.0,0.091,0.5,0.545,0.0,0.125,0.875,,50.0,77.78,death,,1.6,Gujarat Titans,10,10.4,tailender,tailender
SK Raina,5536,200,4046,506,204,171,27.68,100,0,0.145,8,0.04,23.22,77,40,0.385,0.2,136.83,0.175,0.05,0.125,0.587,0.332,0.282,0.556,0.162,133.22,131.05,170.59,death,30.16,24.11,Chennai Super Kings,3,3.1791044776119404,top_order,top_order_anchor
SK Rasheed,71,5,63,9,2,5,14.2,27,0,0.0,1,0.2,9.98,0,0,0.0,0.0,112.7,0.175,0.032,0.143,0.676,0.54,0.972,0.028,0.0,115.0,66.67,,pp,27.0,11.0,Chennai Super Kings,1,1.2,opener,anchor_opener
