player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role
JP Zope,Maharashtra,2017.0,53.5,76.9,65.2,False,False,pure_bowler,10.0,1.0,7.0,10.0,142.86,tailender,3.0,3.0,56.0,1.0,7.5,part_time_bowler
JR Banik,Tripura,2020.0,23.09,0.0,11.54,False,False,pure_batter,40.0,5.0,69.0,8.0,57.97,anchor_opener,,,,,,
Jafar Jamal,Kerala,2015.0,42.47,0.0,21.24,False,False,pure_batter,14.0,3.0,12.0,4.67,116.67,middle_order,,,,,,
Jagjit Singh,Chandigarh,2024.0,62.47,70.81,66.64,False,False,pure_bowler,17.0,2.0,10.0,8.5,170.0,tailender,5.0,8.0,158.0,0.625,6.91,powerplay_bowler
Jahan Uddin,Sikkim,2019.0,13.71,0.0,6.86,False,False,pure_batter,7.0,3.0,19.0,2.33,36.84,tailender,,,,,,
Jaideep Bhambhu,Haryana,2021.0,35.35,41.18,38.26,False,False,pure_batter,1.0,1.0,1.0,1.0,100.0,tailender,0.0,2.0,24.0,0.0,7.5,part_time_bowler
Jalaj S Saxena,Kerala,2021.0,34.02,88.11,61.06,False,True,bowling_allrounder,165.0,14.0,208.0,11.79,79.33,anchor_opener,23.0,20.0,408.0,1.15,6.22,middle_overs_bowler
Jaskaran Singh,Chandigarh,2021.0,63.61,87.23,75.42,False,False,utility_player,152.0,13.0,93.0,11.69,163.44,finisher,25.0,22.0,490.0,1.136,7.33,death_bowler
Jaskaranvir Singh Sohi,Chandigarh,2021.0,41.84,0.0,20.92,False,False,pure_batter,63.0,7.0,57.0,9.0,110.53,middle_order,,,,,,
Jasmer Dhankhar,Uttar Pradesh,2023.0,0.0,81.43,40.72,False,False,pure_bowler,,,,,,,4.0,4.0,72.0,1.0,6.5,middle_overs_bowler
Jatin Saxena,Chhattisgarh,2017.0,38.15,0.0,19.08,False,False,pure_batter,9.0,1.0,9.0,9.0,100.0,anchor_opener,,,,,,
Jatin Wadhwan,Jammu & Kashmir,2021.0,72.29,0.0,36.15,False,False,pure_batter,473.0,14.0,382.0,33.79,123.82,anchor_opener,,,,,,
Jaweed Ali,Hyderabad (India),2015.0,78.32,0.0,39.16,False,False,pure_batter,50.0,3.0,28.0,16.67,178.57,middle_order,,,,,,
Jay Bista,Mumbai,2021.0,72.46,58.38,65.42,False,False,utility_player,820.0,26.0,589.0,31.54,139.22,aggressive_opener,2.0,5.0,54.0,0.4,7.56,part_time_bowler
Jay Chauhan,Saurashtra,2019.0,0.0,102.55,51.28,False,False,pure_bowler,,,,,,,6.0,4.0,72.0,1.5,5.25,middle_overs_bowler
Jay Gohil,Saurashtra,2024.0,59.98,0.0,29.99,False,False,pure_batter,147.0,9.0,101.0,16.33,145.54,finisher,,,,,,
Jayanta Behera,Odisha,2017.0,5.35,87.08,46.22,False,False,pure_bowler,1.0,1.0,7.0,1.0,14.29,tailender,7.0,6.0,120.0,1.167,6.3,middle_overs_bowler
Jayanta Sagatpam,Manipur,2021.0,36.99,0.0,18.5,False,False,pure_batter,75.0,5.0,102.0,15.0,73.53,middle_order,,,,,,
Jaydev Shah,Saurashtra,2015.0,38.76,0.0,19.38,False,False,pure_batter,68.0,5.0,85.0,13.6,80.0,middle_order,,,,,,
Jayveer Parmar,Gujarat,2019.0,25.58,102.76,64.17,False,False,pure_bowler,5.0,3.0,7.0,1.67,71.43,tailender,10.0,6.0,110.0,1.667,8.84,powerplay_bowler
Jitumoni Kalita,Assam,2018.0,70.12,76.98,73.55,False,False,pure_bowler,35.0,2.0,25.0,17.5,140.0,tailender,4.0,5.0,71.0,0.8,5.75,middle_overs_bowler
Jiwanjot Singh,Uttarakhand,2022.0,64.42,0.0,32.21,False,False,pure_batter,103.0,3.0,85.0,34.33,121.18,anchor_opener,,,,,,
Jiyaad Magrey,Jammu & Kashmir,2020.0,43.84,0.0,21.92,False,False,pure_batter,20.0,1.0,19.0,20.0,105.26,anchor_opener,,,,,,
Jogeswar Bhumij,Assam,2015.0,0.0,44.42,22.21,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,9.75,part_time_bowler
Johnson Singh,Manipur,2023.0,32.07,45.32,38.7,False,False,pure_batter,155.0,13.0,212.0,11.92,73.11,middle_order,0.0,1.0,12.0,0.0,7.5,part_time_bowler
Jonty Sidhu,Delhi,2020.0,68.6,127.35,97.98,False,False,pure_bowler,21.0,1.0,12.0,21.0,175.0,middle_order,2.0,1.0,12.0,2.0,3.5,part_time_bowler
Joseph Lalthankhuma,Mizoram,2023.0,30.4,45.53,37.97,False,False,pure_batter,76.0,7.0,100.0,10.86,76.0,middle_order,0.0,1.0,6.0,0.0,7.0,part_time_bowler
Joshua Ozukum,Nagaland,2023.0,56.01,84.3,70.16,False,False,pure_batter,219.0,10.0,181.0,21.9,120.99,anchor_opener,1.0,1.0,6.0,1.0,8.0,part_time_bowler
Jyothi Sai Krishna,Andhra,2015.0,32.26,0.0,16.13,False,False,pure_batter,58.0,5.0,72.0,11.6,80.56,middle_order,,,,,,
Jyotsnil Singh,Baroda,2023.0,65.45,0.0,32.72,False,False,pure_batter,103.0,4.0,87.0,25.75,118.39,aggressive_opener,,,,,,
K Bhagath Varma,Hyderabad (India),2022.0,35.35,85.3,60.32,False,False,pure_bowler,1.0,1.0,1.0,1.0,100.0,tailender,1.0,1.0,12.0,1.0,5.5,part_time_bowler
K Bharath Shankar,Tamil Nadu,2017.0,50.14,0.0,25.07,False,False,pure_batter,93.0,7.0,79.0,13.29,117.72,anchor_opener,,,,,,
K D Patel,Saurashtra,2022.0,49.16,67.86,58.51,False,False,pure_bowler,19.0,4.0,14.0,4.75,135.71,tailender,12.0,17.0,370.0,0.706,9.0,death_bowler
K Gadhavi,Gujarat,2015.0,7.35,0.0,3.68,False,False,pure_batter,1.0,1.0,5.0,1.0,20.0,anchor_opener,,,,,,
K Gowtham,Karnataka,2023.0,57.57,80.98,69.28,False,True,bowling_allrounder,229.0,18.0,161.0,12.72,142.24,top_order_aggressor,26.0,26.0,570.0,1.0,7.29,middle_overs_bowler
K Kartikeya,Madhya Pradesh,2024.0,26.78,87.26,57.02,False,False,pure_bowler,6.0,4.0,8.0,1.5,75.0,tailender,18.0,16.0,336.0,1.125,6.55,middle_overs_bowler
K Khejroliya,Delhi,2017.0,69.82,94.97,82.4,False,False,pure_bowler,19.0,2.0,10.0,9.5,190.0,tailender,12.0,9.0,210.0,1.333,6.91,death_bowler
K L Shrijith,Karnataka,2023.0,47.41,0.0,23.7,False,False,pure_batter,104.0,7.0,96.0,14.86,108.33,finisher,,,,,,
K Lalhmingmawia,Mizoram,2020.0,47.37,38.26,42.82,False,False,pure_batter,4.0,2.0,3.0,2.0,133.33,tailender,0.0,3.0,42.0,0.0,10.29,part_time_bowler
K Makwana,Saurashtra,2015.0,17.1,77.07,47.08,False,False,pure_bowler,6.0,1.0,14.0,6.0,42.86,tailender,2.0,2.0,30.0,1.0,9.4,part_time_bowler
K Saiteja,Andhra,2023.0,0.0,123.68,61.84,False,False,pure_bowler,,,,,,,2.0,1.0,18.0,2.0,4.0,part_time_bowler
K Tewatiya,Nagaland,2023.0,0.0,82.4,41.2,False,False,pure_bowler,,,,,,,2.0,2.0,47.0,1.0,9.45,part_time_bowler
K Tripathi,Madhya Pradesh,2022.0,0.0,117.5,58.75,False,False,pure_bowler,,,,,,,4.0,2.0,48.0,2.0,6.0,part_time_bowler
K Upadhyay,Railways,2019.0,34.73,80.06,57.4,False,False,pure_bowler,18.0,4.0,19.0,4.5,94.74,tailender,16.0,17.0,384.0,0.941,7.56,powerplay_bowler
K V Sasikanth,Andhra,2022.0,46.3,74.91,60.6,False,True,bowling_allrounder,205.0,17.0,178.0,12.06,115.17,tailender,25.0,29.0,590.0,0.862,8.45,powerplay_bowler
K Vanlalruata,Mizoram,2020.0,22.29,0.0,11.14,False,False,pure_batter,25.0,6.0,42.0,4.17,59.52,middle_order,,,,,,
KA Vaz,Goa,2018.0,57.45,0.0,28.72,False,False,pure_batter,225.0,11.0,200.0,20.45,112.5,middle_order,,,,,,
KB Arun Karthik,Kerala,2022.0,54.26,0.0,27.13,False,False,pure_batter,509.0,30.0,431.0,16.97,118.1,anchor_opener,,,,,,
KB Panchal,Gujarat,2018.0,33.57,0.0,16.78,False,False,pure_batter,10.0,2.0,11.0,5.0,90.91,tailender,,,,,,
KB Pawan,Mizoram,2021.0,58.38,0.0,29.19,False,False,pure_batter,473.0,20.0,418.0,23.65,113.16,finisher,,,,,,
KC Cariappa,Karnataka,2023.0,49.18,89.97,69.58,False,False,pure_bowler,43.0,7.0,32.0,6.14,134.38,tailender,31.0,26.0,598.0,1.192,5.69,middle_overs_bowler
KD Karthik,Tamil Nadu,2020.0,77.51,0.0,38.76,False,False,pure_batter,746.0,23.0,517.0,32.43,144.29,top_order_anchor,,,,,,
KD Pandey,Puducherry,2022.0,0.0,85.3,42.65,False,False,pure_bowler,,,,,,,1.0,1.0,12.0,1.0,5.5,part_time_bowler
KH Devdhar,Baroda,2021.0,67.11,0.0,33.56,False,False,pure_batter,1432.0,45.0,1175.0,31.82,121.87,anchor_opener,,,,,,
KH Pandya,Baroda,2024.0,61.61,74.42,68.02,True,True,batting_allrounder,598.0,28.0,482.0,21.36,124.07,finisher,24.0,29.0,624.0,0.828,7.02,middle_overs_bowler
KK Acharjee,Tripura,2019.0,30.44,0.0,15.22,False,False,pure_batter,51.0,7.0,64.0,7.29,79.69,middle_order,,,,,,
KK Ahmed,Rajasthan,2020.0,9.8,95.43,52.62,False,False,pure_bowler,4.0,3.0,15.0,1.33,26.67,tailender,34.0,24.0,520.0,1.417,7.67,death_bowler
KK Nair,Karnataka,2024.0,68.71,58.35,63.53,False,False,utility_player,1202.0,45.0,830.0,26.71,144.82,top_order_anchor,2.0,6.0,48.0,0.333,5.38,part_time_bowler
KL Nagarkoti,Rajasthan,2022.0,40.27,93.44,66.86,False,False,pure_bowler,46.0,4.0,56.0,11.5,82.14,tailender,8.0,6.0,115.0,1.333,8.03,death_bowler
KL Rahul,Karnataka,2019.0,86.94,0.0,43.47,False,False,pure_batter,313.0,8.0,201.0,39.12,155.72,aggressive_opener,,,,,,
KM Asif,Kerala,2019.0,11.84,81.48,46.66,False,False,pure_bowler,1.0,2.0,3.0,0.5,33.33,tailender,18.0,18.0,343.0,1.0,8.43,death_bowler
KM Jadhav,Maharashtra,2021.0,67.94,0.0,33.97,False,False,pure_batter,679.0,23.0,518.0,29.52,131.08,top_order_anchor,,,,,,
KN Luitel,Sikkim,2018.0,0.0,51.0,25.5,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,4.0,48.0,0.25,10.0,part_time_bowler
KP Kakad,Railways,2019.0,0.0,38.11,19.06,False,False,unknown,0.0,2.0,4.0,0.0,0.0,tailender,0.0,3.0,18.0,0.0,11.67,part_time_bowler
KR Kakade,Baroda,2022.0,48.98,68.96,58.97,False,False,pure_bowler,71.0,8.0,59.0,8.88,120.34,tailender,8.0,12.0,161.0,0.667,6.89,middle_overs_bowler
KR Mahajan,Railways,2015.0,0.0,63.89,31.94,False,False,pure_bowler,,,,,,,1.0,2.0,18.0,0.5,8.33,part_time_bowler
KR Sen,Madhya Pradesh,2023.0,3.98,70.8,37.39,False,False,pure_bowler,1.0,4.0,9.0,0.25,11.11,tailender,15.0,21.0,422.0,0.714,8.72,death_bowler
KR Singh,Jharkhand,2021.0,47.34,69.23,58.28,False,False,utility_player,144.0,12.0,124.0,12.0,116.13,middle_order,8.0,11.0,129.0,0.727,8.98,middle_overs_bowler
KS Bharat,Andhra,2023.0,49.5,0.0,24.75,False,False,pure_batter,524.0,32.0,481.0,16.38,108.94,anchor_opener,,,,,,
KS Rathore,Rajasthan,2022.0,65.33,0.0,32.66,False,False,pure_batter,40.0,2.0,24.0,20.0,166.67,middle_order,,,,,,
KS Sharma,Uttar Pradesh,2024.0,58.53,69.9,64.22,False,False,utility_player,320.0,14.0,267.0,22.86,119.85,anchor_opener,2.0,3.0,36.0,0.667,6.17,part_time_bowler
KV Sharma,Railways,2023.0,58.43,77.86,68.14,True,True,batting_allrounder,530.0,34.0,382.0,15.59,138.74,tailender,33.0,36.0,763.0,0.917,7.16,middle_overs_bowler
Kaif Ahmad,Bengal,2021.0,59.96,0.0,29.98,False,False,pure_batter,177.0,7.0,162.0,25.29,109.26,middle_order,,,,,,
Kamal Das,Tripura,2018.0,9.1,71.32,40.21,False,False,pure_bowler,1.0,1.0,4.0,1.0,25.0,tailender,3.0,4.0,66.0,0.75,6.27,middle_overs_bowler
Kamsha Yangfo,Arunachal Pradesh,2021.0,24.08,0.0,12.04,False,False,pure_batter,94.0,11.0,156.0,8.55,60.26,middle_order,,,,,,
Kangabam Singh,Manipur,2023.0,33.74,66.61,50.18,False,True,bowling_allrounder,217.0,18.0,290.0,12.06,74.83,middle_order,8.0,13.0,226.0,0.615,8.6,middle_overs_bowler
Kanishk Seth,Bengal,2024.0,30.37,86.36,58.36,False,False,pure_bowler,24.0,6.0,29.0,4.0,82.76,tailender,16.0,14.0,294.0,1.143,8.55,powerplay_bowler
Kant Singh,Chhattisgarh,2018.0,35.7,74.18,54.94,False,False,pure_bowler,2.0,1.0,2.0,2.0,100.0,tailender,1.0,1.0,24.0,1.0,12.5,part_time_bowler
Kanwar Abhinay,Himachal,2019.0,17.68,77.08,47.38,False,False,pure_bowler,1.0,2.0,2.0,0.5,50.0,tailender,18.0,21.0,420.0,0.857,7.6,death_bowler
Karan Dagar,Delhi,2019.0,0.0,140.63,70.32,False,False,pure_bowler,,,,,,,5.0,2.0,48.0,2.5,3.62,part_time_bowler
Karan Kaila,Punjab,2019.0,11.84,68.59,40.22,False,False,pure_bowler,1.0,2.0,3.0,0.5,33.33,middle_order,5.0,8.0,150.0,0.625,6.52,powerplay_bowler
Karan Lal,Bengal,2024.0,46.52,84.29,65.4,False,False,pure_bowler,80.0,6.0,76.0,13.33,105.26,middle_order,4.0,4.0,60.0,1.0,4.9,middle_overs_bowler
Karan Patel,Gujarat,2021.0,45.26,69.91,57.58,False,False,pure_bowler,56.0,6.0,53.0,9.33,105.66,middle_order,4.0,6.0,90.0,0.667,7.2,middle_overs_bowler
Karan Shinde,Andhra,2022.0,58.31,0.0,29.16,False,False,pure_batter,149.0,7.0,112.0,21.29,133.04,finisher,,,,,,
Karan Thakur,Railways,2017.0,0.0,45.47,22.74,False,False,unknown,,,,,,,0.0,2.0,42.0,0.0,7.14,part_time_bowler
Karanveer Kaushal,Uttarakhand,2020.0,61.46,0.0,30.73,False,False,pure_batter,397.0,16.0,320.0,24.81,124.06,aggressive_opener,,,,,,
Karanveer Singh,Chandigarh,2019.0,0.0,160.18,80.09,False,False,pure_bowler,,,,,,,3.0,1.0,24.0,3.0,3.75,part_time_bowler
Karkir Taye,Arunachal Pradesh,2021.0,42.13,41.08,41.6,False,False,pure_batter,15.0,3.0,13.0,5.0,115.38,tailender,0.0,4.0,48.0,0.0,11.62,part_time_bowler
Karma Bhutia,Sikkim,2019.0,7.06,0.0,3.53,False,False,pure_batter,6.0,3.0,33.0,2.0,18.18,anchor_opener,,,,,,
Karnajit Yumnam,Manipur,2023.0,30.01,0.0,15.0,False,False,pure_batter,93.0,10.0,137.0,9.3,67.88,anchor_opener,,,,,,
Karthik Raman,Railways,2019.0,6.01,94.84,50.42,False,False,pure_bowler,1.0,2.0,6.0,0.5,16.67,tailender,9.0,6.0,102.0,1.5,10.71,middle_overs_bowler
Kartik Tyagi,Uttar Pradesh,2023.0,0.0,63.5,31.75,False,False,pure_bowler,,,,,,,3.0,7.0,109.0,0.429,8.59,middle_overs_bowler
Kartikeya Kak,Hyderabad (India),2020.0,0.0,114.7,57.35,False,False,pure_bowler,,,,,,,4.0,2.0,42.0,2.0,10.57,part_time_bowler
Kashyap Bakhale,Goa,2015.0,28.35,0.0,14.18,False,False,pure_batter,12.0,2.0,16.0,6.0,75.0,tailender,,,,,,
Kaushik Maity,Bengal,2023.0,44.1,46.82,45.46,False,False,pure_batter,21.0,1.0,20.0,21.0,105.0,tailender,0.0,1.0,12.0,0.0,9.0,part_time_bowler
Kengo Bam,Arunachal Pradesh,2019.0,12.02,56.99,34.51,False,False,pure_bowler,1.0,1.0,3.0,1.0,33.33,tailender,2.0,5.0,68.0,0.4,9.97,middle_overs_bowler
Keshav Kumar,Bihar,2018.0,55.54,44.32,49.93,False,False,pure_batter,145.0,5.0,152.0,29.0,95.39,top_order_anchor,0.0,1.0,6.0,0.0,10.0,part_time_bowler
Khawlhring Lalremruata,Mizoram,2021.0,27.59,0.0,13.8,False,False,pure_batter,43.0,6.0,60.0,7.17,71.67,middle_order,,,,,,
Khizer Dafedar,Mumbai,2017.0,0.0,46.42,23.21,False,False,unknown,0.0,1.0,5.0,0.0,0.0,middle_order,0.0,1.0,12.0,0.0,10.0,part_time_bowler
Khrievitso Kense,Nagaland,2021.0,18.2,100.11,59.16,False,False,pure_bowler,2.0,1.0,4.0,2.0,50.0,tailender,13.0,9.0,185.0,1.444,5.45,middle_overs_bowler
Kilco R Marak,Meghalaya,2023.0,19.88,82.99,51.43,False,False,pure_bowler,5.0,4.0,9.0,1.25,55.56,tailender,13.0,12.0,164.0,1.083,8.23,death_bowler
Kiran Reddy,Nagaland,2018.0,61.42,45.62,53.52,False,False,pure_batter,13.0,1.0,8.0,13.0,162.5,tailender,0.0,2.0,36.0,0.0,8.5,part_time_bowler
Kishan Lyngdoh,Meghalaya,2021.0,85.26,42.18,63.72,False,False,pure_batter,247.0,5.0,173.0,49.4,142.77,aggressive_opener,0.0,1.0,6.0,0.0,5.0,part_time_bowler
Kishan Parmar M,Saurashtra,2019.0,52.36,0.0,26.18,False,False,pure_batter,170.0,8.0,159.0,21.25,106.92,anchor_opener,,,,,,
Kishan Thokchom,Manipur,2021.0,31.42,57.85,44.64,False,False,pure_bowler,27.0,5.0,32.0,5.4,84.38,tailender,3.0,8.0,144.0,0.375,9.88,powerplay_bowler
Kolla Sumanth,Hyderabad (India),2021.0,41.2,0.0,20.6,False,False,pure_batter,164.0,18.0,151.0,9.11,108.61,middle_order,,,,,,
Koripalli Sreekanth,Andhra,2015.0,43.14,0.0,21.57,False,False,pure_batter,70.0,4.0,83.0,17.5,84.34,anchor_opener,,,,,,
Kranthi Kumar,Sikkim,2021.0,24.02,72.32,48.17,False,False,pure_bowler,17.0,3.0,27.0,5.67,62.96,middle_order,3.0,4.0,90.0,0.75,9.13,death_bowler
Krishan Alang,Punjab,2021.0,0.0,93.79,46.9,False,False,pure_bowler,,,,,,,7.0,5.0,102.0,1.4,7.65,middle_overs_bowler
Krishna Das,Assam,2018.0,9.1,59.01,34.06,False,False,pure_bowler,4.0,4.0,16.0,1.0,25.0,tailender,3.0,10.0,192.0,0.3,7.03,powerplay_bowler
Krishnamoorthy Vignesh,Tamil Nadu,2017.0,11.9,93.45,52.68,False,False,pure_bowler,2.0,3.0,6.0,0.67,33.33,tailender,12.0,9.0,188.0,1.333,8.27,powerplay_bowler
Krishnamurthy Siddharth,Goa,2023.0,98.68,0.0,49.34,False,False,pure_batter,53.0,1.0,37.0,53.0,143.24,top_order_anchor,,,,,,
Kruthik Hanagavadi,Mumbai,2020.0,0.0,61.48,30.74,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,2.0,36.0,0.5,9.17,part_time_bowler
Kshitij Patel,Gujarat,2019.0,53.1,0.0,26.55,False,False,pure_batter,65.0,4.0,57.0,16.25,114.04,middle_order,,,,,,
Kshitiz Sharma,Arunachal Pradesh,2021.0,63.39,62.96,63.18,False,False,utility_player,232.0,9.0,183.0,25.78,126.78,top_order_anchor,2.0,4.0,66.0,0.5,8.09,middle_overs_bowler
Kukna Ajay Singh,Rajasthan,2015.0,0.0,78.69,39.34,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,2.0,2.0,42.0,1.0,7.14,part_time_bowler
Kuldeep Gehi,Madhya Pradesh,2021.0,69.97,0.0,34.98,False,False,pure_batter,113.0,5.0,79.0,22.6,143.04,aggressive_opener,,,,,,
Kuldeep Yadav,Uttar Pradesh,2019.0,40.98,81.49,61.24,False,False,pure_bowler,24.0,3.0,22.0,8.0,109.09,tailender,20.0,19.0,402.0,1.053,7.1,middle_overs_bowler
Kumar Deobrat,Jharkhand,2021.0,55.42,0.0,27.71,False,False,pure_batter,474.0,28.0,367.0,16.93,129.16,finisher,,,,,,
Kumar Kushagra,Jharkhand,2021.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,1.0,0.0,0.0,anchor_opener,,,,,,
Kumar Nyompu,Arunachal Pradesh,2023.0,25.76,0.0,12.88,False,False,pure_batter,47.0,4.0,76.0,11.75,61.84,anchor_opener,,,,,,
Kumar Rajnish,Bihar,2021.0,15.64,0.0,7.82,False,False,pure_batter,7.0,2.0,17.0,3.5,41.18,anchor_opener,,,,,,
Kumar Suraj,Jharkhand,2020.0,26.75,0.0,13.38,False,False,pure_batter,5.0,1.0,7.0,5.0,71.43,middle_order,,,,,,
Kunal Chandela,Uttarakhand,2022.0,51.39,0.0,25.7,False,False,pure_batter,239.0,13.0,220.0,18.38,108.64,finisher,,,,,,
Kunal Dabas,Bihar,2019.0,46.89,0.0,23.44,False,False,pure_batter,73.0,3.0,90.0,24.33,81.11,anchor_opener,,,,,,
Kunal Mahajan,Chandigarh,2021.0,33.91,43.53,38.72,False,False,pure_batter,8.0,1.0,9.0,8.0,88.89,middle_order,0.0,1.0,6.0,0.0,12.0,part_time_bowler
Kunal Saikia,Assam,2021.0,63.89,0.0,31.94,False,False,pure_batter,21.0,1.0,13.0,21.0,161.54,middle_order,,,,,,
Kunwar Bidhuri,Delhi,2019.0,61.08,0.0,30.54,False,False,pure_batter,74.0,3.0,61.0,24.67,121.31,aggressive_opener,,,,,,
L Jhon,Arunachal Pradesh,2023.0,31.03,0.0,15.52,False,False,pure_batter,22.0,1.0,33.0,22.0,66.67,tailender,,,,,,
L Kishan Singha,Manipur,2023.0,31.96,71.29,51.62,False,False,utility_player,79.0,8.0,97.0,9.88,81.44,tailender,10.0,13.0,248.0,0.769,8.18,middle_overs_bowler
L Thareja,Delhi,2022.0,71.4,0.0,35.7,False,False,pure_batter,4.0,1.0,2.0,4.0,200.0,tailender,,,,,,
LI Meriwala,Baroda,2021.0,24.58,100.88,62.73,False,False,pure_bowler,15.0,3.0,23.0,5.0,65.22,tailender,62.0,40.0,830.0,1.55,7.37,death_bowler
LM Yadav,Vidarbha,2022.0,0.0,81.38,40.69,False,False,pure_bowler,,,,,,,4.0,4.0,83.0,1.0,8.17,death_bowler
LR Chethan,Karnataka,2022.0,87.75,0.0,43.88,False,False,pure_batter,33.0,1.0,25.0,33.0,132.0,top_order_anchor,,,,,,
LUVNITH SISODIA,Karnataka,2022.0,66.56,0.0,33.28,False,False,pure_batter,50.0,4.0,32.0,12.5,156.25,aggressive_opener,,,,,,
Lagnajit Samal,Odisha,2017.0,29.03,40.6,34.82,False,False,pure_batter,17.0,3.0,22.0,5.67,77.27,tailender,0.0,2.0,24.0,0.0,11.5,part_time_bowler
Lakhan Singh,Services,2021.0,65.86,68.25,67.06,True,True,batting_allrounder,265.0,10.0,208.0,26.5,127.4,anchor_opener,6.0,9.0,114.0,0.667,9.11,middle_overs_bowler
Lakshay Garg,Goa,2022.0,44.75,73.11,58.93,False,True,bowling_allrounder,171.0,23.0,142.0,7.43,120.42,tailender,26.0,33.0,671.0,0.788,8.37,powerplay_bowler
Lalchhuanliana,Mizoram,2020.0,31.58,0.0,15.79,False,False,pure_batter,29.0,3.0,36.0,9.67,80.56,middle_order,,,,,,
Lalfakzuala Renthlei,Mizoram,2019.0,0.0,39.68,19.84,False,False,unknown,0.0,1.0,4.0,0.0,0.0,tailender,0.0,3.0,16.0,0.0,8.62,part_time_bowler
Lalhma Chhuana,Mizoram,2020.0,11.55,0.0,5.78,False,False,pure_batter,3.0,1.0,10.0,3.0,30.0,middle_order,,,,,,
Lalhmangaiha,Mizoram,2022.0,30.55,57.13,43.84,False,False,utility_player,240.0,20.0,338.0,12.0,71.01,anchor_opener,3.0,7.0,85.0,0.429,9.39,middle_overs_bowler
Lalhriatrenga,Mizoram,2023.0,18.51,0.0,9.26,False,False,pure_batter,17.0,3.0,36.0,5.67,47.22,tailender,,,,,,
Lalhruai Ralte,Mizoram,2023.0,23.49,65.37,44.43,False,False,utility_player,52.0,14.0,82.0,3.71,63.41,tailender,13.0,22.0,384.0,0.591,9.78,powerplay_bowler
Lalhruaizela,Mizoram,2023.0,23.86,73.54,48.7,False,True,bowling_allrounder,207.0,24.0,370.0,8.62,55.95,middle_order,5.0,6.0,72.0,0.833,8.17,middle_overs_bowler
Lalit Yadav,Delhi,2023.0,68.29,71.14,69.72,True,True,batting_allrounder,529.0,27.0,345.0,19.59,153.33,lower_order_hitter,25.0,35.0,667.0,0.714,6.8,middle_overs_bowler
Lalith Mohan,Andhra,2023.0,0.0,69.3,34.65,False,False,pure_bowler,,,,,,,4.0,6.0,138.0,0.667,7.74,middle_overs_bowler
Lalnunkima Varte,Mizoram,2020.0,15.03,65.24,40.14,False,False,pure_bowler,7.0,4.0,17.0,1.75,41.18,tailender,6.0,11.0,198.0,0.545,9.21,powerplay_bowler
Lalrempuia,Mizoram,2018.0,53.55,42.04,47.8,False,False,pure_batter,6.0,2.0,4.0,3.0,150.0,tailender,0.0,3.0,35.0,0.0,10.97,part_time_bowler
Lamabam Singh,Manipur,2020.0,21.52,66.94,44.23,False,False,pure_bowler,6.0,4.0,10.0,1.5,60.0,tailender,10.0,15.0,259.0,0.667,8.39,middle_overs_bowler
Langlonyamba Meitan Keishangbam,Manipur,2023.0,42.91,57.95,50.43,False,False,pure_batter,176.0,10.0,222.0,17.6,79.28,middle_order,1.0,3.0,19.0,0.333,7.26,part_time_bowler
Larry Sangma,Meghalaya,2023.0,28.32,49.7,39.01,False,False,pure_batter,77.0,8.0,108.0,9.62,71.3,middle_order,0.0,1.0,6.0,0.0,7.0,part_time_bowler
Lavin Coster,Chhattisgarh,2022.0,73.03,0.0,36.52,False,False,pure_batter,26.0,3.0,13.0,8.67,200.0,tailender,,,,,,
Lee Yong Lepcha,Sikkim,2021.0,13.77,45.0,29.38,False,False,pure_bowler,37.0,12.0,102.0,3.08,36.27,middle_order,1.0,9.0,93.0,0.111,10.65,middle_overs_bowler
Lekhaz Reddy,Andhra,2021.0,66.66,0.0,33.33,False,False,pure_batter,38.0,4.0,21.0,9.5,180.95,middle_order,,,,,,
Licha Tehi,Arunachal Pradesh,2019.0,62.47,52.64,57.56,False,False,pure_bowler,7.0,2.0,4.0,3.5,175.0,tailender,2.0,10.0,186.0,0.2,8.39,powerplay_bowler
Liyan Khan,Sikkim,2021.0,53.76,0.0,26.88,False,False,pure_batter,113.0,4.0,137.0,28.25,82.48,anchor_opener,,,,,,
Logesh Prabagaran,Puducherry,2021.0,0.0,43.53,21.76,False,False,unknown,0.0,1.0,4.0,0.0,0.0,middle_order,0.0,1.0,6.0,0.0,12.0,part_time_bowler
Lone Nasir Muzaffar,Jammu & Kashmir,2023.0,27.3,81.38,54.34,False,False,pure_bowler,3.0,1.0,4.0,3.0,75.0,middle_order,2.0,2.0,30.0,1.0,7.0,part_time_bowler
M Abin Mathew,Puducherry,2022.0,0.0,77.05,38.52,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,10.5,part_time_bowler
M Ahmed,Railways,2019.0,54.65,0.0,27.32,False,False,pure_batter,95.0,6.0,85.0,15.83,111.76,middle_order,,,,,,
