player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model,cluster_id,cluster_label,archetype_role,archetype_role_match_score
Naman Dhir,39,4,28,1,3,4,9.75,17,1,0.0,0,0.0,6.7,0,0,0.0,0.0,139.29,0.143,0.107,0.036,0.564,0.357,10,29,0,7,21,0,0.256,0.744,0.0,142.86,138.1,,powerplay,10.0,9.0,7.0,0.367,Punjab,2023,3.0,3.0,3,3,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Naren Reddy,88,4,55,5,6,2,22.0,43,0,0.5,1,0.25,17.61,1,0,0.25,0.0,160.0,0.2,0.109,0.091,0.636,0.236,0,6,82,0,12,43,0.0,0.068,0.932,,50.0,190.7,death,24.0,21.33,13.75,0.479,Andhra,2020,6.0,6.0,6,6,6,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Narsingh Yadav,168,16,212,13,5,14,10.5,50,0,0.125,5,0.312,13.87,2,1,0.125,0.062,79.25,0.085,0.024,0.061,0.488,0.571,84,82,2,124,82,6,0.5,0.488,0.012,67.74,100.0,33.33,middle,32.0,5.54,13.25,1.0,Manipur,2021,2.6875,2.5,1,7,1,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Naushad Shaikh,732,32,609,60,16,24,22.88,78,0,0.25,3,0.094,20.94,11,4,0.344,0.125,120.2,0.125,0.026,0.099,0.459,0.315,88,485,159,97,412,100,0.12,0.663,0.217,90.72,117.72,159.0,death,25.5,19.5,19.03,1.0,Maharashtra,2021,3.9375,4.0,2,6,4,top_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Navdeep Saini,11,4,19,0,0,2,2.75,7,1,0.5,0,0.0,2.87,0,0,0.0,0.0,57.89,0.0,0.0,0.0,0.0,0.474,0,1,10,0,4,15,0.0,0.091,0.909,,25.0,66.67,death,2.0,3.0,4.75,0.329,Delhi,2022,10.0,10.0,10,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Nazeeb Saiyed,101,7,103,3,5,7,14.43,32,0,0.0,1,0.143,12.26,1,0,0.143,0.0,98.06,0.078,0.049,0.029,0.416,0.408,8,43,50,17,49,37,0.079,0.426,0.495,47.06,87.76,135.14,death,,14.43,14.71,0.867,Arunachal Pradesh,2021,4.428571428571429,5.0,3,6,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Nazim Siddiqui,23,5,37,4,0,4,4.6,11,0,0.2,2,0.4,5.13,0,0,0.0,0.0,62.16,0.108,0.0,0.108,0.696,0.703,12,0,11,26,3,8,0.522,0.0,0.478,46.15,0.0,137.5,death,5.5,4.0,7.4,0.467,Jharkhand,2019,4.2,5.0,2,7,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Neelam Obi,96,11,171,12,1,11,8.73,20,1,0.0,0,0.0,6.44,0,0,0.0,0.0,56.14,0.076,0.006,0.07,0.562,0.69,56,40,0,109,62,0,0.583,0.417,0.0,51.38,64.52,,middle,,8.73,15.55,1.0,Arunachal Pradesh,2023,2.909090909090909,3.0,1,6,1,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Neelambuj Vats,31,3,51,1,1,1,10.33,28,1,0.667,0,0.0,15.31,0,0,0.0,0.0,60.78,0.039,0.02,0.02,0.323,0.608,0,13,18,0,31,20,0.0,0.419,0.581,,41.94,90.0,death,,10.33,17.0,0.4,Tripura,2019,8.5,9.0,7,9,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Nikhil Chaudhary,48,4,31,5,1,3,12.0,23,5,0.25,0,0.0,8.08,0,0,0.0,0.0,154.84,0.194,0.032,0.161,0.542,0.226,0,1,47,0,1,30,0.0,0.021,0.979,,100.0,156.67,death,23.0,8.33,7.75,0.379,Punjab,2019,6.25,6.0,5,8,6,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Nikhil Gangta,370,15,293,37,8,12,24.67,54,1,0.2,0,0.0,18.46,6,3,0.4,0.2,126.28,0.154,0.027,0.126,0.53,0.328,30,240,100,23,189,81,0.081,0.649,0.27,130.43,126.98,123.46,powerplay,23.57,25.62,19.53,1.0,Himachal,2022,5.0,5.0,4,7,4,top_order,middle_order,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Nikhilesh Surendran,57,3,51,10,0,3,19.0,36,0,0.0,1,0.333,18.08,1,0,0.333,0.0,111.76,0.196,0.0,0.196,0.702,0.51,34,23,0,33,18,0,0.596,0.404,0.0,103.03,127.78,,middle,19.0,,17.0,0.4,Kerala,2015,4.666666666666667,4.0,1,9,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Nilesh Lamichaney,96,11,148,9,0,10,8.73,24,0,0.091,1,0.091,7.95,0,0,0.0,0.0,64.86,0.061,0.0,0.061,0.375,0.581,71,15,10,104,31,13,0.74,0.156,0.104,68.27,48.39,76.92,death,,8.73,13.45,1.0,Sikkim,2021,3.090909090909091,2.0,1,8,1,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Ninad Kadam,67,4,71,3,2,3,16.75,32,3,0.25,0,0.0,14.41,1,0,0.25,0.0,94.37,0.07,0.028,0.042,0.358,0.394,1,35,31,2,47,22,0.015,0.522,0.463,50.0,74.47,140.91,death,,16.75,17.75,0.546,Tripura,2018,6.25,7.0,4,7,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Nitesh Lohchab,22,3,24,3,0,3,7.33,13,1,0.0,0,0.0,6.03,0,0,0.0,0.0,91.67,0.125,0.0,0.125,0.545,0.458,17,5,0,21,3,0,0.773,0.227,0.0,80.95,166.67,,middle,,7.33,8.0,0.288,Nagaland,2018,2.3333333333333335,3.0,1,3,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Nitesh Sedai,203,17,221,21,2,16,11.94,49,0,0.059,5,0.294,14.5,2,0,0.118,0.0,91.86,0.104,0.009,0.095,0.473,0.471,91,85,27,89,106,26,0.448,0.419,0.133,102.25,80.19,103.85,death,31.33,7.79,13.0,1.0,Manipur,2023,3.823529411764706,4.0,1,7,2,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Nithish Kumar Reddy,92,4,96,6,3,4,23.0,41,5,0.0,0,0.0,19.13,2,0,0.5,0.0,95.83,0.094,0.031,0.062,0.457,0.458,23,46,23,33,49,14,0.25,0.5,0.25,69.7,93.88,164.29,death,8.0,28.0,24.0,0.65,Andhra,2021,3.0,3.0,3,3,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Nitin Tanwar,55,7,63,5,0,4,7.86,19,1,0.429,0,0.0,7.2,0,0,0.0,0.0,87.3,0.079,0.0,0.079,0.364,0.381,0,7,48,3,18,42,0.0,0.127,0.873,0.0,38.89,114.29,death,1.5,10.4,9.0,0.7,Services,2021,7.571428571428571,8.0,7,8,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
P Chopra,1118,33,951,107,24,26,33.88,105,0,0.212,2,0.061,25.37,17,8,0.515,0.242,117.56,0.138,0.025,0.113,0.512,0.367,492,480,146,472,379,100,0.44,0.429,0.131,104.24,126.65,146.0,death,34.33,33.33,28.82,1.0,Himachal,2022,1.6470588235294117,2.0,1,3,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
P Dogra,943,31,722,59,52,27,30.42,89,1,0.129,0,0.0,22.21,16,6,0.516,0.194,130.61,0.154,0.072,0.082,0.581,0.356,133,647,163,126,508,88,0.141,0.686,0.173,105.56,127.36,185.23,death,32.6,29.38,23.29,1.0,Puducherry,2022,4.032258064516129,4.0,3,6,4,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
P Dubey,100,12,94,7,3,9,8.33,33,0,0.25,2,0.167,9.35,1,0,0.083,0.0,106.38,0.106,0.032,0.074,0.46,0.394,0,23,77,0,28,66,0.0,0.23,0.77,,82.14,116.67,death,6.83,9.83,7.83,0.892,Karnataka,2021,7.076923076923077,7.0,5,9,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
P Kumar,41,4,39,2,2,2,10.25,18,3,0.5,0,0.0,7.37,0,0,0.0,0.0,105.13,0.103,0.051,0.051,0.488,0.385,0,7,34,0,7,32,0.0,0.171,0.829,,100.0,106.25,death,8.67,15.0,9.75,0.412,Uttar Pradesh,2017,8.25,8.0,8,9,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
P Negi,247,18,173,17,11,7,13.72,41,0,0.611,1,0.056,11.5,2,0,0.111,0.0,142.77,0.162,0.064,0.098,0.543,0.283,6,36,205,8,38,127,0.024,0.146,0.83,75.0,94.74,161.42,death,13.45,14.14,9.61,1.0,Delhi,2018,7.277777777777778,7.0,6,8,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
P Prafullomani,197,15,261,17,5,12,13.13,52,0,0.2,4,0.267,18.08,3,2,0.2,0.133,75.48,0.084,0.019,0.065,0.497,0.567,86,81,30,127,103,31,0.437,0.411,0.152,67.72,78.64,96.77,death,25.5,11.23,17.4,1.0,Manipur,2023,2.6666666666666665,2.0,1,9,1,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
P Prasanth,64,9,49,4,4,5,7.11,17,1,0.444,0,0.0,5.21,0,0,0.0,0.0,130.61,0.163,0.082,0.082,0.625,0.367,0,19,45,0,19,30,0.0,0.297,0.703,,100.0,150.0,death,8.0,6.4,5.44,0.704,Kerala,2017,7.3,7.0,6,9,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
P Ray Barman,23,4,16,2,1,4,5.75,15,1,0.0,0,0.0,6.4,0,0,0.0,0.0,143.75,0.188,0.062,0.125,0.609,0.25,0,0,23,0,0,16,0.0,0.0,1.0,,,143.75,death,15.0,2.67,4.0,0.317,Bengal,2020,8.5,8.5,8,9,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
P Simran Singh,1002,35,710,99,50,27,28.63,119,0,0.229,2,0.057,29.6,12,8,0.343,0.229,141.13,0.21,0.07,0.139,0.695,0.421,567,392,43,435,249,26,0.566,0.391,0.043,130.34,157.43,165.38,death,36.42,11.64,20.29,1.0,Punjab,2023,2.1142857142857143,2.0,1,7,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
P Thamaraikannan,63,7,82,5,1,2,9.0,25,0,0.714,2,0.286,9.45,0,0,0.0,0.0,76.83,0.073,0.012,0.061,0.413,0.512,0,14,49,0,27,55,0.0,0.222,0.778,,51.85,89.09,death,7.0,9.33,11.71,0.779,Puducherry,2020,7.428571428571429,7.0,6,9,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
PA Patel,407,15,264,56,10,14,27.13,70,3,0.067,0,0.0,22.53,6,4,0.4,0.267,154.17,0.25,0.038,0.212,0.698,0.356,322,85,0,204,60,0,0.791,0.209,0.0,157.84,141.67,,powerplay,36.89,12.5,17.6,1.0,Gujarat,2019,1.0666666666666669,1.0,1,2,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
PA Reddy,532,20,393,47,20,19,26.6,70,0,0.05,2,0.1,23.09,9,3,0.45,0.15,135.37,0.17,0.051,0.12,0.579,0.326,296,198,38,234,138,21,0.556,0.372,0.071,126.5,143.48,180.95,death,31.8,24.87,19.65,1.0,Hyderabad (India),2019,2.25,2.0,1,4,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
PJ Bhati,167,7,134,13,6,6,23.86,44,2,0.143,0,0.0,16.18,3,0,0.429,0.0,124.63,0.142,0.045,0.097,0.527,0.328,9,130,28,9,99,26,0.054,0.778,0.168,100.0,131.31,107.69,middle,29.75,16.0,19.14,0.938,Maharashtra,2017,5.714285714285714,5.0,5,8,5,middle_order,middle_order,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
PJ Sangwan,100,8,79,14,3,4,12.5,29,0,0.5,0,0.0,9.78,0,0,0.0,0.0,126.58,0.215,0.038,0.177,0.74,0.456,14,6,80,19,15,45,0.14,0.06,0.8,73.68,40.0,177.78,death,14.29,0.0,9.88,0.829,Delhi,2023,6.875,8.0,3,9,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
PK Garg,322,17,257,31,10,15,18.94,59,0,0.118,1,0.059,19.23,4,3,0.235,0.176,125.29,0.16,0.039,0.121,0.571,0.346,75,157,90,78,121,58,0.233,0.488,0.28,96.15,129.75,155.17,death,23.29,15.9,15.12,1.0,Uttar Pradesh,2024,3.941176470588235,4.0,2,6,4,top_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
PN Mankad,681,29,478,68,24,22,23.48,71,0,0.241,1,0.034,21.16,9,5,0.31,0.172,142.47,0.192,0.05,0.142,0.611,0.31,80,382,219,57,300,121,0.117,0.561,0.322,140.35,127.33,180.99,death,16.94,34.18,16.48,1.0,Saurashtra,2024,4.9655172413793105,5.0,3,7,4,top_order,top_order_aggressor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
PP Chawla,364,29,271,31,17,20,12.55,41,0,0.31,4,0.138,11.76,3,0,0.103,0.0,134.32,0.177,0.063,0.114,0.621,0.369,0,167,197,1,139,131,0.0,0.459,0.541,0.0,120.14,150.38,death,13.57,11.6,9.34,1.0,Gujarat,2023,6.827586206896552,7.0,3,10,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
PP Shaw,718,25,442,67,46,25,28.72,134,0,0.0,3,0.12,33.53,10,6,0.4,0.24,162.44,0.256,0.104,0.152,0.758,0.382,436,234,48,273,143,26,0.607,0.326,0.067,159.71,163.64,184.62,death,35.16,8.33,17.68,1.0,Mumbai,2024,1.04,1.0,1,2,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
PR Shah,26,4,24,3,0,3,6.5,13,0,0.25,1,0.25,5.69,0,0,0.0,0.0,108.33,0.125,0.0,0.125,0.462,0.417,0,4,22,0,9,15,0.0,0.154,0.846,,44.44,146.67,death,13.0,4.33,6.0,0.35,Baroda,2015,7.75,8.0,7,8,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
PR Yadav,36,3,46,4,0,3,12.0,20,0,0.0,1,0.333,10.58,0,0,0.0,0.0,78.26,0.087,0.0,0.087,0.444,0.5,20,16,0,22,24,0,0.556,0.444,0.0,90.91,66.67,,powerplay,0.0,18.0,15.33,0.379,Rajasthan,2015,3.3333333333333335,3.0,3,4,3,top_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Pallav Kumar Das,581,31,412,66,24,30,18.74,77,0,0.032,6,0.194,18.25,8,1,0.258,0.032,141.02,0.218,0.058,0.16,0.702,0.422,468,111,2,315,91,6,0.806,0.191,0.003,148.57,121.98,33.33,powerplay,26.91,14.25,13.29,1.0,Assam,2023,1.6129032258064515,1.0,1,7,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Palzor Tamang,107,18,166,13,1,16,5.94,19,0,0.111,4,0.222,4.95,0,0,0.0,0.0,64.46,0.084,0.006,0.078,0.542,0.645,0,43,64,5,94,67,0.0,0.402,0.598,0.0,45.74,95.52,death,,5.94,9.22,1.0,Sikkim,2021,5.722222222222222,5.0,5,8,5,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Pankaj Jaswal,191,21,110,8,17,14,9.1,27,0,0.333,3,0.143,7.85,0,0,0.0,0.0,173.64,0.227,0.155,0.073,0.702,0.391,0,22,169,0,22,88,0.0,0.115,0.885,,100.0,192.05,death,12.12,7.23,5.24,0.958,Himachal,2022,7.238095238095238,7.0,4,11,7,lower_order,lower_order_hitter,True,1,batting_tailender_cluster_1,tailender,0.0
Pankaj Shaw,52,5,50,5,1,4,10.4,14,3,0.2,0,0.0,4.39,0,0,0.0,0.0,104.0,0.12,0.02,0.1,0.5,0.4,0,40,12,4,42,4,0.0,0.769,0.231,0.0,95.24,300.0,death,13.0,9.75,10.0,0.521,Bengal,2015,4.8,5.0,4,6,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Pankaj Singh,7,5,16,0,0,3,1.4,5,0,0.4,2,0.4,2.07,0,0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.625,0,1,6,0,3,13,0.0,0.143,0.857,,33.33,46.15,death,,1.4,3.2,0.379,Rajasthan,2018,9.2,10.0,7,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Pappu Roy,3,5,14,0,0,1,0.6,2,0,0.8,1,0.2,0.89,0,0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.786,0,0,3,0,0,14,0.0,0.0,1.0,,,21.43,death,,0.6,2.8,0.371,Odisha,2020,10.714285714285714,11.0,10,11,11,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Parameeswaran Sivaraman,32,3,38,1,1,2,10.67,32,0,0.333,2,0.667,18.48,1,0,0.333,0.0,84.21,0.053,0.026,0.026,0.312,0.421,0,13,19,6,21,11,0.0,0.406,0.594,0.0,61.9,172.73,death,,10.67,12.67,0.346,Puducherry,2022,4.0,4.0,4,4,4,top_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Paras Sehrawat,51,4,37,5,3,3,12.75,22,0,0.25,1,0.25,9.29,0,0,0.0,0.0,137.84,0.216,0.081,0.135,0.745,0.459,13,15,23,11,12,14,0.255,0.294,0.451,118.18,125.0,164.29,death,,12.75,9.25,0.404,Nagaland,2018,5.25,5.0,4,7,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Pargat Singh,169,6,157,23,1,5,28.17,60,0,0.167,1,0.167,22.15,3,1,0.5,0.167,107.64,0.153,0.006,0.146,0.58,0.452,91,65,13,94,54,9,0.538,0.385,0.077,96.81,120.37,144.44,death,40.0,16.33,26.17,0.875,Punjab,2015,1.8333333333333333,2.0,1,2,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Parikshit Valsangkar,24,3,24,3,0,2,8.0,10,5,0.333,0,0.0,2.65,0,0,0.0,0.0,100.0,0.125,0.0,0.125,0.5,0.417,0,7,17,0,7,17,0.0,0.292,0.708,,100.0,100.0,middle,,8.0,8.0,0.288,Mumbai,2017,8.0,8.0,8,8,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Parth Chauhan,76,6,51,6,4,4,12.67,25,3,0.333,0,0.0,8.14,0,0,0.0,0.0,149.02,0.196,0.078,0.118,0.632,0.275,0,31,45,0,23,28,0.0,0.408,0.592,,134.78,160.71,death,16.5,5.0,8.5,0.588,Saurashtra,2022,5.833333333333333,5.5,4,8,5,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Parth Kohli,59,3,63,5,1,2,19.67,24,13,0.333,0,0.0,5.86,0,0,0.0,0.0,93.65,0.095,0.016,0.079,0.441,0.397,0,35,24,0,51,12,0.0,0.593,0.407,,68.63,200.0,death,22.0,18.5,21.0,0.45,Baroda,2021,5.666666666666667,6.0,5,6,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Parth Sahani,743,34,598,51,30,26,21.85,74,0,0.235,1,0.029,19.29,10,3,0.294,0.088,124.25,0.135,0.05,0.085,0.517,0.338,38,474,231,66,384,148,0.051,0.638,0.311,57.58,123.44,156.08,death,21.61,22.12,17.59,1.0,Madhya Pradesh,2023,4.794117647058823,5.0,3,7,4,top_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Parvez Ahmed,75,14,127,5,0,10,5.36,14,0,0.286,2,0.143,4.33,0,0,0.0,0.0,59.06,0.039,0.0,0.039,0.267,0.583,0,23,52,0,56,71,0.0,0.307,0.693,,41.07,73.24,death,,5.36,9.07,1.0,Mizoram,2022,6.928571428571429,7.0,5,9,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Parvez Aziz,59,3,66,8,1,2,19.67,30,14,0.333,0,0.0,8.96,1,0,0.333,0.0,89.39,0.136,0.015,0.121,0.644,0.545,2,34,23,7,35,24,0.034,0.576,0.39,28.57,97.14,95.83,middle,,19.67,22.0,0.462,Assam,2019,6.333333333333333,6.0,5,8,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Parvez Rasool,362,20,305,29,11,15,18.1,59,2,0.25,0,0.0,15.17,5,1,0.25,0.05,118.69,0.131,0.036,0.095,0.503,0.338,23,228,111,24,205,76,0.064,0.63,0.307,95.83,111.22,146.05,death,30.0,14.13,15.25,1.0,Jammu & Kashmir,2021,4.95,5.0,4,6,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Pavan Deshpande,297,12,227,19,11,10,24.75,63,0,0.167,2,0.167,20.74,3,2,0.25,0.167,130.84,0.132,0.048,0.084,0.478,0.286,4,200,93,10,153,64,0.013,0.673,0.313,40.0,130.72,145.31,death,35.67,13.83,18.92,1.0,Karnataka,2021,4.833333333333333,5.0,4,6,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Piyush Joshi,88,6,83,10,2,6,14.67,64,0,0.0,1,0.167,24.49,1,1,0.167,0.167,106.02,0.145,0.024,0.12,0.591,0.482,31,57,0,33,49,1,0.352,0.648,0.0,93.94,116.33,0.0,middle,34.5,4.75,13.83,0.721,Uttarakhand,2022,2.5,2.5,2,3,2,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Piyush Singh,50,5,65,4,1,5,10.0,21,0,0.0,1,0.2,9.14,0,0,0.0,0.0,76.92,0.077,0.015,0.062,0.44,0.554,41,9,0,52,13,0,0.82,0.18,0.0,78.85,69.23,,powerplay,5.0,13.33,13.0,0.583,Bihar,2022,1.8,2.0,1,2,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Piyush Tanwar,110,5,99,9,4,4,22.0,55,0,0.2,1,0.2,21.13,1,1,0.2,0.2,111.11,0.131,0.04,0.091,0.545,0.394,72,38,0,58,41,0,0.655,0.345,0.0,124.14,92.68,,powerplay,55.0,13.75,19.8,0.725,Gujarat,2018,3.2,3.0,3,4,3,top_order,middle_order,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Pradipta Pramanik,56,6,50,4,2,5,9.33,30,1,0.167,0,0.0,10.89,1,0,0.167,0.0,112.0,0.12,0.04,0.08,0.5,0.34,0,32,24,0,25,25,0.0,0.571,0.429,,128.0,96.0,middle,16.0,6.0,8.33,0.583,Bengal,2024,7.714285714285714,8.0,6,10,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Pragnay Reddy,42,8,63,4,2,8,5.25,30,0,0.0,3,0.375,10.35,1,0,0.125,0.0,66.67,0.095,0.032,0.063,0.667,0.73,42,0,0,63,0,0,1.0,0.0,0.0,66.67,,,powerplay,1.0,7.8,7.88,0.762,Hyderabad (India),2022,1.875,2.0,1,3,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Pramod Chandila,206,13,179,23,5,11,15.85,70,1,0.154,0,0.0,18.99,2,1,0.154,0.077,115.08,0.156,0.028,0.128,0.592,0.447,11,120,75,12,104,63,0.053,0.583,0.364,91.67,115.38,119.05,death,22.0,12.0,13.77,1.0,Bengal,2019,5.571428571428571,6.0,4,8,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Pranshu Vijayran,42,5,32,2,3,4,8.4,34,1,0.2,0,0.0,14.42,1,0,0.2,0.0,131.25,0.156,0.094,0.062,0.619,0.469,0,40,2,0,28,4,0.0,0.952,0.048,,142.86,50.0,middle,34.0,2.0,6.4,0.446,Delhi,2022,7.4,8.0,6,9,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Prashant Awasthi,67,6,54,5,2,6,11.17,25,0,0.0,1,0.167,10.05,0,0,0.0,0.0,124.07,0.13,0.037,0.093,0.478,0.241,1,59,7,4,44,6,0.015,0.881,0.104,25.0,134.09,116.67,middle,11.33,11.0,9.0,0.6,Railways,2018,3.6666666666666665,3.5,3,5,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Prashant Gupta,408,11,327,50,7,10,37.09,54,6,0.091,0,0.0,16.37,9,2,0.818,0.182,124.77,0.174,0.021,0.153,0.593,0.355,193,211,4,156,163,8,0.473,0.517,0.01,123.72,129.45,50.0,middle,35.0,46.5,29.73,1.0,Uttar Pradesh,2018,1.5454545454545454,1.0,1,3,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Prashant Singh,41,5,42,3,1,4,8.2,12,5,0.2,0,0.0,3.11,0,0,0.0,0.0,97.62,0.095,0.024,0.071,0.439,0.429,0,0,41,0,7,35,0.0,0.0,1.0,,0.0,117.14,death,6.0,8.75,8.4,0.488,Bihar,2018,8.4,9.0,7,9,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Prashanth Kumar,281,19,274,22,9,17,14.79,57,0,0.105,1,0.053,15.48,3,1,0.158,0.053,102.55,0.113,0.033,0.08,0.505,0.438,71,158,52,102,146,26,0.253,0.562,0.185,69.61,108.22,200.0,death,4.25,17.6,14.42,1.0,Andhra,2020,3.65,3.0,1,6,3,top_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Pratham Singh,877,32,686,91,25,29,27.41,89,0,0.094,1,0.031,24.55,12,7,0.375,0.219,127.84,0.169,0.036,0.133,0.586,0.353,443,355,79,384,263,39,0.505,0.405,0.09,115.36,134.98,202.56,death,38.87,17.29,21.44,1.0,Railways,2023,1.90625,2.0,1,2,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Pratik Desai,66,4,52,4,4,4,16.5,27,2,0.0,0,0.0,12.56,0,0,0.0,0.0,126.92,0.154,0.077,0.077,0.606,0.462,62,4,0,44,8,0,0.939,0.061,0.0,140.91,50.0,,powerplay,,16.5,13.0,0.467,Mizoram,2020,1.0,1.0,1,1,1,opener,aggressive_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Pratyush Singh,53,14,85,6,0,12,3.79,10,0,0.143,4,0.286,3.56,0,0,0.0,0.0,62.35,0.071,0.0,0.071,0.453,0.6,17,20,16,32,36,17,0.321,0.377,0.302,53.12,55.56,94.12,death,4.67,3.55,6.07,0.854,Tripura,2021,4.714285714285714,4.0,3,7,4,top_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Praveen Deshetti,48,3,48,9,0,3,16.0,25,0,0.0,1,0.333,13.89,0,0,0.0,0.0,100.0,0.188,0.0,0.188,0.75,0.583,47,1,0,45,3,0,0.979,0.021,0.0,104.44,33.33,,powerplay,23.0,12.5,16.0,0.388,Railways,2015,2.0,2.0,2,2,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
