player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,team,typical_position,avg_position,position_role,batting_role
SS Prabhudessai,466,22,323,39,21,16,21.18,60,0,0.273,1,0.045,18.95,8,1,0.364,0.045,144.27,0.186,0.065,0.121,0.605,0.319,0.084,0.491,0.425,134.48,128.65,170.69,death,30.4,18.47,Goa,5,5.363636363636363,middle_order,finisher
SS Sharma,119,5,88,7,5,4,23.8,46,0,0.2,1,0.2,18.2,2,0,0.4,0.0,135.23,0.136,0.057,0.08,0.487,0.261,0.0,0.597,0.403,,129.09,145.45,death,27.67,18.0,Baroda,5,5.0,middle_order,middle_order
SS Shinde,7,3,8,1,0,2,2.33,6,0,0.333,0,0.0,3.21,0,0,0.0,0.0,87.5,0.125,0.0,0.125,0.571,0.5,0.0,0.0,1.0,,,87.5,death,,2.33,Gujarat,9,9.0,tailender,tailender
SS Tiwary,656,31,514,51,25,24,21.16,57,1,0.226,0,0.0,15.92,6,4,0.194,0.129,127.63,0.148,0.049,0.099,0.54,0.313,0.16,0.55,0.29,136.36,109.06,179.25,death,25.2,17.38,Jharkhand,4,3.903225806451613,top_order,finisher
SSK Bal,53,3,38,6,2,2,17.67,34,5,0.333,0,0.0,14.84,1,0,0.333,0.0,139.47,0.211,0.053,0.158,0.679,0.368,0.358,0.547,0.094,118.75,152.63,166.67,death,34.0,9.5,Bengal,3,4.0,top_order,finisher
STR Binny,388,23,316,25,15,15,16.87,52,0,0.348,2,0.087,16.53,7,1,0.304,0.043,122.78,0.127,0.047,0.079,0.49,0.31,0.034,0.454,0.513,86.67,95.14,171.55,death,19.33,14.18,Karnataka,4,4.869565217391305,top_order,finisher
SU Shrivastava,195,12,187,20,0,8,16.25,56,0,0.333,0,0.0,18.5,2,1,0.167,0.083,104.28,0.107,0.0,0.107,0.41,0.353,0.344,0.621,0.036,119.64,95.28,175.0,death,16.78,14.67,Vidarbha,3,3.3333333333333335,top_order,finisher
SV Samson,946,31,704,85,41,25,30.52,87,0,0.194,4,0.129,26.69,15,11,0.484,0.355,134.38,0.179,0.058,0.121,0.619,0.349,0.311,0.529,0.161,119.03,133.33,185.37,death,29.24,32.07,Kerala,3,2.6774193548387095,top_order,top_order_anchor
SZ Mulani,111,11,89,12,3,9,10.09,73,0,0.182,3,0.273,21.57,1,1,0.091,0.091,124.72,0.169,0.034,0.135,0.595,0.36,0.108,0.396,0.495,80.0,112.82,157.14,death,4.2,15.0,Mumbai,8,7.416666666666667,lower_order,tailender
Saahil Jain,135,11,130,14,2,10,12.27,31,0,0.091,1,0.091,12.46,1,0,0.091,0.0,103.85,0.123,0.015,0.108,0.504,0.431,0.0,0.674,0.326,,95.79,125.71,death,8.75,14.29,Assam,5,5.454545454545454,middle_order,middle_order
Sachidanand Pandey,35,5,29,2,4,3,7.0,22,0,0.4,1,0.2,9.06,0,0,0.0,0.0,120.69,0.207,0.138,0.069,0.914,0.69,0.0,0.629,0.371,,137.5,100.0,mid,,7.0,Services,8,8.4,lower_order,tailender
Sachin Baby,1111,35,831,86,40,27,31.74,79,0,0.229,1,0.029,22.13,19,8,0.543,0.229,133.69,0.152,0.048,0.103,0.526,0.279,0.058,0.651,0.292,87.67,126.84,172.34,death,26.35,38.93,Kerala,4,4.171428571428572,top_order,top_order_anchor
Sachin Kumar,121,8,106,12,2,3,15.12,34,4,0.625,0,0.0,10.27,1,0,0.125,0.0,114.15,0.132,0.019,0.113,0.496,0.368,0.0,0.405,0.595,,108.89,118.03,death,18.25,12.0,Bihar,5,5.375,middle_order,middle_order
Sagar Trivedi,92,11,98,5,4,9,8.36,17,0,0.182,1,0.091,6.27,0,0,0.0,0.0,93.88,0.092,0.041,0.051,0.478,0.449,0.293,0.272,0.435,108.0,89.29,88.89,pp,7.67,8.62,Puducherry,6,5.181818181818182,middle_order,middle_order
Sagar Udeshi,17,5,30,1,0,3,3.4,9,0,0.4,1,0.2,3.78,0,0,0.0,0.0,56.67,0.033,0.0,0.033,0.235,0.6,0.0,0.765,0.235,,81.25,28.57,mid,,3.4,Puducherry,10,9.6,tailender,tailender
Sagun Kamat,400,16,389,43,9,14,25.0,61,2,0.125,0,0.0,18.35,5,2,0.312,0.125,102.83,0.134,0.023,0.111,0.565,0.442,0.372,0.58,0.048,89.22,113.17,111.76,mid,55.5,20.64,Goa,1,2.125,opener,anchor_opener
Saidingliana Sailo,18,5,39,1,0,3,3.6,6,2,0.4,0,0.0,1.82,0,0,0.0,0.0,46.15,0.026,0.0,0.026,0.222,0.641,0.0,0.444,0.556,,47.06,45.45,mid,,3.6,Mizoram,5,6.8,middle_order,middle_order
Salman Nizar,188,10,133,8,13,5,18.8,57,0,0.5,1,0.1,17.49,2,1,0.2,0.1,141.35,0.158,0.098,0.06,0.585,0.338,0.043,0.223,0.734,88.89,84.0,186.49,death,17.67,19.29,Kerala,6,5.7,middle_order,finisher
Samar Quadri,8,5,13,0,0,3,1.6,5,0,0.4,2,0.4,2.07,0,0,0.0,0.0,61.54,0.0,0.0,0.0,0.0,0.538,0.0,0.0,1.0,,,61.54,death,1.5,1.67,Bihar,10,9.0,tailender,tailender
Samarth Seth,275,12,246,33,6,11,22.92,66,0,0.083,1,0.083,23.16,4,2,0.333,0.167,111.79,0.159,0.024,0.134,0.611,0.447,0.585,0.378,0.036,99.38,131.65,200.0,death,66.0,19.0,Arunachal Pradesh,1,1.3333333333333333,opener,anchor_opener
Samarth Singh,609,25,532,59,19,24,24.36,93,0,0.04,2,0.08,25.64,6,4,0.24,0.16,114.47,0.147,0.036,0.111,0.575,0.412,0.53,0.305,0.164,103.53,117.72,161.29,death,25.88,21.67,Uttar Pradesh,2,1.92,opener,anchor_opener
Samarth Vyas,512,22,352,45,30,20,23.27,97,0,0.091,3,0.136,24.32,7,3,0.318,0.136,145.45,0.213,0.085,0.128,0.703,0.403,0.316,0.527,0.156,138.46,141.36,181.82,death,27.83,17.8,Saurashtra,3,3.590909090909091,top_order,top_order_aggressor
Sameer Choudhary,16,3,29,0,0,3,5.33,10,0,0.0,1,0.333,5.03,0,0,0.0,0.0,55.17,0.0,0.0,0.0,0.0,0.483,0.25,0.438,0.312,44.44,58.33,62.5,death,3.0,10.0,Uttar Pradesh,6,5.5,middle_order,middle_order
Sameer Rizvi,213,7,157,17,12,5,30.43,59,14,0.286,0,0.0,15.64,3,1,0.429,0.143,135.67,0.185,0.076,0.108,0.657,0.376,0.009,0.723,0.268,18.18,129.41,211.11,death,32.25,28.0,Uttar Pradesh,4,4.428571428571429,top_order,top_order_anchor
Sandeep Pattnaik,193,9,174,27,1,7,21.44,54,1,0.222,0,0.0,20.11,2,2,0.222,0.222,110.92,0.161,0.006,0.155,0.591,0.425,0.528,0.472,0.0,106.25,116.67,,mid,24.8,17.25,Odisha,2,2.111111111111111,opener,anchor_opener
Sandeep Sharma,20,6,26,1,0,1,3.33,6,1,0.833,0,0.0,2.58,0,0,0.0,0.0,76.92,0.038,0.0,0.038,0.2,0.385,0.0,0.0,1.0,,,76.92,death,1.0,3.8,Punjab,10,9.875,tailender,tailender
Sanjay Raghunath,116,4,100,15,3,4,29.0,63,4,0.0,0,0.0,25.21,2,1,0.5,0.25,116.0,0.18,0.03,0.15,0.672,0.45,0.586,0.414,0.0,111.48,123.08,,mid,37.33,4.0,Vidarbha,2,1.75,opener,anchor_opener
Sanjeet Desai,117,7,106,5,6,5,16.71,62,2,0.286,0,0.0,21.05,1,1,0.143,0.143,110.38,0.104,0.057,0.047,0.479,0.358,0.325,0.368,0.308,92.68,91.49,200.0,death,28.33,8.0,Chhattisgarh,3,4.285714285714286,top_order,finisher
Sankar Paul,71,5,77,3,3,4,14.2,27,5,0.2,0,0.0,10.85,0,0,0.0,0.0,92.21,0.078,0.039,0.039,0.423,0.429,0.042,0.606,0.352,21.43,86.0,192.31,death,15.5,13.33,Tripura,6,5.8,middle_order,finisher
Sanvir Singh,226,12,115,19,13,4,18.83,55,1,0.667,0,0.0,15.95,2,1,0.167,0.083,196.52,0.278,0.113,0.165,0.681,0.209,0.0,0.075,0.925,,141.67,202.91,death,25.0,10.2,Punjab,6,5.916666666666667,middle_order,finisher
Saransh Jain,23,4,32,0,0,3,5.75,11,0,0.25,1,0.25,4.79,0,0,0.0,0.0,71.88,0.0,0.0,0.0,0.0,0.312,0.0,0.609,0.391,,70.0,75.0,death,,5.75,Madhya Pradesh,10,7.75,tailender,tailender
Sarbeswar Mohanty,30,6,39,1,1,4,5.0,16,0,0.333,2,0.333,6.57,0,0,0.0,0.0,76.92,0.051,0.026,0.026,0.333,0.487,0.0,0.333,0.667,,76.92,76.92,mid,6.5,4.25,Odisha,7,7.0,lower_order,tailender
Sarfaraz Ashraf,34,6,59,2,0,6,5.67,15,0,0.0,1,0.167,5.57,0,0,0.0,0.0,57.63,0.034,0.0,0.034,0.235,0.542,0.029,0.618,0.353,16.67,53.85,85.71,death,,5.67,Bihar,6,6.333333333333333,middle_order,middle_order
Sarthak Ranjan,61,4,47,8,2,4,15.25,31,2,0.0,0,0.0,14.93,1,0,0.25,0.0,129.79,0.213,0.043,0.17,0.721,0.447,0.623,0.377,0.0,135.71,121.05,,pp,15.25,,Delhi,2,3.0,opener,aggressive_opener
Sarul Kanwar,148,8,137,12,8,8,18.5,50,0,0.0,1,0.125,16.73,2,1,0.25,0.125,108.03,0.146,0.058,0.088,0.649,0.54,0.635,0.365,0.0,92.16,154.29,,mid,16.75,20.25,Chandigarh,2,1.75,opener,anchor_opener
Satyajeet Bachhav,51,11,53,5,0,8,4.64,10,0,0.273,1,0.091,3.26,0,0,0.0,0.0,96.23,0.094,0.0,0.094,0.392,0.377,0.0,0.137,0.863,,70.0,102.33,death,2.0,5.22,Maharashtra,8,8.636363636363637,lower_order,tailender
Saurabh Das,107,9,115,4,7,6,11.89,44,0,0.333,4,0.444,15.74,2,0,0.222,0.0,93.04,0.096,0.061,0.035,0.542,0.504,0.037,0.271,0.692,26.67,56.86,151.02,death,7.0,12.5,Tripura,8,7.333333333333333,lower_order,tailender
Saurabh Kumar,115,13,88,8,7,10,8.85,33,0,0.231,1,0.077,10.53,1,0,0.077,0.0,130.68,0.17,0.08,0.091,0.643,0.42,0.096,0.365,0.539,137.5,102.44,158.97,death,0.67,11.3,Uttar Pradesh,7,7.0,lower_order,tailender
Saurabh Rawat,300,19,265,20,11,17,15.79,70,1,0.105,0,0.0,17.45,4,1,0.211,0.053,113.21,0.117,0.042,0.075,0.487,0.355,0.2,0.597,0.203,101.69,100.56,217.86,death,15.43,16.0,Uttarakhand,4,4.2105263157894735,top_order,finisher
Saurabh Wakaskar,239,8,158,17,15,8,29.88,118,2,0.0,0,0.0,37.58,2,1,0.25,0.125,151.27,0.203,0.095,0.108,0.661,0.335,0.351,0.515,0.134,131.25,150.0,266.67,death,20.5,33.0,Railways,3,2.625,top_order,top_order_anchor
Saurav Chauhan,242,13,202,19,9,11,18.62,50,0,0.154,1,0.077,17.82,4,1,0.308,0.077,119.8,0.139,0.045,0.094,0.537,0.347,0.285,0.674,0.041,85.19,144.25,125.0,mid,21.11,13.0,Gujarat,2,3.230769230769231,opener,anchor_opener
Sayan Ghosh,17,4,15,4,0,2,4.25,8,0,0.5,1,0.25,4.35,0,0,0.0,0.0,113.33,0.267,0.0,0.267,0.941,0.667,0.0,0.0,1.0,,,113.33,death,1.0,5.33,Bengal,11,10.6,tailender,tailender
Sayan Mondal,146,6,129,12,2,5,24.33,52,6,0.167,0,0.0,21.6,2,2,0.333,0.333,113.18,0.109,0.016,0.093,0.411,0.372,0.377,0.562,0.062,96.49,124.24,150.0,death,29.5,21.75,Bengal,1,3.0,opener,anchor_opener
Sedezhalie Rupero,166,15,224,17,1,15,11.07,38,0,0.0,1,0.067,11.83,2,0,0.133,0.0,74.11,0.08,0.004,0.076,0.446,0.576,0.651,0.319,0.03,90.0,56.99,45.45,pp,3.0,11.64,Nagaland,2,2.533333333333333,opener,anchor_opener
Shahbaz Ahmed,294,18,235,18,13,13,16.33,60,0,0.278,2,0.111,17.71,3,2,0.167,0.111,125.11,0.132,0.055,0.077,0.51,0.332,0.02,0.527,0.452,200.0,109.15,147.78,pp,12.14,19.0,Bengal,6,5.944444444444445,middle_order,middle_order
Shakeeb Ahmed,87,7,63,8,3,5,12.43,45,0,0.286,2,0.286,15.48,1,0,0.143,0.0,138.1,0.175,0.048,0.127,0.575,0.317,0.0,0.529,0.471,,127.78,151.85,death,16.0,11.83,Chhattisgarh,5,6.285714285714286,middle_order,finisher
Sharad Lumba,134,8,100,4,9,7,16.75,31,1,0.125,0,0.0,10.57,1,0,0.125,0.0,134.0,0.13,0.09,0.04,0.522,0.3,0.0,0.269,0.731,,102.86,150.77,death,20.8,10.0,Punjab,6,5.875,middle_order,finisher
Shashank Chandrakar,614,27,450,60,25,25,22.74,82,0,0.074,2,0.074,24.81,7,5,0.259,0.185,136.44,0.189,0.056,0.133,0.635,0.396,0.638,0.332,0.029,133.79,143.66,120.0,mid,35.8,15.06,Chhattisgarh,2,1.8888888888888888,opener,aggressive_opener
Shashank Singh,366,24,297,29,13,21,15.25,57,1,0.125,0,0.0,16.87,3,3,0.125,0.125,123.23,0.141,0.044,0.098,0.53,0.343,0.178,0.44,0.383,120.37,98.17,177.22,death,15.14,15.29,Chhattisgarh,5,4.56,middle_order,finisher
Shasheem Rathour,260,12,249,26,5,11,21.67,60,0,0.083,1,0.083,19.88,4,2,0.333,0.167,104.42,0.124,0.02,0.104,0.515,0.438,0.588,0.327,0.085,104.08,107.59,95.65,mid,29.25,6.5,Bihar,2,2.5,opener,anchor_opener
Shashi Shekhar,1,3,4,0,0,0,0.33,1,0,1.0,0,0.0,0.58,0,0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,,,25.0,death,,0.33,Bihar,11,10.666666666666666,tailender,tailender
Shashwat Kohli,51,7,66,6,0,7,7.29,22,1,0.0,0,0.0,6.99,0,0,0.0,0.0,77.27,0.091,0.0,0.091,0.471,0.545,0.745,0.255,0.0,88.37,56.52,,pp,,7.29,Arunachal Pradesh,2,3.2857142857142856,opener,anchor_opener
Shashwat Rawat,81,4,71,5,3,4,20.25,40,0,0.0,1,0.25,19.26,2,0,0.5,0.0,114.08,0.113,0.042,0.07,0.469,0.38,0.593,0.407,0.0,102.13,137.5,,mid,40.0,13.67,Baroda,1,1.5,opener,anchor_opener
Shiva Singh,26,5,18,0,2,2,5.2,18,0,0.6,2,0.4,7.56,0,0,0.0,0.0,144.44,0.111,0.111,0.0,0.462,0.333,0.0,0.0,1.0,,0.0,152.94,death,18.0,2.0,Uttar Pradesh,8,8.0,lower_order,tailender
Shivam Bhambri,394,13,300,35,17,12,30.31,75,5,0.077,0,0.0,22.73,5,3,0.385,0.231,131.33,0.173,0.057,0.117,0.614,0.38,0.391,0.47,0.14,128.33,120.13,211.54,death,52.0,16.75,Chandigarh,3,2.6923076923076925,top_order,top_order_anchor
Shivam Chaudhary,586,23,502,62,14,21,25.48,84,0,0.087,2,0.087,23.93,9,4,0.391,0.174,116.73,0.151,0.028,0.124,0.567,0.412,0.459,0.428,0.113,117.47,112.05,134.69,death,25.45,25.5,Railways,2,2.347826086956522,opener,anchor_opener
Shivam Chauhan,627,22,509,69,12,19,28.5,59,1,0.136,0,0.0,18.76,12,3,0.545,0.136,123.18,0.159,0.024,0.136,0.555,0.371,0.258,0.638,0.104,120.9,122.7,132.65,death,33.4,18.0,Haryana,4,3.652173913043478,top_order,top_order_anchor
Shivam Khurana,50,4,46,2,3,4,12.5,29,0,0.0,1,0.25,12.23,0,0,0.0,0.0,108.7,0.109,0.065,0.043,0.52,0.37,0.0,0.68,0.32,,97.14,145.45,death,21.0,4.0,Uttarakhand,6,6.0,middle_order,middle_order
Shivam Kumar,19,4,23,2,0,2,4.75,12,1,0.5,0,0.0,4.99,0,0,0.0,0.0,82.61,0.087,0.0,0.087,0.421,0.435,0.0,0.0,1.0,,,82.61,death,,4.75,Bihar,9,9.5,tailender,tailender
Shivam Mavi,6,3,16,0,0,3,2.0,4,1,0.0,0,0.0,1.73,0,0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.625,0.0,0.5,0.5,,60.0,27.27,mid,,2.0,Uttar Pradesh,8,8.25,lower_order,tailender
Shivam Sharma,15,3,19,2,0,3,5.0,12,0,0.0,1,0.333,6.24,0,0,0.0,0.0,78.95,0.105,0.0,0.105,0.533,0.526,0.0,0.8,0.2,,85.71,60.0,mid,6.0,3.0,Delhi,9,9.333333333333334,tailender,tailender
Shivank Vashisth,12,3,22,0,0,2,4.0,6,1,0.333,0,0.0,2.65,0,0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,0.5,0.0,0.417,0.583,,55.56,53.85,mid,5.0,3.5,Delhi,7,8.0,lower_order,tailender
Shivendra Singh,44,7,47,2,1,4,6.29,27,1,0.429,0,0.0,9.27,0,0,0.0,0.0,93.62,0.064,0.021,0.043,0.318,0.404,0.0,0.114,0.886,,125.0,90.7,mid,1.0,7.17,Chhattisgarh,7,8.285714285714286,lower_order,tailender
Shoaib Mohammed Khan,81,6,74,5,3,3,13.5,26,3,0.5,0,0.0,8.26,0,0,0.0,0.0,109.46,0.108,0.041,0.068,0.469,0.351,0.0,0.333,0.667,,84.38,128.57,death,10.0,14.2,Andhra,8,7.833333333333333,lower_order,tailender
Shubham Chaubey,182,15,151,10,9,12,12.13,35,0,0.2,3,0.2,11.19,1,0,0.067,0.0,120.53,0.126,0.06,0.066,0.516,0.358,0.132,0.39,0.478,104.35,88.75,181.25,death,15.8,10.3,Uttar Pradesh,5,5.6,middle_order,finisher
Shubham Kamal Sharma,13,3,22,1,0,2,4.33,5,3,0.333,0,0.0,1.15,0,0,0.0,0.0,59.09,0.045,0.0,0.045,0.308,0.591,0.0,0.308,0.692,,33.33,90.0,death,5.0,3.0,Rajasthan,7,7.333333333333333,lower_order,tailender
Shubham Khajuria,322,19,275,26,12,17,16.95,73,0,0.105,3,0.158,20.06,4,2,0.211,0.105,117.09,0.138,0.044,0.095,0.547,0.415,0.528,0.463,0.009,103.03,137.96,150.0,death,26.75,9.82,Jammu & Kashmir,1,1.9473684210526316,opener,anchor_opener
Shubham Pundir,452,21,401,42,12,14,21.52,68,0,0.333,1,0.048,17.71,5,2,0.238,0.095,112.72,0.135,0.03,0.105,0.531,0.374,0.117,0.628,0.254,77.94,108.4,161.97,death,23.2,20.0,Jammu & Kashmir,4,4.238095238095238,top_order,finisher
Shubham Ranjane,256,12,223,22,5,8,21.33,52,1,0.333,0,0.0,14.5,4,1,0.333,0.083,114.8,0.121,0.022,0.099,0.461,0.318,0.125,0.52,0.355,103.23,98.52,159.65,death,29.75,17.12,Mumbai,7,5.769230769230769,lower_order,tailender
Shubham Sharma,203,9,195,23,2,9,22.56,56,6,0.0,0,0.0,15.37,2,1,0.222,0.111,104.1,0.128,0.01,0.118,0.512,0.436,0.67,0.315,0.015,119.3,82.05,100.0,pp,17.25,26.8,Madhya Pradesh,2,2.3333333333333335,opener,anchor_opener
Shubman Gill,635,18,455,63,25,15,35.28,126,1,0.167,0,0.0,32.72,9,4,0.5,0.222,139.56,0.193,0.055,0.138,0.633,0.356,0.461,0.457,0.082,116.73,155.08,305.88,death,40.0,30.56,Punjab,1,1.3333333333333333,opener,anchor_opener
Sibsankar Roy,528,20,423,58,11,18,26.4,83,0,0.1,1,0.05,23.15,8,4,0.4,0.2,124.82,0.163,0.026,0.137,0.564,0.357,0.367,0.54,0.093,110.86,134.43,136.11,death,37.8,22.6,Assam,3,3.2,top_order,top_order_anchor
Siddhesh Wath,166,9,156,21,4,9,18.44,36,0,0.0,3,0.333,14.5,2,0,0.222,0.0,106.41,0.16,0.026,0.135,0.651,0.487,0.572,0.422,0.006,104.4,111.11,50.0,mid,11.8,26.75,Vidarbha,1,2.111111111111111,opener,anchor_opener
Simarjeet Singh,2,3,5,0,0,1,0.67,1,0,0.667,0,0.0,0.58,0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,,,40.0,death,,0.67,Delhi,10,10.333333333333334,tailender,tailender
Sinan Khadir,56,7,63,8,0,7,8.0,17,0,0.0,1,0.143,7.16,0,0,0.0,0.0,88.89,0.127,0.0,0.127,0.571,0.492,0.018,0.607,0.375,33.33,77.27,131.25,death,,8.0,Mizoram,3,4.428571428571429,top_order,middle_order
Sirla Srinivas,105,6,93,8,5,5,17.5,29,1,0.167,0,0.0,13.03,0,0,0.0,0.0,112.9,0.14,0.054,0.086,0.59,0.441,0.0,0.343,0.657,,85.71,135.29,death,1.0,20.8,Andhra,7,7.5,lower_order,tailender
Snehal Kauthankar,392,20,365,39,5,17,19.6,57,0,0.15,1,0.05,16.93,5,2,0.25,0.1,107.4,0.121,0.014,0.107,0.474,0.359,0.332,0.559,0.11,93.53,111.73,143.33,death,22.8,18.53,Goa,3,2.9,top_order,middle_order
Soaeb Tai,56,5,49,5,0,2,11.2,26,3,0.6,0,0.0,8.76,0,0,0.0,0.0,114.29,0.102,0.0,0.102,0.357,0.327,0.0,0.143,0.857,,88.89,120.0,death,7.5,26.0,Baroda,7,7.6,lower_order,tailender
Sohraab Dhaliwal,213,14,136,14,13,10,15.21,45,0,0.286,1,0.071,13.3,2,0,0.143,0.0,156.62,0.199,0.096,0.103,0.629,0.294,0.0,0.343,0.657,,125.86,179.49,death,14.86,15.57,Madhya Pradesh,6,6.357142857142857,middle_order,finisher
Somorjit Salam,13,3,13,1,1,1,4.33,12,0,0.667,1,0.333,6.66,0,0,0.0,0.0,100.0,0.154,0.077,0.077,0.769,0.615,0.0,0.0,1.0,,0.0,108.33,death,,4.33,Manipur,9,9.666666666666666,tailender,tailender
Song Tacho,74,10,100,3,1,8,7.4,26,0,0.2,3,0.3,9.63,0,0,0.0,0.0,74.0,0.04,0.01,0.03,0.243,0.5,0.541,0.189,0.27,111.11,43.75,62.5,pp,,7.4,Arunachal Pradesh,7,5.545454545454546,lower_order,tailender
Sourabh Majumdar,3,3,8,0,0,2,1.0,3,0,0.333,2,0.667,1.73,0,0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,,,37.5,death,,1.0,Chhattisgarh,10,10.5,tailender,tailender
Srinivas Fadte,32,6,33,3,0,4,5.33,15,0,0.333,1,0.167,5.2,0,0,0.0,0.0,96.97,0.091,0.0,0.091,0.375,0.394,0.125,0.031,0.844,100.0,33.33,103.85,death,,5.33,Goa,9,8.333333333333334,tailender,tailender
Subhransu Senapati,492,20,382,36,22,19,24.6,64,0,0.05,1,0.05,18.07,8,2,0.4,0.1,128.8,0.152,0.058,0.094,0.561,0.351,0.402,0.52,0.077,141.43,115.84,180.95,death,28.75,21.83,Odisha,3,3.3,top_order,finisher
Suboth Bhati,122,17,88,11,9,11,7.18,26,0,0.353,4,0.235,8.05,0,0,0.0,0.0,138.64,0.227,0.102,0.125,0.803,0.511,0.205,0.049,0.746,131.58,31.58,182.0,death,5.38,8.78,Delhi,9,7.411764705882353,tailender,tailender
Subramanian Anand,177,8,169,14,4,8,22.12,42,1,0.0,0,0.0,15.3,3,0,0.375,0.0,104.73,0.107,0.024,0.083,0.452,0.391,0.271,0.616,0.113,111.63,105.83,86.96,pp,21.25,23.0,Puducherry,5,4.375,middle_order,middle_order
Sudip Chatterjee,399,21,348,44,3,18,19.0,51,0,0.143,2,0.095,18.87,6,3,0.286,0.143,114.66,0.135,0.009,0.126,0.486,0.376,0.414,0.444,0.143,115.38,109.94,129.55,death,27.0,8.33,Bengal,4,3.0952380952380953,top_order,middle_order
Suheh Hussain,27,3,28,1,1,3,9.0,18,3,0.0,0,0.0,7.94,0,0,0.0,0.0,96.43,0.071,0.036,0.036,0.37,0.393,0.037,0.963,0.0,33.33,104.0,,mid,18.0,4.5,Arunachal Pradesh,3,5.0,top_order,middle_order
Sujit Nayak,38,4,28,5,1,1,9.5,17,0,0.75,1,0.25,7.05,0,0,0.0,0.0,135.71,0.214,0.036,0.179,0.684,0.429,0.0,0.0,1.0,,0.0,172.73,death,13.5,5.5,Mumbai,7,7.0,lower_order,tailender
Sultan Karim,45,10,96,2,0,8,4.5,11,0,0.2,0,0.0,3.41,0,0,0.0,0.0,46.88,0.021,0.0,0.021,0.178,0.604,0.022,0.333,0.644,16.67,44.12,51.79,death,,4.5,Manipur,9,7.6,tailender,tailender
Sumit Kumar,628,38,500,57,26,26,16.53,63,0,0.316,3,0.079,15.12,6,1,0.158,0.026,125.6,0.166,0.052,0.114,0.611,0.39,0.108,0.411,0.481,100.0,107.5,157.29,death,18.5,14.75,Haryana,6,5.5,middle_order,finisher
Sumit Lama,14,4,28,1,0,3,3.5,8,1,0.25,0,0.0,3.11,0,0,0.0,0.0,50.0,0.036,0.0,0.036,0.286,0.643,0.0,0.0,1.0,,0.0,60.87,death,,3.5,Mizoram,9,8.75,tailender,tailender
Sumit Ruikar,47,8,37,4,2,7,5.88,18,0,0.125,2,0.25,6.83,0,0,0.0,0.0,127.03,0.162,0.054,0.108,0.596,0.351,0.0,0.34,0.66,,160.0,114.81,mid,,5.88,Chhattisgarh,8,8.875,lower_order,tailender
Sumit Singh,122,8,114,9,6,7,15.25,24,5,0.125,0,0.0,6.78,0,0,0.0,0.0,107.02,0.132,0.053,0.079,0.59,0.465,0.18,0.631,0.189,146.67,98.72,109.52,pp,13.5,15.83,Services,3,5.25,top_order,middle_order
Sunny Rana,2,4,10,0,0,4,0.5,2,0,0.0,3,0.75,1.0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,,0.0,50.0,death,,0.5,Uttarakhand,10,9.25,tailender,tailender
Suraj Ahuja,72,8,65,4,2,6,9.0,22,2,0.25,0,0.0,6.72,0,0,0.0,0.0,110.77,0.092,0.031,0.062,0.389,0.338,0.014,0.514,0.472,50.0,127.59,100.0,mid,5.75,12.25,Railways,6,6.125,middle_order,middle_order
Suraj Tayam,29,3,54,3,0,2,9.67,17,3,0.333,0,0.0,7.02,0,0,0.0,0.0,53.7,0.056,0.0,0.056,0.414,0.648,0.172,0.517,0.31,35.71,57.69,64.29,death,,9.67,Arunachal Pradesh,3,4.0,top_order,middle_order
Suresh Kumar,21,3,27,3,0,2,7.0,16,1,0.333,0,0.0,7.94,0,0,0.0,0.0,77.78,0.111,0.0,0.111,0.571,0.556,0.19,0.095,0.714,50.0,66.67,93.75,death,8.5,4.0,Puducherry,3,5.666666666666667,top_order,middle_order
Suryakant Pradhan,127,13,80,9,8,12,9.77,32,0,0.077,2,0.154,9.99,1,0,0.077,0.0,158.75,0.212,0.1,0.112,0.661,0.338,0.0,0.323,0.677,,128.12,179.17,death,7.25,10.89,Odisha,8,8.076923076923077,lower_order,lower_order_hitter
Suryansh Raina,91,6,72,9,4,6,15.17,48,0,0.0,1,0.167,20.33,2,0,0.333,0.0,126.39,0.181,0.056,0.125,0.659,0.417,0.78,0.209,0.011,169.05,70.37,33.33,pp,40.5,2.5,Jammu & Kashmir,7,5.5,lower_order,tailender
Suryansh Shedge,78,3,28,4,8,0,26.0,36,6,1.0,0,0.0,17.32,2,0,0.667,0.0,278.57,0.429,0.286,0.143,0.821,0.143,0.0,0.013,0.987,,50.0,296.15,death,26.0,,Mumbai,6,6.333333333333333,middle_order,finisher
