player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model,ml_suitability_score
Sedezhalie Rupero,166,15,224,17,1,15,11.07,38,0,0.0,1,0.067,11.83,2,0,0.133,0.0,74.11,0.08,0.004,0.076,0.446,0.576,108,53,5,120,93,11,0.651,0.319,0.03,90.0,56.99,45.45,powerplay,3.0,11.64,14.93,1.0,Nagaland,2023,2.533333333333333,2.0,2,6,2,opener,anchor_opener,True,13.02919547717022
Shahbaz Ahmed,294,18,235,18,13,13,16.33,60,0,0.278,2,0.111,17.71,3,2,0.167,0.111,125.11,0.132,0.055,0.077,0.51,0.332,6,155,133,3,142,90,0.02,0.527,0.452,200.0,109.15,147.78,powerplay,12.14,19.0,13.06,1.0,Bengal,2024,5.944444444444445,6.0,3,8,6,middle_order,middle_order,True,61.47489555372493
Shakeeb Ahmed,87,7,63,8,3,5,12.43,45,0,0.286,2,0.286,15.48,1,0,0.143,0.0,138.1,0.175,0.048,0.127,0.575,0.317,0,46,41,0,36,27,0.0,0.529,0.471,,127.78,151.85,death,16.0,11.83,9.0,0.7,Chhattisgarh,2019,6.285714285714286,6.0,5,8,5,middle_order,finisher,True,60.466418362791444
Shantanu Mishra,14,2,11,2,0,2,7.0,8,6,0.0,0,0.0,1.41,0,0,0.0,0.0,127.27,0.182,0.0,0.182,0.571,0.364,14,0,0,11,0,0,1.0,0.0,0.0,127.27,,,powerplay,,7.0,5.5,0.171,Odisha,2020,1.0,1.0,1,1,1,opener,anchor_opener,False,31.349986114664276
Shanu Saini,2,1,4,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,2,0,0,4,0.0,0.0,1.0,,,50.0,death,,2.0,4.0,0.079,Uttar Pradesh,2020,10.0,10.0,10,10,10,tailender,tailender,False,1.0194809563975211
Sharad Lumba,134,8,100,4,9,7,16.75,31,1,0.125,0,0.0,10.57,1,0,0.125,0.0,134.0,0.13,0.09,0.04,0.522,0.3,0,36,98,0,35,65,0.0,0.269,0.731,,102.86,150.77,death,20.8,10.0,12.5,0.917,Punjab,2019,5.875,6.0,5,7,6,middle_order,finisher,True,63.157487916949314
Sharafuddeen,3,1,7,0,0,1,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.714,0,3,0,0,7,0,0.0,1.0,0.0,,42.86,,middle,,3.0,7.0,0.092,Kerala,2021,5.0,5.0,5,5,5,middle_order,middle_order,False,18.41881586944871
Shashank Chandrakar,614,27,450,60,25,25,22.74,82,0,0.074,2,0.074,24.81,7,5,0.259,0.185,136.44,0.189,0.056,0.133,0.635,0.396,392,204,18,293,142,15,0.638,0.332,0.029,133.79,143.66,120.0,middle,35.8,15.06,16.67,1.0,Chhattisgarh,2023,1.8888888888888888,2.0,1,7,2,opener,aggressive_opener,True,23.03474546604311
Shashank Singh,366,24,297,29,13,21,15.25,57,1,0.125,0,0.0,16.87,3,3,0.125,0.125,123.23,0.141,0.044,0.098,0.53,0.343,65,161,140,54,164,79,0.178,0.44,0.383,120.37,98.17,177.22,death,15.14,15.29,12.38,1.0,Chhattisgarh,2023,4.56,5.0,2,7,5,middle_order,finisher,True,49.213238013088514
Shasheem Rathour,260,12,249,26,5,11,21.67,60,0,0.083,1,0.083,19.88,4,2,0.333,0.167,104.42,0.124,0.02,0.104,0.515,0.438,153,85,22,147,79,23,0.588,0.327,0.085,104.08,107.59,95.65,middle,29.25,6.5,20.75,1.0,Bihar,2020,2.5,2.0,2,7,2,opener,anchor_opener,True,51.12536052239026
Shashi Anand,0,1,4,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,4,,,,,,0.0,unknown,,0.0,4.0,0.079,Bihar,2021,10.0,10.0,10,10,10,tailender,tailender,False,4.575844000733318
Shashi Shekhar,1,3,4,0,0,0,0.33,1,0,1.0,0,0.0,0.58,0,0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.75,0,0,1,0,0,4,0.0,0.0,1.0,,,25.0,death,,0.33,1.33,0.204,Bihar,2019,10.666666666666666,11.0,10,11,11,tailender,tailender,True,0.8177047730832401
Shashidhar Reddy,4,1,7,1,0,1,4.0,4,4,0.0,0,0.0,0.0,0,0,0.0,0.0,57.14,0.143,0.0,0.143,1.0,0.857,4,0,0,7,0,0,1.0,0.0,0.0,57.14,,,powerplay,4.0,,7.0,0.092,Hyderabad (India),2019,3.0,3.0,3,3,3,top_order,middle_order,False,20.520674666759113
Shashwat Kohli,51,7,66,6,0,7,7.29,22,1,0.0,0,0.0,6.99,0,0,0.0,0.0,77.27,0.091,0.0,0.091,0.471,0.545,38,13,0,43,23,0,0.745,0.255,0.0,88.37,56.52,,powerplay,,7.29,9.43,0.712,Arunachal Pradesh,2019,3.2857142857142856,2.0,2,6,2,opener,anchor_opener,True,18.76964041728778
Shashwat Rawat,81,4,71,5,3,4,20.25,40,0,0.0,1,0.25,19.26,2,0,0.5,0.0,114.08,0.113,0.042,0.07,0.469,0.38,48,33,0,47,24,0,0.593,0.407,0.0,102.13,137.5,,middle,40.0,13.67,17.75,0.546,Baroda,2024,1.5,1.5,1,2,1,opener,anchor_opener,True,51.49760430566808
Shekhar Kumar Singh,0,1,5,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,2,3,0,,,,0.0,0.0,,unknown,,0.0,5.0,0.083,Bihar,2021,5.0,5.0,5,5,5,middle_order,middle_order,False,19.254387559767864
Shiva Chauhan,6,1,3,1,0,1,6.0,6,6,0.0,0,0.0,0.0,0,0,0.0,0.0,200.0,0.333,0.0,0.333,0.667,0.0,0,0,6,0,0,3,0.0,0.0,1.0,,,200.0,death,6.0,,3.0,0.075,Rajasthan,2021,7.0,7.0,7,7,7,lower_order,tailender,False,64.44230442990614
Shiva Singh,26,5,18,0,2,2,5.2,18,0,0.6,2,0.4,7.56,0,0,0.0,0.0,144.44,0.111,0.111,0.0,0.462,0.333,0,0,26,0,1,17,0.0,0.0,1.0,,0.0,152.94,death,18.0,2.0,3.6,0.388,Uttar Pradesh,2023,8.0,8.0,7,9,8,lower_order,tailender,True,78.57550651845145
Shivam Bhambri,394,13,300,35,17,12,30.31,75,5,0.077,0,0.0,22.73,5,3,0.385,0.231,131.33,0.173,0.057,0.117,0.614,0.38,154,185,55,120,154,26,0.391,0.47,0.14,128.33,120.13,211.54,death,52.0,16.75,23.08,1.0,Chandigarh,2024,2.6923076923076925,3.0,2,3,3,top_order,top_order_anchor,True,59.860221296018246
Shivam Chaudhary,586,23,502,62,14,21,25.48,84,0,0.087,2,0.087,23.93,9,4,0.391,0.174,116.73,0.151,0.028,0.124,0.567,0.412,269,251,66,229,224,49,0.459,0.428,0.113,117.47,112.05,134.69,death,25.45,25.5,21.83,1.0,Railways,2023,2.347826086956522,2.0,1,5,2,opener,anchor_opener,True,75.67007249492652
Shivam Chauhan,627,22,509,69,12,19,28.5,59,1,0.136,0,0.0,18.76,12,3,0.545,0.136,123.18,0.159,0.024,0.136,0.555,0.371,162,400,65,134,326,49,0.258,0.638,0.104,120.9,122.7,132.65,death,33.4,18.0,23.14,1.0,Haryana,2021,3.652173913043478,4.0,1,5,4,top_order,top_order_anchor,True,83.71110446540791
Shivam Khurana,50,4,46,2,3,4,12.5,29,0,0.0,1,0.25,12.23,0,0,0.0,0.0,108.7,0.109,0.065,0.043,0.52,0.37,0,34,16,0,35,11,0.0,0.68,0.32,,97.14,145.45,death,21.0,4.0,11.5,0.442,Uttarakhand,2018,6.0,6.0,5,7,6,middle_order,middle_order,True,58.97971814178934
Shivam Kumar,19,4,23,2,0,2,4.75,12,1,0.5,0,0.0,4.99,0,0,0.0,0.0,82.61,0.087,0.0,0.087,0.421,0.435,0,0,19,0,0,23,0.0,0.0,1.0,,,82.61,death,,4.75,5.75,0.346,Bihar,2019,9.5,9.5,9,10,9,tailender,tailender,True,14.809946888901615
Shivam Mavi,6,3,16,0,0,3,2.0,4,1,0.0,0,0.0,1.73,0,0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.625,0,3,3,0,5,11,0.0,0.5,0.5,,60.0,27.27,middle,,2.0,5.33,0.254,Uttar Pradesh,2024,8.25,8.0,8,9,8,lower_order,tailender,True,4.996048240272912
Shivam Sharma,15,3,19,2,0,3,5.0,12,0,0.0,1,0.333,6.24,0,0,0.0,0.0,78.95,0.105,0.0,0.105,0.533,0.526,0,12,3,0,14,5,0.0,0.8,0.2,,85.71,60.0,middle,6.0,3.0,6.33,0.267,Delhi,2021,9.333333333333334,9.0,9,10,9,tailender,tailender,True,14.731660525692911
Shivam Shukla,1,1,3,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0,0,1,0,0,3,0.0,0.0,1.0,,,33.33,death,,1.0,3.0,0.075,Madhya Pradesh,2024,9.0,9.0,9,9,9,tailender,tailender,False,0.7593967178085519
Shivank Vashisth,12,3,22,0,0,2,4.0,6,1,0.333,0,0.0,2.65,0,0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,0.5,0,5,7,0,9,13,0.0,0.417,0.583,,55.56,53.85,middle,5.0,3.5,7.33,0.279,Delhi,2022,8.0,8.0,7,9,7,lower_order,tailender,True,5.0441708540686285
Shivendra Singh,44,7,47,2,1,4,6.29,27,1,0.429,0,0.0,9.27,0,0,0.0,0.0,93.62,0.064,0.021,0.043,0.318,0.404,0,5,39,0,4,43,0.0,0.114,0.886,,125.0,90.7,middle,1.0,7.17,6.71,0.633,Chhattisgarh,2019,8.285714285714286,8.0,7,10,7,lower_order,tailender,True,40.653980849036216
Shoaib Mohammed Khan,81,6,74,5,3,3,13.5,26,3,0.5,0,0.0,8.26,0,0,0.0,0.0,109.46,0.108,0.041,0.068,0.469,0.351,0,27,54,0,32,42,0.0,0.333,0.667,,84.38,128.57,death,10.0,14.2,12.33,0.683,Andhra,2022,7.833333333333333,8.0,7,9,8,lower_order,tailender,True,70.93916928797167
Shreshth Nirmohi,1,1,2,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,,1.0,2.0,0.071,Chandigarh,2019,11.0,11.0,11,11,11,tailender,tailender,False,1.0194809563975211
Shubham Arora,40,2,31,3,2,2,20.0,26,14,0.0,0,0.0,8.49,0,0,0.0,0.0,129.03,0.161,0.065,0.097,0.6,0.419,15,25,0,11,20,0,0.375,0.625,0.0,136.36,125.0,,powerplay,26.0,14.0,15.5,0.254,Himachal,2021,3.0,3.0,3,3,3,top_order,middle_order,False,36.320254824372924
Shubham Chaubey,182,15,151,10,9,12,12.13,35,0,0.2,3,0.2,11.19,1,0,0.067,0.0,120.53,0.126,0.06,0.066,0.516,0.358,24,71,87,23,80,48,0.132,0.39,0.478,104.35,88.75,181.25,death,15.8,10.3,10.07,1.0,Uttar Pradesh,2023,5.6,6.0,2,8,5,middle_order,finisher,True,54.077188302751345
Shubham Kamal Sharma,13,3,22,1,0,2,4.33,5,3,0.333,0,0.0,1.15,0,0,0.0,0.0,59.09,0.045,0.0,0.045,0.308,0.591,0,4,9,0,12,10,0.0,0.308,0.692,,33.33,90.0,death,5.0,3.0,7.33,0.279,Rajasthan,2021,7.333333333333333,7.0,7,8,7,lower_order,tailender,True,2.832468608325738
Shubham Khajuria,322,19,275,26,12,17,16.95,73,0,0.105,3,0.158,20.06,4,2,0.211,0.105,117.09,0.138,0.044,0.095,0.547,0.415,170,149,3,165,108,2,0.528,0.463,0.009,103.03,137.96,150.0,death,26.75,9.82,14.47,1.0,Jammu & Kashmir,2023,1.9473684210526316,2.0,1,4,1,opener,anchor_opener,True,34.59290263134272
Shubham Kumar Singh,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,1,,,,,,0.0,unknown,,0.0,1.0,0.067,Jharkhand,2021,10.0,10.0,10,10,10,tailender,tailender,False,4.575844000733318
Shubham Pundir,452,21,401,42,12,14,21.52,68,0,0.333,1,0.048,17.71,5,2,0.238,0.095,112.72,0.135,0.03,0.105,0.531,0.374,53,284,115,68,262,71,0.117,0.628,0.254,77.94,108.4,161.97,death,23.2,20.0,19.1,1.0,Jammu & Kashmir,2023,4.238095238095238,4.0,3,7,4,top_order,finisher,True,57.483265300615905
Shubham Ranjane,256,12,223,22,5,8,21.33,52,1,0.333,0,0.0,14.5,4,1,0.333,0.083,114.8,0.121,0.022,0.099,0.461,0.318,32,133,91,31,135,57,0.125,0.52,0.355,103.23,98.52,159.65,death,29.75,17.12,18.58,1.0,Mumbai,2021,5.769230769230769,6.0,4,8,7,lower_order,tailender,True,71.3935831396171
Shubham Sharma,203,9,195,23,2,9,22.56,56,6,0.0,0,0.0,15.37,2,1,0.222,0.111,104.1,0.128,0.01,0.118,0.512,0.436,136,64,3,114,78,3,0.67,0.315,0.015,119.3,82.05,100.0,powerplay,17.25,26.8,21.67,1.0,Madhya Pradesh,2023,2.3333333333333335,2.0,1,4,2,opener,anchor_opener,True,30.71289679736282
Shubham Singh,0,1,3,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,3,,,,,,0.0,unknown,,0.0,3.0,0.075,Chhattisgarh,2018,9.0,9.0,9,9,9,tailender,tailender,False,4.575844000733318
Shubman Gill,635,18,455,63,25,15,35.28,126,1,0.167,0,0.0,32.72,9,4,0.5,0.222,139.56,0.193,0.055,0.138,0.633,0.356,293,290,52,251,187,17,0.461,0.457,0.082,116.73,155.08,305.88,death,40.0,30.56,25.28,1.0,Punjab,2022,1.3333333333333333,1.0,1,2,1,opener,anchor_opener,True,96.22153985916981
Sibsankar Roy,528,20,423,58,11,18,26.4,83,0,0.1,1,0.05,23.15,8,4,0.4,0.2,124.82,0.163,0.026,0.137,0.564,0.357,194,285,49,175,212,36,0.367,0.54,0.093,110.86,134.43,136.11,death,37.8,22.6,21.15,1.0,Assam,2023,3.2,3.0,2,5,3,top_order,top_order_anchor,True,80.78752757698477
Siddhesh Wath,166,9,156,21,4,9,18.44,36,0,0.0,3,0.333,14.5,2,0,0.222,0.0,106.41,0.16,0.026,0.135,0.651,0.487,95,70,1,91,63,2,0.572,0.422,0.006,104.4,111.11,50.0,middle,11.8,26.75,17.33,1.0,Vidarbha,2021,2.111111111111111,1.0,1,5,1,opener,anchor_opener,True,34.10734482798725
Sijomon Joseph,0,1,2,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,2,,,,,,0.0,unknown,,0.0,2.0,0.071,Kerala,2017,8.0,8.0,8,8,8,lower_order,tailender,False,4.575844000733318
Simarjeet Singh,2,3,5,0,0,1,0.67,1,0,0.667,0,0.0,0.58,0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.6,0,0,2,0,0,5,0.0,0.0,1.0,,,40.0,death,,0.67,1.67,0.208,Delhi,2019,10.333333333333334,10.0,10,11,10,tailender,tailender,True,0.7593967178085519
Sinan Khadir,56,7,63,8,0,7,8.0,17,0,0.0,1,0.143,7.16,0,0,0.0,0.0,88.89,0.127,0.0,0.127,0.571,0.492,1,34,21,3,44,16,0.018,0.607,0.375,33.33,77.27,131.25,death,,8.0,9.0,0.7,Mizoram,2018,4.428571428571429,5.0,1,7,3,top_order,middle_order,True,46.81165462829018
Sirla Srinivas,105,6,93,8,5,5,17.5,29,1,0.167,0,0.0,13.03,0,0,0.0,0.0,112.9,0.14,0.054,0.086,0.59,0.441,0,36,69,0,42,51,0.0,0.343,0.657,,85.71,135.29,death,1.0,20.8,15.5,0.762,Andhra,2015,7.5,7.0,7,9,7,lower_order,tailender,True,76.52012951364478
Snehal Kauthankar,392,20,365,39,5,17,19.6,57,0,0.15,1,0.05,16.93,5,2,0.25,0.1,107.4,0.121,0.014,0.107,0.474,0.359,130,219,43,139,196,30,0.332,0.559,0.11,93.53,111.73,143.33,death,22.8,18.53,18.25,1.0,Goa,2022,2.9,3.0,1,6,3,top_order,middle_order,True,68.3700660782387
Soaeb Tai,56,5,49,5,0,2,11.2,26,3,0.6,0,0.0,8.76,0,0,0.0,0.0,114.29,0.102,0.0,0.102,0.357,0.327,0,8,48,0,9,40,0.0,0.143,0.857,,88.89,120.0,death,7.5,26.0,9.8,0.517,Baroda,2017,7.6,7.0,6,9,7,lower_order,tailender,True,70.08033297921935
Sohraab Dhaliwal,213,14,136,14,13,10,15.21,45,0,0.286,1,0.071,13.3,2,0,0.143,0.0,156.62,0.199,0.096,0.103,0.629,0.294,0,73,140,0,58,78,0.0,0.343,0.657,,125.86,179.49,death,14.86,15.57,9.71,1.0,Madhya Pradesh,2018,6.357142857142857,6.0,5,7,6,middle_order,finisher,True,55.52038952338304
Somnath Soni,0,1,3,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,3,,,,,,0.0,unknown,,0.0,3.0,0.075,Arunachal Pradesh,2018,11.0,11.0,11,11,11,tailender,tailender,False,4.575844000733318
Somorjit Salam,13,3,13,1,1,1,4.33,12,0,0.667,1,0.333,6.66,0,0,0.0,0.0,100.0,0.154,0.077,0.077,0.769,0.615,0,0,13,0,1,12,0.0,0.0,1.0,,0.0,108.33,death,,4.33,4.33,0.242,Manipur,2021,9.666666666666666,9.0,9,11,9,tailender,tailender,True,53.334665862812194
Song Tacho,74,10,100,3,1,8,7.4,26,0,0.2,3,0.3,9.63,0,0,0.0,0.0,74.0,0.04,0.01,0.03,0.243,0.5,40,14,20,36,32,32,0.541,0.189,0.27,111.11,43.75,62.5,powerplay,,7.4,10.0,0.917,Arunachal Pradesh,2021,5.545454545454546,7.0,2,7,7,lower_order,tailender,True,13.249488774273674
Sonu Singh,2,1,3,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.333,0,1,1,0,1,2,0.0,0.5,0.5,,100.0,50.0,middle,,2.0,3.0,0.075,Jharkhand,2019,9.0,9.0,9,9,9,tailender,tailender,False,15.719265320460654
Sonu Yadav,16,1,16,2,0,1,16.0,16,16,0.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.125,0.0,0.125,0.5,0.5,5,11,0,5,11,0,0.312,0.688,0.0,100.0,100.0,,powerplay,16.0,,16.0,0.129,Tamil Nadu,2020,5.0,5.0,5,5,5,middle_order,middle_order,False,42.50756194052379
Sourabh Majumdar,3,3,8,0,0,2,1.0,3,0,0.333,2,0.667,1.73,0,0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.75,0,0,3,0,0,8,0.0,0.0,1.0,,,37.5,death,,1.0,2.67,0.221,Chhattisgarh,2023,10.5,10.5,10,11,10,tailender,tailender,True,0.7593967178085519
Sourav Dey,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,1,,,,,,0.0,unknown,,0.0,1.0,0.067,Assam,2023,10.0,10.0,10,10,10,tailender,tailender,False,4.575844000733318
Srinivas Fadte,32,6,33,3,0,4,5.33,15,0,0.333,1,0.167,5.2,0,0,0.0,0.0,96.97,0.091,0.0,0.091,0.375,0.394,4,1,27,4,3,26,0.125,0.031,0.844,100.0,33.33,103.85,death,,5.33,5.5,0.512,Goa,2017,8.333333333333334,9.0,4,11,9,tailender,tailender,True,45.743540248909305
Subham Nayak,1,1,3,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0,0,1,0,0,3,0.0,0.0,1.0,,,33.33,death,,1.0,3.0,0.075,Odisha,2018,9.0,9.0,9,9,9,tailender,tailender,False,0.7593967178085519
Subhransu Senapati,492,20,382,36,22,19,24.6,64,0,0.05,1,0.05,18.07,8,2,0.4,0.1,128.8,0.152,0.058,0.094,0.561,0.351,198,256,38,140,221,21,0.402,0.52,0.077,141.43,115.84,180.95,death,28.75,21.83,19.1,1.0,Odisha,2024,3.3,3.0,3,5,3,top_order,finisher,True,73.5516890769755
Suboth Bhati,122,17,88,11,9,11,7.18,26,0,0.353,4,0.235,8.05,0,0,0.0,0.0,138.64,0.227,0.102,0.125,0.803,0.511,25,6,91,19,19,50,0.205,0.049,0.746,131.58,31.58,182.0,death,5.38,8.78,5.18,0.867,Delhi,2021,7.411764705882353,9.0,2,10,9,tailender,tailender,True,58.292878598987876
Subramanian Anand,177,8,169,14,4,8,22.12,42,1,0.0,0,0.0,15.3,3,0,0.375,0.0,104.73,0.107,0.024,0.083,0.452,0.391,48,109,20,43,103,23,0.271,0.616,0.113,111.63,105.83,86.96,powerplay,21.25,23.0,21.12,1.0,Puducherry,2020,4.375,4.5,3,6,5,middle_order,middle_order,True,57.1580449886749
Sudip Chatterjee,399,21,348,44,3,18,19.0,51,0,0.143,2,0.095,18.87,6,3,0.286,0.143,114.66,0.135,0.009,0.126,0.486,0.376,165,177,57,143,161,44,0.414,0.444,0.143,115.38,109.94,129.55,death,27.0,8.33,16.57,1.0,Bengal,2023,3.0952380952380953,3.0,1,4,4,top_order,middle_order,True,76.6227667205535
Sufiyan Alam,5,2,10,0,0,2,2.5,3,2,0.0,0,0.0,0.71,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,2,3,0,6,4,0,0.4,0.6,0.0,33.33,75.0,,middle,,2.5,5.0,0.167,Services,2021,2.5,2.5,2,3,2,opener,anchor_opener,False,18.110416882803733
Suheh Hussain,27,3,28,1,1,3,9.0,18,3,0.0,0,0.0,7.94,0,0,0.0,0.0,96.43,0.071,0.036,0.036,0.37,0.393,1,26,0,3,25,0,0.037,0.963,0.0,33.33,104.0,,middle,18.0,4.5,9.33,0.304,Arunachal Pradesh,2018,5.0,5.0,3,7,3,top_order,middle_order,True,35.35626736283326
Sujit Nayak,38,4,28,5,1,1,9.5,17,0,0.75,1,0.25,7.05,0,0,0.0,0.0,135.71,0.214,0.036,0.179,0.684,0.429,0,0,38,0,6,22,0.0,0.0,1.0,,0.0,172.73,death,13.5,5.5,7.0,0.367,Mumbai,2020,7.0,7.0,7,7,7,lower_order,tailender,True,60.0850453628813
Sukesh Heera,0,1,3,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,3,0,0,,,,0.0,,,unknown,0.0,,3.0,0.075,Odisha,2020,2.0,2.0,2,2,2,opener,anchor_opener,False,19.77308301540045
Sultan Karim,45,10,96,2,0,8,4.5,11,0,0.2,0,0.0,3.41,0,0,0.0,0.0,46.88,0.021,0.0,0.021,0.178,0.604,1,15,29,6,34,56,0.022,0.333,0.644,16.67,44.12,51.79,death,,4.5,9.6,0.9,Manipur,2023,7.6,7.5,6,9,9,tailender,tailender,True,7.291791898476932
Sumit Kumar,628,38,500,57,26,26,16.53,63,0,0.316,3,0.079,15.12,6,1,0.158,0.026,125.6,0.166,0.052,0.114,0.611,0.39,68,258,302,68,240,192,0.108,0.411,0.481,100.0,107.5,157.29,death,18.5,14.75,13.16,1.0,Haryana,2023,5.5,6.0,3,8,6,middle_order,finisher,True,49.50364761931795
Sumit Lama,14,4,28,1,0,3,3.5,8,1,0.25,0,0.0,3.11,0,0,0.0,0.0,50.0,0.036,0.0,0.036,0.286,0.643,0,0,14,0,5,23,0.0,0.0,1.0,,0.0,60.87,death,,3.5,7.0,0.367,Mizoram,2020,8.75,9.0,8,9,9,tailender,tailender,True,0.9583254320090742
Sumit Ruikar,47,8,37,4,2,7,5.88,18,0,0.125,2,0.25,6.83,0,0,0.0,0.0,127.03,0.162,0.054,0.108,0.596,0.351,0,16,31,0,10,27,0.0,0.34,0.66,,160.0,114.81,middle,,5.88,4.62,0.654,Chhattisgarh,2022,8.875,9.0,8,10,8,lower_order,tailender,True,82.84284615628434
Sumit Singh,122,8,114,9,6,7,15.25,24,5,0.125,0,0.0,6.78,0,0,0.0,0.0,107.02,0.132,0.053,0.079,0.59,0.465,22,77,23,15,78,21,0.18,0.631,0.189,146.67,98.72,109.52,powerplay,13.5,15.83,14.25,0.975,Services,2021,5.25,5.0,3,8,3,top_order,middle_order,True,49.8071842735784
Sunil Roul,0,2,2,0,0,2,0.0,0,0,0.0,2,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,2,,,,,,0.0,unknown,,0.0,1.0,0.133,Odisha,2020,9.5,9.5,9,10,9,tailender,tailender,False,4.575844000733318
Sunil Yadav,8,2,10,0,0,2,4.0,7,1,0.0,0,0.0,4.24,0,0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.3,0,0,8,0,0,10,0.0,0.0,1.0,,,80.0,death,1.0,7.0,5.0,0.167,Maharashtra,2021,8.5,8.5,8,9,8,lower_order,tailender,False,11.785884610532717
Sunny Gupta,0,1,4,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,4,0,,,,,0.0,,unknown,,0.0,4.0,0.079,Jharkhand,2017,9.0,9.0,9,9,9,tailender,tailender,False,20.13556115487721
Sunny Kashyap,4,2,7,0,0,1,2.0,3,1,0.5,0,0.0,1.41,0,0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.571,0,3,1,0,6,1,0.0,0.75,0.25,,50.0,100.0,death,1.0,3.0,3.5,0.154,Uttarakhand,2018,9.0,9.0,9,9,9,tailender,tailender,False,6.338312692396575
Sunny Rana,2,4,10,0,0,4,0.5,2,0,0.0,3,0.75,1.0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.8,0,0,2,0,6,4,0.0,0.0,1.0,,0.0,50.0,death,,0.5,2.5,0.292,Uttarakhand,2019,9.25,9.5,8,10,10,tailender,tailender,True,0.6054601218821808
Supriyo Chakraborty,9,2,9,2,0,1,4.5,8,1,0.5,0,0.0,4.95,0,0,0.0,0.0,100.0,0.222,0.0,0.222,0.889,0.667,4,4,1,3,5,1,0.444,0.444,0.111,133.33,80.0,100.0,powerplay,,4.5,4.5,0.162,Jharkhand,2019,5.5,5.5,4,7,4,top_order,middle_order,False,27.54707557365959
Suraj Ahuja,72,8,65,4,2,6,9.0,22,2,0.25,0,0.0,6.72,0,0,0.0,0.0,110.77,0.092,0.031,0.062,0.389,0.338,1,37,34,2,29,34,0.014,0.514,0.472,50.0,127.59,100.0,middle,5.75,12.25,8.12,0.771,Railways,2022,6.125,6.0,5,7,6,middle_order,middle_order,True,57.62571840156977
