player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model,ml_suitability_score
NS Chaturved,79,4,80,5,2,3,19.75,34,1,0.25,0,0.0,13.94,1,0,0.25,0.0,98.75,0.088,0.025,0.062,0.405,0.425,27,33,19,26,39,15,0.342,0.418,0.241,103.85,84.62,126.67,death,20.0,19.0,20.0,0.583,Tamil Nadu,2018,4.75,5.0,1,8,1,opener,anchor_opener,True,45.90144443115594
NS Naik,487,26,363,35,20,17,18.73,70,0,0.346,2,0.077,20.73,5,3,0.192,0.115,134.16,0.152,0.055,0.096,0.534,0.295,35,259,193,32,201,130,0.072,0.532,0.396,109.38,128.86,148.46,death,29.33,9.64,13.96,1.0,Maharashtra,2020,5.5,5.5,4,7,5,middle_order,middle_order,True,62.226322404890766
NS Rathour,3,1,4,0,0,1,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.25,0,3,0,0,4,0,0.0,1.0,0.0,,75.0,,middle,3.0,,4.0,0.079,Uttarakhand,2022,5.0,5.0,5,5,5,middle_order,middle_order,False,28.503515582227795
NS Sharma,22,1,17,0,2,1,22.0,22,22,0.0,0,0.0,0.0,0,0,0.0,0.0,129.41,0.118,0.118,0.0,0.545,0.353,0,3,19,0,4,13,0.0,0.136,0.864,,75.0,146.15,death,,22.0,17.0,0.133,Chandigarh,2024,7.0,7.0,7,7,7,lower_order,tailender,False,74.93186246564915
NV Ojha,443,21,365,43,19,21,21.1,74,0,0.0,2,0.095,21.54,5,3,0.238,0.143,121.37,0.17,0.052,0.118,0.646,0.46,276,159,8,235,120,10,0.623,0.359,0.018,117.45,132.5,80.0,middle,21.09,21.1,17.38,1.0,Madhya Pradesh,2019,1.8095238095238095,1.0,1,4,1,opener,anchor_opener,True,32.179554767290846
Nabam Tatang,4,1,6,0,0,1,4.0,4,4,0.0,0,0.0,0.0,0,0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.333,0,4,0,0,6,0,0.0,1.0,0.0,,66.67,,middle,,4.0,6.0,0.088,Arunachal Pradesh,2020,6.0,6.0,6,6,6,middle_order,middle_order,False,28.013721049166364
Nabam Tempol,2,2,4,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,2,0,0,4,0.0,0.0,1.0,,,50.0,death,,1.0,2.0,0.142,Arunachal Pradesh,2020,8.5,8.5,8,9,8,lower_order,tailender,False,1.0194809563975211
Nagaho Chishi,13,8,35,0,0,6,1.62,5,0,0.25,2,0.25,1.69,0,0,0.0,0.0,37.14,0.0,0.0,0.0,0.0,0.629,0,6,7,0,20,15,0.0,0.462,0.538,,30.0,46.67,death,1.0,1.71,4.38,0.646,Nagaland,2022,8.0,8.0,5,10,8,lower_order,tailender,True,4.109538536367534
Nakul Sharma,160,11,125,10,9,8,14.55,53,1,0.273,0,0.0,17.76,2,1,0.182,0.091,128.0,0.152,0.072,0.08,0.588,0.424,10,96,54,9,73,43,0.062,0.6,0.338,111.11,131.51,125.58,middle,7.8,20.17,11.36,1.0,Services,2020,5.636363636363637,6.0,3,7,6,middle_order,middle_order,True,64.15775796785121
Nakul Verma,495,24,463,51,4,24,20.62,73,0,0.0,2,0.083,19.53,6,2,0.25,0.083,106.91,0.119,0.009,0.11,0.461,0.367,319,172,4,280,172,11,0.644,0.347,0.008,113.93,100.0,36.36,powerplay,28.0,15.36,19.29,1.0,Services,2023,1.75,1.0,1,6,1,opener,anchor_opener,True,34.5405481901601
Nalin Mishra,15,1,19,2,0,1,15.0,15,15,0.0,0,0.0,0.0,0,0,0.0,0.0,78.95,0.105,0.0,0.105,0.533,0.526,15,0,0,19,0,0,1.0,0.0,0.0,78.95,,,powerplay,,15.0,19.0,0.142,Uttar Pradesh,2021,2.0,2.0,2,2,2,opener,anchor_opener,False,19.413086072316357
Naman Dhir,39,4,28,1,3,4,9.75,17,1,0.0,0,0.0,6.7,0,0,0.0,0.0,139.29,0.143,0.107,0.036,0.564,0.357,10,29,0,7,21,0,0.256,0.744,0.0,142.86,138.1,,powerplay,10.0,9.0,7.0,0.367,Punjab,2023,3.0,3.0,3,3,3,top_order,middle_order,True,39.55275734086901
Naren Reddy,88,4,55,5,6,2,22.0,43,0,0.5,1,0.25,17.61,1,0,0.25,0.0,160.0,0.2,0.109,0.091,0.636,0.236,0,6,82,0,12,43,0.0,0.068,0.932,,50.0,190.7,death,24.0,21.33,13.75,0.479,Andhra,2020,6.0,6.0,6,6,6,middle_order,finisher,True,67.1939940444113
Narsingh Yadav,168,16,212,13,5,14,10.5,50,0,0.125,5,0.312,13.87,2,1,0.125,0.062,79.25,0.085,0.024,0.061,0.488,0.571,84,82,2,124,82,6,0.5,0.488,0.012,67.74,100.0,33.33,middle,32.0,5.54,13.25,1.0,Manipur,2021,2.6875,2.5,1,7,1,opener,anchor_opener,True,18.750651808660944
Naushad Shaikh,732,32,609,60,16,24,22.88,78,0,0.25,3,0.094,20.94,11,4,0.344,0.125,120.2,0.125,0.026,0.099,0.459,0.315,88,485,159,97,412,100,0.12,0.663,0.217,90.72,117.72,159.0,death,25.5,19.5,19.03,1.0,Maharashtra,2021,3.9375,4.0,2,6,4,top_order,finisher,True,73.89435479795311
Navdeep Saini,11,4,19,0,0,2,2.75,7,1,0.5,0,0.0,2.87,0,0,0.0,0.0,57.89,0.0,0.0,0.0,0.0,0.474,0,1,10,0,4,15,0.0,0.091,0.909,,25.0,66.67,death,2.0,3.0,4.75,0.329,Delhi,2022,10.0,10.0,10,10,10,tailender,tailender,True,1.328321503416975
Navneet Virk,11,1,18,0,1,1,11.0,11,11,0.0,0,0.0,0.0,0,0,0.0,0.0,61.11,0.056,0.056,0.0,0.545,0.722,9,2,0,16,2,0,0.818,0.182,0.0,56.25,100.0,,middle,,11.0,18.0,0.138,Railways,2020,4.0,4.0,4,4,4,top_order,middle_order,False,19.541330383376803
Nawazul Munier,5,1,9,0,0,1,5.0,5,5,0.0,0,0.0,0.0,0,0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.444,0,0,5,0,0,9,0.0,0.0,1.0,,,55.56,death,,5.0,9.0,0.1,Jammu & Kashmir,2020,8.0,8.0,8,8,8,lower_order,tailender,False,12.348480823538312
Nazeeb Saiyed,101,7,103,3,5,7,14.43,32,0,0.0,1,0.143,12.26,1,0,0.143,0.0,98.06,0.078,0.049,0.029,0.416,0.408,8,43,50,17,49,37,0.079,0.426,0.495,47.06,87.76,135.14,death,,14.43,14.71,0.867,Arunachal Pradesh,2021,4.428571428571429,5.0,3,6,5,middle_order,middle_order,True,43.1815127178794
Nazim Siddiqui,23,5,37,4,0,4,4.6,11,0,0.2,2,0.4,5.13,0,0,0.0,0.0,62.16,0.108,0.0,0.108,0.696,0.703,12,0,11,26,3,8,0.522,0.0,0.478,46.15,0.0,137.5,death,5.5,4.0,7.4,0.467,Jharkhand,2019,4.2,5.0,2,7,2,opener,anchor_opener,True,19.566091879479178
Neelam Obi,96,11,171,12,1,11,8.73,20,1,0.0,0,0.0,6.44,0,0,0.0,0.0,56.14,0.076,0.006,0.07,0.562,0.69,56,40,0,109,62,0,0.583,0.417,0.0,51.38,64.52,,middle,,8.73,15.55,1.0,Arunachal Pradesh,2023,2.909090909090909,3.0,1,6,1,opener,anchor_opener,True,22.73563891455205
Neelambuj Vats,31,3,51,1,1,1,10.33,28,1,0.667,0,0.0,15.31,0,0,0.0,0.0,60.78,0.039,0.02,0.02,0.323,0.608,0,13,18,0,31,20,0.0,0.419,0.581,,41.94,90.0,death,,10.33,17.0,0.4,Tripura,2019,8.5,9.0,7,9,9,tailender,tailender,True,22.868457176146922
Neetesh Sharma,2,1,11,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.818,2,0,0,11,0,0,1.0,0.0,0.0,18.18,,,powerplay,,2.0,11.0,0.108,Meghalaya,2018,6.0,6.0,6,6,6,middle_order,middle_order,False,14.571604802042676
Ngangom Rajesh Singh,22,2,23,2,0,1,11.0,22,0,0.5,1,0.5,15.56,0,0,0.0,0.0,95.65,0.087,0.0,0.087,0.364,0.348,0,10,12,0,12,11,0.0,0.455,0.545,,83.33,109.09,death,,11.0,11.5,0.221,Manipur,2018,6.5,6.5,6,7,6,middle_order,middle_order,False,60.72854834942669
Nihal Surlaker,5,1,8,0,0,1,5.0,5,5,0.0,0,0.0,0.0,0,0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.375,0,0,5,0,0,8,0.0,0.0,1.0,,,62.5,death,,5.0,8.0,0.096,Goa,2021,10.0,10.0,10,10,10,tailender,tailender,False,22.888030290860456
Nikhil Chaudhary,48,4,31,5,1,3,12.0,23,5,0.25,0,0.0,8.08,0,0,0.0,0.0,154.84,0.194,0.032,0.161,0.542,0.226,0,1,47,0,1,30,0.0,0.021,0.979,,100.0,156.67,death,23.0,8.33,7.75,0.379,Punjab,2019,6.25,6.0,5,8,6,middle_order,finisher,True,56.60496601528781
Nikhil Gangta,370,15,293,37,8,12,24.67,54,1,0.2,0,0.0,18.46,6,3,0.4,0.2,126.28,0.154,0.027,0.126,0.53,0.328,30,240,100,23,189,81,0.081,0.649,0.27,130.43,126.98,123.46,powerplay,23.57,25.62,19.53,1.0,Himachal,2022,5.0,5.0,4,7,4,top_order,middle_order,True,78.20255294440723
Nikhil Kohli,1,2,5,0,0,1,0.5,1,0,0.5,1,0.5,0.71,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.8,0,0,1,0,0,5,0.0,0.0,1.0,,,20.0,death,,0.5,2.5,0.146,Uttarakhand,2021,10.5,10.5,10,11,10,tailender,tailender,False,0.9169589325783635
Nikhilesh Surendran,57,3,51,10,0,3,19.0,36,0,0.0,1,0.333,18.08,1,0,0.333,0.0,111.76,0.196,0.0,0.196,0.702,0.51,34,23,0,33,18,0,0.596,0.404,0.0,103.03,127.78,,middle,19.0,,17.0,0.4,Kerala,2015,4.666666666666667,4.0,1,9,1,opener,anchor_opener,True,38.63497661923278
Nilesh Lamichaney,96,11,148,9,0,10,8.73,24,0,0.091,1,0.091,7.95,0,0,0.0,0.0,64.86,0.061,0.0,0.061,0.375,0.581,71,15,10,104,31,13,0.74,0.156,0.104,68.27,48.39,76.92,death,,8.73,13.45,1.0,Sikkim,2021,3.090909090909091,2.0,1,8,1,opener,anchor_opener,True,11.881831280552264
Ninad Kadam,67,4,71,3,2,3,16.75,32,3,0.25,0,0.0,14.41,1,0,0.25,0.0,94.37,0.07,0.028,0.042,0.358,0.394,1,35,31,2,47,22,0.015,0.522,0.463,50.0,74.47,140.91,death,,16.75,17.75,0.546,Tripura,2018,6.25,7.0,4,7,7,lower_order,tailender,True,47.015029524769666
Nipan Deka,44,2,29,1,4,2,22.0,42,2,0.0,0,0.0,28.28,1,0,0.5,0.0,151.72,0.172,0.138,0.034,0.636,0.345,0,19,25,0,13,16,0.0,0.432,0.568,,146.15,156.25,death,42.0,2.0,14.5,0.246,Assam,2022,6.5,6.5,5,8,5,middle_order,middle_order,False,83.8832879584663
Nishunk Birla,4,1,1,1,0,0,4.0,4,4,1.0,0,0.0,0.0,0,0,0.0,0.0,400.0,1.0,0.0,1.0,1.0,0.0,0,0,4,0,0,1,0.0,0.0,1.0,,,400.0,death,,4.0,1.0,0.067,Chandigarh,2024,11.0,11.0,11,11,11,tailender,tailender,False,56.11526806281727
Nitesh Lohchab,22,3,24,3,0,3,7.33,13,1,0.0,0,0.0,6.03,0,0,0.0,0.0,91.67,0.125,0.0,0.125,0.545,0.458,17,5,0,21,3,0,0.773,0.227,0.0,80.95,166.67,,middle,,7.33,8.0,0.288,Nagaland,2018,2.3333333333333335,3.0,1,3,3,top_order,middle_order,True,25.467210690091203
Nitesh Sedai,203,17,221,21,2,16,11.94,49,0,0.059,5,0.294,14.5,2,0,0.118,0.0,91.86,0.104,0.009,0.095,0.473,0.471,91,85,27,89,106,26,0.448,0.419,0.133,102.25,80.19,103.85,death,31.33,7.79,13.0,1.0,Manipur,2023,3.823529411764706,4.0,1,7,2,opener,anchor_opener,True,28.177137376617452
Nithish Kumar Reddy,92,4,96,6,3,4,23.0,41,5,0.0,0,0.0,19.13,2,0,0.5,0.0,95.83,0.094,0.031,0.062,0.457,0.458,23,46,23,33,49,14,0.25,0.5,0.25,69.7,93.88,164.29,death,8.0,28.0,24.0,0.65,Andhra,2021,3.0,3.0,3,3,3,top_order,middle_order,True,49.09310541406347
Nitin Tanwar,55,7,63,5,0,4,7.86,19,1,0.429,0,0.0,7.2,0,0,0.0,0.0,87.3,0.079,0.0,0.079,0.364,0.381,0,7,48,3,18,42,0.0,0.127,0.873,0.0,38.89,114.29,death,1.5,10.4,9.0,0.7,Services,2021,7.571428571428571,8.0,7,8,8,lower_order,tailender,True,46.04279435751773
Nitin Yadav,3,2,4,0,0,1,1.5,3,0,0.5,1,0.5,2.12,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.5,0,0,3,0,0,4,0.0,0.0,1.0,,,75.0,death,,1.5,2.0,0.142,Services,2017,11.0,11.0,11,11,11,tailender,tailender,False,1.2186520392744336
Nitish Rao,3,1,3,0,0,0,3.0,3,3,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,0.0,0.0,1.0,,,100.0,death,,3.0,3.0,0.075,Chhattisgarh,2017,10.0,10.0,10,10,10,tailender,tailender,False,41.51740200857325
Niyas Nizar,0,1,5,0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,5,,,,,,0.0,unknown,0.0,,5.0,0.083,Kerala,2015,10.0,10.0,10,10,10,tailender,tailender,False,4.575844000733318
Nongthombam Denin,14,2,14,1,0,2,7.0,9,5,0.0,0,0.0,2.83,0,0,0.0,0.0,100.0,0.071,0.0,0.071,0.286,0.286,0,0,14,0,0,14,0.0,0.0,1.0,,,100.0,death,,7.0,7.0,0.183,Manipur,2020,9.0,9.0,9,9,9,tailender,tailender,False,62.1165156304028
Nzanthung Mozhui,5,2,19,0,0,2,2.5,5,0,0.0,1,0.5,3.54,0,0,0.0,0.0,26.32,0.0,0.0,0.0,0.0,0.789,5,0,0,18,0,1,1.0,0.0,0.0,27.78,,0.0,powerplay,0.0,5.0,9.5,0.204,Nagaland,2022,4.5,4.5,1,8,1,opener,anchor_opener,False,3.818262079374267
OA Shah,4,2,8,0,0,2,2.0,3,1,0.0,0,0.0,1.41,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,4,0,0,8,0,0.0,1.0,0.0,,50.0,,middle,,2.0,4.0,0.158,Jammu & Kashmir,2017,5.0,5.0,5,5,5,middle_order,middle_order,False,18.4625749719712
Oren Ngullie,4,2,22,1,0,2,2.0,4,0,0.0,1,0.5,2.83,0,0,0.0,0.0,18.18,0.045,0.0,0.045,1.0,0.955,4,0,0,18,0,4,1.0,0.0,0.0,22.22,,0.0,powerplay,,2.0,11.0,0.217,Nagaland,2019,5.5,5.5,1,10,1,opener,anchor_opener,False,3.818262079374267
P Awana,8,1,12,2,0,0,8.0,8,8,1.0,0,0.0,0.0,0,0,0.0,0.0,66.67,0.167,0.0,0.167,1.0,0.833,0,4,4,0,4,8,0.0,0.5,0.5,,100.0,50.0,middle,8.0,,12.0,0.112,Delhi,2015,11.0,11.0,11,11,11,tailender,tailender,False,29.602889388945147
P Chopra,1118,33,951,107,24,26,33.88,105,0,0.212,2,0.061,25.37,17,8,0.515,0.242,117.56,0.138,0.025,0.113,0.512,0.367,492,480,146,472,379,100,0.44,0.429,0.131,104.24,126.65,146.0,death,34.33,33.33,28.82,1.0,Himachal,2022,1.6470588235294117,2.0,1,3,2,opener,anchor_opener,True,89.04702796373635
P Dogra,943,31,722,59,52,27,30.42,89,1,0.129,0,0.0,22.21,16,6,0.516,0.194,130.61,0.154,0.072,0.082,0.581,0.356,133,647,163,126,508,88,0.141,0.686,0.173,105.56,127.36,185.23,death,32.6,29.38,23.29,1.0,Puducherry,2022,4.032258064516129,4.0,3,6,4,top_order,top_order_anchor,True,89.65141817640824
P Dubey,100,12,94,7,3,9,8.33,33,0,0.25,2,0.167,9.35,1,0,0.083,0.0,106.38,0.106,0.032,0.074,0.46,0.394,0,23,77,0,28,66,0.0,0.23,0.77,,82.14,116.67,death,6.83,9.83,7.83,0.892,Karnataka,2021,7.076923076923077,7.0,5,9,6,middle_order,middle_order,True,88.64584684461776
P Kumar,41,4,39,2,2,2,10.25,18,3,0.5,0,0.0,7.37,0,0,0.0,0.0,105.13,0.103,0.051,0.051,0.488,0.385,0,7,34,0,7,32,0.0,0.171,0.829,,100.0,106.25,death,8.67,15.0,9.75,0.412,Uttar Pradesh,2017,8.25,8.0,8,9,8,lower_order,tailender,True,73.96107956325835
P Negi,247,18,173,17,11,7,13.72,41,0,0.611,1,0.056,11.5,2,0,0.111,0.0,142.77,0.162,0.064,0.098,0.543,0.283,6,36,205,8,38,127,0.024,0.146,0.83,75.0,94.74,161.42,death,13.45,14.14,9.61,1.0,Delhi,2018,7.277777777777778,7.0,6,8,7,lower_order,tailender,True,44.714093172882066
P Nitesh Reddy,2,1,9,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.778,2,0,0,9,0,0,1.0,0.0,0.0,22.22,,,powerplay,2.0,,9.0,0.1,Hyderabad (India),2022,2.0,2.0,2,2,2,opener,anchor_opener,False,14.571604802042676
P Prafullomani,197,15,261,17,5,12,13.13,52,0,0.2,4,0.267,18.08,3,2,0.2,0.133,75.48,0.084,0.019,0.065,0.497,0.567,86,81,30,127,103,31,0.437,0.411,0.152,67.72,78.64,96.77,death,25.5,11.23,17.4,1.0,Manipur,2023,2.6666666666666665,2.0,1,9,1,opener,anchor_opener,True,20.982552244742898
P Prasanth,64,9,49,4,4,5,7.11,17,1,0.444,0,0.0,5.21,0,0,0.0,0.0,130.61,0.163,0.082,0.082,0.625,0.367,0,19,45,0,19,30,0.0,0.297,0.703,,100.0,150.0,death,8.0,6.4,5.44,0.704,Kerala,2017,7.3,7.0,6,9,7,lower_order,tailender,True,77.79134022497708
P Ray Barman,23,4,16,2,1,4,5.75,15,1,0.0,0,0.0,6.4,0,0,0.0,0.0,143.75,0.188,0.062,0.125,0.609,0.25,0,0,23,0,0,16,0.0,0.0,1.0,,,143.75,death,15.0,2.67,4.0,0.317,Bengal,2020,8.5,8.5,8,9,8,lower_order,tailender,True,84.94492738582599
P Saravana Kumar,11,1,5,2,0,1,11.0,11,11,0.0,0,0.0,0.0,0,0,0.0,0.0,220.0,0.4,0.0,0.4,0.727,0.2,0,0,11,0,0,5,0.0,0.0,1.0,,,220.0,death,,11.0,5.0,0.083,Tamil Nadu,2021,10.0,10.0,10,10,10,tailender,tailender,False,53.25447943164504
P Simran Singh,1002,35,710,99,50,27,28.63,119,0,0.229,2,0.057,29.6,12,8,0.343,0.229,141.13,0.21,0.07,0.139,0.695,0.421,567,392,43,435,249,26,0.566,0.391,0.043,130.34,157.43,165.38,death,36.42,11.64,20.29,1.0,Punjab,2023,2.1142857142857143,2.0,1,7,2,opener,aggressive_opener,True,48.87855440480405
P Suyal,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,1,,,,,,0.0,unknown,,0.0,1.0,0.067,Nagaland,2018,10.5,10.5,10,11,10,tailender,tailender,False,4.575844000733318
P Thamaraikannan,63,7,82,5,1,2,9.0,25,0,0.714,2,0.286,9.45,0,0,0.0,0.0,76.83,0.073,0.012,0.061,0.413,0.512,0,14,49,0,27,55,0.0,0.222,0.778,,51.85,89.09,death,7.0,9.33,11.71,0.779,Puducherry,2020,7.428571428571429,7.0,6,9,7,lower_order,tailender,True,15.689167019584227
PA Dahiya,7,1,11,0,0,1,7.0,7,7,0.0,0,0.0,0.0,0,0,0.0,0.0,63.64,0.0,0.0,0.0,0.0,0.364,0,5,2,0,9,2,0.0,0.714,0.286,,55.56,100.0,death,,7.0,11.0,0.108,Haryana,2022,6.0,6.0,6,6,6,middle_order,middle_order,False,35.91218471068583
PA Patel,407,15,264,56,10,14,27.13,70,3,0.067,0,0.0,22.53,6,4,0.4,0.267,154.17,0.25,0.038,0.212,0.698,0.356,322,85,0,204,60,0,0.791,0.209,0.0,157.84,141.67,,powerplay,36.89,12.5,17.6,1.0,Gujarat,2019,1.0666666666666669,1.0,1,2,1,opener,aggressive_opener,True,60.746326978044294
PA Reddy,532,20,393,47,20,19,26.6,70,0,0.05,2,0.1,23.09,9,3,0.45,0.15,135.37,0.17,0.051,0.12,0.579,0.326,296,198,38,234,138,21,0.556,0.372,0.071,126.5,143.48,180.95,death,31.8,24.87,19.65,1.0,Hyderabad (India),2019,2.25,2.0,1,4,2,opener,aggressive_opener,True,71.98913347436937
PB Mehta,7,1,6,1,0,1,7.0,7,7,0.0,0,0.0,0.0,0,0,0.0,0.0,116.67,0.167,0.0,0.167,0.571,0.333,0,1,6,0,1,5,0.0,0.143,0.857,,100.0,120.0,death,,7.0,6.0,0.088,Haryana,2015,7.0,7.0,7,7,7,lower_order,tailender,False,84.86447053355101
PJ Bhati,167,7,134,13,6,6,23.86,44,2,0.143,0,0.0,16.18,3,0,0.429,0.0,124.63,0.142,0.045,0.097,0.527,0.328,9,130,28,9,99,26,0.054,0.778,0.168,100.0,131.31,107.69,middle,29.75,16.0,19.14,0.938,Maharashtra,2017,5.714285714285714,5.0,5,8,5,middle_order,middle_order,True,78.91675855959049
PJ Sangwan,100,8,79,14,3,4,12.5,29,0,0.5,0,0.0,9.78,0,0,0.0,0.0,126.58,0.215,0.038,0.177,0.74,0.456,14,6,80,19,15,45,0.14,0.06,0.8,73.68,40.0,177.78,death,14.29,0.0,9.88,0.829,Delhi,2023,6.875,8.0,3,9,8,lower_order,tailender,True,49.247501129380325
PK Garg,322,17,257,31,10,15,18.94,59,0,0.118,1,0.059,19.23,4,3,0.235,0.176,125.29,0.16,0.039,0.121,0.571,0.346,75,157,90,78,121,58,0.233,0.488,0.28,96.15,129.75,155.17,death,23.29,15.9,15.12,1.0,Uttar Pradesh,2024,3.941176470588235,4.0,2,6,4,top_order,finisher,True,55.5880658539933
PN Mankad,681,29,478,68,24,22,23.48,71,0,0.241,1,0.034,21.16,9,5,0.31,0.172,142.47,0.192,0.05,0.142,0.611,0.31,80,382,219,57,300,121,0.117,0.561,0.322,140.35,127.33,180.99,death,16.94,34.18,16.48,1.0,Saurashtra,2024,4.9655172413793105,5.0,3,7,4,top_order,top_order_aggressor,True,69.08292976252704
PP Chawla,364,29,271,31,17,20,12.55,41,0,0.31,4,0.138,11.76,3,0,0.103,0.0,134.32,0.177,0.063,0.114,0.621,0.369,0,167,197,1,139,131,0.0,0.459,0.541,0.0,120.14,150.38,death,13.57,11.6,9.34,1.0,Gujarat,2023,6.827586206896552,7.0,3,10,7,lower_order,tailender,True,51.39145039703641
PP Ojha,3,2,4,0,0,2,1.5,3,0,0.0,1,0.5,2.12,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.25,0,0,3,0,0,4,0.0,0.0,1.0,,,75.0,death,,1.5,2.0,0.142,Hyderabad (India),2017,9.5,9.5,9,10,9,tailender,tailender,False,10.611081318944295
PP Shaw,718,25,442,67,46,25,28.72,134,0,0.0,3,0.12,33.53,10,6,0.4,0.24,162.44,0.256,0.104,0.152,0.758,0.382,436,234,48,273,143,26,0.607,0.326,0.067,159.71,163.64,184.62,death,35.16,8.33,17.68,1.0,Mumbai,2024,1.04,1.0,1,2,1,opener,aggressive_opener,True,86.71208153082758
PR Rekhade,1,1,2,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,1,0,1.0,0.0,0.0,100.0,0.0,,powerplay,,1.0,2.0,0.071,Vidarbha,2024,3.0,3.0,3,3,3,top_order,middle_order,False,13.352841399118143
PR Shah,26,4,24,3,0,3,6.5,13,0,0.25,1,0.25,5.69,0,0,0.0,0.0,108.33,0.125,0.0,0.125,0.462,0.417,0,4,22,0,9,15,0.0,0.154,0.846,,44.44,146.67,death,13.0,4.33,6.0,0.35,Baroda,2015,7.75,8.0,7,8,8,lower_order,tailender,True,81.96586945217098
PR Veer,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,1,,,,,,0.0,unknown,0.0,,1.0,0.067,Uttar Pradesh,2023,7.0,7.0,7,7,7,lower_order,tailender,False,4.575844000733318
PR Yadav,36,3,46,4,0,3,12.0,20,0,0.0,1,0.333,10.58,0,0,0.0,0.0,78.26,0.087,0.0,0.087,0.444,0.5,20,16,0,22,24,0,0.556,0.444,0.0,90.91,66.67,,powerplay,0.0,18.0,15.33,0.379,Rajasthan,2015,3.3333333333333335,3.0,3,4,3,top_order,middle_order,True,21.851102606774095
PS Kataria,3,2,12,0,0,2,1.5,3,0,0.0,1,0.5,2.12,0,0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.75,0,3,0,0,7,5,0.0,1.0,0.0,,42.86,0.0,middle,,1.5,6.0,0.175,Arunachal Pradesh,2018,9.5,9.5,9,10,9,tailender,tailender,False,4.847755110705596
PS Kumar,12,1,12,1,0,1,12.0,12,12,0.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.083,0.0,0.083,0.333,0.333,0,12,0,2,10,0,0.0,1.0,0.0,0.0,120.0,,middle,12.0,,12.0,0.112,Haryana,2019,4.0,4.0,4,4,4,top_order,middle_order,False,47.15032116003171
PS Sairam,11,2,10,2,0,1,5.5,6,5,0.5,0,0.0,0.71,0,0,0.0,0.0,110.0,0.2,0.0,0.2,0.727,0.6,0,0,11,0,0,10,0.0,0.0,1.0,,,110.0,death,,5.5,5.0,0.167,Hyderabad (India),2018,8.0,8.0,8,8,8,lower_order,tailender,False,66.3803673236524
PV Tambe,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,1,,,,,,0.0,unknown,,0.0,1.0,0.067,Mumbai,2015,11.0,11.0,11,11,11,tailender,tailender,False,4.575844000733318
Padam Limboo,16,2,21,1,1,0,8.0,16,0,1.0,0,0.0,11.31,0,0,0.0,0.0,76.19,0.095,0.048,0.048,0.625,0.619,0,0,16,0,9,12,0.0,0.0,1.0,,0.0,133.33,death,,8.0,10.5,0.212,Sikkim,2019,9.0,9.0,8,10,8,lower_order,tailender,False,37.19499063380481
Pallav Kumar Das,581,31,412,66,24,30,18.74,77,0,0.032,6,0.194,18.25,8,1,0.258,0.032,141.02,0.218,0.058,0.16,0.702,0.422,468,111,2,315,91,6,0.806,0.191,0.003,148.57,121.98,33.33,powerplay,26.91,14.25,13.29,1.0,Assam,2023,1.6129032258064515,1.0,1,7,1,opener,aggressive_opener,True,25.431508550379412
