player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_runs_conceded,mid_runs_conceded,death_runs_conceded,pp_balls_bowled,mid_balls_bowled,death_balls_bowled,pp_economy,mid_economy,death_economy,pp_workload_pct,mid_workload_pct,death_workload_pct,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,balls_bowled_per_match,sample_reliability_score,team,season_start_year,eligible_for_model
R Vinay Kumar,105,104,2127,3041,48,11,8.58,28.96,20.26,1.01,1.01,30,0.288,0.359,0.462,0.106,930,939,1172,756,714,657,7.38,7.89,10.7,0.355,0.336,0.309,powerplay,death_bowler,1.27,0.75,20.45,1.0,Royal Challengers Bangalore,2018,True
RA Jadeja,173,228,4098,5300,64,7,7.76,30.64,23.69,0.759,1.0,43,0.189,0.318,0.281,0.031,199,4316,785,144,3426,528,8.29,7.56,8.92,0.035,0.836,0.129,middle,middle_overs_bowler,0.96,0.5,17.97,1.0,Chennai Super Kings,2026,True
RA Shaikh,0,1,6,11,0,0,11.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,11,0,0,6,0,0,11.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,,0.0,6.0,0.088,Mumbai Indians,2009,False
RA Tripathi,0,1,6,12,0,0,12.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,12,0,0,6,0,,12.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Rising Pune Supergiant,2017,False
RD Chahar,75,79,1694,2220,33,1,7.86,29.6,22.59,0.949,1.0,22,0.278,0.342,0.418,0.013,95,1888,237,72,1452,170,7.92,7.8,8.36,0.043,0.857,0.1,middle,middle_overs_bowler,1.12,0.77,21.44,1.0,Mumbai Indians,2026,True
RE van der Merwe,21,21,443,515,12,0,6.98,24.52,21.1,1.0,0.77,4,0.19,0.334,0.571,0.0,60,322,133,36,312,95,10.0,6.19,8.4,0.081,0.704,0.214,middle,middle_overs_bowler,1.27,0.7,21.1,1.0,Royal Challengers Bangalore,2013,True
RG More,1,2,35,63,2,0,10.8,63.0,35.0,0.5,0.71,0,0.0,0.114,1.0,0.0,15,18,30,6,12,17,15.0,9.0,10.59,0.171,0.343,0.486,middle,part_time_bowler,,0.5,17.5,0.271,Chennai Super Kings,2015,False
RG Sharma,15,32,339,462,10,0,8.18,30.8,22.6,0.469,0.95,3,0.094,0.26,0.312,0.0,68,322,72,50,240,49,8.16,8.05,8.82,0.147,0.708,0.145,middle,middle_overs_bowler,0.73,0.24,10.59,1.0,Deccan Chargers,2021,True
RJ Gleeson,2,3,68,111,4,1,9.79,55.5,34.0,0.667,0.58,0,0.0,0.353,1.333,0.333,40,21,50,24,18,26,10.0,7.0,11.54,0.353,0.265,0.382,middle,death_bowler,0.5,1.0,22.67,0.471,Chennai Super Kings,2025,False
RJ Harris,45,37,832,1085,32,1,7.82,24.11,18.49,1.216,1.11,12,0.324,0.438,0.865,0.027,480,171,434,426,132,274,6.76,7.77,9.5,0.512,0.159,0.329,powerplay,death_bowler,1.37,1.06,22.49,1.0,Kings XI Punjab,2013,True
RJ Peterson,3,4,48,70,0,0,8.75,23.33,16.0,0.75,1.5,1,0.25,0.438,0.0,0.0,10,21,39,12,18,18,5.0,7.0,13.0,0.25,0.375,0.375,powerplay,part_time_bowler,0.0,3.0,12.0,0.45,Mumbai Indians,2012,False
RJW Topley,5,6,120,222,5,0,11.1,44.4,24.0,0.833,0.75,1,0.167,0.367,0.833,0.0,91,62,69,60,30,30,9.1,12.4,13.8,0.5,0.25,0.25,powerplay,powerplay_bowler,1.0,0.8,20.0,0.875,Royal Challengers Bengaluru,2025,True
RN ten Doeschate,2,10,78,94,5,0,7.23,47.0,39.0,0.2,0.42,0,0.0,0.282,0.5,0.0,0,82,12,0,72,6,,6.83,12.0,0.0,0.923,0.077,middle,middle_overs_bowler,0.25,0.0,7.8,0.825,Kolkata Knight Riders,2015,True
RP Meredith,19,18,388,621,25,2,9.6,32.68,20.42,1.056,0.73,5,0.278,0.379,1.389,0.111,158,219,244,108,150,130,8.78,8.76,11.26,0.278,0.387,0.335,middle,death_bowler,1.2,0.88,21.56,1.0,Mumbai Indians,2023,True
RP Singh,90,82,1775,2417,86,13,8.17,26.86,19.72,1.098,1.07,23,0.28,0.419,1.049,0.159,1237,343,837,1002,246,527,7.41,8.37,9.53,0.565,0.139,0.297,powerplay,powerplay_bowler,1.36,0.89,21.65,1.0,Deccan Chargers,2016,True
RR Bhatkal,0,1,12,35,0,0,17.5,,,0.0,0.0,0,0.0,0.0,0.0,0.0,20,15,0,6,6,0,20.0,15.0,,0.5,0.5,0.0,middle,part_time_bowler,,0.0,12.0,0.112,Royal Challengers Bangalore,2012,False
RR Bose,0,1,12,24,0,0,12.0,,,0.0,0.0,0,0.0,0.417,0.0,0.0,24,0,0,12,0,0,12.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,0.0,,12.0,0.112,Kings XI Punjab,2009,False
RR Powar,13,26,426,538,16,1,7.58,41.38,32.77,0.5,0.71,3,0.115,0.39,0.615,0.038,171,332,35,132,270,24,7.77,7.38,8.75,0.31,0.634,0.056,middle,powerplay_bowler,0.47,0.55,16.38,1.0,Kings XI Punjab,2012,True
RR Raje,6,10,139,214,4,1,9.24,35.67,23.17,0.6,0.84,2,0.2,0.281,0.4,0.1,9,141,64,6,96,37,9.0,8.81,10.38,0.043,0.691,0.266,middle,middle_overs_bowler,0.57,0.67,13.9,1.0,Mumbai Indians,2009,True
RS Bopara,11,14,206,301,7,0,8.77,27.36,18.73,0.786,0.97,3,0.214,0.296,0.5,0.0,0,231,70,0,164,42,,8.45,10.0,0.0,0.796,0.204,middle,middle_overs_bowler,0.83,0.75,14.71,1.0,Kings XI Punjab,2015,True
RS Gavaskar,0,1,6,8,0,0,8.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,0,0,8,0,0,6,,,8.0,0.0,0.0,1.0,death,part_time_bowler,0.0,,6.0,0.088,Kolkata Knight Riders,2009,False
RS Hangargekar,3,2,36,60,6,1,10.0,20.0,12.0,1.5,2.12,1,0.5,0.389,3.0,0.5,12,32,16,6,18,12,12.0,10.67,8.0,0.167,0.5,0.333,death,part_time_bowler,0.0,3.0,18.0,0.275,Chennai Super Kings,2023,False
RV Gomez,5,9,96,130,1,0,8.12,26.0,19.2,0.556,0.73,1,0.111,0.385,0.111,0.0,0,105,25,0,84,12,,7.5,12.5,0.0,0.875,0.125,middle,middle_overs_bowler,0.8,0.25,10.67,0.9,Kochi Tuskers Kerala,2013,True
RV Patel,0,1,18,22,2,0,7.33,,,0.0,0.0,0,0.0,0.278,2.0,0.0,0,11,11,0,12,6,,5.5,11.0,0.0,0.667,0.333,middle,part_time_bowler,,0.0,18.0,0.138,Delhi Capitals,2021,False
RW Price,0,1,18,33,0,0,11.0,,,0.0,0.0,0,0.0,0.056,0.0,0.0,14,19,0,6,12,0,14.0,9.5,,0.333,0.667,0.0,middle,part_time_bowler,0.0,,18.0,0.138,Mumbai Indians,2011,False
Ramandeep Singh,6,4,40,64,5,0,9.6,10.67,6.67,1.5,1.29,2,0.5,0.3,1.25,0.0,0,23,41,0,18,22,,7.67,11.18,0.0,0.45,0.55,middle,part_time_bowler,1.5,1.5,10.0,0.417,Mumbai Indians,2024,False
Rashid Khan,163,140,3298,3973,37,0,7.23,24.37,20.23,1.164,0.98,40,0.286,0.358,0.264,0.0,477,2674,822,361,2361,576,7.93,6.8,8.56,0.109,0.716,0.175,middle,middle_overs_bowler,1.26,1.06,23.56,1.0,Sunrisers Hyderabad,2026,True
Rasikh Salam,15,15,272,460,12,2,10.15,30.67,18.13,1.0,1.36,4,0.267,0.327,0.8,0.133,123,198,139,78,114,80,9.46,10.42,10.42,0.287,0.419,0.294,powerplay,middle_overs_bowler,1.44,0.33,18.13,1.0,Delhi Capitals,2026,True
Ravi Bishnoi,81,81,1729,2413,56,6,8.37,29.79,21.35,1.0,0.99,26,0.321,0.339,0.691,0.074,196,1816,401,132,1338,259,8.91,8.14,9.29,0.076,0.774,0.15,middle,middle_overs_bowler,1.23,0.74,21.35,1.0,Lucknow Super Giants,2026,True
S Aravind,45,38,760,1057,27,1,8.34,23.49,16.89,1.184,1.06,13,0.342,0.382,0.711,0.026,543,270,244,426,186,148,7.65,8.71,9.89,0.561,0.245,0.195,powerplay,powerplay_bowler,1.78,0.65,20.0,1.0,Royal Challengers Bangalore,2017,True
S Badree,11,12,258,329,5,0,7.65,29.91,23.45,0.917,1.16,2,0.167,0.422,0.417,0.0,196,129,4,156,96,6,7.54,8.06,4.0,0.605,0.372,0.023,death,powerplay_bowler,0.5,1.12,21.5,1.0,Royal Challengers Bangalore,2017,True
S Dhawan,4,6,48,72,1,0,9.0,18.0,12.0,0.667,0.52,0,0.0,0.354,0.167,0.0,31,41,0,18,30,0,10.33,8.2,,0.375,0.625,0.0,middle,part_time_bowler,1.0,0.5,8.0,0.575,Deccan Chargers,2012,True
S Dube,6,16,136,253,7,0,11.16,42.17,22.67,0.375,0.72,2,0.125,0.191,0.438,0.0,0,177,76,0,96,40,,11.06,11.4,0.0,0.706,0.294,middle,middle_overs_bowler,0.4,0.36,8.5,1.0,Royal Challengers Bangalore,2026,True
S Gopal,52,51,991,1358,8,1,8.22,26.12,19.06,1.02,1.05,15,0.294,0.32,0.157,0.02,151,1144,63,114,822,55,7.95,8.35,6.87,0.115,0.829,0.055,death,middle_overs_bowler,1.24,0.87,19.43,1.0,Rajasthan Royals,2024,True
S Joseph,0,1,24,51,3,3,12.75,,,0.0,0.0,0,0.0,0.375,3.0,3.0,27,24,0,12,12,0,13.5,12.0,,0.5,0.5,0.0,middle,part_time_bowler,,0.0,24.0,0.162,Lucknow Super Giants,2024,False
S Kaul,58,55,1209,1772,23,6,8.79,30.55,20.84,1.055,1.01,18,0.327,0.32,0.418,0.109,531,619,622,348,444,417,9.16,8.36,8.95,0.288,0.367,0.345,middle,death_bowler,1.35,0.84,21.98,1.0,Sunrisers Hyderabad,2022,True
S Kaushik,6,10,204,304,5,1,8.94,50.67,34.0,0.6,1.07,2,0.2,0.333,0.5,0.1,41,204,59,18,162,24,13.67,7.56,14.75,0.088,0.794,0.118,middle,middle_overs_bowler,0.0,0.75,20.4,1.0,Gujarat Lions,2017,True
S Ladda,5,9,138,225,2,1,9.78,45.0,27.6,0.556,0.73,1,0.111,0.348,0.222,0.111,28,125,72,18,84,36,9.33,8.93,12.0,0.13,0.609,0.261,middle,middle_overs_bowler,0.5,0.6,15.33,1.0,Delhi Daredevils,2016,True
S Lamichhane,13,9,210,297,1,0,8.49,22.85,16.15,1.444,1.01,3,0.333,0.357,0.111,0.0,104,141,52,72,108,30,8.67,7.83,10.4,0.343,0.514,0.143,middle,powerplay_bowler,1.6,1.25,23.33,1.0,Delhi Capitals,2019,True
S Midhun,0,1,12,29,1,0,14.5,,,0.0,0.0,0,0.0,0.25,1.0,0.0,0,29,0,0,12,0,,14.5,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,12.0,0.112,Rajasthan Royals,2019,False
S Nadeem,48,70,1415,1800,25,4,7.63,37.5,29.48,0.686,0.77,11,0.157,0.32,0.357,0.057,414,1205,181,300,1001,114,8.28,7.22,9.53,0.212,0.707,0.081,middle,middle_overs_bowler,0.78,0.61,20.21,1.0,Delhi Daredevils,2021,True
S Narwal,5,6,106,203,7,0,11.49,40.6,21.2,0.833,1.33,2,0.333,0.349,1.167,0.0,106,38,59,66,22,18,9.64,10.36,19.67,0.623,0.208,0.17,powerplay,powerplay_bowler,0.67,1.0,17.67,0.817,Rajasthan Royals,2013,True
S Rana,0,3,16,18,0,0,6.75,,,0.0,0.0,0,0.0,0.312,0.0,0.0,0,16,2,0,12,4,,8.0,3.0,0.0,0.75,0.25,death,part_time_bowler,0.0,0.0,5.33,0.254,Royal Challengers Bangalore,2014,False
S Randiv,6,8,174,223,6,0,7.69,37.17,29.0,0.75,0.71,1,0.125,0.345,0.75,0.0,21,175,27,12,144,18,10.5,7.29,9.0,0.069,0.828,0.103,middle,middle_overs_bowler,0.8,0.67,21.75,1.0,Chennai Super Kings,2011,True
S Sandeep Warrier,8,10,168,257,6,2,9.18,32.12,21.0,0.8,1.14,3,0.3,0.429,0.6,0.2,212,45,0,138,30,0,9.22,9.0,,0.821,0.179,0.0,middle,powerplay_bowler,0.6,1.0,16.8,1.0,Kolkata Knight Riders,2024,True
S Sreesanth,40,44,880,1221,44,23,8.33,30.52,22.0,0.909,0.88,13,0.295,0.453,1.0,0.523,739,226,256,570,174,136,7.78,7.79,11.29,0.648,0.198,0.155,powerplay,powerplay_bowler,1.19,0.65,20.0,1.0,Kings XI Punjab,2013,True
S Sriram,0,2,18,49,0,0,16.33,,,0.0,0.0,0,0.0,0.111,0.0,0.0,0,49,0,0,18,0,,16.33,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,9.0,0.2,Royal Challengers Bangalore,2011,False
S Tyagi,6,14,209,304,8,3,8.73,50.67,34.83,0.429,0.65,1,0.071,0.445,0.571,0.214,234,38,32,168,30,11,8.36,7.6,17.45,0.804,0.144,0.053,middle,powerplay_bowler,0.56,0.2,14.93,1.0,Chennai Super Kings,2009,True
S Vidyut,1,1,12,22,1,0,11.0,22.0,12.0,1.0,0.0,0,0.0,0.417,1.0,0.0,0,22,0,0,12,0,,11.0,,0.0,1.0,0.0,middle,part_time_bowler,,1.0,12.0,0.112,Chennai Super Kings,2007,False
SA Abbott,1,3,54,104,5,0,11.56,104.0,54.0,0.333,0.58,0,0.0,0.241,1.667,0.0,55,31,18,30,18,6,11.0,10.33,18.0,0.556,0.333,0.111,middle,part_time_bowler,0.0,0.5,18.0,0.412,Royal Challengers Bangalore,2022,False
SA Yadav,0,1,6,8,0,0,8.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,8,0,0,6,0,0,8.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,0.0,,6.0,0.088,Kolkata Knight Riders,2014,False
SB Bangar,4,9,150,221,3,0,8.84,55.25,37.5,0.444,0.73,1,0.111,0.367,0.333,0.0,13,151,57,18,108,24,4.33,8.39,14.25,0.12,0.72,0.16,powerplay,middle_overs_bowler,1.5,0.14,16.67,1.0,Deccan Chargers,2007,True
SB Jakati,47,57,1085,1474,14,2,8.15,31.36,23.09,0.825,0.98,13,0.228,0.311,0.246,0.035,139,1126,209,96,858,131,8.69,7.87,9.57,0.088,0.791,0.121,middle,middle_overs_bowler,1.05,0.37,19.04,1.0,Chennai Super Kings,2017,True
SB Joshi,1,4,55,82,0,0,8.95,82.0,55.0,0.25,0.5,0,0.0,0.327,0.0,0.0,0,69,13,0,48,7,,8.62,11.14,0.0,0.873,0.127,middle,part_time_bowler,0.0,0.33,13.75,0.479,Royal Challengers Bangalore,2007,False
SB Styris,8,11,216,278,6,0,7.72,34.75,27.0,0.727,1.01,2,0.182,0.384,0.545,0.0,45,118,115,42,108,66,6.43,6.56,10.45,0.194,0.5,0.306,powerplay,death_bowler,2.0,0.25,19.64,1.0,Deccan Chargers,2011,True
SB Wagh,5,8,102,147,6,0,8.65,29.4,20.4,0.625,1.06,1,0.125,0.441,0.75,0.0,120,0,27,90,0,12,8.0,,13.5,0.882,0.0,0.118,powerplay,powerplay_bowler,0.75,0.5,12.75,0.925,Pune Warriors,2011,True
SC Ganguly,10,20,276,370,3,1,8.04,37.0,27.6,0.5,0.83,4,0.2,0.272,0.15,0.05,32,305,33,18,246,12,10.67,7.44,16.5,0.065,0.891,0.043,middle,middle_overs_bowler,1.0,0.09,13.8,1.0,Kolkata Knight Riders,2012,True
SC Kuggeleijn,2,2,48,71,2,0,8.88,35.5,24.0,1.0,1.41,1,0.5,0.354,1.0,0.0,11,27,33,6,18,24,11.0,9.0,8.25,0.125,0.375,0.5,death,part_time_bowler,1.0,,24.0,0.325,Chennai Super Kings,2019,False
SD Chitnis,2,2,36,62,2,0,10.33,31.0,18.0,1.0,1.41,1,0.5,0.25,1.0,0.0,13,40,9,6,24,6,13.0,10.0,9.0,0.167,0.667,0.167,death,part_time_bowler,,1.0,18.0,0.275,Mumbai Indians,2007,False
SE Bond,9,8,186,225,5,0,7.26,25.0,20.67,1.125,0.83,3,0.375,0.403,0.625,0.0,95,43,87,90,42,54,6.33,6.14,9.67,0.484,0.226,0.29,middle,powerplay_bowler,1.5,0.75,23.25,1.0,Kolkata Knight Riders,2009,True
SE Rutherford,1,6,41,60,5,0,8.78,60.0,41.0,0.167,0.41,0,0.0,0.171,0.833,0.0,0,58,2,0,36,5,,9.67,2.4,0.0,0.878,0.122,death,part_time_bowler,0.2,0.0,6.83,0.546,Delhi Capitals,2019,True
SH Johnson,5,9,164,289,8,0,10.57,57.8,32.8,0.556,0.73,1,0.111,0.36,0.889,0.0,143,77,69,84,36,44,10.21,12.83,9.41,0.512,0.22,0.268,death,powerplay_bowler,1.0,0.33,18.22,1.0,Gujarat Titans,2025,True
SJ Srivastava,14,14,282,444,23,1,9.45,31.71,20.14,1.0,0.78,4,0.286,0.365,1.643,0.071,211,145,88,132,96,54,9.59,9.06,9.78,0.468,0.34,0.191,middle,powerplay_bowler,1.2,0.89,20.14,1.0,Kings XI Punjab,2011,True
SK Raina,25,69,908,1139,22,0,7.53,45.56,36.32,0.362,0.57,3,0.043,0.308,0.319,0.0,83,864,192,66,713,129,7.55,7.27,8.93,0.073,0.785,0.142,middle,middle_overs_bowler,0.45,0.22,13.16,1.0,Chennai Super Kings,2019,True
SK Trivedi,65,75,1506,1944,42,9,7.75,29.91,23.17,0.867,0.98,18,0.24,0.327,0.56,0.12,198,1281,465,126,1074,306,9.43,7.16,9.12,0.084,0.713,0.203,middle,middle_overs_bowler,1.18,0.4,20.08,1.0,Rajasthan Royals,2013,True
SK Warne,57,54,1194,1465,29,0,7.36,25.7,20.95,1.056,1.0,15,0.278,0.357,0.537,0.0,59,1079,327,36,942,216,9.83,6.87,9.08,0.03,0.789,0.181,middle,middle_overs_bowler,1.4,0.62,22.11,1.0,Rajasthan Royals,2011,True
SL Malinga,170,122,2827,3486,129,18,7.4,20.51,16.63,1.393,1.16,52,0.426,0.405,1.057,0.148,1210,750,1526,1110,600,1117,6.54,7.5,8.2,0.393,0.212,0.395,powerplay,death_bowler,1.67,0.98,23.17,1.0,Mumbai Indians,2019,True
SM Boland,2,2,42,56,1,0,8.0,28.0,21.0,1.0,1.41,1,0.5,0.333,0.5,0.0,22,10,24,18,6,18,7.33,10.0,8.0,0.429,0.143,0.429,powerplay,part_time_bowler,2.0,0.0,21.0,0.3,Rising Pune Supergiants,2016,False
SM Curran,59,63,1253,2059,48,7,9.86,34.9,21.24,0.937,1.05,15,0.238,0.314,0.762,0.111,796,516,747,570,294,389,8.38,10.53,11.52,0.455,0.235,0.31,powerplay,death_bowler,1.0,0.89,19.89,1.0,Punjab Kings,2025,True
SM Harwood,3,3,60,74,7,0,7.4,24.67,20.0,1.0,1.0,1,0.333,0.55,2.333,0.0,7,21,46,18,18,24,2.33,7.0,11.5,0.3,0.3,0.4,powerplay,death_bowler,1.5,0.0,20.0,0.438,Rajasthan Royals,2009,False
SM Pollock,11,13,276,307,4,0,6.67,27.91,25.09,0.846,0.99,3,0.231,0.471,0.308,0.0,213,86,8,204,66,6,6.26,7.82,8.0,0.739,0.239,0.022,powerplay,powerplay_bowler,1.5,0.29,21.23,1.0,Mumbai Indians,2007,True
SMSM Senanayake,9,8,192,211,3,0,6.59,23.44,21.33,1.125,0.64,2,0.25,0.38,0.375,0.0,111,66,34,126,42,24,5.29,9.43,8.5,0.656,0.219,0.125,powerplay,powerplay_bowler,1.0,1.25,24.0,1.0,Kolkata Knight Riders,2013,True
SN Khan,0,1,2,6,0,0,18.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,2,,,18.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,2.0,0.071,Kings XI Punjab,2019,False
SN Thakur,114,107,2154,3474,138,11,9.68,30.47,18.89,1.065,1.03,36,0.336,0.332,1.29,0.103,1138,1017,1319,718,705,731,9.51,8.66,10.83,0.333,0.327,0.339,middle,death_bowler,1.22,0.88,20.13,1.0,Chennai Super Kings,2026,True
SP Narine,195,191,4441,5135,64,6,6.94,26.33,22.77,1.021,1.07,49,0.257,0.38,0.335,0.031,1081,2724,1330,936,2436,1069,6.93,6.71,7.46,0.211,0.549,0.241,middle,middle_overs_bowler,1.14,0.89,23.25,1.0,Kolkata Knight Riders,2026,True
SPD Smith,0,1,2,5,0,0,15.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,5,0,0,2,,,15.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,2.0,0.071,Pune Warriors,2012,False
SR Tendulkar,0,4,36,59,1,0,9.83,,,0.0,0.0,0,0.0,0.111,0.25,0.0,0,40,19,0,30,6,,8.0,19.0,0.0,0.833,0.167,middle,part_time_bowler,0.0,0.0,9.0,0.4,Mumbai Indians,2009,False
SR Watson,92,105,2029,2742,95,13,8.11,29.8,22.05,0.876,1.0,27,0.257,0.396,0.905,0.124,1015,766,961,834,618,577,7.3,7.44,9.99,0.411,0.305,0.284,powerplay,powerplay_bowler,1.06,0.69,19.32,1.0,Rajasthan Royals,2018,True
SS Agarwal,1,1,24,42,0,0,10.5,42.0,24.0,1.0,0.0,0,0.0,0.292,0.0,0.0,11,31,0,6,18,0,11.0,10.33,,0.25,0.75,0.0,middle,part_time_bowler,,1.0,24.0,0.162,Gujarat Lions,2017,False
SS Cottrell,6,6,120,177,11,0,8.85,29.5,20.0,1.0,0.89,2,0.333,0.483,1.833,0.0,108,21,48,84,18,18,7.71,7.0,16.0,0.7,0.15,0.15,middle,powerplay_bowler,2.0,0.8,20.0,0.875,Kings XI Punjab,2020,True
SS Iyer,0,1,6,7,0,0,7.0,,,0.0,0.0,0,0.0,0.667,0.0,0.0,0,0,7,0,0,6,,,7.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,6.0,0.088,Kolkata Knight Riders,2022,False
SS Mundhe,1,1,6,6,1,0,6.0,6.0,6.0,1.0,0.0,0,0.0,0.667,1.0,0.0,6,0,0,6,0,0,6.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,,1.0,6.0,0.088,Pune Warriors,2011,False
SS Sarkar,1,2,25,34,0,0,8.16,34.0,25.0,0.5,0.71,0,0.0,0.16,0.0,0.0,15,6,13,6,6,13,15.0,6.0,6.0,0.24,0.24,0.52,middle,part_time_bowler,1.0,0.0,12.5,0.229,Kolkata Knight Riders,2009,False
SSB Magala,1,2,36,52,1,0,8.67,52.0,36.0,0.5,0.71,0,0.0,0.139,0.5,0.0,28,14,10,12,12,12,14.0,7.0,5.0,0.333,0.333,0.333,death,part_time_bowler,1.0,0.0,18.0,0.275,Chennai Super Kings,2023,False
ST Jayasuriya,13,21,294,396,7,0,8.08,30.46,22.62,0.619,0.92,4,0.19,0.282,0.333,0.0,10,299,87,6,228,60,10.0,7.87,8.7,0.02,0.776,0.204,middle,middle_overs_bowler,0.7,0.55,14.0,1.0,Mumbai Indians,2009,True
STR Binny,22,63,594,763,16,1,7.71,34.68,27.0,0.349,0.54,2,0.032,0.335,0.254,0.016,194,472,97,156,378,60,7.46,7.49,9.7,0.263,0.636,0.101,powerplay,middle_overs_bowler,0.38,0.31,9.43,1.0,Rajasthan Royals,2019,True
SW Tait,23,21,473,668,52,9,8.47,29.04,20.57,1.095,1.18,7,0.333,0.423,2.476,0.429,304,148,216,228,95,150,8.0,9.35,8.64,0.482,0.201,0.317,powerplay,death_bowler,1.7,0.55,22.52,1.0,Rajasthan Royals,2013,True
SZ Mulani,0,2,30,57,3,0,11.4,,,0.0,0.0,0,0.0,0.233,1.5,0.0,12,24,21,6,18,6,12.0,8.0,21.0,0.2,0.6,0.2,middle,part_time_bowler,,0.0,15.0,0.25,Mumbai Indians,2024,False
Sachin Baby,2,2,10,8,0,0,4.8,4.0,5.0,1.0,1.41,1,0.5,0.5,0.0,0.0,0,4,4,0,6,4,,4.0,6.0,0.0,0.6,0.4,middle,part_time_bowler,1.0,,5.0,0.167,Royal Challengers Bangalore,2016,False
Sakib Hussain,4,1,24,24,3,0,6.0,6.0,6.0,4.0,0.0,1,1.0,0.583,3.0,0.0,14,7,3,12,6,6,7.0,7.0,3.0,0.5,0.25,0.25,death,part_time_bowler,4.0,,24.0,0.162,Sunrisers Hyderabad,2026,False
Sandeep Sharma,151,141,3145,4316,119,13,8.23,28.58,20.83,1.071,1.0,38,0.27,0.382,0.844,0.092,2070,858,1388,1732,630,783,7.17,8.17,10.64,0.551,0.2,0.249,powerplay,powerplay_bowler,1.34,0.84,22.3,1.0,Kings XI Punjab,2026,True
Shahbaz Ahmed,22,46,594,969,15,2,9.79,44.05,27.0,0.478,0.81,5,0.109,0.256,0.326,0.043,246,670,53,150,405,39,9.84,9.93,8.15,0.253,0.682,0.066,death,middle_overs_bowler,0.56,0.38,12.91,1.0,Royal Challengers Bangalore,2026,True
Shahid Afridi,9,10,180,237,4,1,7.9,26.33,20.0,0.9,1.1,3,0.3,0.317,0.4,0.1,26,152,59,24,120,36,6.5,7.6,9.83,0.133,0.667,0.2,powerplay,middle_overs_bowler,1.5,0.75,18.0,1.0,Deccan Chargers,2007,True
Shakib Al Hasan,63,70,1484,1864,31,0,7.54,29.59,23.56,0.9,0.82,16,0.229,0.34,0.443,0.0,571,981,312,450,840,194,7.61,7.01,9.65,0.303,0.566,0.131,middle,powerplay_bowler,1.08,0.67,21.2,1.0,Kolkata Knight Riders,2021,True
Shashank Singh,4,6,60,91,2,0,9.1,22.75,15.0,0.667,0.82,1,0.167,0.25,0.333,0.0,0,60,31,0,48,12,,7.5,15.5,0.0,0.8,0.2,middle,middle_overs_bowler,1.0,0.33,10.0,0.625,Punjab Kings,2026,True
Shivam Mavi,30,32,649,958,32,6,8.86,31.93,21.63,0.938,0.84,5,0.156,0.391,1.0,0.188,421,185,352,300,162,187,8.42,6.85,11.29,0.462,0.25,0.288,middle,powerplay_bowler,1.06,0.8,20.28,1.0,Kolkata Knight Riders,2022,True
Shivam Sharma,4,5,114,165,0,0,8.68,41.25,28.5,0.8,0.84,1,0.2,0.325,0.0,0.0,0,127,38,0,90,24,,8.47,9.5,0.0,0.789,0.211,middle,middle_overs_bowler,1.0,0.5,22.8,0.788,Kings XI Punjab,2015,True
Shivang Kumar,4,4,90,133,1,0,8.87,33.25,22.5,1.0,1.41,1,0.25,0.278,0.25,0.0,0,133,0,0,90,0,,8.87,,0.0,1.0,0.0,middle,middle_overs_bowler,0.0,2.0,22.5,0.625,Sunrisers Hyderabad,2026,False
Shoaib Ahmed,5,7,102,154,1,0,9.06,30.8,20.4,0.714,0.95,2,0.286,0.324,0.143,0.0,37,75,42,18,66,18,12.33,6.82,14.0,0.176,0.647,0.176,middle,middle_overs_bowler,0.0,1.0,14.57,0.862,Deccan Chargers,2009,True
Shoaib Akhtar,5,3,42,54,4,0,7.71,10.8,8.4,1.667,2.08,1,0.333,0.548,1.333,0.0,54,0,0,42,0,0,7.71,,,1.0,0.0,0.0,powerplay,part_time_bowler,4.0,0.5,14.0,0.362,Kolkata Knight Riders,2007,False
Shoaib Malik,2,5,51,87,6,1,10.24,43.5,25.5,0.4,0.55,0,0.0,0.294,1.2,0.2,0,62,25,0,36,15,,10.33,10.0,0.0,0.706,0.294,death,part_time_bowler,0.0,0.67,10.2,0.525,Delhi Daredevils,2007,True
