player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_runs_conceded,mid_runs_conceded,death_runs_conceded,pp_balls_bowled,mid_balls_bowled,death_balls_bowled,pp_economy,mid_economy,death_economy,pp_workload_pct,mid_workload_pct,death_workload_pct,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,balls_bowled_per_match,sample_reliability_score,team,season_start_year,eligible_for_model
J Syed Mohammad,8,11,192,286,4,0,8.94,35.75,24.0,0.727,0.79,2,0.182,0.245,0.364,0.0,14,239,33,18,156,18,4.67,9.19,11.0,0.094,0.812,0.094,powerplay,middle_overs_bowler,0.57,1.0,17.45,1.0,Royal Challengers Bangalore,2013,True
J Theron,11,10,221,311,12,2,8.44,28.27,20.09,1.1,1.2,2,0.2,0.308,1.2,0.2,102,57,152,65,54,102,9.42,6.33,8.94,0.294,0.244,0.462,middle,death_bowler,1.33,1.0,22.1,1.0,Kings XI Punjab,2015,True
J Yadav,8,20,390,447,6,2,6.88,55.88,48.75,0.4,0.5,0,0.0,0.392,0.3,0.1,205,220,22,162,210,18,7.59,6.29,7.33,0.415,0.538,0.046,middle,powerplay_bowler,0.42,0.38,19.5,1.0,Delhi Daredevils,2023,True
JA Duffy,6,3,72,139,7,1,11.58,23.17,12.0,2.0,1.0,2,0.667,0.403,2.333,0.333,90,14,35,48,12,12,11.25,7.0,17.5,0.667,0.167,0.167,middle,powerplay_bowler,2.0,,24.0,0.488,Royal Challengers Bengaluru,2026,False
JA Morkel,85,87,1723,2409,71,13,8.39,28.34,20.27,0.977,0.93,23,0.264,0.375,0.816,0.149,1300,597,512,900,498,325,8.67,7.19,9.45,0.522,0.289,0.189,middle,powerplay_bowler,1.11,0.83,19.8,1.0,Chennai Super Kings,2016,True
JA Richardson,3,4,90,162,4,0,10.8,54.0,30.0,0.75,0.96,1,0.25,0.333,1.0,0.0,54,69,39,30,42,18,10.8,9.86,13.0,0.333,0.467,0.2,middle,powerplay_bowler,1.0,0.67,22.5,0.625,Punjab Kings,2024,False
JC Archer,66,57,1320,1801,53,10,8.19,27.29,20.0,1.158,1.0,19,0.333,0.432,0.93,0.175,687,302,812,600,240,480,6.87,7.55,10.15,0.455,0.182,0.364,powerplay,death_bowler,1.29,1.06,23.16,1.0,Rajasthan Royals,2026,True
JD Ryder,8,16,236,314,5,0,7.98,39.25,29.5,0.5,0.63,1,0.062,0.335,0.312,0.0,7,251,56,6,204,26,7.0,7.38,12.92,0.025,0.864,0.11,powerplay,middle_overs_bowler,0.71,0.33,14.75,1.0,Pune Warriors,2012,True
JD Unadkat,114,115,2351,3541,66,1,9.04,31.06,20.62,0.991,1.09,31,0.27,0.322,0.574,0.009,1136,1176,1229,852,834,665,8.0,8.46,11.09,0.362,0.355,0.283,powerplay,powerplay_bowler,1.25,0.77,20.44,1.0,Rajasthan Royals,2026,True
JDP Oram,9,14,237,362,6,1,9.16,40.22,26.33,0.643,1.01,3,0.214,0.333,0.429,0.071,173,78,111,108,54,75,9.61,8.67,8.88,0.456,0.228,0.316,middle,death_bowler,0.62,0.67,16.93,1.0,Chennai Super Kings,2013,True
JDS Neesham,8,13,216,342,6,0,9.5,42.75,27.0,0.615,0.96,2,0.154,0.292,0.462,0.0,67,235,40,36,168,12,11.17,8.39,20.0,0.167,0.778,0.056,middle,middle_overs_bowler,1.0,0.29,16.62,1.0,Kings XI Punjab,2022,True
JE Root,0,1,12,15,0,0,7.5,,,0.0,0.0,0,0.0,0.083,0.0,0.0,0,15,0,0,12,0,,7.5,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,12.0,0.112,Rajasthan Royals,2023,False
JE Taylor,6,5,117,167,4,1,8.56,27.83,19.5,1.2,1.3,2,0.4,0.41,0.8,0.2,51,20,96,48,18,51,6.38,6.67,11.29,0.41,0.154,0.436,powerplay,death_bowler,,1.2,23.4,0.8,Pune Warriors,2011,True
JEC Franklin,9,15,151,225,2,2,8.94,25.0,16.78,0.6,0.74,2,0.133,0.258,0.133,0.133,20,163,42,12,115,24,10.0,8.5,10.5,0.079,0.762,0.159,middle,middle_overs_bowler,0.67,0.33,10.07,1.0,Mumbai Indians,2012,True
JH Kallis,65,89,1742,2348,48,9,8.09,36.12,26.8,0.73,0.86,20,0.225,0.345,0.539,0.101,640,1091,617,516,866,360,7.44,7.56,10.28,0.296,0.497,0.207,powerplay,middle_overs_bowler,0.93,0.52,19.57,1.0,Kolkata Knight Riders,2014,True
JJ Bumrah,186,150,3473,4327,87,35,7.48,23.26,18.67,1.24,1.24,55,0.367,0.4,0.58,0.233,1378,1017,1932,1192,906,1375,6.94,6.74,8.43,0.343,0.261,0.396,middle,death_bowler,1.51,0.96,23.15,1.0,Mumbai Indians,2026,True
JJ van der Wath,3,3,72,134,2,2,11.17,44.67,24.0,1.0,1.0,1,0.333,0.403,0.667,0.667,41,44,49,30,18,24,8.2,14.67,12.25,0.417,0.25,0.333,powerplay,death_bowler,,1.0,24.0,0.488,Royal Challengers Bangalore,2011,False
JL Pattinson,11,10,213,321,9,0,9.04,29.18,19.36,1.1,0.99,5,0.5,0.362,0.9,0.0,149,112,60,102,72,39,8.76,9.33,9.23,0.479,0.338,0.183,powerplay,powerplay_bowler,1.33,0.75,21.3,1.0,Mumbai Indians,2020,True
JM Kemp,3,5,44,58,3,0,7.91,19.33,14.67,0.6,1.34,1,0.2,0.341,0.6,0.0,0,57,1,0,43,1,,7.95,6.0,0.0,0.977,0.023,death,part_time_bowler,1.0,0.0,8.8,0.496,Chennai Super Kings,2009,True
JO Holder,53,46,995,1489,51,3,8.98,28.09,18.77,1.152,1.19,17,0.37,0.323,1.109,0.065,519,467,503,348,345,302,8.95,8.12,9.99,0.35,0.347,0.304,middle,death_bowler,0.88,1.45,21.63,1.0,Sunrisers Hyderabad,2023,True
JP Behrendorff,19,17,366,563,13,0,9.23,29.63,19.26,1.118,0.99,5,0.294,0.38,0.765,0.0,337,99,127,240,66,60,8.42,9.0,12.7,0.656,0.18,0.164,powerplay,powerplay_bowler,1.4,0.71,21.53,1.0,Mumbai Indians,2023,True
JP Duminy,23,49,678,847,23,0,7.5,36.83,29.48,0.469,0.79,4,0.082,0.345,0.469,0.0,207,553,87,162,462,54,7.67,7.18,9.67,0.239,0.681,0.08,middle,middle_overs_bowler,0.76,0.31,13.84,1.0,Delhi Daredevils,2018,True
JP Faulkner,61,60,1238,1849,44,5,8.96,30.31,20.3,1.017,1.23,14,0.233,0.322,0.733,0.083,496,551,802,371,400,467,8.02,8.26,10.3,0.3,0.323,0.377,powerplay,death_bowler,1.0,1.03,20.63,1.0,Rajasthan Royals,2017,True
JPR Scantlebury-Searles,2,3,42,89,3,0,12.71,44.5,21.0,0.667,0.58,0,0.0,0.167,1.0,0.0,13,56,20,6,30,6,13.0,11.2,20.0,0.143,0.714,0.143,middle,part_time_bowler,0.67,,14.0,0.362,Kolkata Knight Riders,2018,False
JR Hazlewood,60,41,915,1286,24,2,8.43,21.43,15.25,1.463,1.19,20,0.488,0.431,0.585,0.049,643,201,442,510,151,254,7.56,7.99,10.44,0.557,0.165,0.278,powerplay,powerplay_bowler,2.0,0.78,22.32,1.0,Royal Challengers Bangalore,2026,True
JR Hopes,14,20,360,562,9,0,9.37,40.14,25.71,0.7,0.66,2,0.1,0.292,0.45,0.0,26,320,216,18,234,108,8.67,8.21,12.0,0.05,0.65,0.3,middle,death_bowler,0.78,0.64,18.0,1.0,Kings XI Punjab,2011,True
JW Hastings,3,3,58,66,2,1,6.83,22.0,19.33,1.0,1.0,1,0.333,0.534,0.667,0.333,50,7,9,36,12,10,8.33,3.5,5.4,0.621,0.207,0.172,middle,part_time_bowler,2.0,0.5,19.33,0.429,Kolkata Knight Riders,2016,False
Jalaj S Saxena,0,1,18,27,0,0,9.0,,,0.0,0.0,0,0.0,0.278,0.0,0.0,10,17,0,6,12,0,10.0,8.5,,0.333,0.667,0.0,middle,part_time_bowler,,0.0,18.0,0.138,Punjab Kings,2021,False
Jaskaran Singh,6,7,102,174,5,4,10.24,29.0,17.0,0.857,0.9,2,0.286,0.382,0.714,0.571,53,46,75,42,30,30,7.57,9.2,15.0,0.412,0.294,0.294,powerplay,powerplay_bowler,0.5,1.0,14.57,0.862,Deccan Chargers,2009,True
Joginder Sharma,12,15,256,421,9,7,9.87,35.08,21.33,0.8,0.68,2,0.133,0.277,0.6,0.467,48,267,106,24,180,52,12.0,8.9,12.23,0.094,0.703,0.203,middle,middle_overs_bowler,1.33,0.44,17.07,1.0,Chennai Super Kings,2011,True
K Goel,0,6,66,94,1,0,8.55,,,0.0,0.0,0,0.0,0.288,0.167,0.0,0,94,0,0,66,0,,8.55,,0.0,1.0,0.0,middle,middle_overs_bowler,0.0,0.0,11.0,0.65,Kings XI Punjab,2009,True
K Gowtham,21,35,588,825,11,0,8.42,39.29,28.0,0.6,0.74,5,0.143,0.35,0.314,0.0,393,381,51,270,294,24,8.73,7.78,12.75,0.459,0.5,0.041,middle,powerplay_bowler,0.57,0.62,16.8,1.0,Rajasthan Royals,2024,True
K Kartikeya,12,16,282,412,8,0,8.77,34.33,23.5,0.75,0.77,3,0.188,0.301,0.5,0.0,16,347,49,6,252,24,16.0,8.26,12.25,0.021,0.894,0.085,middle,middle_overs_bowler,0.7,0.83,17.62,1.0,Mumbai Indians,2025,True
K Khejroliya,6,8,139,250,7,2,10.79,41.67,23.17,0.75,0.89,2,0.25,0.259,0.875,0.25,64,119,67,30,78,31,12.8,9.15,12.97,0.216,0.561,0.223,middle,middle_overs_bowler,1.33,0.4,17.38,1.0,Royal Challengers Bangalore,2025,True
K Rabada,126,88,2001,2978,76,13,8.93,23.63,15.88,1.432,1.14,39,0.443,0.386,0.864,0.148,1262,646,1070,867,498,636,8.73,7.78,10.09,0.433,0.249,0.318,middle,death_bowler,1.68,1.21,22.74,1.0,Delhi Capitals,2026,True
K Santokie,3,2,48,91,3,0,11.38,30.33,16.0,1.5,0.71,1,0.5,0.312,1.5,0.0,31,5,55,18,6,24,10.33,5.0,13.75,0.375,0.125,0.5,middle,part_time_bowler,1.5,,24.0,0.325,Mumbai Indians,2014,False
K Upadhyay,0,3,54,81,2,0,9.0,,,0.0,0.0,0,0.0,0.37,0.667,0.0,59,22,0,36,18,0,9.83,7.33,,0.667,0.333,0.0,middle,part_time_bowler,,0.0,18.0,0.412,Pune Warriors,2013,False
K Yadav,2,3,54,85,0,0,9.44,42.5,27.0,0.667,0.58,0,0.0,0.241,0.0,0.0,26,31,28,18,24,12,8.67,7.75,14.0,0.333,0.444,0.222,middle,part_time_bowler,1.0,0.5,18.0,0.412,Rajasthan Royals,2023,False
KA Jamieson,14,13,258,418,12,3,9.72,29.86,18.43,1.077,1.04,3,0.231,0.399,0.923,0.231,221,74,123,150,54,54,8.84,8.22,13.67,0.581,0.209,0.209,middle,powerplay_bowler,1.0,1.2,19.85,1.0,Royal Challengers Bangalore,2025,True
KA Maharaj,2,2,36,39,0,0,6.5,19.5,18.0,1.0,1.41,1,0.5,0.306,0.0,0.0,8,31,0,6,30,0,8.0,6.2,,0.167,0.833,0.0,middle,part_time_bowler,2.0,0.0,18.0,0.275,Rajasthan Royals,2024,False
KA Pollard,69,107,1488,2200,90,8,8.87,31.88,21.57,0.645,0.83,15,0.14,0.272,0.841,0.075,61,1526,613,36,1115,337,10.17,8.21,10.91,0.024,0.749,0.226,middle,middle_overs_bowler,0.79,0.44,13.91,1.0,Mumbai Indians,2022,True
KAJ Roach,0,2,48,80,3,1,10.0,,,0.0,0.0,0,0.0,0.417,1.5,0.5,20,16,44,18,12,18,6.67,8.0,14.67,0.375,0.25,0.375,powerplay,part_time_bowler,,0.0,24.0,0.325,Deccan Chargers,2009,False
KC Cariappa,8,11,216,349,6,2,9.69,43.62,27.0,0.727,0.79,2,0.182,0.282,0.545,0.182,65,260,24,36,162,18,10.83,9.63,8.0,0.167,0.75,0.083,death,middle_overs_bowler,0.75,0.71,19.64,1.0,Kings XI Punjab,2019,True
KH Pandya,100,137,2500,3182,68,3,7.64,31.82,25.0,0.73,0.97,30,0.219,0.316,0.496,0.022,732,2170,280,552,1746,202,7.96,7.46,8.32,0.221,0.698,0.081,middle,middle_overs_bowler,0.89,0.49,18.25,1.0,Mumbai Indians,2026,True
KJ Abbott,2,5,96,182,5,1,11.38,91.0,48.0,0.4,0.55,0,0.0,0.292,1.0,0.2,73,56,53,42,30,24,10.43,11.2,13.25,0.438,0.312,0.25,powerplay,powerplay_bowler,1.0,0.25,19.2,0.712,Kings XI Punjab,2016,True
KK Ahmed,91,76,1657,2521,76,8,9.13,27.7,18.21,1.197,1.01,29,0.382,0.412,1.0,0.105,1380,372,769,978,264,415,8.47,8.45,11.12,0.59,0.159,0.25,middle,powerplay_bowler,1.52,1.0,21.8,1.0,Delhi Capitals,2026,True
KK Cooper,33,25,576,789,23,1,8.22,23.91,17.45,1.32,1.22,10,0.4,0.319,0.92,0.04,115,272,402,96,216,264,7.19,7.56,9.14,0.167,0.375,0.458,powerplay,death_bowler,2.0,0.69,23.04,1.0,Rajasthan Royals,2014,True
KL Nagarkoti,5,11,180,287,5,0,9.57,57.4,36.0,0.455,0.69,1,0.091,0.278,0.455,0.0,45,184,58,30,120,30,9.0,9.2,11.6,0.167,0.667,0.167,powerplay,middle_overs_bowler,0.57,0.25,16.36,1.0,Kolkata Knight Riders,2022,True
KM Asif,7,7,133,232,8,2,10.47,33.14,19.0,1.0,0.82,2,0.286,0.346,1.143,0.286,71,96,65,42,66,25,10.14,8.73,15.6,0.316,0.496,0.188,middle,powerplay_bowler,1.0,1.0,19.0,0.938,Rajasthan Royals,2023,True
KMA Paul,9,8,163,239,12,5,8.8,26.56,18.11,1.125,1.36,3,0.375,0.319,1.5,0.625,16,145,78,6,108,49,16.0,8.06,9.55,0.037,0.663,0.301,middle,death_bowler,1.8,0.0,20.38,1.0,Delhi Capitals,2019,True
KMDN Kulasekara,5,5,102,122,5,0,7.18,24.4,20.4,1.0,0.71,1,0.2,0.441,1.0,0.0,82,8,32,66,6,30,7.45,8.0,6.4,0.647,0.059,0.294,death,powerplay_bowler,1.33,0.5,20.4,0.738,Chennai Super Kings,2012,True
KP Appanna,9,13,216,291,6,0,8.08,32.33,24.0,0.692,1.11,1,0.077,0.315,0.462,0.0,28,237,26,18,186,12,9.33,7.65,13.0,0.083,0.861,0.056,middle,middle_overs_bowler,1.0,0.43,16.62,1.0,Royal Challengers Bangalore,2012,True
KP Pietersen,7,13,174,218,6,0,7.52,31.14,24.86,0.538,0.66,1,0.077,0.31,0.462,0.0,20,159,39,18,132,24,6.67,7.23,9.75,0.103,0.759,0.138,powerplay,middle_overs_bowler,0.2,0.75,13.38,1.0,Royal Challengers Bangalore,2012,True
KR Mayers,0,6,42,59,2,2,8.43,,,0.0,0.0,0,0.0,0.333,0.333,0.333,43,16,0,36,6,0,7.17,16.0,,0.857,0.143,0.0,powerplay,part_time_bowler,0.0,0.0,7.0,0.55,Lucknow Super Giants,2023,True
KR Sen,14,12,241,396,12,2,9.86,28.29,17.21,1.167,1.27,3,0.25,0.344,1.0,0.167,66,192,138,42,138,61,9.43,8.35,13.57,0.174,0.573,0.253,middle,middle_overs_bowler,1.33,1.0,20.08,1.0,Rajasthan Royals,2024,True
KS Williamson,0,2,18,31,0,0,10.33,,,0.0,0.0,0,0.0,0.111,0.0,0.0,7,24,0,6,12,0,7.0,12.0,,0.333,0.667,0.0,powerplay,part_time_bowler,,0.0,9.0,0.2,Sunrisers Hyderabad,2020,False
KT Maphaka,2,4,66,148,5,0,13.45,74.0,33.0,0.5,0.58,0,0.0,0.333,1.25,0.0,83,31,34,42,12,12,11.86,15.5,17.0,0.636,0.182,0.182,powerplay,powerplay_bowler,0.0,0.67,16.5,0.525,Mumbai Indians,2025,False
KV Sharma,83,87,1585,2263,26,0,8.57,27.27,19.1,0.954,0.99,22,0.253,0.32,0.299,0.0,191,1855,217,156,1308,121,7.35,8.51,10.76,0.098,0.825,0.076,powerplay,middle_overs_bowler,1.13,0.76,18.22,1.0,Sunrisers Hyderabad,2025,True
KW Richardson,19,15,335,479,10,0,8.58,25.21,17.63,1.267,0.8,5,0.333,0.385,0.667,0.0,196,77,206,168,54,113,7.0,8.56,10.94,0.501,0.161,0.337,powerplay,death_bowler,1.83,0.89,22.33,1.0,Rajasthan Royals,2021,True
Kamran Khan,10,9,166,248,10,1,8.96,24.8,16.6,1.111,1.36,3,0.333,0.38,1.111,0.111,133,56,59,84,48,34,9.5,7.0,10.41,0.506,0.289,0.205,middle,powerplay_bowler,1.0,1.12,18.44,1.0,Rajasthan Royals,2011,True
Karanveer Singh,12,9,204,323,9,0,9.5,26.92,17.0,1.333,1.5,4,0.444,0.314,1.0,0.0,26,244,53,12,168,24,13.0,8.71,13.25,0.059,0.824,0.118,middle,middle_overs_bowler,1.33,1.33,22.67,1.0,Kings XI Punjab,2015,True
Karim Janat,0,1,6,30,0,0,30.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30,0,0,6,0,,30.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Gujarat Titans,2025,False
Kartik Tyagi,20,24,512,878,31,9,10.29,43.9,25.6,0.833,0.64,3,0.125,0.346,1.292,0.375,303,295,280,162,192,158,11.22,9.22,10.63,0.316,0.375,0.309,middle,death_bowler,0.86,0.82,21.33,1.0,Rajasthan Royals,2026,True
Kuldeep Yadav,105,100,2142,2934,43,3,8.22,27.94,20.4,1.05,1.07,29,0.29,0.3,0.43,0.03,88,2359,487,60,1736,346,8.8,8.15,8.45,0.028,0.81,0.162,middle,middle_overs_bowler,1.32,0.81,21.42,1.0,Delhi Capitals,2026,True
L Ablish,3,3,42,76,3,0,10.86,25.33,14.0,1.0,1.0,1,0.333,0.238,1.0,0.0,26,31,19,12,12,18,13.0,15.5,6.33,0.286,0.286,0.429,death,part_time_bowler,1.5,0.0,14.0,0.362,Kings XI Punjab,2011,False
L Balaji,76,73,1512,2083,58,4,8.27,27.41,19.89,1.041,1.15,19,0.26,0.355,0.795,0.055,538,668,877,450,560,502,7.17,7.16,10.48,0.298,0.37,0.332,middle,death_bowler,1.4,0.55,20.71,1.0,Kolkata Knight Riders,2014,True
L Ngidi,34,20,466,667,19,2,8.59,19.62,13.71,1.7,1.13,9,0.45,0.382,0.95,0.1,245,134,288,186,96,184,7.9,8.38,9.39,0.399,0.206,0.395,powerplay,death_bowler,2.15,0.86,23.3,1.0,Chennai Super Kings,2026,True
L Wood,1,2,36,94,1,1,15.67,94.0,36.0,0.5,0.71,0,0.0,0.222,0.5,0.5,26,23,45,12,12,12,13.0,11.5,22.5,0.333,0.333,0.333,middle,part_time_bowler,,0.5,18.0,0.275,Mumbai Indians,2024,False
LA Carseldine,1,1,6,6,1,0,6.0,6.0,6.0,1.0,0.0,0,0.0,0.667,1.0,0.0,6,0,0,6,0,0,6.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,1.0,,6.0,0.088,Rajasthan Royals,2009,False
LB Williams,1,2,36,74,4,2,12.33,74.0,36.0,0.5,0.71,0,0.0,0.333,2.0,1.0,56,4,14,24,6,6,14.0,4.0,14.0,0.667,0.167,0.167,middle,part_time_bowler,0.0,1.0,18.0,0.275,Delhi Capitals,2024,False
LE Plunkett,4,7,150,228,4,0,9.12,57.0,37.5,0.571,1.13,1,0.143,0.26,0.571,0.0,72,85,71,42,60,48,10.29,8.5,8.88,0.28,0.4,0.32,middle,death_bowler,0.0,1.0,21.43,0.938,Delhi Daredevils,2018,True
LH Ferguson,54,49,1026,1558,43,9,9.11,28.85,19.0,1.102,1.14,14,0.286,0.366,0.878,0.184,398,600,560,269,444,313,8.88,8.11,10.73,0.262,0.433,0.305,middle,death_bowler,1.29,0.86,20.94,1.0,Kolkata Knight Riders,2025,True
LI Meriwala,1,1,18,32,0,1,10.67,32.0,18.0,1.0,0.0,0,0.0,0.333,0.0,1.0,28,4,0,12,6,0,14.0,4.0,,0.667,0.333,0.0,middle,part_time_bowler,1.0,,18.0,0.138,Delhi Capitals,2021,False
LJ Wright,2,6,71,125,4,0,10.56,62.5,35.5,0.333,0.52,0,0.0,0.197,0.667,0.0,12,68,45,6,42,23,12.0,9.71,11.74,0.085,0.592,0.324,middle,middle_overs_bowler,0.0,0.4,11.83,0.671,Pune Warriors,2013,True
LMP Simmons,1,1,18,34,0,0,11.33,34.0,18.0,1.0,0.0,0,0.0,0.111,0.0,0.0,0,10,24,0,6,12,,10.0,12.0,0.0,0.333,0.667,middle,part_time_bowler,,1.0,18.0,0.138,Mumbai Indians,2014,False
LPC Silva,0,1,6,21,0,0,21.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,21,0,0,6,,,21.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,6.0,0.088,Deccan Chargers,2007,False
LR Shukla,15,27,314,458,10,2,8.75,30.53,20.93,0.556,0.85,2,0.074,0.347,0.37,0.074,51,284,123,26,210,78,11.77,8.11,9.46,0.083,0.669,0.248,middle,middle_overs_bowler,0.62,0.5,11.63,1.0,Kolkata Knight Riders,2014,True
LRPL Taylor,0,2,12,24,1,0,12.0,,,0.0,0.0,0,0.0,0.0,0.5,0.0,0,24,0,0,12,0,,12.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.175,Rajasthan Royals,2011,False
LS Livingstone,13,27,312,471,9,0,9.06,36.23,24.0,0.481,0.85,4,0.148,0.26,0.333,0.0,17,426,28,18,270,24,5.67,9.47,7.0,0.058,0.865,0.077,powerplay,middle_overs_bowler,0.5,0.47,11.56,1.0,Punjab Kings,2025,True
Lalit Yadav,10,19,288,430,5,1,8.96,43.0,28.8,0.526,0.7,2,0.105,0.285,0.263,0.053,155,229,46,96,168,24,9.69,8.18,11.5,0.333,0.583,0.083,middle,powerplay_bowler,0.67,0.4,15.16,1.0,Delhi Capitals,2024,True
M Ashwin,35,44,870,1182,25,3,8.15,33.77,24.86,0.795,0.88,9,0.205,0.325,0.568,0.068,140,852,190,90,654,126,9.33,7.82,9.05,0.103,0.752,0.145,middle,middle_overs_bowler,0.93,0.72,19.77,1.0,Kings XI Punjab,2023,True
M Jansen,39,39,829,1317,48,10,9.53,33.77,21.26,1.0,0.89,11,0.282,0.376,1.231,0.256,659,446,212,438,276,115,9.03,9.7,11.06,0.528,0.333,0.139,powerplay,powerplay_bowler,1.22,0.69,21.26,1.0,Sunrisers Hyderabad,2026,True
M Kartik,31,55,1149,1418,28,5,7.4,45.74,37.06,0.564,0.76,7,0.127,0.332,0.509,0.091,214,997,207,179,816,154,7.17,7.33,8.06,0.156,0.71,0.134,powerplay,middle_overs_bowler,0.83,0.35,20.89,1.0,Kolkata Knight Riders,2014,True
M Manhas,0,3,42,42,0,0,6.0,,,0.0,0.0,0,0.0,0.357,0.0,0.0,0,34,8,0,36,6,,5.67,8.0,0.0,0.857,0.143,middle,part_time_bowler,0.0,0.0,14.0,0.362,Pune Warriors,2011,False
M Markande,37,40,750,1157,17,1,9.26,31.27,20.27,0.925,1.1,10,0.25,0.287,0.425,0.025,0,978,179,0,654,96,,8.97,11.19,0.0,0.872,0.128,middle,middle_overs_bowler,1.0,0.86,18.75,1.0,Mumbai Indians,2026,True
M Morkel,77,70,1629,2136,57,13,7.87,27.74,21.16,1.1,0.98,22,0.314,0.435,0.814,0.186,1107,426,603,906,333,390,7.33,7.68,9.28,0.556,0.204,0.239,powerplay,powerplay_bowler,1.25,0.94,23.27,1.0,Delhi Daredevils,2016,True
M Muralitharan,64,66,1528,1765,51,2,6.93,27.58,23.88,0.97,0.96,16,0.242,0.393,0.773,0.03,161,1224,380,148,1105,275,6.53,6.65,8.29,0.097,0.723,0.18,powerplay,middle_overs_bowler,1.03,0.9,23.15,1.0,Chennai Super Kings,2014,True
M Ntini,7,9,210,257,1,2,7.34,36.71,30.0,0.778,1.39,2,0.222,0.471,0.111,0.222,182,22,53,156,18,36,7.0,7.33,8.83,0.743,0.086,0.171,powerplay,powerplay_bowler,2.33,0.0,23.33,1.0,Chennai Super Kings,2007,True
M Pathirana,47,32,702,1047,83,2,8.95,22.28,14.94,1.469,1.11,17,0.531,0.336,2.594,0.062,0,410,637,0,300,402,,8.2,9.51,0.0,0.427,0.573,middle,death_bowler,1.86,1.17,21.94,1.0,Chennai Super Kings,2025,True
M Prasidh Krishna,85,70,1601,2399,76,17,8.99,28.22,18.84,1.214,1.1,24,0.343,0.406,1.086,0.243,859,595,945,618,453,530,8.34,7.88,10.7,0.386,0.283,0.331,middle,death_bowler,1.74,0.69,22.87,1.0,Kolkata Knight Riders,2026,True
M Shahrukh Khan,1,3,18,29,0,0,9.67,29.0,18.0,0.333,0.58,0,0.0,0.222,0.0,0.0,0,22,7,0,12,6,,11.0,7.0,0.0,0.667,0.333,death,part_time_bowler,0.0,0.5,6.0,0.262,Gujarat Titans,2025,False
M Siddharth,5,7,144,203,4,3,8.46,40.6,28.8,0.714,0.76,1,0.143,0.361,0.571,0.429,96,85,22,72,60,12,8.0,8.5,11.0,0.5,0.417,0.083,powerplay,powerplay_bowler,0.6,1.0,20.57,0.938,Lucknow Super Giants,2026,True
M Theekshana,36,38,876,1226,24,2,8.4,34.06,24.33,0.947,1.01,11,0.289,0.297,0.632,0.053,452,536,238,312,408,156,8.69,7.88,9.15,0.356,0.466,0.178,middle,powerplay_bowler,1.06,0.85,23.05,1.0,Chennai Super Kings,2025,True
M Tiwari,0,1,6,14,0,0,14.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14,0,0,6,0,,14.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Delhi Capitals,2025,False
M Vijay,0,4,36,49,1,0,8.17,,,0.0,0.0,0,0.0,0.222,0.25,0.0,8,41,0,6,30,0,8.0,8.2,,0.167,0.833,0.0,powerplay,part_time_bowler,,0.0,9.0,0.4,Kings XI Punjab,2016,False
M de Lange,5,5,108,171,6,2,9.5,34.2,21.6,1.0,1.41,2,0.4,0.361,1.2,0.4,82,29,60,60,18,30,8.2,9.67,12.0,0.556,0.167,0.278,powerplay,powerplay_bowler,1.67,0.0,21.6,0.762,Kolkata Knight Riders,2015,True
MA Khote,2,2,30,52,0,0,10.4,26.0,15.0,1.0,1.41,1,0.5,0.167,0.0,0.0,0,28,24,0,18,12,,9.33,12.0,0.0,0.6,0.4,middle,part_time_bowler,,1.0,15.0,0.25,Mumbai Indians,2007,False
MA Starc,65,50,1064,1588,53,7,8.95,24.43,16.37,1.3,1.3,18,0.36,0.393,1.06,0.14,932,168,488,611,132,321,9.15,7.64,9.12,0.574,0.124,0.302,middle,death_bowler,1.71,0.77,21.28,1.0,Royal Challengers Bangalore,2025,True
MA Wood,11,5,120,192,6,1,9.6,17.45,10.91,2.2,1.92,3,0.6,0.392,1.2,0.2,40,38,114,24,42,54,10.0,5.43,12.67,0.2,0.35,0.45,middle,death_bowler,2.0,2.5,24.0,0.812,Lucknow Super Giants,2023,True
MB Parmar,0,1,18,33,1,0,11.0,,,0.0,0.0,0,0.0,0.222,1.0,0.0,14,19,0,6,12,0,14.0,9.5,,0.333,0.667,0.0,middle,part_time_bowler,0.0,,18.0,0.138,Kolkata Knight Riders,2009,False
MC Henriques,42,60,950,1302,28,1,8.22,31.0,22.62,0.7,0.83,10,0.167,0.322,0.467,0.017,280,863,159,203,649,98,8.28,7.98,9.73,0.214,0.683,0.103,middle,middle_overs_bowler,0.76,0.62,15.83,1.0,Sunrisers Hyderabad,2021,True
