player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model
CR Woakes,78,12,77,7,2,6,6.5,18,0,0.5,0,0.0,5.89,0,0,0.0,0.0,101.3,0.117,0.026,0.091,0.513,0.429,0,15,63,0,21,56,0.0,0.192,0.808,,71.43,112.5,death,5.75,6.88,6.42,0.821,Kolkata Knight Riders,2021,7.666666666666667,8.0,7,8,8,lower_order,tailender,True
CRD Fernando,4,2,3,0,0,0,2.0,2,2,1.0,0,0.0,0.0,0,0,0.0,0.0,133.33,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,3,0.0,0.0,1.0,,,133.33,death,,2.0,1.5,0.138,Mumbai Indians,2009,10.0,10.0,9,11,9,tailender,tailender,False
CV Varun,26,12,48,2,0,5,2.17,10,0,0.583,2,0.167,3.1,0,0,0.0,0.0,54.17,0.042,0.0,0.042,0.308,0.604,0,0,26,0,3,45,0.0,0.0,1.0,,0.0,57.78,death,1.0,2.4,4.0,0.7,Kolkata Knight Riders,2026,10.642857142857142,11.0,10,11,11,tailender,tailender,True
D Brevis,496,17,326,34,35,17,29.18,57,0,0.0,2,0.118,19.4,10,2,0.588,0.118,152.15,0.212,0.107,0.104,0.698,0.377,84,347,65,70,228,28,0.169,0.7,0.131,120.0,152.19,232.14,death,46.75,23.77,19.18,1.0,Mumbai Indians,2026,3.9411764705882355,4.0,2,6,3,top_order,top_order_anchor,True
D Ferreira,79,5,61,8,3,5,15.8,69,1,0.0,0,0.0,29.85,1,1,0.2,0.2,129.51,0.18,0.049,0.131,0.633,0.426,14,56,9,11,36,14,0.177,0.709,0.114,127.27,155.56,64.29,middle,1.0,19.5,12.2,0.567,Rajasthan Royals,2026,7.2,7.0,6,8,7,lower_order,tailender,True
D Kalyankrishna,3,1,8,0,0,1,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.625,0,0,3,0,0,8,0.0,0.0,1.0,,,37.5,death,,3.0,8.0,0.096,Deccan Chargers,2007,9.0,9.0,9,9,9,tailender,tailender,False
D Padikkal,1941,78,1503,208,62,75,24.88,101,0,0.038,6,0.077,21.78,28,14,0.359,0.179,129.14,0.18,0.041,0.138,0.62,0.389,894,909,138,700,706,97,0.461,0.468,0.071,127.71,128.75,142.27,death,27.69,21.06,19.27,1.0,Royal Challengers Bangalore,2026,2.6538461538461537,3.0,1,6,2,opener,aggressive_opener,True
D Pretorius,44,5,28,3,3,4,8.8,22,0,0.2,1,0.2,9.09,0,0,0.0,0.0,157.14,0.214,0.107,0.107,0.682,0.357,0,0,44,0,0,28,0.0,0.0,1.0,,,157.14,death,22.0,5.5,5.6,0.429,Chennai Super Kings,2022,8.2,8.0,8,9,8,lower_order,tailender,True
D Salunkhe,33,3,24,5,0,2,11.0,26,1,0.333,0,0.0,13.23,0,0,0.0,0.0,137.5,0.208,0.0,0.208,0.606,0.333,0,8,25,0,7,17,0.0,0.242,0.758,,114.29,147.06,death,1.0,16.0,8.0,0.288,Rajasthan Royals,2007,8.0,8.0,8,8,8,lower_order,tailender,False
D Wiese,148,11,101,12,7,5,13.45,47,1,0.545,0,0.0,12.6,1,0,0.091,0.0,146.53,0.188,0.069,0.119,0.608,0.297,0,23,125,0,24,77,0.0,0.155,0.845,,95.83,162.34,death,10.5,14.11,9.18,0.921,Royal Challengers Bangalore,2023,7.0,7.0,5,8,7,lower_order,tailender,True
D du Preez,10,1,13,0,0,1,10.0,10,10,0.0,0,0.0,0.0,0,0,0.0,0.0,76.92,0.0,0.0,0.0,0.0,0.385,0,3,7,0,4,9,0.0,0.3,0.7,,75.0,77.78,death,,10.0,13.0,0.117,Royal Challengers Bangalore,2009,8.0,8.0,8,8,8,lower_order,tailender,False
DA Miller,3156,137,2273,228,142,88,23.04,101,0,0.358,4,0.029,20.08,40,14,0.292,0.102,138.85,0.163,0.062,0.1,0.559,0.313,98,1629,1429,110,1336,827,0.031,0.516,0.453,89.09,121.93,172.79,death,26.94,19.19,16.59,1.0,Kings XI Punjab,2026,4.870503597122302,5.0,1,7,5,middle_order,finisher,True
DA Payne,6,1,5,0,0,0,6.0,6,6,1.0,0,0.0,0.0,0,0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.2,0,0,6,0,0,5,0.0,0.0,1.0,,,120.0,death,,6.0,5.0,0.083,Sunrisers Hyderabad,2026,10.0,10.0,10,10,10,tailender,tailender,False
DA Warner,6567,184,4702,663,236,164,35.69,126,0,0.109,11,0.06,28.97,96,66,0.522,0.359,139.66,0.191,0.05,0.141,0.619,0.367,3318,2621,628,2403,1944,355,0.505,0.399,0.096,138.08,134.83,176.9,death,46.96,27.21,25.55,1.0,Sunrisers Hyderabad,2024,1.5668449197860963,1.0,1,5,1,opener,aggressive_opener,True
DAJ Bracewell,12,1,9,1,0,0,12.0,12,12,1.0,0,0.0,0.0,0,0,0.0,0.0,133.33,0.111,0.0,0.111,0.333,0.111,0,0,12,0,0,9,0.0,0.0,1.0,,,133.33,death,,12.0,9.0,0.1,Delhi Daredevils,2012,8.0,8.0,8,8,8,lower_order,tailender,False
DB Das,304,22,261,23,16,14,13.82,35,0,0.364,1,0.045,10.45,2,0,0.091,0.0,116.48,0.149,0.061,0.088,0.618,0.452,58,129,117,53,111,97,0.191,0.424,0.385,109.43,116.22,120.62,death,6.33,16.62,11.86,1.0,Kolkata Knight Riders,2013,5.681818181818182,6.0,3,7,6,middle_order,middle_order,True
DB Ravi Teja,375,25,317,35,9,19,15.0,60,0,0.24,1,0.04,14.9,5,1,0.2,0.04,118.3,0.139,0.028,0.11,0.517,0.366,53,153,169,58,137,122,0.141,0.408,0.451,91.38,111.68,138.52,death,14.29,15.28,12.68,1.0,Deccan Chargers,2013,5.96,7.0,2,8,7,lower_order,tailender,True
DE Bollinger,21,4,23,1,1,1,5.25,16,0,0.75,0,0.0,7.27,0,0,0.0,0.0,91.3,0.087,0.043,0.043,0.476,0.478,0,0,21,0,0,23,0.0,0.0,1.0,,,91.3,death,,5.25,5.75,0.346,Chennai Super Kings,2012,10.5,10.5,10,11,10,tailender,tailender,False
DG Nalkande,12,2,12,0,1,2,6.0,12,0,0.0,1,0.5,8.49,0,0,0.0,0.0,100.0,0.083,0.083,0.0,0.5,0.417,0,12,0,0,11,1,0.0,1.0,0.0,,109.09,0.0,middle,,6.0,6.0,0.175,Gujarat Titans,2024,7.5,7.5,6,9,6,middle_order,middle_order,False
DH Yagnik,170,17,137,23,2,10,10.0,34,0,0.412,1,0.059,9.48,2,0,0.118,0.0,124.09,0.182,0.015,0.168,0.612,0.416,0,74,96,0,62,75,0.0,0.435,0.565,,119.35,128.0,death,14.75,8.54,8.06,1.0,Rajasthan Royals,2014,6.529411764705882,7.0,3,8,8,lower_order,tailender,True
DJ Bravo,1560,110,1204,120,66,69,14.18,70,0,0.373,5,0.045,15.05,15,5,0.136,0.045,129.57,0.154,0.055,0.1,0.562,0.378,123,528,909,110,572,522,0.079,0.338,0.583,111.82,92.31,174.14,death,14.18,14.18,10.95,1.0,Chennai Super Kings,2022,5.991150442477876,6.0,1,9,6,middle_order,finisher,True
DJ Harris,111,4,101,11,5,4,27.75,47,15,0.0,0,0.0,14.31,2,0,0.5,0.0,109.9,0.158,0.05,0.109,0.667,0.495,57,54,0,64,37,0,0.514,0.486,0.0,89.06,145.95,,middle,,27.75,25.25,0.671,Deccan Chargers,2012,1.0,1.0,1,1,1,opener,anchor_opener,False
DJ Hooda,1497,101,1173,98,62,85,14.82,64,0,0.158,5,0.05,15.46,14,8,0.139,0.079,127.62,0.136,0.053,0.084,0.51,0.331,164,867,466,164,689,320,0.11,0.579,0.311,100.0,125.83,145.62,death,17.23,12.96,11.61,1.0,Sunrisers Hyderabad,2025,4.911764705882353,5.0,1,8,5,middle_order,middle_order,True
DJ Hussey,1322,61,1075,90,60,49,21.67,71,0,0.197,4,0.066,18.48,19,5,0.311,0.082,122.98,0.14,0.056,0.084,0.545,0.371,134,778,410,115,727,233,0.101,0.589,0.31,116.52,107.02,175.97,death,20.52,22.59,17.62,1.0,Kings XI Punjab,2014,4.459016393442623,4.0,3,6,4,top_order,finisher,True
DJ Jacobs,92,7,98,10,4,7,13.14,32,0,0.0,1,0.143,11.32,1,0,0.143,0.0,93.88,0.143,0.041,0.102,0.696,0.602,83,9,0,91,7,0,0.902,0.098,0.0,91.21,128.57,,middle,16.25,9.0,14.0,0.846,Mumbai Indians,2012,1.1428571428571428,1.0,1,2,1,opener,anchor_opener,True
DJ Malan,26,1,26,1,1,1,26.0,26,26,0.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.077,0.038,0.038,0.385,0.385,1,25,0,2,24,0,0.038,0.962,0.0,50.0,104.17,,middle,,26.0,26.0,0.171,Punjab Kings,2021,4.0,4.0,4,4,4,top_order,top_order_anchor,False
DJ Mitchell,351,15,267,28,10,13,23.4,63,1,0.133,0,0.0,16.53,4,2,0.267,0.133,131.46,0.142,0.037,0.105,0.49,0.281,97,208,46,78,151,38,0.276,0.593,0.131,124.36,137.75,121.05,middle,26.0,20.43,17.8,1.0,Chennai Super Kings,2024,4.2,4.0,3,8,3,top_order,middle_order,True
DJ Muthuswami,1,1,3,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0,0,1,0,0,3,0.0,0.0,1.0,,,33.33,death,,1.0,3.0,0.075,Delhi Daredevils,2015,11.0,11.0,11,11,11,tailender,tailender,False
DJ Thornely,39,4,53,2,2,3,9.75,30,0,0.25,1,0.25,13.96,1,0,0.25,0.0,73.58,0.075,0.038,0.038,0.513,0.566,4,35,0,20,33,0,0.103,0.897,0.0,20.0,106.06,,middle,13.0,0.0,13.25,0.471,Mumbai Indians,2007,3.25,3.0,3,4,3,top_order,middle_order,False
DJ Willey,53,5,62,7,0,2,10.6,20,0,0.6,1,0.2,8.65,0,0,0.0,0.0,85.48,0.113,0.0,0.113,0.528,0.548,6,23,24,11,29,22,0.113,0.434,0.453,54.55,79.31,109.09,death,7.33,15.5,12.4,0.571,Royal Challengers Bangalore,2023,7.0,9.0,4,9,9,tailender,tailender,True
DJG Sammy,295,20,241,15,18,15,14.75,60,0,0.25,2,0.1,13.9,1,1,0.05,0.05,122.41,0.137,0.075,0.062,0.569,0.407,8,151,136,5,140,96,0.027,0.512,0.461,160.0,107.86,141.67,powerplay,9.56,19.0,12.05,1.0,Sunrisers Hyderabad,2015,5.65,5.5,4,7,5,middle_order,middle_order,True
DJM Short,115,7,99,11,5,7,16.43,44,2,0.0,0,0.0,19.04,2,0,0.286,0.0,116.16,0.162,0.051,0.111,0.643,0.455,50,65,0,60,39,0,0.435,0.565,0.0,83.33,166.67,,middle,7.0,23.5,14.14,0.85,Rajasthan Royals,2018,1.7142857142857142,2.0,1,2,2,opener,anchor_opener,True
DL Chahar,123,17,89,6,8,8,7.24,39,0,0.529,4,0.235,10.88,1,0,0.059,0.0,138.2,0.157,0.09,0.067,0.585,0.371,0,61,62,0,39,50,0.0,0.496,0.504,,156.41,124.0,middle,7.71,6.9,5.24,0.871,Chennai Super Kings,2026,8.61111111111111,9.0,6,11,9,tailender,tailender,True
DL Vettori,121,16,113,11,2,8,7.56,29,0,0.5,1,0.062,9.02,0,0,0.0,0.0,107.08,0.115,0.018,0.097,0.463,0.363,0,47,74,0,54,59,0.0,0.388,0.612,,87.04,125.42,death,10.5,6.58,7.06,0.971,Royal Challengers Bangalore,2012,7.470588235294118,7.0,6,9,7,lower_order,tailender,True
DM Bravo,6,1,5,1,0,0,6.0,6,6,1.0,0,0.0,0.0,0,0,0.0,0.0,120.0,0.2,0.0,0.2,0.667,0.4,0,0,6,0,0,5,0.0,0.0,1.0,,,120.0,death,6.0,,5.0,0.083,Kolkata Knight Riders,2017,4.0,4.0,4,4,4,top_order,middle_order,False
DNT Zoysa,11,2,9,1,0,1,5.5,10,1,0.5,0,0.0,6.36,0,0,0.0,0.0,122.22,0.111,0.0,0.111,0.364,0.333,0,1,10,0,1,8,0.0,0.091,0.909,,100.0,125.0,death,,5.5,4.5,0.162,Deccan Chargers,2007,7.5,7.5,7,8,7,lower_order,tailender,False
DP Conway,1080,28,773,117,34,25,38.57,92,0,0.107,3,0.107,32.17,16,11,0.571,0.393,139.72,0.195,0.044,0.151,0.622,0.345,463,521,96,368,342,63,0.429,0.482,0.089,125.82,152.34,152.38,death,51.07,26.07,27.61,1.0,Chennai Super Kings,2025,1.9285714285714286,2.0,1,2,2,opener,aggressive_opener,True
DP Nannes,4,2,13,0,0,1,2.0,3,1,0.5,0,0.0,1.41,0,0,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.692,0,2,2,0,4,9,0.0,0.5,0.5,,50.0,22.22,middle,,2.0,6.5,0.179,Delhi Daredevils,2009,10.666666666666666,11.0,10,11,11,tailender,tailender,False
DP Vijaykumar,1,1,1,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,1.0,,,100.0,death,,1.0,1.0,0.067,Deccan Chargers,2007,10.5,10.5,10,11,10,tailender,tailender,False
DPMD Jayawardene,1808,78,1464,200,40,64,23.18,110,0,0.179,2,0.026,22.16,23,11,0.295,0.141,123.5,0.164,0.027,0.137,0.575,0.383,611,823,374,501,728,235,0.338,0.455,0.207,121.96,113.05,159.15,death,25.47,21.41,18.77,1.0,Kings XI Punjab,2013,3.278481012658228,4.0,1,6,5,middle_order,finisher,True
DR Martyn,19,1,24,1,0,1,19.0,19,19,0.0,0,0.0,0.0,0,0,0.0,0.0,79.17,0.042,0.0,0.042,0.211,0.333,1,13,5,3,18,3,0.053,0.684,0.263,33.33,72.22,166.67,death,,19.0,24.0,0.162,Rajasthan Royals,2009,3.0,3.0,3,3,3,top_order,middle_order,False
DR Sams,44,13,44,1,3,9,3.38,15,0,0.308,3,0.231,4.23,0,0,0.0,0.0,100.0,0.091,0.068,0.023,0.5,0.5,1,16,27,6,14,24,0.023,0.364,0.614,16.67,114.29,112.5,middle,2.0,4.25,3.38,0.683,Mumbai Indians,2022,6.538461538461538,7.0,3,8,7,lower_order,tailender,True
DR Shorey,13,2,17,0,1,2,6.5,8,5,0.0,0,0.0,2.12,0,0,0.0,0.0,76.47,0.059,0.059,0.0,0.462,0.529,0,13,0,0,17,0,0.0,1.0,0.0,,76.47,,middle,8.0,5.0,8.5,0.196,Chennai Super Kings,2019,5.0,5.0,4,6,4,top_order,middle_order,False
DR Smith,2385,88,1764,245,117,84,27.1,87,0,0.045,8,0.091,23.22,35,17,0.398,0.193,135.2,0.205,0.066,0.139,0.705,0.45,1213,1004,168,976,677,111,0.509,0.421,0.07,124.28,148.3,151.35,death,33.61,19.98,20.05,1.0,Chennai Super Kings,2017,2.3707865168539324,1.0,1,7,1,opener,aggressive_opener,True
DS Kulkarni,104,20,108,7,2,9,5.2,28,1,0.55,0,0.0,6.07,0,0,0.0,0.0,96.3,0.083,0.019,0.065,0.385,0.417,0,5,99,0,10,98,0.0,0.048,0.952,,50.0,101.02,death,6.0,5.16,5.4,0.95,Rajasthan Royals,2020,9.565217391304348,10.0,7,11,10,tailender,tailender,True
DS Lehmann,18,2,18,3,0,2,9.0,17,1,0.0,0,0.0,11.31,0,0,0.0,0.0,100.0,0.167,0.0,0.167,0.667,0.5,4,14,0,3,15,0,0.222,0.778,0.0,133.33,93.33,,powerplay,17.0,1.0,9.0,0.2,Rajasthan Royals,2007,5.0,5.0,5,5,5,middle_order,middle_order,False
DS Rathi,1,2,6,0,0,1,0.5,1,0,0.5,0,0.0,0.71,0,0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.833,0,0,1,0,0,6,0.0,0.0,1.0,,,16.67,death,,0.5,3.0,0.15,Lucknow Super Giants,2026,10.666666666666666,11.0,10,11,11,tailender,tailender,False
DT Christian,460,41,398,23,19,31,11.22,39,0,0.244,2,0.049,10.51,2,0,0.049,0.0,115.58,0.106,0.048,0.058,0.448,0.339,3,148,309,8,167,223,0.007,0.322,0.672,37.5,88.62,138.57,death,6.33,14.04,9.71,1.0,Deccan Chargers,2021,5.7560975609756095,6.0,3,8,6,middle_order,middle_order,True
DT Patil,13,2,13,1,0,2,6.5,9,4,0.0,0,0.0,3.54,0,0,0.0,0.0,100.0,0.077,0.0,0.077,0.308,0.385,0,9,4,0,12,1,0.0,0.692,0.308,,75.0,400.0,death,,6.5,6.5,0.179,Royal Challengers Bangalore,2007,7.5,7.5,7,8,7,lower_order,tailender,False
DW Steyn,167,33,160,14,3,22,5.06,19,0,0.333,5,0.152,5.38,0,0,0.0,0.0,104.38,0.106,0.019,0.088,0.443,0.431,0,4,163,0,9,151,0.0,0.024,0.976,,44.44,107.95,death,4.6,5.14,4.85,1.0,Sunrisers Hyderabad,2020,9.243243243243244,9.0,8,11,9,tailender,tailender,True
Dhruv Jurel,856,40,541,68,46,28,21.4,81,0,0.3,4,0.1,22.58,13,6,0.325,0.15,158.23,0.211,0.085,0.126,0.64,0.29,52,340,464,28,255,258,0.061,0.397,0.542,185.71,133.33,179.84,powerplay,21.42,21.38,13.52,1.0,Rajasthan Royals,2026,5.4,5.0,3,8,5,middle_order,finisher,True
E Lewis,654,26,477,62,36,24,25.15,65,0,0.077,2,0.077,21.74,10,4,0.385,0.154,137.11,0.205,0.075,0.13,0.709,0.444,420,202,32,286,170,21,0.642,0.309,0.049,146.85,118.82,152.38,death,29.0,21.86,18.35,1.0,Mumbai Indians,2022,2.3076923076923075,2.0,1,6,2,opener,aggressive_opener,True
EJG Morgan,1406,75,1148,112,64,62,18.75,68,0,0.173,6,0.08,17.55,19,5,0.253,0.067,122.47,0.153,0.056,0.098,0.592,0.417,176,714,516,192,642,314,0.125,0.508,0.367,91.67,111.21,164.33,death,20.37,17.67,15.31,1.0,Kolkata Knight Riders,2021,4.578947368421052,5.0,1,7,5,middle_order,finisher,True
ER Dwivedi,24,2,14,2,2,2,12.0,19,5,0.0,0,0.0,9.9,0,0,0.0,0.0,171.43,0.286,0.143,0.143,0.833,0.429,5,0,19,5,0,9,0.208,0.0,0.792,100.0,,211.11,death,,12.0,7.0,0.183,Gujarat Lions,2016,4.5,4.5,1,8,1,opener,anchor_opener,False
F Behardien,14,3,13,2,0,2,4.67,9,0,0.333,1,0.333,4.51,0,0,0.0,0.0,107.69,0.154,0.0,0.154,0.571,0.385,0,0,14,0,1,12,0.0,0.0,1.0,,0.0,116.67,death,,4.67,4.33,0.242,Kings XI Punjab,2016,6.333333333333333,6.0,6,7,6,middle_order,middle_order,False
F du Plessis,4773,147,3515,440,174,136,32.47,96,0,0.075,7,0.048,25.18,68,39,0.463,0.265,135.79,0.175,0.05,0.125,0.587,0.341,2281,1924,568,1673,1526,316,0.478,0.403,0.119,136.34,126.08,179.75,death,36.14,28.21,23.91,1.0,Chennai Super Kings,2025,2.238095238095238,2.0,1,7,2,opener,aggressive_opener,True
FA Allen,14,3,19,1,0,2,4.67,8,0,0.333,0,0.0,4.16,0,0,0.0,0.0,73.68,0.053,0.0,0.053,0.286,0.474,0,3,11,0,6,13,0.0,0.214,0.786,,50.0,84.62,death,,4.67,6.33,0.267,Punjab Kings,2022,7.0,7.0,6,8,7,lower_order,tailender,False
FH Allen,81,5,42,13,4,5,16.2,37,1,0.0,0,0.0,15.48,1,0,0.2,0.0,192.86,0.405,0.095,0.31,0.938,0.476,81,0,0,42,0,0,1.0,0.0,0.0,192.86,,,powerplay,,16.2,8.4,0.488,Kolkata Knight Riders,2026,1.8,2.0,1,2,2,opener,aggressive_opener,True
FH Edwards,4,2,5,0,0,1,2.0,3,1,0.5,0,0.0,1.41,0,0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.6,0,0,4,0,0,5,0.0,0.0,1.0,,,80.0,death,2.0,,2.5,0.146,Deccan Chargers,2009,8.5,8.5,8,9,8,lower_order,tailender,False
FY Fazal,183,11,173,22,1,10,16.64,45,0,0.091,1,0.091,14.63,3,0,0.273,0.0,105.78,0.133,0.006,0.127,0.514,0.393,76,69,38,79,62,32,0.415,0.377,0.208,96.2,111.29,118.75,death,27.4,7.67,15.73,1.0,Rajasthan Royals,2011,3.5454545454545454,3.0,1,8,3,top_order,middle_order,True
Fazalhaq Farooqi,5,3,15,0,0,0,1.67,2,1,1.0,0,0.0,0.58,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0,0,5,0,0,15,0.0,0.0,1.0,,,33.33,death,,1.67,5.0,0.25,Sunrisers Hyderabad,2025,11.0,11.0,11,11,11,tailender,tailender,False
G Coetzee,31,7,33,2,2,6,4.43,12,0,0.143,1,0.143,4.35,0,0,0.0,0.0,93.94,0.121,0.061,0.061,0.645,0.545,0,8,23,0,9,24,0.0,0.258,0.742,,88.89,95.83,death,12.0,3.17,4.71,0.575,Mumbai Indians,2025,8.571428571428571,9.0,8,9,9,tailender,tailender,True
G Gambhir,4217,152,3404,492,59,136,27.74,93,0,0.105,12,0.079,24.18,58,36,0.382,0.237,123.88,0.162,0.017,0.145,0.551,0.363,2277,1670,270,1868,1350,186,0.54,0.396,0.064,121.9,123.7,145.16,death,33.4,20.57,22.39,1.0,Kolkata Knight Riders,2018,1.9342105263157894,2.0,1,6,2,opener,aggressive_opener,True
GB Hogg,22,4,22,1,0,3,5.5,13,2,0.25,0,0.0,5.2,0,0,0.0,0.0,100.0,0.045,0.0,0.045,0.182,0.227,0,0,22,0,0,22,0.0,0.0,1.0,,,100.0,death,5.0,5.67,5.5,0.342,Kolkata Knight Riders,2015,9.333333333333334,9.0,8,11,8,lower_order,tailender,False
GC Smith,739,29,668,94,9,26,25.48,91,0,0.103,3,0.103,25.82,9,4,0.31,0.138,110.63,0.154,0.013,0.141,0.582,0.445,374,299,66,387,241,40,0.506,0.405,0.089,96.64,124.07,165.0,death,36.47,9.92,23.03,1.0,Rajasthan Royals,2011,1.4482758620689655,1.0,1,3,1,opener,anchor_opener,True
GC Viljoen,3,3,7,0,0,2,1.0,2,0,0.333,1,0.333,1.0,0,0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.714,0,0,3,0,0,7,0.0,0.0,1.0,,,42.86,death,1.0,1.0,2.33,0.217,Kings XI Punjab,2019,8.0,8.0,7,9,7,lower_order,tailender,False
GD McGrath,4,2,5,1,0,1,2.0,4,0,0.5,1,0.5,2.83,0,0,0.0,0.0,80.0,0.2,0.0,0.2,1.0,0.8,0,0,4,0,0,5,0.0,0.0,1.0,,,80.0,death,,2.0,2.5,0.146,Delhi Daredevils,2007,11.0,11.0,11,11,11,tailender,tailender,False
GD Phillips,107,11,85,5,8,9,9.73,25,0,0.182,1,0.091,8.83,0,0,0.0,0.0,125.88,0.153,0.094,0.059,0.636,0.459,0,48,59,7,46,32,0.0,0.449,0.551,0.0,104.35,184.38,death,17.67,6.75,7.73,0.854,Sunrisers Hyderabad,2026,5.181818181818182,5.0,4,6,6,middle_order,finisher,True
GF Linde,23,2,17,4,0,2,11.5,16,7,0.0,0,0.0,6.36,0,0,0.0,0.0,135.29,0.235,0.0,0.235,0.696,0.471,0,0,23,0,0,17,0.0,0.0,1.0,,,135.29,death,,11.5,8.5,0.196,Lucknow Super Giants,2026,8.0,8.0,8,8,8,lower_order,tailender,False
GH Vihari,284,23,321,23,1,20,12.35,46,1,0.13,0,0.0,13.98,3,0,0.13,0.0,88.47,0.075,0.003,0.072,0.345,0.424,59,145,80,90,161,70,0.208,0.511,0.282,65.56,90.06,114.29,death,14.36,10.5,13.96,1.0,Sunrisers Hyderabad,2019,4.608695652173913,4.0,3,8,3,top_order,middle_order,True
GHS Garton,2,2,4,0,0,1,1.0,2,0,0.5,1,0.5,1.41,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,2,0,0,4,0.0,0.0,1.0,,,50.0,death,0.0,2.0,2.0,0.142,Royal Challengers Bangalore,2021,8.333333333333334,8.0,8,9,8,lower_order,tailender,False
GJ Bailey,663,36,544,59,19,27,18.42,61,0,0.25,1,0.028,15.46,8,2,0.222,0.056,121.88,0.143,0.035,0.108,0.528,0.366,131,205,327,128,229,187,0.198,0.309,0.493,102.34,89.52,174.87,death,16.88,19.65,15.11,1.0,Kings XI Punjab,2016,4.891891891891892,5.0,1,7,5,middle_order,finisher,True
GJ Maxwell,2820,134,1818,238,161,118,21.04,95,0,0.119,19,0.142,23.39,38,18,0.284,0.134,155.12,0.219,0.089,0.131,0.68,0.36,433,1780,607,309,1169,340,0.154,0.631,0.215,140.13,152.27,178.53,death,27.69,15.32,13.57,1.0,Kings XI Punjab,2025,4.138686131386861,4.0,1,6,4,top_order,top_order_aggressor,True
GR Napier,15,1,16,1,0,1,15.0,15,15,0.0,0,0.0,0.0,0,0,0.0,0.0,93.75,0.062,0.0,0.062,0.267,0.438,0,10,5,0,12,4,0.0,0.667,0.333,,83.33,125.0,death,15.0,,16.0,0.129,Mumbai Indians,2009,6.0,6.0,6,6,6,middle_order,middle_order,False
Gulbadin Naib,19,1,15,1,1,1,19.0,19,19,0.0,0,0.0,0.0,0,0,0.0,0.0,126.67,0.133,0.067,0.067,0.526,0.267,0,4,15,0,5,10,0.0,0.211,0.789,,80.0,150.0,death,19.0,,15.0,0.125,Delhi Capitals,2024,7.0,7.0,7,7,7,lower_order,tailender,False
Gurkeerat Singh,511,32,422,55,11,24,15.97,65,0,0.25,4,0.125,14.91,3,2,0.094,0.062,121.09,0.156,0.026,0.13,0.56,0.37,35,225,251,37,223,162,0.068,0.44,0.491,94.59,100.9,154.94,death,16.2,15.86,13.19,1.0,Kings XI Punjab,2020,5.78125,6.0,3,8,7,lower_order,tailender,True
H Das,2,1,5,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.6,0,0,2,0,0,5,0.0,0.0,1.0,,,40.0,death,,2.0,5.0,0.083,Deccan Chargers,2007,8.0,8.0,8,8,8,lower_order,tailender,False
H Klaasen,1704,50,1029,111,97,42,34.08,105,0,0.16,1,0.02,24.13,27,11,0.54,0.22,165.6,0.202,0.094,0.108,0.602,0.235,93,998,613,72,637,320,0.055,0.586,0.36,129.17,156.67,191.56,death,36.76,32.14,20.58,1.0,Sunrisers Hyderabad,2026,4.78,5.0,2,6,5,middle_order,finisher,True
HC Brook,190,11,154,23,4,9,17.27,100,0,0.182,3,0.273,28.72,1,1,0.091,0.091,123.38,0.175,0.026,0.149,0.611,0.422,96,58,36,84,45,25,0.505,0.305,0.189,114.29,128.89,144.0,death,37.67,9.62,14.0,1.0,Sunrisers Hyderabad,2023,3.1818181818181817,4.0,1,6,1,opener,anchor_opener,True
HE van der Dussen,22,3,24,2,0,2,7.33,12,4,0.333,0,0.0,4.16,0,0,0.0,0.0,91.67,0.083,0.0,0.083,0.364,0.458,0,10,12,0,14,10,0.0,0.455,0.545,,71.43,120.0,death,4.0,9.0,8.0,0.288,Rajasthan Royals,2022,5.333333333333333,5.0,4,7,4,top_order,middle_order,False
