player,match_file,date,season,venue,team,opponent,winner,runs_conceded,balls_bowled,wickets,wides,noballs,dot_balls,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,season_start_year
Manisankar Murasingh,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Manipur,Tripura,31,24,1,0,0,10,21,18,0,0,10,6,2022
Rana Dutta,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Manipur,Tripura,26,24,1,1,0,11,7,12,7,6,12,6,2022
Parvez Sultan,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Manipur,Tripura,18,24,0,0,0,14,5,6,13,18,0,0,2022
CK Paul,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Manipur,Tripura,18,24,2,1,0,11,0,0,12,18,6,6,2022
Ajay Sarkar,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Manipur,Tripura,15,24,1,0,0,12,0,0,6,12,9,12,2022
Rex Rajkumar,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Manipur,Tripura,Tripura,17,12,0,1,0,3,17,12,0,0,0,0,2022
Bishworjit Konthoujam,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Manipur,Tripura,Tripura,17,12,0,1,0,5,17,12,0,0,0,0,2022
BM Chingakham,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Manipur,Tripura,Tripura,7,6,0,1,0,3,7,6,0,0,0,0,2022
L Kishan Singha,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Manipur,Tripura,Tripura,31,18,1,1,0,3,15,6,16,12,0,0,2022
Nitesh Sedai,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Manipur,Tripura,Tripura,25,12,0,0,0,3,0,0,25,12,0,0,2022
Sultan Karim,1333013.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Manipur,Tripura,Tripura,14,8,1,0,1,2,0,0,14,8,0,0,2022
Bandaru Ayyappa,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Andhra,Railways,Railways,28,24,0,0,0,10,10,12,9,6,9,6,2015
Girinath Reddy,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Andhra,Railways,Railways,22,24,2,2,0,13,10,6,12,18,0,0,2015
Cheepurapalli Stephen,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Andhra,Railways,Railways,16,24,4,2,0,16,7,12,0,0,9,12,2015
K V Sasikanth,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Andhra,Railways,Railways,23,24,1,3,0,11,2,6,15,12,6,6,2015
Ashwin Hebbar,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Andhra,Railways,Railways,11,6,0,0,0,2,0,0,11,6,0,0,2015
Prashanth Kumar,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Andhra,Railways,Railways,12,12,1,1,0,4,0,0,12,12,0,0,2015
Sirla Srinivas,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Andhra,Railways,Railways,10,6,0,0,0,0,0,0,0,0,10,6,2015
Anureet Singh,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Railways,Andhra,Railways,16,22,2,0,0,14,2,12,0,0,14,10,2015
K Upadhyay,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Railways,Andhra,Railways,22,24,1,0,0,13,11,12,11,12,0,0,2015
Ranjeet Mali,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Railways,Andhra,Railways,26,24,4,1,0,12,12,12,5,6,9,6,2015
AR Pandey,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Railways,Andhra,Railways,18,12,0,0,0,3,0,0,8,6,10,6,2015
KV Sharma,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Railways,Andhra,Railways,19,24,1,0,0,12,0,0,15,18,4,6,2015
KR Mahajan,902151.json,2016-01-04,2015/16,Motibaug Cricket Ground,Railways,Andhra,Railways,14,12,1,1,0,6,0,0,14,12,0,0,2015
IK Pathan,955065.json,2016-01-18,2015/16,Wankhede Stadium,Baroda,Mumbai,Baroda,14,18,1,2,0,12,14,18,0,0,0,0,2015
MM Patel,955065.json,2016-01-18,2015/16,Wankhede Stadium,Baroda,Mumbai,Baroda,32,24,1,0,0,9,27,18,5,6,0,0,2015
BA Bhatt,955065.json,2016-01-18,2015/16,Wankhede Stadium,Baroda,Mumbai,Baroda,25,24,2,0,0,6,0,0,25,24,0,0,2015
Soaeb Tai,955065.json,2016-01-18,2015/16,Wankhede Stadium,Baroda,Mumbai,Baroda,24,18,0,0,0,5,0,0,24,18,0,0,2015
HH Pandya,955065.json,2016-01-18,2015/16,Wankhede Stadium,Baroda,Mumbai,Baroda,22,18,1,1,0,6,0,0,7,6,15,12,2015
RT Arothe,955065.json,2016-01-18,2015/16,Wankhede Stadium,Baroda,Mumbai,Baroda,34,18,0,2,0,2,0,0,0,0,34,18,2015
DS Kulkarni,955065.json,2016-01-18,2015/16,Wankhede Stadium,Mumbai,Baroda,Baroda,25,24,2,0,0,10,7,12,0,0,18,12,2015
SN Thakur,955065.json,2016-01-18,2015/16,Wankhede Stadium,Mumbai,Baroda,Baroda,35,24,1,2,0,9,17,6,11,12,7,6,2015
Sagar Trivedi,955065.json,2016-01-18,2015/16,Wankhede Stadium,Mumbai,Baroda,Baroda,35,24,2,0,0,8,11,12,14,6,10,6,2015
PV Tambe,955065.json,2016-01-18,2015/16,Wankhede Stadium,Mumbai,Baroda,Baroda,26,24,3,1,0,6,8,6,18,18,0,0,2015
S Dube,955065.json,2016-01-18,2015/16,Wankhede Stadium,Mumbai,Baroda,Baroda,15,6,0,0,0,0,0,0,15,6,0,0,2015
AM Nayar,955065.json,2016-01-18,2015/16,Wankhede Stadium,Mumbai,Baroda,Baroda,10,6,0,1,0,0,0,0,10,6,0,0,2015
SD Lad,955065.json,2016-01-18,2015/16,Wankhede Stadium,Mumbai,Baroda,Baroda,7,6,0,0,0,0,0,0,7,6,0,0,2015
Pankaj Singh,1157209.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Puducherry,Services,No Result,12,12,0,0,0,5,12,12,0,0,0,0,2018
Pratik Sargade,1157209.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Puducherry,Services,No Result,22,18,0,0,0,5,15,12,7,6,0,0,2018
Fabid Ahmed,1157209.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Puducherry,Services,No Result,14,12,0,0,0,2,14,12,0,0,0,0,2018
Satish Jangir,1157209.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Puducherry,Services,No Result,8,12,2,0,0,6,0,0,8,12,0,0,2018
P Thamaraikannan,1157209.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Puducherry,Services,No Result,5,6,0,0,0,1,0,0,5,6,0,0,2018
Damodaran Rohit,1157209.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Puducherry,Services,No Result,6,6,0,0,0,1,0,0,6,6,0,0,2018
Rana Dutta,1157208.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Tripura,Maharashtra,No Result,16,6,0,0,0,1,16,6,0,0,0,0,2018
SS Majumder,1157208.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Tripura,Maharashtra,No Result,11,6,1,0,0,1,11,6,0,0,0,0,2018
Manisankar Murasingh,1157208.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Tripura,Maharashtra,No Result,14,6,1,2,0,2,14,6,0,0,0,0,2018
Kamal Das,1157208.json,2019-03-02,2018/19,"Airforce Complex ground, Palam II",Tripura,Maharashtra,No Result,9,6,1,0,0,2,9,6,0,0,0,0,2018
Lalhruai Ralte,1205757.json,2019-11-11,2019/20,BKC Ground,Mizoram,Puducherry,Puducherry,36,24,0,0,0,8,11,12,0,0,25,12,2019
Sumit Lama,1205757.json,2019-11-11,2019/20,BKC Ground,Mizoram,Puducherry,Puducherry,25,24,3,0,1,14,23,18,0,0,2,6,2019
Parvez Ahmed,1205757.json,2019-11-11,2019/20,BKC Ground,Mizoram,Puducherry,Puducherry,23,12,0,1,0,6,9,6,14,6,0,0,2019
Lalhmangaiha,1205757.json,2019-11-11,2019/20,BKC Ground,Mizoram,Puducherry,Puducherry,27,24,2,0,0,8,0,0,27,24,0,0,2019
G Lalbiakvela,1205757.json,2019-11-11,2019/20,BKC Ground,Mizoram,Puducherry,Puducherry,19,12,0,0,0,5,0,0,19,12,0,0,2019
Reuben Lalhruaizela,1205757.json,2019-11-11,2019/20,BKC Ground,Mizoram,Puducherry,Puducherry,13,6,0,0,0,1,0,0,13,6,0,0,2019
Lalhruaizela,1205757.json,2019-11-11,2019/20,BKC Ground,Mizoram,Puducherry,Puducherry,12,18,1,1,0,7,0,0,3,6,9,12,2019
R Vinay Kumar,1205757.json,2019-11-11,2019/20,BKC Ground,Puducherry,Mizoram,Puducherry,29,24,0,3,0,11,9,12,0,0,20,12,2019
Fabid Ahmed,1205757.json,2019-11-11,2019/20,BKC Ground,Puducherry,Mizoram,Puducherry,15,18,1,0,0,9,3,12,12,6,0,0,2019
Ashith Rajiv,1205757.json,2019-11-11,2019/20,BKC Ground,Puducherry,Mizoram,Puducherry,25,24,2,0,0,9,6,6,14,12,5,6,2019
Sagar Udeshi,1205757.json,2019-11-11,2019/20,BKC Ground,Puducherry,Mizoram,Puducherry,21,24,0,0,0,12,1,6,13,12,7,6,2019
A Aravinddaraj,1205757.json,2019-11-11,2019/20,BKC Ground,Puducherry,Mizoram,Puducherry,23,24,0,0,0,7,0,0,11,18,12,6,2019
Marimuthu Vikneshwaran,1205757.json,2019-11-11,2019/20,BKC Ground,Puducherry,Mizoram,Puducherry,11,6,0,0,0,1,0,0,11,6,0,0,2019
Kanishk Seth,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Railways,Tripura,Railways,31,24,1,1,0,7,11,12,10,6,10,6,2020
T Pradeep,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Railways,Tripura,Railways,57,24,0,2,0,5,21,12,0,0,36,12,2020
Dhrushant Soni,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Railways,Tripura,Railways,41,24,0,0,0,5,13,6,14,12,14,6,2020
Harsh Tyagi,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Railways,Tripura,Railways,18,24,0,0,0,7,2,6,10,12,6,6,2020
KV Sharma,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Railways,Tripura,Railways,23,24,1,0,0,13,0,0,23,24,0,0,2020
Manisankar Murasingh,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Tripura,Railways,Railways,34,18,0,2,0,5,22,12,0,0,12,6,2020
Ajay Sarkar,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Tripura,Railways,Railways,34,21,0,1,2,4,16,12,0,0,18,9,2020
Sankar Paul,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Tripura,Railways,Railways,18,24,3,1,1,14,6,6,9,12,3,6,2020
TS Saha,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Tripura,Railways,Railways,40,24,1,1,0,10,8,6,11,12,21,6,2020
Chandan Ray,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Tripura,Railways,Railways,24,18,0,0,0,8,0,0,24,18,0,0,2020
AK Sarkar,1244308.json,2021-01-10,2020/21,Alur Cricket Stadium III,Tripura,Railways,Railways,23,12,0,1,0,3,0,0,23,12,0,0,2020
D Dhapola,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Uttarakhand,Baroda,Uttarakhand,30,24,0,1,0,12,15,18,0,0,15,6,2018
Girish Rauturi,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Uttarakhand,Baroda,Uttarakhand,16,12,0,0,0,2,7,6,9,6,0,0,2018
Sunny Rana,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Uttarakhand,Baroda,Uttarakhand,27,24,2,0,0,11,11,12,0,0,16,12,2018
Himanshu Bisht,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Uttarakhand,Baroda,Uttarakhand,31,18,0,1,0,4,0,0,31,18,0,0,2018
R Bhatia,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Uttarakhand,Baroda,Uttarakhand,23,24,1,0,0,8,0,0,23,24,0,0,2018
Sunny Kashyap,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Uttarakhand,Baroda,Uttarakhand,25,18,1,0,0,6,0,0,9,6,16,12,2018
A Sheth,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Baroda,Uttarakhand,Uttarakhand,32,24,0,0,0,8,12,12,0,0,20,12,2018
BA Bhatt,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Baroda,Uttarakhand,Uttarakhand,14,12,0,0,0,5,5,6,9,6,0,0,2018
Swapnil Singh,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Baroda,Uttarakhand,Uttarakhand,29,24,1,0,0,9,11,6,8,12,10,6,2018
RT Arothe,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Baroda,Uttarakhand,Uttarakhand,14,12,1,0,0,4,7,6,7,6,0,0,2018
LI Meriwala,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Baroda,Uttarakhand,Uttarakhand,25,18,0,0,0,5,8,6,17,12,0,0,2018
DJ Hooda,1157121.json,2019-02-22,2018/19,"Airforce Complex ground, Palam",Baroda,Uttarakhand,Uttarakhand,39,24,0,1,0,4,0,0,26,18,13,6,2018
Navdeep Saini,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Goa,Delhi,35,24,2,1,0,9,12,12,0,0,23,12,2022
K Khejroliya,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Goa,Delhi,20,24,1,0,0,12,11,12,0,0,9,12,2022
MP Yadav,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Goa,Delhi,25,18,0,1,0,4,9,6,16,12,0,0,2022
Shivank Vashisth,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Goa,Delhi,19,18,1,0,0,8,8,6,11,12,0,0,2022
N Rana,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Goa,Delhi,15,18,1,1,0,4,0,0,10,12,5,6,2022
Yogesh Sharma,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Goa,Delhi,17,18,1,0,0,4,0,0,17,18,0,0,2022
Arjun Tendulkar,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Delhi,Delhi,28,18,1,2,1,6,19,12,0,0,9,6,2022
Lakshay Garg,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Delhi,Delhi,31,18,1,1,0,6,14,12,0,0,17,6,2022
Amit Yadav,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Delhi,Delhi,22,24,2,0,0,11,1,6,21,18,0,0,2022
Darshan Misal,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Delhi,Delhi,13,12,0,1,0,4,4,6,9,6,0,0,2022
Amulya Pandrekar,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Delhi,Delhi,12,12,0,0,0,3,0,0,12,12,0,0,2022
VA Naik,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Delhi,Delhi,6,6,0,0,0,3,0,0,6,6,0,0,2022
SD Lad,1333012.json,2022-10-20,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Delhi,Delhi,21,12,0,0,0,3,0,0,21,12,0,0,2022
Anureet Singh,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Railways,Vidarbha,Vidarbha,45,24,1,3,0,8,15,12,0,0,30,12,2017
Amit Mishra,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Railways,Vidarbha,Vidarbha,30,24,2,1,1,10,8,12,0,0,22,12,2017
Satender Thakran,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Railways,Vidarbha,Vidarbha,25,18,0,0,0,2,8,6,17,12,0,0,2017
Abhishek Sharma,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Railways,Vidarbha,Vidarbha,19,12,1,0,0,3,12,6,7,6,0,0,2017
Chanderpal Saini,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Railways,Vidarbha,Vidarbha,26,24,0,0,0,9,0,0,16,18,10,6,2017
Ashish Yadav,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Railways,Vidarbha,Vidarbha,18,18,1,0,0,4,0,0,18,18,0,0,2017
SB Wagh,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Railways,Vidarbha,24,18,2,0,0,9,16,12,0,0,8,6,2017
RN Gurbani,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Railways,Vidarbha,25,18,1,1,0,10,25,18,0,0,0,0,2017
Ravikumar Thakur,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Railways,Vidarbha,26,24,3,0,0,10,11,6,2,6,13,12,2017
RL Jangid,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Railways,Vidarbha,27,24,1,0,0,5,0,0,16,18,11,6,2017
Akshay Wakhare,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Railways,Vidarbha,15,12,1,3,0,2,0,0,7,6,8,6,2017
Akshay Karnewar,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Railways,Vidarbha,11,6,0,0,0,0,0,0,11,6,0,0,2017
KV Sharma,1130677.json,2018-01-09,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Railways,Vidarbha,18,18,0,0,0,4,0,0,18,18,0,0,2017
Raushan Raj,902107.json,2016-01-02,2015/16,Barabati Stadium,Services,Karnataka,Services,19,24,3,1,0,13,13,18,0,0,6,6,2015
Nitin Yadav,902107.json,2016-01-02,2015/16,Barabati Stadium,Services,Karnataka,Services,42,24,1,1,0,8,19,6,9,6,14,12,2015
D Rai,902107.json,2016-01-02,2015/16,Barabati Stadium,Services,Karnataka,Services,21,24,2,1,0,13,15,12,6,12,0,0,2015
Sumit Singh,902107.json,2016-01-02,2015/16,Barabati Stadium,Services,Karnataka,Services,18,24,0,0,0,12,0,0,18,24,0,0,2015
Avishek Sinha,902107.json,2016-01-02,2015/16,Barabati Stadium,Services,Karnataka,Services,21,24,0,1,0,8,0,0,9,12,12,12,2015
R Vinay Kumar,902107.json,2016-01-02,2015/16,Barabati Stadium,Karnataka,Services,Services,33,24,1,0,1,11,10,12,0,0,23,12,2015
S Aravind,902107.json,2016-01-02,2015/16,Barabati Stadium,Karnataka,Services,Services,21,24,1,0,0,10,7,12,8,6,6,6,2015
A Mithun,902107.json,2016-01-02,2015/16,Barabati Stadium,Karnataka,Services,Services,16,18,0,0,0,9,3,6,13,12,0,0,2015
KC Cariappa,902107.json,2016-01-02,2015/16,Barabati Stadium,Karnataka,Services,Services,20,18,2,0,0,7,0,6,8,6,12,6,2015
STR Binny,902107.json,2016-01-02,2015/16,Barabati Stadium,Karnataka,Services,Services,12,6,0,0,0,0,0,0,12,6,0,0,2015
J Suchith,902107.json,2016-01-02,2015/16,Barabati Stadium,Karnataka,Services,Services,12,18,1,1,0,10,0,0,12,18,0,0,2015
KK Nair,902107.json,2016-01-02,2015/16,Barabati Stadium,Karnataka,Services,Services,8,6,0,0,0,1,0,0,8,6,0,0,2015
Navdeep Saini,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Delhi,Saurashtra,Saurashtra,22,24,1,1,0,12,15,18,0,0,7,6,2021
PJ Sangwan,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Delhi,Saurashtra,Saurashtra,51,24,1,0,1,5,9,6,11,6,31,12,2021
Simarjeet Singh,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Delhi,Saurashtra,Saurashtra,30,24,1,1,0,11,13,12,7,6,10,6,2021
Deepak Punia,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Delhi,Saurashtra,Saurashtra,39,24,1,0,0,8,0,0,24,18,15,6,2021
Shivank Vashisth,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Delhi,Saurashtra,Saurashtra,24,24,2,0,0,10,0,0,24,24,0,0,2021
JD Unadkat,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Saurashtra,Delhi,Saurashtra,27,24,1,0,0,11,16,12,3,6,8,6,2021
C Sakariya,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Saurashtra,Delhi,Saurashtra,24,24,0,1,0,8,11,12,8,6,5,6,2021
K D Patel,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Saurashtra,Delhi,Saurashtra,35,24,2,0,0,7,9,6,19,12,7,6,2021
Chirag Jani,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Saurashtra,Delhi,Saurashtra,37,24,1,1,0,6,5,6,9,12,23,6,2021
PN Mankad,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Saurashtra,Delhi,Saurashtra,15,6,0,1,0,0,0,0,15,6,0,0,2021
Dharmendrasinh Jadeja,1280287.json,2021-11-09,2021/22,Chaudhry Bansi Lal Cricket Stadium,Saurashtra,Delhi,Saurashtra,15,18,1,0,0,6,0,0,11,12,4,6,2021
A Choudhary,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Rajasthan,Chhattisgarh,Rajasthan,11,16,1,1,0,10,10,12,0,0,1,4,2017
DL Chahar,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Rajasthan,Chhattisgarh,Rajasthan,19,24,1,1,0,13,15,18,0,0,4,6,2017
KK Ahmed,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Rajasthan,Chhattisgarh,Rajasthan,14,18,4,2,1,9,4,6,6,6,4,6,2017
MK Lomror,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Rajasthan,Chhattisgarh,Rajasthan,10,6,0,0,0,0,0,0,10,6,0,0,2017
CP Singh,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Rajasthan,Chhattisgarh,Rajasthan,29,24,2,0,0,2,0,0,29,24,0,0,2017
Tajinder Singh,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Rajasthan,Chhattisgarh,Rajasthan,20,18,2,0,0,5,0,0,20,18,0,0,2017
Pankaj Rao,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Rajasthan,Rajasthan,22,24,0,3,0,12,18,18,0,0,4,6,2017
Shakeeb Ahmed,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Rajasthan,Rajasthan,14,18,1,0,0,10,8,12,6,6,0,0,2017
Ajay Mandal,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Rajasthan,Rajasthan,18,18,0,0,0,6,7,6,11,12,0,0,2017
Sumit Ruikar,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Rajasthan,Rajasthan,28,24,2,0,0,9,0,0,14,18,14,6,2017
Shivendra Singh,1130698.json,2018-01-12,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Rajasthan,Rajasthan,22,21,0,0,0,6,0,0,17,18,5,3,2017
S Nadeem,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Jharkhand,Andhra,Andhra,27,24,3,0,0,11,15,6,12,18,0,0,2018
Monu Kumar,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Jharkhand,Andhra,Andhra,21,12,1,1,0,4,21,12,0,0,0,0,2018
R Shukla,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Jharkhand,Andhra,Andhra,37,24,2,1,0,9,16,12,0,0,21,12,2018
VR Aaron,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Jharkhand,Andhra,Andhra,49,23,3,2,0,11,5,6,7,6,37,11,2018
Anand Singh,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Jharkhand,Andhra,Andhra,17,18,0,0,0,6,0,0,17,18,0,0,2018
AS Roy,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Jharkhand,Andhra,Andhra,28,18,0,0,0,2,0,0,21,12,7,6,2018
Shoaib Mohammed Khan,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Andhra,Jharkhand,Andhra,17,18,1,0,0,7,9,12,8,6,0,0,2018
Bandaru Ayyappa,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Andhra,Jharkhand,Andhra,41,24,2,1,1,11,11,12,0,0,30,12,2018
K V Sasikanth,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Andhra,Jharkhand,Andhra,38,24,0,1,0,10,18,12,2,6,18,6,2018
Y Prithvi Raj,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Andhra,Jharkhand,Andhra,29,23,3,2,0,7,0,0,27,18,2,5,2018
GH Vihari,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Andhra,Jharkhand,Andhra,14,6,0,0,0,0,0,0,14,6,0,0,2018
Girinath Reddy,1157176.json,2019-02-28,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Andhra,Jharkhand,Andhra,37,24,2,0,0,4,0,0,33,18,4,6,2018
Bipul Sharma,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Sikkim,Madhya Pradesh,Madhya Pradesh,38,24,2,1,0,8,29,12,0,0,9,12,2018
Ishwar Chaudhary,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Sikkim,Madhya Pradesh,Madhya Pradesh,25,24,3,0,0,7,12,12,0,0,13,12,2018
Pritam Nirala,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Sikkim,Madhya Pradesh,Madhya Pradesh,23,24,2,1,0,13,12,12,11,12,0,0,2018
