player,match_file,date,season,venue,team,opponent,winner,runs_conceded,balls_bowled,wickets,wides,noballs,dot_balls,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,season_start_year
Tashi Bhalla,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Sikkim,Madhya Pradesh,Madhya Pradesh,16,12,0,0,0,5,0,0,16,12,0,0,2018
Lee Yong Lepcha,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Sikkim,Madhya Pradesh,Madhya Pradesh,17,6,0,0,0,0,0,0,17,6,0,0,2018
Rinzing Bhutia,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Sikkim,Madhya Pradesh,Madhya Pradesh,17,18,1,0,0,3,0,0,12,12,5,6,2018
Mandup Bhutia,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Sikkim,Madhya Pradesh,Madhya Pradesh,28,12,0,0,0,3,0,0,28,12,0,0,2018
IC Pandey,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Madhya Pradesh,Sikkim,Madhya Pradesh,9,12,1,0,0,6,9,12,0,0,0,0,2018
KR Sen,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Madhya Pradesh,Sikkim,Madhya Pradesh,32,18,0,4,0,9,32,18,0,0,0,0,2018
VR Iyer,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Madhya Pradesh,Sikkim,Madhya Pradesh,9,12,1,1,0,7,5,6,4,6,0,0,2018
K Kartikeya,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Madhya Pradesh,Sikkim,Madhya Pradesh,11,24,3,0,0,14,0,0,11,24,0,0,2018
Mihir Hirwani,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Madhya Pradesh,Sikkim,Madhya Pradesh,24,24,3,1,0,12,0,0,24,24,0,0,2018
Parth Sahani,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Madhya Pradesh,Sikkim,Madhya Pradesh,13,12,0,0,0,9,0,0,0,0,13,12,2018
Sohraab Dhaliwal,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Madhya Pradesh,Sikkim,Madhya Pradesh,12,12,0,0,0,8,0,0,0,0,12,12,2018
Rishabh Chouhan,1157199.json,2019-03-02,2018/19,Emerald Heights International School Ground,Madhya Pradesh,Sikkim,Madhya Pradesh,4,6,1,0,0,5,0,0,0,0,4,6,2018
Fabid Ahmed,1205829.json,2019-11-17,2019/20,BKC Ground,Puducherry,Bengal,Puducherry,34,24,1,0,0,10,16,12,18,12,0,0,2019
R Vinay Kumar,1205829.json,2019-11-17,2019/20,BKC Ground,Puducherry,Bengal,Puducherry,29,24,0,0,0,8,10,12,0,0,19,12,2019
Sagar Trivedi,1205829.json,2019-11-17,2019/20,BKC Ground,Puducherry,Bengal,Puducherry,12,12,1,0,0,6,8,6,4,6,0,0,2019
Ashith Rajiv,1205829.json,2019-11-17,2019/20,BKC Ground,Puducherry,Bengal,Puducherry,20,18,0,1,0,6,12,6,4,6,4,6,2019
Suresh Kumar,1205829.json,2019-11-17,2019/20,BKC Ground,Puducherry,Bengal,Puducherry,18,24,4,0,0,11,0,0,16,18,2,6,2019
Sagar Udeshi,1205829.json,2019-11-17,2019/20,BKC Ground,Puducherry,Bengal,Puducherry,19,18,0,0,0,4,0,0,12,12,7,6,2019
IC Porel,1205829.json,2019-11-17,2019/20,BKC Ground,Bengal,Puducherry,Puducherry,23,24,1,0,0,13,13,12,0,0,10,12,2019
Akash Deep,1205829.json,2019-11-17,2019/20,BKC Ground,Bengal,Puducherry,Puducherry,13,12,0,0,0,8,13,12,0,0,0,0,2019
Shahbaz Ahmed,1205829.json,2019-11-17,2019/20,BKC Ground,Bengal,Puducherry,Puducherry,25,24,2,0,0,12,10,6,15,18,0,0,2019
Sayan Ghosh,1205829.json,2019-11-17,2019/20,BKC Ground,Bengal,Puducherry,Puducherry,35,22,2,0,0,9,7,6,6,6,22,10,2019
MK Tiwary,1205829.json,2019-11-17,2019/20,BKC Ground,Bengal,Puducherry,Puducherry,20,12,0,1,0,1,0,0,20,12,0,0,2019
Arnab Nandi,1205829.json,2019-11-17,2019/20,BKC Ground,Bengal,Puducherry,Puducherry,19,24,1,0,0,10,0,0,15,18,4,6,2019
Ravikumar Thakur,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Vidarbha,Gujarat,Gujarat,45,24,2,1,0,4,10,6,16,6,19,12,2015
RN Gurbani,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Vidarbha,Gujarat,Gujarat,24,18,1,1,0,9,18,12,6,6,0,0,2015
AG Jungade,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Vidarbha,Gujarat,Gujarat,32,24,1,0,0,6,18,12,8,6,6,6,2015
Akshay Karnewar,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Vidarbha,Gujarat,Gujarat,26,12,0,2,0,1,15,6,11,6,0,0,2015
Akshay Wakhare,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Vidarbha,Gujarat,Gujarat,14,18,0,1,0,5,0,0,9,12,5,6,2015
RL Jangid,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Vidarbha,Gujarat,Gujarat,33,24,2,2,0,5,0,0,19,18,14,6,2015
RP Singh,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Gujarat,Vidarbha,Gujarat,28,24,3,0,0,8,16,12,12,12,0,0,2015
Roosh Kalaria,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Gujarat,Vidarbha,Gujarat,12,18,0,0,0,9,9,12,0,0,3,6,2015
JJ Bumrah,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Gujarat,Vidarbha,Gujarat,17,22,3,0,0,13,11,12,0,0,6,10,2015
HP Patel,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Gujarat,Vidarbha,Gujarat,36,24,3,0,0,5,0,0,36,24,0,0,2015
RH Bhatt,902111.json,2016-01-03,2015/16,"Vidarbha Cricket Association Stadium, Jamtha",Gujarat,Vidarbha,Gujarat,21,24,1,1,0,5,0,0,16,18,5,6,2015
DS Kulkarni,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Baroda,Baroda,30,24,1,1,0,9,11,12,0,0,19,12,2017
S Dube,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Baroda,Baroda,39,18,0,1,0,5,14,6,15,6,10,6,2017
TU Deshpande,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Baroda,Baroda,39,24,2,0,0,7,16,6,23,18,0,0,2017
SN Thakur,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Baroda,Baroda,47,24,0,2,1,4,12,6,19,12,16,6,2017
Parikshit Valsangkar,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Baroda,Baroda,43,24,0,0,0,2,15,6,13,12,15,6,2017
SD Lad,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Baroda,Baroda,12,6,0,1,0,1,0,0,12,6,0,0,2017
A Sheth,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Baroda,Mumbai,Baroda,33,24,3,0,0,11,19,12,0,0,14,12,2017
RT Arothe,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Baroda,Mumbai,Baroda,16,12,0,0,0,4,6,6,10,6,0,0,2017
Swapnil Singh,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Baroda,Mumbai,Baroda,38,18,0,0,0,2,15,6,23,12,0,0,2017
KH Pandya,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Baroda,Mumbai,Baroda,48,24,1,1,0,2,12,6,21,12,15,6,2017
Soaeb Tai,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Baroda,Mumbai,Baroda,33,24,0,1,0,5,8,6,10,12,15,6,2017
LI Meriwala,1130661.json,2018-01-07,2017/18,Saurashtra Cricket Association Stadium,Baroda,Mumbai,Baroda,29,18,3,1,0,5,0,0,19,12,10,6,2017
AS Rajpoot,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Uttar Pradesh,Chhattisgarh,Uttar Pradesh,21,24,2,0,0,13,5,12,0,0,16,12,2017
Mohsin Khan,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Uttar Pradesh,Chhattisgarh,Uttar Pradesh,20,18,0,0,0,7,8,6,2,6,10,6,2017
Amit Mishra,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Uttar Pradesh,Chhattisgarh,Uttar Pradesh,19,18,2,1,0,6,10,12,0,0,9,6,2017
Saurabh Kumar,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Uttar Pradesh,Chhattisgarh,Uttar Pradesh,16,24,2,0,0,12,7,6,9,18,0,0,2017
Kuldeep Yadav,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Uttar Pradesh,Chhattisgarh,Uttar Pradesh,21,24,1,0,0,8,0,0,19,18,2,6,2017
SK Raina,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Uttar Pradesh,Chhattisgarh,Uttar Pradesh,16,12,1,1,0,2,0,0,16,12,0,0,2017
Pankaj Rao,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,32,18,1,0,0,6,32,18,0,0,0,0,2017
Shakeeb Ahmed,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,30,18,2,1,0,4,30,18,0,0,0,0,2017
Sumit Ruikar,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,15,6,0,0,0,0,0,0,15,6,0,0,2017
Shivendra Singh,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,18,12,0,0,0,1,0,0,18,12,0,0,2017
Vishal Kushwah,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,7,6,0,0,0,1,0,0,7,6,0,0,2017
Nitish Rao,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,9,6,1,0,0,2,0,0,9,6,0,0,2017
Amandeep Khare,1130724.json,2018-01-16,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,3,2,0,1,0,0,0,0,3,2,0,0,2017
Md Saptula,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Sikkim,Vidarbha,Vidarbha,31,24,0,0,0,7,12,6,19,18,0,0,2021
Kranthi Kumar,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Sikkim,Vidarbha,Vidarbha,38,18,0,0,0,4,10,6,9,6,19,6,2021
Codanda Ajit Karthik,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Sikkim,Vidarbha,Vidarbha,30,18,0,1,1,7,17,12,0,0,13,6,2021
Sumit Singh,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Sikkim,Vidarbha,Vidarbha,40,24,2,3,0,7,13,12,0,0,27,12,2021
Akash Luitel,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Sikkim,Vidarbha,Vidarbha,14,6,0,0,0,0,0,0,14,6,0,0,2021
Palzor Tamang,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Sikkim,Vidarbha,Vidarbha,32,18,2,0,0,4,0,0,20,12,12,6,2021
Lee Yong Lepcha,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Sikkim,Vidarbha,Vidarbha,20,12,0,0,0,3,0,0,20,12,0,0,2021
DG Nalkande,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Vidarbha,Sikkim,Vidarbha,8,12,0,0,0,8,8,12,0,0,0,0,2021
Sooraj Rai,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Vidarbha,Sikkim,Vidarbha,26,24,1,0,0,12,17,12,0,0,9,12,2021
Yash Thakur,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Vidarbha,Sikkim,Vidarbha,8,12,0,0,0,7,8,12,0,0,0,0,2021
Akshay Wakhare,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Vidarbha,Sikkim,Vidarbha,16,24,1,0,0,13,0,0,16,24,0,0,2021
Akshay Karnewar,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Vidarbha,Sikkim,Vidarbha,5,24,4,1,0,20,0,0,5,24,0,0,2021
Atharva Taide,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Vidarbha,Sikkim,Vidarbha,2,12,2,0,0,10,0,0,0,6,2,6,2021
Sanjay Raghunath,1280291.json,2021-11-09,2021/22,"ACA Stadium,Mangalagiri",Vidarbha,Sikkim,Vidarbha,10,12,0,0,0,7,0,0,0,0,10,12,2021
S Sandeep Warrier,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Kerala,Tamil Nadu,Tamil Nadu,27,24,0,1,0,11,12,18,0,0,15,6,2019
Basil Thampi,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Kerala,Tamil Nadu,Tamil Nadu,49,24,3,0,1,9,14,12,0,0,35,12,2019
KM Asif,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Kerala,Tamil Nadu,Tamil Nadu,25,24,1,1,1,7,3,6,10,12,12,6,2019
Jalaj S Saxena,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Kerala,Tamil Nadu,Tamil Nadu,34,24,0,1,0,5,0,0,34,24,0,0,2019
S Midhun,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Kerala,Tamil Nadu,Tamil Nadu,39,24,0,0,0,3,0,0,30,18,9,6,2019
R Sai Kishore,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Tamil Nadu,Kerala,Tamil Nadu,21,24,0,0,0,10,16,18,0,0,5,6,2019
T Natarajan,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Tamil Nadu,Kerala,Tamil Nadu,25,24,3,0,0,11,20,12,0,0,5,12,2019
G Periyaswamy,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Tamil Nadu,Kerala,Tamil Nadu,38,24,3,3,0,6,12,6,10,6,16,12,2019
M Ashwin,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Tamil Nadu,Kerala,Tamil Nadu,22,24,1,0,0,9,0,0,22,24,0,0,2019
M Mohammed,1205716.json,2019-11-08,2019/20,St'Xavier's KCA Cricket Ground,Tamil Nadu,Kerala,Tamil Nadu,31,24,1,1,0,6,0,0,31,24,0,0,2019
Arnab Nandi,1244349.json,2021-01-14,2020/21,Eden Gardens,Bengal,Hyderabad (India),Bengal,19,18,1,0,0,8,7,12,12,6,0,0,2020
IC Porel,1244349.json,2021-01-14,2020/21,Eden Gardens,Bengal,Hyderabad (India),Bengal,24,24,4,1,0,11,9,12,0,0,15,12,2020
Akash Deep,1244349.json,2021-01-14,2020/21,Eden Gardens,Bengal,Hyderabad (India),Bengal,35,24,4,1,0,13,9,6,7,6,19,12,2020
Mukesh Kumar,1244349.json,2021-01-14,2020/21,Eden Gardens,Bengal,Hyderabad (India),Bengal,36,24,0,1,0,6,15,6,10,12,11,6,2020
Writtick Chatterjee,1244349.json,2021-01-14,2020/21,Eden Gardens,Bengal,Hyderabad (India),Bengal,19,12,0,0,0,0,0,0,19,12,0,0,2020
MK Tiwary,1244349.json,2021-01-14,2020/21,Eden Gardens,Bengal,Hyderabad (India),Bengal,16,12,0,0,0,1,0,0,16,12,0,0,2020
Shahbaz Ahmed,1244349.json,2021-01-14,2020/21,Eden Gardens,Bengal,Hyderabad (India),Bengal,8,6,1,0,0,1,0,0,8,6,0,0,2020
CV Milind,1244349.json,2021-01-14,2020/21,Eden Gardens,Hyderabad (India),Bengal,Bengal,33,18,0,0,0,6,24,12,0,0,9,6,2020
Kartikeya Kak,1244349.json,2021-01-14,2020/21,Eden Gardens,Hyderabad (India),Bengal,Bengal,32,18,1,0,0,6,20,12,0,0,12,6,2020
Yudhvir Singh,1244349.json,2021-01-14,2020/21,Eden Gardens,Hyderabad (India),Bengal,Bengal,21,12,0,0,0,5,21,12,0,0,0,0,2020
Tanay Thyagarajan,1244349.json,2021-01-14,2020/21,Eden Gardens,Hyderabad (India),Bengal,Bengal,19,18,1,0,0,5,0,0,19,18,0,0,2020
Ravi Teja,1244349.json,2021-01-14,2020/21,Eden Gardens,Hyderabad (India),Bengal,Bengal,28,24,2,0,0,9,0,0,28,24,0,0,2020
Bavanaka Sandeep,1244349.json,2021-01-14,2020/21,Eden Gardens,Hyderabad (India),Bengal,Bengal,12,12,0,0,0,4,0,0,12,12,0,0,2020
Tilak Varma,1244349.json,2021-01-14,2020/21,Eden Gardens,Hyderabad (India),Bengal,Bengal,12,6,0,0,0,0,0,0,0,0,12,6,2020
Rahul Buddhi,1244349.json,2021-01-14,2020/21,Eden Gardens,Hyderabad (India),Bengal,Bengal,4,2,0,0,0,1,0,0,0,0,4,2,2020
Tahmeed Rahman,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Nagaland,Jharkhand,Jharkhand,50,24,1,0,0,4,14,6,14,12,22,6,2018
P Suyal,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Nagaland,Jharkhand,Jharkhand,32,24,1,0,0,14,6,12,0,0,26,12,2018
Kiran Reddy,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Nagaland,Jharkhand,Jharkhand,31,24,0,4,0,11,9,12,5,6,17,6,2018
Bhavik Patel,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Nagaland,Jharkhand,Jharkhand,49,24,0,1,0,4,16,6,21,12,12,6,2018
Imliwati Lemtur,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Nagaland,Jharkhand,Jharkhand,29,12,1,0,0,3,0,0,29,12,0,0,2018
Rongsen Jonathan,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Nagaland,Jharkhand,Jharkhand,6,12,0,0,0,6,0,0,6,12,0,0,2018
VR Aaron,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,Nagaland,Jharkhand,14,24,1,0,0,14,3,12,0,0,11,12,2018
Vikash Singh,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,Nagaland,Jharkhand,35,18,0,0,1,9,16,12,0,0,19,6,2018
Ajay Yadav,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,Nagaland,Jharkhand,14,12,0,1,0,8,5,6,9,6,0,0,2018
AS Roy,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,Nagaland,Jharkhand,23,12,1,0,0,6,18,6,5,6,0,0,2018
S Nadeem,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,Nagaland,Jharkhand,15,24,0,0,0,12,0,0,13,18,2,6,2018
Anand Singh,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,Nagaland,Jharkhand,5,6,0,1,0,3,0,0,5,6,0,0,2018
Virat Singh,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,Nagaland,Jharkhand,32,18,0,1,0,4,0,0,32,18,0,0,2018
Utkarsh Singh,1157160.json,2019-02-27,2018/19,"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,Nagaland,Jharkhand,5,6,1,0,0,1,0,0,0,0,5,6,2018
Abhishek Sharma,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Punjab,Himachal Pradesh,Himachal Pradesh,20,24,2,0,0,12,9,12,11,12,0,0,2022
S Kaul,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Punjab,Himachal Pradesh,Himachal Pradesh,30,24,0,0,0,9,13,12,0,0,17,12,2022
Baltej Singh,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Punjab,Himachal Pradesh,Himachal Pradesh,43,24,1,0,1,6,14,12,0,0,29,12,2022
Harpreet Brar,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Punjab,Himachal Pradesh,Himachal Pradesh,29,18,1,0,0,4,0,0,21,12,8,6,2022
M Markande,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Punjab,Himachal Pradesh,Himachal Pradesh,19,6,0,0,0,0,0,0,19,6,0,0,2022
Ramandeep Singh,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Punjab,Himachal Pradesh,Himachal Pradesh,18,12,0,0,0,0,0,0,18,12,0,0,2022
Sanvir Singh,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Punjab,Himachal Pradesh,Himachal Pradesh,17,12,2,0,0,2,0,0,17,12,0,0,2022
VG Arora,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Himachal Pradesh,Punjab,Himachal Pradesh,28,24,0,2,0,13,26,18,2,6,0,0,2022
R Dhawan,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Himachal Pradesh,Punjab,Himachal Pradesh,25,24,3,0,0,14,6,12,9,6,10,6,2022
Kanwar Abhinay,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Himachal Pradesh,Punjab,Himachal Pradesh,27,24,1,0,0,10,0,6,3,6,24,12,2022
Pankaj Jaswal,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Himachal Pradesh,Punjab,Himachal Pradesh,47,18,0,0,1,2,0,0,29,12,18,6,2022
Mayank Dagar,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Himachal Pradesh,Punjab,Himachal Pradesh,28,24,2,0,0,7,0,0,23,18,5,6,2022
Akash Vasisht,1333053.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Himachal Pradesh,Punjab,Himachal Pradesh,8,6,1,0,0,1,0,0,8,6,0,0,2022
AS Rajpoot,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Saurashtra,Saurashtra,26,24,0,0,0,8,13,12,8,6,5,6,2021
Mohsin Khan,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Saurashtra,Saurashtra,35,24,2,0,0,11,18,12,0,0,17,12,2021
Shivam Mavi,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Saurashtra,Saurashtra,33,24,2,0,0,9,9,6,2,6,22,12,2021
Saurabh Kumar,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Saurashtra,Saurashtra,31,24,1,0,0,9,11,6,20,18,0,0,2021
Shivam Sharma,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Saurashtra,Saurashtra,22,24,2,1,0,13,0,0,22,24,0,0,2021
JD Unadkat,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Saurashtra,Uttar Pradesh,Saurashtra,35,24,2,0,0,9,19,12,4,6,12,6,2021
C Sakariya,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Saurashtra,Uttar Pradesh,Saurashtra,29,24,1,0,0,10,11,12,0,0,18,12,2021
Dharmendrasinh Jadeja,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Saurashtra,Uttar Pradesh,Saurashtra,24,24,2,1,0,12,5,6,19,18,0,0,2021
Parth Bhut,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Saurashtra,Uttar Pradesh,Saurashtra,21,24,1,0,0,10,7,6,8,12,6,6,2021
Chirag Jani,1280229.json,2021-11-05,2021/22,Gurugram Cricket Ground (SRNCC),Saurashtra,Uttar Pradesh,Saurashtra,36,24,0,0,0,7,0,0,19,18,17,6,2021
Tripuresh Singh,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Madhya Pradesh,Saurashtra,Madhya Pradesh,29,24,1,0,0,12,17,18,0,0,12,6,2024
Avesh Khan,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Madhya Pradesh,Saurashtra,Madhya Pradesh,51,24,2,1,0,9,18,12,0,0,33,12,2024
Shivam Shukla,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Madhya Pradesh,Saurashtra,Madhya Pradesh,20,18,1,1,0,6,6,6,14,12,0,0,2024
VR Iyer,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Madhya Pradesh,Saurashtra,Madhya Pradesh,23,18,2,0,0,7,0,0,15,12,8,6,2024
K Kartikeya,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Madhya Pradesh,Saurashtra,Madhya Pradesh,29,18,0,0,0,4,0,0,14,12,15,6,2024
Rahul Batham,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Madhya Pradesh,Saurashtra,Madhya Pradesh,21,18,1,0,0,3,0,0,21,18,0,0,2024
JD Unadkat,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Saurashtra,Madhya Pradesh,Madhya Pradesh,31,24,1,0,0,10,12,12,10,6,9,6,2024
A Panwar,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Saurashtra,Madhya Pradesh,Madhya Pradesh,51,24,1,2,0,4,22,12,0,0,29,12,2024
Chirag Jani,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Saurashtra,Madhya Pradesh,Madhya Pradesh,27,24,1,3,0,9,12,6,5,12,10,6,2024
Dharmendrasinh Jadeja,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Saurashtra,Madhya Pradesh,Madhya Pradesh,30,24,0,0,0,5,10,6,20,18,0,0,2024
PN Mankad,1446103.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Saurashtra,Madhya Pradesh,Madhya Pradesh,21,15,1,2,0,3,0,0,21,15,0,0,2024
