player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_economy,mid_economy,death_economy,pp_wicket_contribution,mid_wicket_contribution,death_wicket_contribution,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,team
VR Aaron,44,50,994,1527,63,8,9.22,34.7,22.59,0.88,0.94,17,0.34,0.389,1.26,0.16,8.89,8.24,11.71,0.386,0.404,0.209,middle,all_phases_bowler,1.04,0.73,Royal Challengers Bangalore
VR Iyer,3,9,81,145,2,1,10.74,48.33,27.0,0.333,0.71,1,0.111,0.185,0.222,0.111,,11.25,10.0,0.0,0.593,0.407,death,death_bowler,0.67,0.17,Kolkata Knight Riders
VRV Singh,12,18,360,549,7,4,9.15,45.75,30.0,0.667,0.84,2,0.111,0.317,0.389,0.222,10.46,8.62,9.06,0.217,0.483,0.3,middle,all_phases_bowler,0.75,0.5,Kings XI Punjab
VS Malik,6,13,205,268,5,2,7.84,44.67,34.17,0.462,0.66,1,0.077,0.41,0.385,0.154,7.48,8.25,10.29,0.615,0.351,0.034,powerplay,powerplay_bowler,0.6,0.38,Kings XI Punjab
VY Mahesh,21,17,339,511,13,7,9.04,24.33,16.14,1.235,1.15,6,0.353,0.354,0.765,0.412,11.46,8.52,7.71,0.23,0.584,0.186,death,middle_overs_bowler,1.25,1.22,Delhi Daredevils
Vijaykumar Vyshak,22,20,411,719,23,2,10.5,32.68,18.68,1.1,1.02,7,0.35,0.285,1.15,0.1,11.36,9.56,12.24,0.161,0.599,0.241,middle,middle_overs_bowler,1.08,1.12,Punjab Kings
WA Mota,4,7,72,98,2,1,8.17,24.5,18.0,0.571,0.53,0,0.0,0.333,0.286,0.143,,6.25,12.0,0.0,0.667,0.333,middle,middle_overs_bowler,0.5,0.67,Kings XI Punjab
WD Parnell,35,33,723,968,29,6,8.03,27.66,20.66,1.061,0.97,8,0.242,0.409,0.879,0.182,7.9,7.05,8.75,0.515,0.166,0.32,middle,powerplay_bowler,1.42,0.86,Pune Warriors
WG Jacks,8,13,138,221,6,1,9.61,27.62,17.25,0.615,0.77,2,0.154,0.304,0.462,0.077,10.0,9.31,12.0,0.261,0.696,0.043,middle,middle_overs_bowler,0.86,0.33,Mumbai Indians
WPUJC Vaas,18,13,282,364,4,2,7.74,20.22,15.67,1.385,0.87,6,0.462,0.454,0.308,0.154,6.39,9.5,12.0,0.702,0.128,0.17,powerplay,powerplay_bowler,1.8,1.12,Deccan Chargers
Washington Sundar,40,65,1144,1485,10,2,7.79,37.12,28.6,0.615,0.84,9,0.138,0.33,0.154,0.031,8.55,7.14,9.59,0.336,0.593,0.072,middle,middle_overs_bowler,0.81,0.42,Royal Challengers Bangalore
XC Bartlett,6,9,166,271,3,1,9.8,45.17,27.67,0.667,0.71,1,0.111,0.349,0.333,0.111,10.28,9.83,8.5,0.566,0.217,0.217,death,powerplay_bowler,0.57,1.0,Punjab Kings
Y Nagar,4,8,66,125,2,4,11.36,31.25,16.5,0.5,0.76,1,0.125,0.242,0.25,0.5,10.0,11.5,,0.091,0.909,0.0,powerplay,middle_overs_bowler,0.0,0.67,Delhi Daredevils
Y Venugopal Rao,6,20,216,338,6,0,9.39,56.33,36.0,0.3,0.66,2,0.1,0.273,0.3,0.0,9.57,8.72,13.25,0.194,0.694,0.111,middle,middle_overs_bowler,0.14,0.38,Deccan Chargers
YA Abdulla,15,11,209,311,12,1,8.93,20.73,13.93,1.364,1.63,4,0.364,0.421,1.091,0.091,7.36,8.36,11.8,0.402,0.316,0.282,powerplay,powerplay_bowler,2.5,0.71,Kings XI Punjab
YK Pathan,42,82,1147,1443,37,0,7.55,34.36,27.31,0.512,0.82,11,0.134,0.343,0.451,0.0,6.81,7.68,9.65,0.309,0.622,0.069,powerplay,middle_overs_bowler,0.58,0.41,Kolkata Knight Riders
YS Chahal,224,176,3869,5240,112,10,8.13,23.39,17.27,1.273,1.1,61,0.347,0.332,0.636,0.057,7.99,7.83,9.5,0.104,0.726,0.169,middle,middle_overs_bowler,1.46,1.08,Royal Challengers Bangalore
Yash Dayal,41,43,871,1412,39,10,9.73,34.44,21.24,0.953,0.84,10,0.233,0.352,0.907,0.233,9.6,8.46,11.11,0.503,0.235,0.262,middle,powerplay_bowler,1.13,0.54,Royal Challengers Bengaluru
Yash Thakur,25,21,443,782,28,4,10.59,31.28,17.72,1.19,1.36,5,0.238,0.312,1.333,0.19,10.22,9.82,11.47,0.244,0.348,0.409,middle,death_bowler,1.9,0.55,Lucknow Super Giants
Yudhvir Singh,8,9,138,257,6,1,11.17,32.12,17.25,0.889,1.05,2,0.222,0.391,0.667,0.111,10.57,12.17,12.0,0.609,0.261,0.13,powerplay,powerplay_bowler,0.8,1.0,Lucknow Super Giants
Yuvraj Singh,36,73,869,1091,12,1,7.53,30.31,24.14,0.493,0.94,9,0.123,0.297,0.164,0.014,,7.4,8.39,0.0,0.87,0.13,middle,middle_overs_bowler,0.39,0.57,Kings XI Punjab
Z Khan,102,99,2200,2860,74,2,7.8,28.04,21.57,1.03,0.98,28,0.283,0.397,0.747,0.02,6.93,8.41,9.35,0.587,0.137,0.276,powerplay,powerplay_bowler,1.21,0.86,Royal Challengers Bangalore
Zeeshan Ansari,6,10,203,334,5,1,9.87,55.67,33.83,0.6,0.97,1,0.1,0.232,0.5,0.1,,9.47,13.04,0.0,0.887,0.113,middle,middle_overs_bowler,0.0,0.86,Sunrisers Hyderabad
